,what,is,the,total,make,up,of,fish,species,living,in,the,amazon,?
species,0.14617158472537994,0.2673557698726654,0.2522439956665039,0.11245447397232056,0.16408716142177582,0.1282709538936615,0.23307405412197113,0.39843615889549255,0.9999999403953552,0.3030374050140381,0.2179255336523056,0.2522439956665039,0.2994495630264282,0.1957087516784668
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.25815486907958984,0.324553906917572,0.34193792939186096,0.4946078956127167,0.220574751496315,0.2223871648311615,0.26278790831565857,0.5201468467712402,0.4933079481124878,0.2214922308921814,0.31091248989105225
"2,200",0.1481904536485672,0.04690679535269737,0.06788789480924606,-0.012023267336189747,0.06504687666893005,0.04392511397600174,0.14062876999378204,0.19870123267173767,0.3219307065010071,0.2799886167049408,0.12239512801170349,0.06788789480924606,0.0866977870464325,0.013263288885354996
fishes,0.21589066088199615,0.3076114356517792,0.29045408964157104,0.1335582286119461,0.20007629692554474,0.16709958016872406,0.30366116762161255,0.7611306309700012,0.43634048104286194,0.3166518211364746,0.23867948353290558,0.29045408964157104,0.2869487404823303,0.2000686526298523
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.25815486907958984,0.324553906917572,0.34193792939186096,0.4946078956127167,0.220574751496315,0.2223871648311615,0.26278790831565857,0.5201468467712402,0.4933079481124878,0.2214922308921814,0.31091248989105225
"1,294",0.2377302497625351,0.15377803146839142,0.12081556022167206,0.11182324588298798,0.1987786889076233,0.229210764169693,0.005643278360366821,0.22764407098293304,0.15981349349021912,0.11309709399938583,0.074866384267807,0.12081556022167206,0.17932309210300446,0.16479575634002686
birds,0.17956314980983734,0.21322783827781677,0.24023959040641785,0.15141130983829498,0.1975696086883545,0.2026686668395996,0.2461683750152588,0.43669232726097107,0.5187767744064331,0.17298993468284607,0.2125139683485031,0.24023959040641785,0.2305370569229126,0.13677363097667694
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.25815486907958984,0.324553906917572,0.34193792939186096,0.4946078956127167,0.220574751496315,0.2223871648311615,0.26278790831565857,0.5201468467712402,0.4933079481124878,0.2214922308921814,0.31091248989105225
427,-0.12005113065242767,-0.15133211016654968,-0.2638601064682007,-0.2393651008605957,-0.20283056795597076,-0.28213775157928467,-0.21943329274654388,-0.2692098021507263,-0.2062026560306549,-0.17888370156288147,-0.20808935165405273,-0.2638601064682007,-0.22957828640937805,-0.06483101099729538
mammals,0.1920388787984848,0.23238930106163025,0.27272844314575195,0.14182902872562408,0.1554775834083557,0.1746063381433487,0.2500741481781006,0.37153711915016174,0.5211568474769592,0.26667556166648865,0.21902817487716675,0.27272844314575195,0.23476628959178925,0.14248336851596832
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.25815486907958984,0.324553906917572,0.34193792939186096,0.4946078956127167,0.220574751496315,0.2223871648311615,0.26278790831565857,0.5201468467712402,0.4933079481124878,0.2214922308921814,0.31091248989105225
428,-0.16806195676326752,-0.12833400070667267,-0.23876549303531647,-0.2689265012741089,-0.1994406282901764,-0.3118025064468384,-0.20568950474262238,-0.20304976403713226,-0.15817634761333466,-0.14594604074954987,-0.19688504934310913,-0.23876549303531647,-0.2332145869731903,-0.14439550042152405
amphibians,0.24427281320095062,0.2037087380886078,0.2568071782588959,0.18712472915649414,0.22511641681194305,0.1346646547317505,0.2784369885921478,0.4789578318595886,0.5769056677818298,0.325472354888916,0.25579649209976196,0.2568071782588959,0.25585466623306274,0.19058775901794434
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.25815486907958984,0.324553906917572,0.34193792939186096,0.4946078956127167,0.220574751496315,0.2223871648311615,0.26278790831565857,0.5201468467712402,0.4933079481124878,0.2214922308921814,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.2520328164100647,0.4160483181476593,0.4032393991947174,0.5116966962814331,0.2571234405040741,0.23547904193401337,0.27568840980529785,0.4954058527946472,0.5171257257461548,0.23464977741241455,0.20544172823429108
378,0.005559158977121115,-0.037415407598018646,-0.023481857031583786,0.023426737636327744,-0.06497230380773544,-0.07035086303949356,0.02607801742851734,-0.0981195792555809,-0.04614562541246414,-0.1312856674194336,-0.032691046595573425,-0.023481857031583786,-0.0049358149990439415,0.046226855367422104
reptiles,0.24316363036632538,0.1908586174249649,0.24662268161773682,0.124672070145607,0.14995725452899933,0.17285022139549255,0.2712656855583191,0.45350950956344604,0.5270869135856628,0.31605595350265503,0.24236735701560974,0.24662268161773682,0.2511642575263977,0.17827048897743225
have,0.39808809757232666,0.3613572418689728,0.40389683842658997,0.2702822685241699,0.49406614899635315,0.34569859504699707,0.3802283704280853,0.25782760977745056,0.3239450752735138,0.2538067102432251,0.36843645572662354,0.40389683842658997,0.20372521877288818,0.32991164922714233
been,0.2567804455757141,0.39566612243652344,0.3563927710056305,0.2522866129875183,0.25218355655670166,0.22395798563957214,0.31685134768486023,0.1879459172487259,0.2805362343788147,0.19411753118038177,0.3515113592147827,0.3563927710056305,0.13283225893974304,0.24354910850524902
scientifically,0.3146466016769409,0.34316354990005493,0.33359766006469727,0.06325557827949524,0.29294830560684204,0.14725691080093384,0.30391114950180054,0.1836843341588974,0.36014577746391296,0.232594832777977,0.21876095235347748,0.33359766006469727,0.1422608494758606,0.1720270961523056
classified,0.16493408381938934,0.21324113011360168,0.24516408145427704,0.15067042410373688,0.1908808946609497,0.12444232404232025,0.1888706386089325,0.19238600134849548,0.33646976947784424,0.19593793153762817,0.19124440848827362,0.24516408145427704,0.15618684887886047,0.1583244353532791
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.27667245268821716,0.268858402967453,0.3120773434638977,0.5696388483047485,0.21571144461631775,0.2179255336523056,0.3253810405731201,1.0,0.6662389636039734,0.12227833271026611,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,1.0,0.27068960666656494,0.3146495521068573,0.38423117995262146,0.733189046382904,0.23185352981090546,0.2522439956665039,0.3127744197845459,0.6662389636039734,1.0,0.260541707277298,0.22068053483963013
region,0.2298986315727234,0.3317503035068512,0.35020557045936584,0.18781934678554535,0.10877010226249695,0.13360334932804108,0.2852717339992523,0.13345938920974731,0.22915275394916534,0.22302207350730896,0.3524819314479828,0.35020557045936584,0.18148772418498993,0.13441751897335052
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.2295650690793991,0.3547073304653168,0.351434588432312,0.5352458953857422,0.25675517320632935,0.25772613286972046,0.27785244584083557,0.5591574311256409,0.5934505462646484,0.262887567281723,0.4130953550338745
