,in,what,year,did,the,serial,format,change,for,the,doctor,who,series,?
13,0.02730540931224823,-0.0796622633934021,0.044694337993860245,0.02672848105430603,-0.007407139986753464,-0.029474670067429543,-0.13053444027900696,-0.020943064242601395,-0.016487080603837967,-0.007407139986753464,-0.006165226921439171,0.09338453412055969,0.04291941598057747,-0.11384815722703934
45-minute,0.2503625452518463,0.2502906322479248,0.2650517225265503,0.22392943501472473,0.249179407954216,0.2709646224975586,0.317464143037796,0.20092299580574036,0.22904665768146515,0.249179407954216,0.2654983103275299,0.23017555475234985,0.20942628383636475,0.16811853647232056
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.3015086054801941,0.4933079481124878,0.23162682354450226,0.21768099069595337,0.2752361297607422,0.4464869201183319,0.4933079481124878,0.20407600700855255,0.3365725874900818,0.24060699343681335,0.31091248989105225
self-contained,0.3517456352710724,0.2336319237947464,0.1743456870317459,0.22771412134170532,0.3253867030143738,0.20501196384429932,0.32873061299324036,0.2058211714029312,0.3002033233642578,0.3253867030143738,0.08040229231119156,0.07656179368495941,0.24282138049602509,0.23264376819133759
episodes,0.17357411980628967,0.15438014268875122,0.22837789356708527,0.1200496256351471,0.1889590173959732,0.3238758444786072,0.20023253560066223,0.11722700297832489,0.16166263818740845,0.1889590173959732,0.2920081615447998,0.20461446046829224,0.5597400069236755,0.21740183234214783
(,0.3087427020072937,0.2411840260028839,0.2556702494621277,0.18979617953300476,0.33289089798927307,0.2218746691942215,0.24940770864486694,0.20281900465488434,0.3357032239437103,0.33289089798927307,0.1570640504360199,0.2443375140428543,0.21145714819431305,0.40561532974243164
60,0.008437495678663254,0.07328611612319946,-0.0009504662011750042,0.009732695296406746,0.04635925963521004,-0.04201684147119522,0.031781356781721115,0.0017990220803767443,0.033401429653167725,0.04635925963521004,-0.020087122917175293,0.041363123804330826,-0.11062952876091003,0.06999651342630386
minutes,0.18828919529914856,0.20975765585899353,0.17293554544448853,0.1874036341905594,0.20313966274261475,0.2178775668144226,0.28484371304512024,0.1520898938179016,0.2451069951057434,0.20313966274261475,0.16872528195381165,0.153090700507164,0.18069061636924744,0.14419560134410858
with,0.4080928862094879,0.2464839518070221,0.3220449686050415,0.25472134351730347,0.4223487675189972,0.17408515512943268,0.1876007467508316,0.22604717314243317,0.39140474796295166,0.4223487675189972,0.17277967929840088,0.3282766342163086,0.17767351865768433,0.2433311939239502
adverts,0.1468467265367508,0.18627722561359406,0.16843359172344208,0.20139913260936737,0.20535361766815186,0.21182268857955933,0.24933961033821106,0.2241760641336441,0.22282284498214722,0.20535361766815186,0.14259538054466248,0.18181803822517395,0.2379448562860489,0.1930147111415863
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.3015086054801941,0.4933079481124878,0.23162682354450226,0.21768099069595337,0.2752361297607422,0.4464869201183319,0.4933079481124878,0.20407600700855255,0.3365725874900818,0.24060699343681335,0.31091248989105225
on,0.46853652596473694,0.34226128458976746,0.27628999948501587,0.2670976221561432,0.5107308030128479,0.20140701532363892,0.1974322646856308,0.3118341565132141,0.36199691891670227,0.5107308030128479,0.1636410653591156,0.2340552806854248,0.23828625679016113,0.2714994251728058
overseas,0.2688230276107788,0.12913253903388977,0.18167459964752197,0.151937335729599,0.246591255068779,0.08810808509588242,0.19476401805877686,0.17434720695018768,0.23743964731693268,0.246591255068779,0.145939439535141,0.19191975891590118,0.13829419016838074,0.15502241253852844
commercial,0.2615188956260681,0.12070754915475845,0.12610527873039246,0.17984269559383392,0.23051398992538452,0.14369115233421326,0.1733240783214569,0.1956697404384613,0.25690725445747375,0.23051398992538452,0.1067987009882927,0.05230569466948509,0.24247996509075165,0.04216946288943291
channels,0.19040870666503906,0.1923084557056427,0.11149700731039047,0.0628243163228035,0.27277594804763794,0.11179328709840775,0.17913126945495605,0.19885402917861938,0.23651212453842163,0.27277594804763794,0.138950377702713,0.13797876238822937,0.29040786623954773,0.19657258689403534
),0.3326910734176636,0.26259949803352356,0.24282371997833252,0.18584993481636047,0.3456730246543884,0.22132092714309692,0.2580197751522064,0.20322290062904358,0.3639558255672455,0.3456730246543884,0.1509941965341568,0.2457384318113327,0.20434704422950745,0.42300865054130554
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.3015086054801941,0.4933079481124878,0.23162682354450226,0.21768099069595337,0.2752361297607422,0.4464869201183319,0.4933079481124878,0.20407600700855255,0.3365725874900818,0.24060699343681335,0.31091248989105225
and,0.4954058527946472,0.31309178471565247,0.2506658732891083,0.34479495882987976,0.5171257257461548,0.2598535418510437,0.19377155601978302,0.2438346892595291,0.5064792633056641,0.5171257257461548,0.21673844754695892,0.41279885172843933,0.26972857117652893,0.20544172823429108
an,0.2605783939361572,0.2821882665157318,0.17045794427394867,0.22598257660865784,0.4207492768764496,0.19017787277698517,0.20339713990688324,0.3122991919517517,0.3236706852912903,0.4207492768764496,0.1790127456188202,0.2848317325115204,0.16255386173725128,0.19793890416622162
extended,0.22257764637470245,0.20863614976406097,0.15656524896621704,0.22313983738422394,0.3160722553730011,0.13130079209804535,0.1649240404367447,0.17025251686573029,0.2689915895462036,0.3160722553730011,0.08848986029624939,0.09214743971824646,0.11568979918956757,0.17568568885326385
episode,0.19184806942939758,0.1919318586587906,0.24700288474559784,0.14017418026924133,0.25342556834220886,0.260089248418808,0.19119031727313995,0.16675443947315216,0.17981192469596863,0.25342556834220886,0.2940889000892639,0.2015407234430313,0.4687832295894623,0.23978739976882935
broadcast,0.26723843812942505,0.17857211828231812,0.23991180956363678,0.17054221034049988,0.2713715434074402,0.23369932174682617,0.31208452582359314,0.14436334371566772,0.2546502649784088,0.2713715434074402,0.18613839149475098,0.18632595241069794,0.4289170503616333,0.15760008990764618
on,0.46853652596473694,0.34226128458976746,0.27628999948501587,0.2670976221561432,0.5107308030128479,0.20140701532363892,0.1974322646856308,0.3118341565132141,0.36199691891670227,0.5107308030128479,0.1636410653591156,0.2340552806854248,0.23828625679016113,0.2714994251728058
christmas,0.17820265889167786,0.2578675448894501,0.2731500566005707,0.17876142263412476,0.2044597715139389,0.10103408247232437,0.1833503395318985,0.1383427530527115,0.14492979645729065,0.2044597715139389,0.1539488285779953,0.19243934750556946,0.18122392892837524,0.23817040026187897
day,0.2671984136104584,0.2990210950374603,0.4089258313179016,0.20275387167930603,0.3062323033809662,0.1600944548845291,0.1682901531457901,0.14934509992599487,0.23720888793468475,0.3062323033809662,0.1563597172498703,0.2447325587272644,0.16648201644420624,0.2141837179660797
.,0.5591574311256409,0.3567904531955719,0.32538118958473206,0.35288307070732117,0.5934505462646484,0.2543811500072479,0.26485368609428406,0.3244723975658417,0.4726039469242096,0.5934505462646484,0.22361043095588684,0.3541337847709656,0.3121925890445709,0.4130953550338745
