,the,term,may,be,related,to,what,politician,from,switzerland,?
swiss,0.17452241480350494,0.09573644399642944,0.15219059586524963,0.11687753349542618,0.1066797748208046,0.0861743912100792,0.06743662059307098,0.2125541865825653,0.10785173624753952,0.6022576093673706,0.11023817211389542
republicanism,0.24764785170555115,0.33741480112075806,0.20089609920978546,0.22502587735652924,0.20211558043956757,0.2527153789997101,0.30937108397483826,0.33552685379981995,0.22020338475704193,0.22038957476615906,0.2220282256603241
in,0.6662389636039734,0.27866655588150024,0.3424151837825775,0.3481820821762085,0.2638801634311676,0.45010748505592346,0.30808621644973755,0.16970795392990112,0.4274188280105591,0.35930100083351135,0.20430970191955566
his,0.4394008219242096,0.1899632215499878,0.17931339144706726,0.21738691627979279,0.11775551736354828,0.3715193271636963,0.26976513862609863,0.18858234584331512,0.3195365369319916,0.21313725411891937,0.18075084686279297
time,0.43061500787734985,0.3132232129573822,0.25842100381851196,0.3473503291606903,0.1470547765493393,0.3679993152618408,0.36319252848625183,0.12895961105823517,0.2964353561401367,0.2190718799829483,0.27391523122787476
",",0.4933079481124878,0.21599270403385162,0.5007920861244202,0.39254459738731384,0.28963401913642883,0.44245919585227966,0.3087472915649414,0.2896881103515625,0.39760664105415344,0.23812422156333923,0.31091248989105225
using,0.28364112973213196,0.20929086208343506,0.23105643689632416,0.4113650619983673,0.2240643948316574,0.3678804934024811,0.27984681725502014,0.09931637346744537,0.28446757793426514,0.17995862662792206,0.2804589569568634
a,0.5829201340675354,0.3080509603023529,0.29255667328834534,0.39883795380592346,0.21209308505058289,0.45503583550453186,0.3320399522781372,0.1638137549161911,0.322764128446579,0.21310605108737946,0.23916715383529663
clever,0.183566153049469,0.18122409284114838,0.10913726687431335,0.26853102445602417,0.1021701991558075,0.20824037492275238,0.30906975269317627,0.17101477086544037,0.09076002985239029,0.18389707803726196,0.1915235072374344
derogatory,0.21792484819889069,0.40402719378471375,0.2706318199634552,0.3256388008594513,0.2047787457704544,0.2598634362220764,0.3532276451587677,0.249383807182312,0.15609851479530334,0.08103951066732407,0.2580302059650421
pun,0.17253096401691437,0.16657334566116333,0.15030235052108765,0.21745771169662476,0.12222319096326828,0.18740755319595337,0.26052117347717285,0.12312914431095123,0.11087197065353394,0.0980263203382492,0.25195467472076416
on,0.5107308030128479,0.1491490602493286,0.3428080081939697,0.37900757789611816,0.21967367827892303,0.41031414270401,0.34226128458976746,0.1595793515443802,0.36926645040512085,0.23774196207523346,0.2714994251728058
the,1.0,0.2740369141101837,0.2694292366504669,0.4248143136501312,0.26962998509407043,0.535392165184021,0.42745697498321533,0.14830683171749115,0.40150508284568787,0.25689372420310974,0.22068053483963013
name,0.3171212375164032,0.2695404291152954,0.1821857988834381,0.19639723002910614,0.18765516579151154,0.27806994318962097,0.18623162806034088,0.13216079771518707,0.2635002136230469,0.15310391783714294,0.15381577610969543
hugues,0.23052576184272766,0.08993072062730789,0.20097173750400543,0.08454086631536484,0.07773055136203766,0.16799312829971313,0.1411924511194229,0.23029500246047974,0.1608208864927292,0.22518736124038696,0.21094021201133728
by,0.4408751428127289,0.1564474254846573,0.1970296949148178,0.43158695101737976,0.2179320901632309,0.33534231781959534,0.2455483376979828,0.13955684006214142,0.3373257517814636,0.16422809660434723,0.17966607213020325
way,0.36217406392097473,0.2910570800304413,0.26219889521598816,0.4511762857437134,0.18152248859405518,0.4772548973560333,0.4835909903049469,0.14810846745967865,0.2694782316684723,0.18852195143699646,0.31575819849967957
of,0.733189046382904,0.26047757267951965,0.26447007060050964,0.33904364705085754,0.2691357135772705,0.41548454761505127,0.33290785551071167,0.17174553871154785,0.4249346852302551,0.22564564645290375,0.1826142966747284
the,1.0,0.2740369141101837,0.2694292366504669,0.4248143136501312,0.26962998509407043,0.535392165184021,0.42745697498321533,0.14830683171749115,0.40150508284568787,0.25689372420310974,0.22068053483963013
dutch,0.1705695390701294,0.14196844398975372,0.17044934630393982,0.10317032784223557,0.08689817041158676,0.1383991241455078,0.1643560230731964,0.2189607471227646,0.15860356390476227,0.17677025496959686,0.1081366017460823
word,0.2835540175437927,0.5317829847335815,0.13857966661453247,0.27129513025283813,0.2552194893360138,0.2865414023399353,0.30982115864753723,0.1491796225309372,0.2524685263633728,0.1415623128414154,0.19046713411808014
huisgenoten,0.3869563341140747,0.257252037525177,0.30972224473953247,0.33309850096702576,0.29975008964538574,0.33649852871894836,0.28445008397102356,0.19094522297382355,0.2729085087776184,0.3860616981983185,0.268787145614624
(,0.33289089798927307,0.16755855083465576,0.35500821471214294,0.2349044382572174,0.2025381177663803,0.30882009863853455,0.2411840260028839,0.2711685597896576,0.25806233286857605,0.13547678291797638,0.40561532974243164
literally,0.33578670024871826,0.3509630262851715,0.1749015897512436,0.2785123288631439,0.19546794891357422,0.23313288390636444,0.23442214727401733,0.13965459167957306,0.22330039739608765,0.1548452079296112,0.20582281053066254
housemates,0.2366355061531067,0.12999698519706726,0.23462878167629242,0.20731858909130096,0.13006965816020966,0.2976468503475189,0.28543996810913086,0.16779062151908875,0.17329354584217072,0.18279652297496796,0.25745272636413574
),0.3456730246543884,0.14937621355056763,0.3756577968597412,0.24578070640563965,0.17440077662467957,0.31236231327056885,0.26259949803352356,0.26733458042144775,0.2672361731529236,0.15277332067489624,0.42300865054130554
",",0.4933079481124878,0.21599270403385162,0.5007920861244202,0.39254459738731384,0.28963401913642883,0.44245919585227966,0.3087472915649414,0.2896881103515625,0.39760664105415344,0.23812422156333923,0.31091248989105225
referring,0.2939433753490448,0.4806284010410309,0.24335989356040955,0.36191481351852417,0.3933088481426239,0.31668612360954285,0.37071776390075684,0.18295641243457794,0.23125560581684113,0.1473611295223236,0.23602885007858276
to,0.535392165184021,0.3310292959213257,0.391582727432251,0.4972836375236511,0.2702969014644623,1.0,0.455847829580307,0.11489300429821014,0.4069952368736267,0.18967147171497345,0.29463258385658264
the,1.0,0.2740369141101837,0.2694292366504669,0.4248143136501312,0.26962998509407043,0.535392165184021,0.42745697498321533,0.14830683171749115,0.40150508284568787,0.25689372420310974,0.22068053483963013
connotations,0.21004317700862885,0.3311760425567627,0.23118309676647186,0.34698033332824707,0.22309817373752594,0.28905895352363586,0.24339759349822998,0.1425672173500061,0.22898328304290771,0.12067888677120209,0.2622579038143158
of,0.733189046382904,0.26047757267951965,0.26447007060050964,0.33904364705085754,0.2691357135772705,0.41548454761505127,0.33290785551071167,0.17174553871154785,0.4249346852302551,0.22564564645290375,0.1826142966747284
a,0.5829201340675354,0.3080509603023529,0.29255667328834534,0.39883795380592346,0.21209308505058289,0.45503583550453186,0.3320399522781372,0.1638137549161911,0.322764128446579,0.21310605108737946,0.23916715383529663
somewhat,0.24373650550842285,0.28562048077583313,0.20464910566806793,0.3704870045185089,0.20606787502765656,0.3475700914859772,0.3670333921909332,0.09252255409955978,0.16813182830810547,0.18991856276988983,0.23247024416923523
related,0.26962998509407043,0.2728804051876068,0.1937730610370636,0.24775327742099762,0.9999998807907104,0.2702969014644623,0.258600115776062,0.12078819423913956,0.2994314432144165,0.17376142740249634,0.17689068615436554
word,0.2835540175437927,0.5317829847335815,0.13857966661453247,0.27129513025283813,0.2552194893360138,0.2865414023399353,0.30982115864753723,0.1491796225309372,0.2524685263633728,0.1415623128414154,0.19046713411808014
in,0.6662389636039734,0.27866655588150024,0.3424151837825775,0.3481820821762085,0.2638801634311676,0.45010748505592346,0.30808621644973755,0.16970795392990112,0.4274188280105591,0.35930100083351135,0.20430970191955566
german,0.256483793258667,0.16521912813186646,0.17620080709457397,0.17378950119018555,0.11010104417800903,0.15143753588199615,0.1960553526878357,0.29163244366645813,0.18661607801914215,0.3358237147331238,0.13978645205497742
eidgenosse,0.3385602533817291,0.21551595628261566,0.28607434034347534,0.1757025271654129,0.17836953699588776,0.25859564542770386,0.2158912867307663,0.3464882969856262,0.2571238577365875,0.26670846343040466,0.24547460675239563
(,0.33289089798927307,0.16755855083465576,0.35500821471214294,0.2349044382572174,0.2025381177663803,0.30882009863853455,0.2411840260028839,0.2711685597896576,0.25806233286857605,0.13547678291797638,0.40561532974243164
confederates,0.280586838722229,0.04695180803537369,0.1759261041879654,0.2122548222541809,0.10522925853729248,0.2162759155035019,0.16096070408821106,0.17501196265220642,0.17796431481838226,0.23760883510112762,0.1546296775341034
as,0.48381632566452026,0.3224089443683624,0.32133710384368896,0.5230465531349182,0.21037456393241882,0.42092081904411316,0.31749409437179565,0.24120338261127472,0.3251767158508301,0.14321394264698029,0.27043893933296204
in,0.6662389636039734,0.27866655588150024,0.3424151837825775,0.3481820821762085,0.2638801634311676,0.45010748505592346,0.30808621644973755,0.16970795392990112,0.4274188280105591,0.35930100083351135,0.20430970191955566
``,0.029072100296616554,0.11803510040044785,0.13614267110824585,0.07670000940561295,0.05370141938328743,0.06720756739377975,0.008517155423760414,0.14315900206565857,0.02677825279533863,0.047051265835762024,0.0685480609536171
a,0.5829201340675354,0.3080509603023529,0.29255667328834534,0.39883795380592346,0.21209308505058289,0.45503583550453186,0.3320399522781372,0.1638137549161911,0.322764128446579,0.21310605108737946,0.23916715383529663
citizen,0.21445687115192413,0.17280109226703644,0.16479213535785675,0.1865282505750656,0.12655937671661377,0.19583012163639069,0.20342512428760529,0.22407087683677673,0.17294445633888245,0.2612917125225067,0.1601516604423523
of,0.733189046382904,0.26047757267951965,0.26447007060050964,0.33904364705085754,0.2691357135772705,0.41548454761505127,0.33290785551071167,0.17174553871154785,0.4249346852302551,0.22564564645290375,0.1826142966747284
one,0.5514441132545471,0.20483051240444183,0.2514621615409851,0.4154875874519348,0.20510397851467133,0.4025384783744812,0.376489520072937,0.11368639022111893,0.32194891571998596,0.2131710797548294,0.2673267424106598
of,0.733189046382904,0.26047757267951965,0.26447007060050964,0.33904364705085754,0.2691357135772705,0.41548454761505127,0.33290785551071167,0.17174553871154785,0.4249346852302551,0.22564564645290375,0.1826142966747284
the,1.0,0.2740369141101837,0.2694292366504669,0.4248143136501312,0.26962998509407043,0.535392165184021,0.42745697498321533,0.14830683171749115,0.40150508284568787,0.25689372420310974,0.22068053483963013
states,0.3463578522205353,0.22235502302646637,0.20767882466316223,0.24637973308563232,0.2651422619819641,0.2828785181045532,0.21526020765304565,0.21239052712917328,0.24283263087272644,0.3118705153465271,0.16272737085819244
of,0.733189046382904,0.26047757267951965,0.26447007060050964,0.33904364705085754,0.2691357135772705,0.41548454761505127,0.33290785551071167,0.17174553871154785,0.4249346852302551,0.22564564645290375,0.1826142966747284
the,1.0,0.2740369141101837,0.2694292366504669,0.4248143136501312,0.26962998509407043,0.535392165184021,0.42745697498321533,0.14830683171749115,0.40150508284568787,0.25689372420310974,0.22068053483963013
swiss,0.17452241480350494,0.09573644399642944,0.15219059586524963,0.11687753349542618,0.1066797748208046,0.0861743912100792,0.06743662059307098,0.2125541865825653,0.10785173624753952,0.6022576093673706,0.11023817211389542
confederacy,0.28824374079704285,0.08623553812503815,0.12396389991044998,0.18783485889434814,0.12207261472940445,0.2098451554775238,0.17569701373577118,0.21208003163337708,0.12928499281406403,0.24257661402225494,0.13736024498939514
'',0.041273195296525955,0.13619764149188995,0.020231230184435844,0.08835477381944656,-0.021477647125720978,-0.009905828163027763,0.08143015950918198,-0.02863616682589054,-0.011389154009521008,-0.04884722828865051,0.018684765323996544
),0.3456730246543884,0.14937621355056763,0.3756577968597412,0.24578070640563965,0.17440077662467957,0.31236231327056885,0.26259949803352356,0.26733458042144775,0.2672361731529236,0.15277332067489624,0.42300865054130554
.,0.5934505462646484,0.18456575274467468,0.35826805233955383,0.4383580684661865,0.21688014268875122,0.4645031690597534,0.3567904531955719,0.18211372196674347,0.41536515951156616,0.24959003925323486,0.4130953550338745
