,from,which,countries,did,the,norse,originate,?
'',-0.011389154009521008,-0.03332270681858063,0.07233493775129318,0.01978493109345436,0.041273195296525955,0.06656920909881592,0.07492149621248245,0.018684765323996544
),0.2672361731529236,0.2758678197860718,0.15248970687389374,0.18584993481636047,0.3456730246543884,0.13826224207878113,0.16693365573883057,0.42300865054130554
raiders,0.21594510972499847,0.21586398780345917,0.18855595588684082,0.1664857268333435,0.31380945444107056,0.22843413054943085,0.12111623585224152,0.12002576887607574
and,0.3601827025413513,0.506277859210968,0.37200918793678284,0.34479495882987976,0.5171257257461548,0.1857973337173462,0.18956467509269714,0.20544172823429108
pirates,0.1261867731809616,0.21256914734840393,0.22886329889297485,0.16352620720863342,0.2807912528514862,0.2076723724603653,0.083737313747406,0.14299379289150238
from,1.0,0.38755592703819275,0.2355131208896637,0.20248863101005554,0.40150508284568787,0.18385997414588928,0.33798637986183167,0.19969791173934937
denmark,0.16549599170684814,0.17242377996444702,0.3327524960041046,0.1594432145357132,0.2167552262544632,0.3041585683822632,0.12244676053524017,0.12332404404878616
",",0.39760664105415344,0.3658004403114319,0.2966555655002594,0.3015086054801941,0.4933079481124878,0.18826617300510406,0.21421478688716888,0.31091248989105225
iceland,0.197561576962471,0.20829185843467712,0.3035595715045929,0.12171703577041626,0.2088559865951538,0.38981005549430847,0.15308824181556702,0.09851763397455215
and,0.3601827025413513,0.506277859210968,0.37200918793678284,0.34479495882987976,0.5171257257461548,0.1857973337173462,0.18956467509269714,0.20544172823429108
norway,0.20614135265350342,0.1809166967868805,0.28859299421310425,0.13200347125530243,0.20952337980270386,0.4249105453491211,0.10544250160455704,0.12105534970760345
who,0.27839982509613037,0.3688730001449585,0.3002627491950989,0.34038686752319336,0.3733934462070465,0.2581562399864197,0.16014565527439117,0.26220351457595825
",",0.39760664105415344,0.3658004403114319,0.2966555655002594,0.3015086054801941,0.4933079481124878,0.18826617300510406,0.21421478688716888,0.31091248989105225
under,0.24506589770317078,0.3235377371311188,0.16890555620193481,0.20815621316432953,0.3348022699356079,0.14754599332809448,0.16560299694538116,0.18233340978622437
their,0.3038119673728943,0.4582767188549042,0.3005788326263428,0.38078752160072327,0.516537070274353,0.18631663918495178,0.2291533350944519,0.1898253709077835
leader,0.17586389183998108,0.13041070103645325,0.134123757481575,0.16038542985916138,0.27799519896507263,0.15166591107845306,0.09730679541826248,0.09527933597564697
rollo,0.1837868094444275,0.19306503236293793,0.1855422407388687,0.19816716015338898,0.2636377513408661,0.2562432289123535,0.11258407682180405,0.18782676756381989
",",0.39760664105415344,0.3658004403114319,0.2966555655002594,0.3015086054801941,0.4933079481124878,0.18826617300510406,0.21421478688716888,0.31091248989105225
agreed,0.21986815333366394,0.20638391375541687,0.25399166345596313,0.47254884243011475,0.24722334742546082,0.11923404037952423,0.137237548828125,0.21258382499217987
to,0.4069952368736267,0.5345056653022766,0.3111797273159027,0.4452643394470215,0.535392165184021,0.172392338514328,0.3088313639163971,0.29463258385658264
swear,0.1785329133272171,0.1765076071023941,0.21037434041500092,0.31951984763145447,0.2470630556344986,0.2662774920463562,0.16876524686813354,0.2743318974971771
fealty,0.1908901184797287,0.21606694161891937,0.24604810774326324,0.24814210832118988,0.28194183111190796,0.2798755466938019,0.15079280734062195,0.16436420381069183
to,0.4069952368736267,0.5345056653022766,0.3111797273159027,0.4452643394470215,0.535392165184021,0.172392338514328,0.3088313639163971,0.29463258385658264
king,0.1906634420156479,0.19214175641536713,0.14643830060958862,0.24472618103027344,0.25887003540992737,0.26991602778434753,0.1423625946044922,0.19130074977874756
charles,0.19605785608291626,0.1476125568151474,0.1118755117058754,0.11287324130535126,0.20777860283851624,0.10948476940393448,0.08908171951770782,0.17366734147071838
iii,0.1669788956642151,0.1761321723461151,0.14026066660881042,0.13783781230449677,0.18552400171756744,0.1526862531900406,0.11848072707653046,0.13642357289791107
of,0.4249346852302551,0.5011631846427917,0.2800094783306122,0.2513895630836487,0.733189046382904,0.20754212141036987,0.2774103581905365,0.1826142966747284
west,0.2389117330312729,0.22164945304393768,0.20729756355285645,0.16852347552776337,0.32918402552604675,0.1518038958311081,0.22255729138851166,0.12088293582201004
francia,0.27853935956954956,0.1632092446088791,0.25677546858787537,0.2047673910856247,0.292795330286026,0.25513365864753723,0.255021333694458,0.14648514986038208
.,0.41536515951156616,0.45942068099975586,0.27938392758369446,0.35288307070732117,0.5934505462646484,0.15946875512599945,0.16736671328544617,0.4130953550338745
