,when,was,the,doctor,who,series,released,on,dvd,?
reconstructed,0.16726519167423248,0.28397226333618164,0.3178611397743225,0.09078674018383026,0.15044674277305603,0.07667756080627441,0.11628393083810806,0.19303901493549347,0.1480226367712021,0.0945773795247078
the,0.5091903209686279,0.48711544275283813,1.0,0.2820442318916321,0.3733934462070465,0.31376904249191284,0.24578391015529633,0.5107308030128479,0.20035067200660706,0.22068053483963013
missing,0.25271812081336975,0.10067428648471832,0.2549445927143097,0.15533603727817535,0.16799874603748322,0.14385086297988892,0.17090579867362976,0.21545620262622833,0.16908763349056244,0.2695959508419037
episodes,0.20127248764038086,0.157072052359581,0.1889590173959732,0.2920081615447998,0.20461446046829224,0.5597400069236755,0.31082627177238464,0.25720518827438354,0.4367643892765045,0.21740183234214783
1,-0.2683585286140442,-0.2275921255350113,-0.1554475575685501,-0.21685060858726501,-0.35742413997650146,-0.265503853559494,-0.27507832646369934,-0.09574633836746216,-0.19169393181800842,-0.249979168176651
and,0.4716290831565857,0.3740963041782379,0.5171257257461548,0.21673844754695892,0.41279885172843933,0.26972857117652893,0.2706851661205292,0.4077630043029785,0.19022546708583832,0.20544172823429108
4,0.06794765591621399,0.23394860327243805,0.15499350428581238,0.03546636924147606,0.09137360751628876,0.015015640296041965,0.03243296220898628,0.0647423267364502,0.0223787110298872,0.010515431873500347
of,0.3757161796092987,0.4069072902202606,0.733189046382904,0.16895952820777893,0.2827862501144409,0.22268271446228027,0.17721395194530487,0.3966929316520691,0.16838838160037994,0.1826142966747284
the,0.5091903209686279,0.48711544275283813,1.0,0.2820442318916321,0.3733934462070465,0.31376904249191284,0.24578391015529633,0.5107308030128479,0.20035067200660706,0.22068053483963013
invasion,0.22931015491485596,0.27169278264045715,0.32296645641326904,0.14501109719276428,0.20124277472496033,0.17605005204677582,0.17497295141220093,0.1942347139120102,0.16139331459999084,0.18923960626125336
(,0.2459595799446106,0.2980341613292694,0.33289089798927307,0.1570640504360199,0.2443375140428543,0.21145714819431305,0.20382565259933472,0.28656116127967834,0.22777745127677917,0.40561532974243164
1968,-0.057309046387672424,0.07066072523593903,0.07431387901306152,0.05468694865703583,-0.017259184271097183,0.034453537315130234,0.01880810782313347,0.02946416474878788,-0.04799380898475647,-0.08543776720762253
),0.2538422644138336,0.3267642855644226,0.3456730246543884,0.1509941965341568,0.2457384318113327,0.20434704422950745,0.2337164580821991,0.29937487840652466,0.25610214471817017,0.42300865054130554
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.20407600700855255,0.3365725874900818,0.24060699343681335,0.2775750756263733,0.49057599902153015,0.19683784246444702,0.31091248989105225
using,0.4100514352321625,0.18766598403453827,0.28364112973213196,0.10380671918392181,0.24094825983047485,0.15529561042785645,0.18218915164470673,0.29792529344558716,0.11870619654655457,0.2804589569568634
remastered,0.22689107060432434,0.3026607036590576,0.2724844515323639,0.19296345114707947,0.2505987882614136,0.23396243155002594,0.45948922634124756,0.2966870367527008,0.4391269385814667,0.21585533022880554
audio,0.14491024613380432,0.12714031338691711,0.19614098966121674,0.20159323513507843,0.14178435504436493,0.18177556991577148,0.24554280936717987,0.19122590124607086,0.37880879640579224,0.14977853000164032
tracks,0.13318321108818054,0.16661454737186432,0.20449745655059814,0.11917570233345032,0.15167440474033356,0.2103215754032135,0.2933019697666168,0.23041629791259766,0.3075845241546631,0.11127933114767075
and,0.4716290831565857,0.3740963041782379,0.5171257257461548,0.21673844754695892,0.41279885172843933,0.26972857117652893,0.2706851661205292,0.4077630043029785,0.19022546708583832,0.20544172823429108
the,0.5091903209686279,0.48711544275283813,1.0,0.2820442318916321,0.3733934462070465,0.31376904249191284,0.24578391015529633,0.5107308030128479,0.20035067200660706,0.22068053483963013
comprehensive,0.08894553780555725,0.16357101500034332,0.24314838647842407,0.0966808944940567,0.09216544777154922,0.1439177542924881,0.13054975867271423,0.22292202711105347,0.22294041514396667,0.28184229135513306
stage,0.1701377034187317,0.2081151008605957,0.22652170062065125,0.1772291213274002,0.1983679085969925,0.2362252175807953,0.21573969721794128,0.2387886643409729,0.15563835203647614,0.14916576445102692
notes,0.1875683218240738,0.1465824991464615,0.20623527467250824,0.11942276358604431,0.12661360204219818,0.16324609518051147,0.14574334025382996,0.2423233985900879,0.19596943259239197,0.23920853435993195
for,0.43402108550071716,0.3863949179649353,0.4739971458911896,0.1556548923254013,0.37110671401023865,0.2715710699558258,0.2211005687713623,0.36199691891670227,0.18816210329532623,0.264628142118454
the,0.5091903209686279,0.48711544275283813,1.0,0.2820442318916321,0.3733934462070465,0.31376904249191284,0.24578391015529633,0.5107308030128479,0.20035067200660706,0.22068053483963013
original,0.2014450877904892,0.32203906774520874,0.4037000238895416,0.13737785816192627,0.1785319596529007,0.25316357612609863,0.23272334039211273,0.21149557828903198,0.2740311920642853,0.17256900668144226
filming,0.2674805223941803,0.27112850546836853,0.26945316791534424,0.2029101699590683,0.16468797624111176,0.350462943315506,0.3260951042175293,0.3085653781890869,0.3246757686138153,0.13230128586292267
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.20407600700855255,0.3365725874900818,0.24060699343681335,0.2775750756263733,0.49057599902153015,0.19683784246444702,0.31091248989105225
for,0.43402108550071716,0.3863949179649353,0.4739971458911896,0.1556548923254013,0.37110671401023865,0.2715710699558258,0.2211005687713623,0.36199691891670227,0.18816210329532623,0.264628142118454
the,0.5091903209686279,0.48711544275283813,1.0,0.2820442318916321,0.3733934462070465,0.31376904249191284,0.24578391015529633,0.5107308030128479,0.20035067200660706,0.22068053483963013
serial,0.18824508786201477,0.1941850334405899,0.1900636851787567,0.2744404375553131,0.1957370638847351,0.35013672709465027,0.20829005539417267,0.20140701532363892,0.20351625978946686,0.15233060717582703
's,-0.03368149697780609,0.008974763564765453,-0.01540423184633255,0.031664930284023285,0.05599616840481758,0.0006390819908119738,-0.03765496984124184,0.0026888418942689896,0.03103124350309372,-0.023395681753754616
dvd,0.13138054311275482,0.18561573326587677,0.20035067200660706,0.1153966411948204,0.13500387966632843,0.2772786617279053,0.46919873356819153,0.23513680696487427,1.0,0.21825559437274933
release,0.2603164315223694,0.21360014379024506,0.2814774513244629,0.1319592148065567,0.10399705171585083,0.23240846395492554,0.7354269623756409,0.24461959302425385,0.43741217255592346,0.14489315450191498
in,0.4431333839893341,0.45514053106307983,0.6662389636039734,0.25567495822906494,0.2792111933231354,0.2914260923862457,0.2659924626350403,0.46853652596473694,0.19921869039535522,0.20430970191955566
november,0.2606481611728668,0.4240739941596985,0.25734350085258484,0.20084704458713531,0.2615586519241333,0.15890206396579742,0.26465559005737305,0.3681331276893616,0.2021402269601822,0.3159552216529846
2006,0.023816242814064026,-0.08876620978116989,0.11294147372245789,-0.11969777941703796,-0.026890208944678307,0.036084845662117004,0.05836702138185501,-0.04389945790171623,-0.029253637418150902,-0.1194092258810997
.,0.475719153881073,0.40146201848983765,0.5934505462646484,0.22361043095588684,0.3541337847709656,0.3121925890445709,0.298698753118515,0.49257001280784607,0.2181551158428192,0.4130953550338745
