,how,many,people,did,the,islamic,state,control,the,territory,of,as,of,march,2015,?
people,0.2932034730911255,0.4171447455883026,1.0000001192092896,0.26765021681785583,0.36838498711586,0.19891813397407532,0.3051503598690033,0.21000461280345917,0.36838498711586,0.25671276450157166,0.3251037895679474,0.15704652667045593,0.3251037895679474,0.20541587471961975,-0.02776244468986988,0.23739641904830933
in,0.2601168751716614,0.41474202275276184,0.39605680108070374,0.2593238651752472,0.6662389636039734,0.19633598625659943,0.33316072821617126,0.24831421673297882,0.6662389636039734,0.2756796181201935,0.5696388483047485,0.3887844979763031,0.5696388483047485,0.29730337858200073,0.0891268327832222,0.20430970191955566
iraq,0.11461647599935532,0.23288211226463318,0.23749050498008728,0.17306172847747803,0.2386751025915146,0.5077990293502808,0.2750273644924164,0.1926131397485733,0.2386751025915146,0.20113803446292877,0.24110949039459229,0.18979857861995697,0.24110949039459229,0.18629243969917297,0.18010054528713226,0.13788843154907227
and,0.33647966384887695,0.5296266674995422,0.3016039729118347,0.34479495882987976,0.5171257257461548,0.2192772477865219,0.2653750479221344,0.29790008068084717,0.5171257257461548,0.278890460729599,0.5116966962814331,0.49487000703811646,0.5116966962814331,0.25804370641708374,0.015077123418450356,0.20544172823429108
syria,0.12421628087759018,0.1953052580356598,0.1441044956445694,0.12997110188007355,0.25272905826568604,0.4174184501171112,0.22659975290298462,0.22631610929965973,0.25272905826568604,0.28943565487861633,0.23301105201244354,0.2141663134098053,0.23301105201244354,0.16297903656959534,0.3298839330673218,0.1554446816444397
",",0.22659391164779663,0.40610817074775696,0.36644625663757324,0.3015086054801941,0.4933079481124878,0.20175659656524658,0.29481780529022217,0.20811550319194794,0.4933079481124878,0.2454550564289093,0.4946078956127167,0.48816442489624023,0.4946078956127167,0.4256272315979004,0.06568983197212219,0.31091248989105225
and,0.33647966384887695,0.5296266674995422,0.3016039729118347,0.34479495882987976,0.5171257257461548,0.2192772477865219,0.2653750479221344,0.29790008068084717,0.5171257257461548,0.278890460729599,0.5116966962814331,0.49487000703811646,0.5116966962814331,0.25804370641708374,0.015077123418450356,0.20544172823429108
has,0.26820555329322815,0.4266262650489807,0.2147672474384308,0.2124989777803421,0.4177538752555847,0.14078153669834137,0.1870960146188736,0.18516941368579865,0.4177538752555847,0.19160090386867523,0.3909035325050354,0.351646363735199,0.3909035325050354,0.15738847851753235,-0.041663043200969696,0.15994466841220856
nominal,0.10884666442871094,0.11092641949653625,0.100377157330513,0.11147958785295486,0.2357485294342041,0.22195293009281158,0.20169758796691895,0.07920142263174057,0.2357485294342041,0.11152586340904236,0.24467095732688904,0.2080485224723816,0.24467095732688904,0.18736658990383148,0.17426562309265137,0.1655932366847992
control,0.27268826961517334,0.2421460747718811,0.21000461280345917,0.22942528128623962,0.32841500639915466,0.11910463124513626,0.2245023548603058,1.0,0.32841500639915466,0.28864094614982605,0.2817542552947998,0.18926969170570374,0.2817542552947998,0.12965714931488037,0.09977668523788452,0.1620711386203766
over,0.31446483731269836,0.47131630778312683,0.2671499252319336,0.2535076439380646,0.39856547117233276,0.17131300270557404,0.20602752268314362,0.3525603711605072,0.39856547117233276,0.24858751893043518,0.36136594414711,0.3506779670715332,0.36136594414711,0.20232215523719788,0.10066346824169159,0.25742942094802856
small,0.18460747599601746,0.3760077953338623,0.28339672088623047,0.20443524420261383,0.39655908942222595,0.13831709325313568,0.18277333676815033,0.2389785498380661,0.39655908942222595,0.16030216217041016,0.353353351354599,0.2644537687301636,0.353353351354599,0.1084379330277443,0.03410398215055466,0.13914890587329865
areas,0.2255835086107254,0.38976719975471497,0.3965681493282318,0.19908885657787323,0.3311663568019867,0.19223856925964355,0.2496008425951004,0.2925880551338196,0.3311663568019867,0.35522472858428955,0.2803763747215271,0.24697712063789368,0.2803763747215271,0.1248830109834671,0.007737230509519577,0.1273590475320816
of,0.2480744868516922,0.37253960967063904,0.3251037895679474,0.2513895630836487,0.733189046382904,0.25656506419181824,0.34253445267677307,0.2817542552947998,0.733189046382904,0.27564212679862976,1.0,0.3886612355709076,1.0,0.20692677795886993,0.21138253808021545,0.1826142966747284
libya,0.11993967741727829,0.1368289440870285,0.15766118466854095,0.13153870403766632,0.2774656414985657,0.40254560112953186,0.2958099842071533,0.15612637996673584,0.2774656414985657,0.24055758118629456,0.27093178033828735,0.2434224933385849,0.27093178033828735,0.1978459656238556,0.2227281779050827,0.15440048277378082
",",0.22659391164779663,0.40610817074775696,0.36644625663757324,0.3015086054801941,0.4933079481124878,0.20175659656524658,0.29481780529022217,0.20811550319194794,0.4933079481124878,0.2454550564289093,0.4946078956127167,0.48816442489624023,0.4946078956127167,0.4256272315979004,0.06568983197212219,0.31091248989105225
nigeria,0.10422957688570023,0.17982307076454163,0.2448422610759735,0.08735568821430206,0.1965230107307434,0.32275086641311646,0.27175745368003845,0.193075492978096,0.1965230107307434,0.1890360563993454,0.20579339563846588,0.1304878443479538,0.20579339563846588,0.1597362458705902,0.06583287566900253,0.17393073439598083
and,0.33647966384887695,0.5296266674995422,0.3016039729118347,0.34479495882987976,0.5171257257461548,0.2192772477865219,0.2653750479221344,0.29790008068084717,0.5171257257461548,0.278890460729599,0.5116966962814331,0.49487000703811646,0.5116966962814331,0.25804370641708374,0.015077123418450356,0.20544172823429108
afghanistan,0.1569177508354187,0.23397287726402283,0.23707163333892822,0.17636427283287048,0.28314414620399475,0.43505409359931946,0.19660522043704987,0.1931801736354828,0.28314414620399475,0.23730434477329254,0.2363988608121872,0.17645354568958282,0.2363988608121872,0.16763482987880707,0.16321927309036255,0.1478135734796524
.,0.3287222981452942,0.3974229395389557,0.33118996024131775,0.35288307070732117,0.5934505462646484,0.20520655810832977,0.31380724906921387,0.24319837987422943,0.5934505462646484,0.2527329623699188,0.5352458953857422,0.515582263469696,0.5352458953857422,0.349947065114975,0.06607602536678314,0.4130953550338745
