,when,did,the,european,anti-fraud,office,investigate,john,dalli,?
after,0.5331412553787231,0.30330467224121094,0.4565047025680542,0.17162996530532837,0.21895445883274078,0.22884027659893036,0.24612584710121155,0.22597751021385193,0.12465522438287735,0.16608688235282898
allegations,0.2379593849182129,0.29910725355148315,0.2481755167245865,0.14520810544490814,0.4762117862701416,0.2512914836406708,0.516152024269104,0.20933111011981964,0.1672046035528183,0.23546560108661652
that,0.5860282182693481,0.47518548369407654,0.5473989248275757,0.2049320936203003,0.2875324487686157,0.15124648809432983,0.34046247601509094,0.17830057442188263,0.15139327943325043,0.32716336846351624
he,0.39115971326828003,0.3292143940925598,0.4571082592010498,0.22707630693912506,0.27597513794898987,0.25219056010246277,0.23630787432193756,0.24136601388454437,0.17268383502960205,0.2089974731206894
received,0.17342817783355713,0.3125181496143341,0.24890556931495667,0.1696244776248932,0.2721937596797943,0.23445825278759003,0.09183956682682037,0.23835685849189758,0.07809963822364807,0.11905962228775024
a,0.44397395849227905,0.2552328109741211,0.5829201340675354,0.2254103124141693,0.28878840804100037,0.24789826571941376,0.19138024747371674,0.20638683438301086,0.15127141773700714,0.23916715383529663
€60m,0.09471362829208374,0.04350163787603378,-0.014373457990586758,0.04555793106555939,0.1997842788696289,0.04940679669380188,0.19824960827827454,0.053976573050022125,0.05789940431714058,-0.09485778212547302
bribe,0.2888548672199249,0.34217342734336853,0.2435307651758194,0.19526441395282745,0.41883593797683716,0.22036202251911163,0.31027743220329285,0.1393633335828781,0.17941319942474365,0.20209647715091705
in,0.4431333839893341,0.2593238651752472,0.6662389636039734,0.23319172859191895,0.2264607697725296,0.28433957695961,0.22014382481575012,0.22177861630916595,0.13359221816062927,0.20430970191955566
connection,0.2307511419057846,0.17379461228847504,0.29966840147972107,0.11576145887374878,0.23986490070819855,0.17757311463356018,0.27254167199134827,0.1679396629333496,0.03311236575245857,0.1714525669813156
with,0.5075214505195618,0.25472134351730347,0.4223487675189972,0.19647395610809326,0.19167575240135193,0.1258654147386551,0.1700621098279953,0.1736196130514145,0.13503502309322357,0.2433311939239502
a,0.44397395849227905,0.2552328109741211,0.5829201340675354,0.2254103124141693,0.28878840804100037,0.24789826571941376,0.19138024747371674,0.20638683438301086,0.15127141773700714,0.23916715383529663
tobacco,0.21980495750904083,0.20094287395477295,0.23904429376125336,0.12135817110538483,0.333384245634079,0.11903546750545502,0.17067694664001465,0.15616820752620697,0.08344351500272751,0.11937496811151505
products,0.18804733455181122,0.20759505033493042,0.2547704577445984,0.1644866168498993,0.2795232832431793,0.1714693009853363,0.08585575968027115,0.11043774336576462,-0.004331959877163172,0.20429900288581848
directive,0.2350735366344452,0.20067515969276428,0.299225389957428,0.2334470897912979,0.2880954444408417,0.16569961607456207,0.2178124189376831,0.13307227194309235,0.06889474391937256,0.15005457401275635
.,0.475719153881073,0.35288307070732117,0.5934505462646484,0.2095622420310974,0.3198792338371277,0.26038533449172974,0.271144300699234,0.26428887248039246,0.24153661727905273,0.4130953550338745
