,what,additional,benefits,are,there,to,surrounding,community,of,expansion,?
and,0.31309178471565247,0.3180832266807556,0.30031630396842957,0.48576638102531433,0.4242868423461914,0.48971283435821533,0.330792099237442,0.2756517827510834,0.5116966962814331,0.1901247650384903,0.20544172823429108
park,0.13500720262527466,0.10327037423849106,0.1484071910381317,0.10887601226568222,0.1617884486913681,0.14257338643074036,0.22314412891864777,0.2173295021057129,0.24561640620231628,0.1789407581090927,0.13508929312229156
space,0.20525942742824554,0.22956496477127075,0.18122996389865875,0.18112362921237946,0.2094677835702896,0.22712917625904083,0.18645039200782776,0.1708853840827942,0.21300287544727325,0.301323801279068,0.1885536164045334
which,0.5261979103088379,0.2962515652179718,0.31010621786117554,0.42922598123550415,0.45256471633911133,0.5345056653022766,0.39034995436668396,0.2314024716615677,0.5011631846427917,0.2851024270057678,0.25814583897590637
will,0.3510494530200958,0.3228026330471039,0.34084218740463257,0.39387544989585876,0.3024239242076874,0.5091033577919006,0.21574246883392334,0.21235665678977966,0.2473582625389099,0.28208988904953003,0.35046905279159546
also,0.42747777700424194,0.3025253117084503,0.2991534471511841,0.4565894305706024,0.44705238938331604,0.5348826050758362,0.28229057788848877,0.24745750427246094,0.4924938678741455,0.2791846692562103,0.21848613023757935
be,0.3929833769798279,0.33379167318344116,0.3397628366947174,0.5556803941726685,0.41019052267074585,0.4972836375236511,0.23079825937747955,0.22295649349689484,0.33904364705085754,0.279008150100708,0.3324260413646698
publicly,0.2473599910736084,0.09965150058269501,0.3426509201526642,0.20830586552619934,0.13396531343460083,0.29973188042640686,0.14355427026748657,0.2698712944984436,0.17506715655326843,0.1429513841867447,0.24073180556297302
accessible,0.23191256821155548,0.1893843114376068,0.28301170468330383,0.25448787212371826,0.32920393347740173,0.3116091787815094,0.2807721793651581,0.24047936499118805,0.24014221131801605,0.19028308987617493,0.22625717520713806
.,0.3567904531955719,0.189470574259758,0.21302923560142517,0.3452940285205841,0.43897318840026855,0.4645031690597534,0.23067207634449005,0.2594514787197113,0.5352458953857422,0.18406090140342712,0.4130953550338745
