,why,did,harvard,end,its,early,admission,program,?
was,0.23341619968414307,0.41399896144866943,0.2415156066417694,0.19220198690891266,0.3518870174884796,0.4148794412612915,0.2642839848995209,0.1849333792924881,0.18412111699581146
believed,0.30969762802124023,0.3807709813117981,0.1374058723449707,0.17956334352493286,0.21652862429618835,0.32413315773010254,0.1686578094959259,0.09385628998279572,0.17606885731220245
to,0.4100138247013092,0.4452643394470215,0.2043667882680893,0.3229445815086365,0.3691340684890747,0.24557004868984222,0.3141794502735138,0.23681028187274933,0.29463258385658264
disadvantage,0.30183321237564087,0.21312597393989563,0.17897231876850128,0.19714587926864624,0.30389878153800964,0.15758146345615387,0.27184227108955383,0.29162901639938354,0.1633838564157486
low-income,0.16646608710289001,0.2007434070110321,0.22421246767044067,0.13666976988315582,0.2192404568195343,0.2543332874774933,0.3950060307979584,0.24687136709690094,0.19186009466648102
and,0.27806392312049866,0.34479495882987976,0.2453373372554779,0.24708716571331024,0.3841775357723236,0.29847630858421326,0.20120634138584137,0.24895258247852325,0.20544172823429108
under-represented,0.23774443566799164,0.2197190374135971,0.16241873800754547,0.19959604740142822,0.22875414788722992,0.2697674036026001,0.2698855996131897,0.2349381297826767,0.23506565392017365
minority,0.21081654727458954,0.20458325743675232,0.11255434900522232,0.12276089191436768,0.2209685891866684,0.17110905051231384,0.20043249428272247,0.13944052159786224,0.22200141847133636
applicants,0.2215406894683838,0.21076719462871552,0.2062847763299942,0.1443212628364563,0.19908694922924042,0.1806354522705078,0.4292972981929779,0.3110874891281128,0.15245583653450012
applying,0.30999255180358887,0.24529898166656494,0.2501431703567505,0.17457795143127441,0.173309788107872,0.19011519849300385,0.3177267014980316,0.15730410814285278,0.2414112687110901
to,0.4100138247013092,0.4452643394470215,0.2043667882680893,0.3229445815086365,0.3691340684890747,0.24557004868984222,0.3141794502735138,0.23681028187274933,0.29463258385658264
selective,0.24265532195568085,0.15338201820850372,0.1523606926202774,0.0954722911119461,0.17107327282428741,0.1840415894985199,0.24419978260993958,0.19939927756786346,0.20934052765369415
universities,0.16500495374202728,0.1680385321378708,0.42459505796432495,0.09759380668401718,0.24170787632465363,0.16734324395656586,0.3827051818370819,0.2272653430700302,0.16836881637573242
",",0.2827242314815521,0.3015086054801941,0.2719281017780304,0.25448864698410034,0.33157986402511597,0.3022546172142029,0.1946551650762558,0.17760658264160156,0.31091248989105225
yet,0.51523756980896,0.34866881370544434,0.22984887659549713,0.22664564847946167,0.29099273681640625,0.3110070824623108,0.2630201578140259,0.20230340957641602,0.4011770784854889
for,0.3869043290615082,0.318512886762619,0.14800849556922913,0.22042374312877655,0.2992613911628723,0.2892865538597107,0.27035728096961975,0.29441335797309875,0.264628142118454
the,0.30742117762565613,0.34736719727516174,0.24496200680732727,0.39658910036087036,0.559237003326416,0.34442198276519775,0.2620483338832855,0.22986935079097748,0.22068053483963013
class,0.14841702580451965,0.14515089988708496,0.15633030235767365,0.13505621254444122,0.13995793461799622,0.18183638155460358,0.17823588848114014,0.18723517656326294,0.12778934836387634
of,0.28464117646217346,0.2513895630836487,0.25842633843421936,0.2215006798505783,0.48690423369407654,0.30937549471855164,0.27535557746887207,0.17376001179218292,0.1826142966747284
2016,0.03877723962068558,0.1935887485742569,0.09191703051328659,0.08436591178178787,0.126521036028862,0.10148905962705612,0.15011927485466003,0.17807812988758087,-0.12147852033376694
an,0.22638356685638428,0.22598257660865784,0.1396438181400299,0.1506708711385727,0.28139030933380127,0.21947315335273743,0.17835788428783417,0.2383636236190796,0.19793890416622162
early,0.21547465026378632,0.32047218084335327,0.21132619678974152,0.30789390206336975,0.18085439503192902,1.0000001192092896,0.164757639169693,0.18109819293022156,0.15272949635982513
action,0.19089697301387787,0.17849725484848022,0.1778116077184677,0.15961185097694397,0.21326182782649994,0.13019131124019623,0.22355026006698608,0.17382153868675232,0.250188946723938
program,0.20480559766292572,0.18915289640426636,0.2390788048505783,0.1371297538280487,0.22245895862579346,0.18109819293022156,0.34782129526138306,1.0,0.1440187245607376
was,0.23341619968414307,0.41399896144866943,0.2415156066417694,0.19220198690891266,0.3518870174884796,0.4148794412612915,0.2642839848995209,0.1849333792924881,0.18412111699581146
reintroduced,0.17971336841583252,0.1813962608575821,0.16837884485721588,0.1299491822719574,0.24941420555114746,0.2844419777393341,0.1792246252298355,0.1357940137386322,0.17267918586730957
.,0.32909876108169556,0.35288307070732117,0.254516065120697,0.26526886224746704,0.3566088080406189,0.3224305212497711,0.2514549791812897,0.18964338302612305,0.4130953550338745
