,where,did,the,normans,and,byzantines,sign,the,peace,treaty,?
banks,0.18967153131961823,0.12977735698223114,0.28661349415779114,0.15465420484542847,0.2865263819694519,0.2038363665342331,0.09502243995666504,0.28661349415779114,0.0822877436876297,0.1453789323568344,0.11048095673322678
of,0.38066378235816956,0.2513895630836487,0.733189046382904,0.2173461765050888,0.5116966962814331,0.2067587524652481,0.201818585395813,0.733189046382904,0.23538054525852203,0.2602092921733856,0.1826142966747284
the,0.5003893971443176,0.34736719727516174,1.0,0.2781367897987366,0.5171257257461548,0.23397722840309143,0.22875791788101196,1.0,0.2625678777694702,0.2690109610557556,0.22068053483963013
river,0.1886204034090042,0.15783563256263733,0.2894456386566162,0.16428790986537933,0.19898422062397003,0.14192794263362885,0.09662295877933502,0.2894456386566162,0.15214070677757263,0.22677600383758545,0.15390869975090027
deabolis,0.17033658921718597,0.22583279013633728,0.351985365152359,0.27609679102897644,0.26616984605789185,0.26808398962020874,0.15550439059734344,0.351985365152359,0.27558788657188416,0.303234338760376,0.20276884734630585
",",0.3149496018886566,0.3015086054801941,0.4933079481124878,0.207779198884964,0.6633074283599854,0.24934756755828857,0.21768593788146973,0.4933079481124878,0.267503559589386,0.21270246803760529,0.31091248989105225
gllavenica,0.2520899772644043,0.18296386301517487,0.358748197555542,0.3245725929737091,0.2926916778087616,0.38966983556747437,0.1091403216123581,0.358748197555542,0.2703016698360443,0.2869090437889099,0.22138792276382446
(,0.1970011591911316,0.18979617953300476,0.33289089798927307,0.10744442045688629,0.4862271547317505,0.16559620201587677,0.21965332329273224,0.33289089798927307,0.1998472958803177,0.14117708802223206,0.40561532974243164
ballsh,0.22136840224266052,0.1205538660287857,0.20036765933036804,0.17932051420211792,0.2659815549850464,0.1529208868741989,0.14209714531898499,0.20036765933036804,0.08069960027933121,0.14890626072883606,0.2233724594116211
),0.20711064338684082,0.18584993481636047,0.3456730246543884,0.10911402106285095,0.4961937665939331,0.1423887014389038,0.22144339978694916,0.3456730246543884,0.20544740557670593,0.15254124999046326,0.42300865054130554
",",0.3149496018886566,0.3015086054801941,0.4933079481124878,0.207779198884964,0.6633074283599854,0.24934756755828857,0.21768593788146973,0.4933079481124878,0.267503559589386,0.21270246803760529,0.31091248989105225
kanina,0.09766167402267456,0.08478052169084549,0.1796993762254715,0.13828739523887634,0.1622207909822464,0.26186975836753845,0.08818484842777252,0.1796993762254715,0.1276702582836151,0.10287685692310333,0.09834863990545273
and,0.43859338760375977,0.34479495882987976,0.5171257257461548,0.23779046535491943,1.0,0.31784185767173767,0.1664041429758072,0.5171257257461548,0.23144522309303284,0.1592116355895996,0.20544172823429108
jericho,0.2562083899974823,0.18414995074272156,0.24930159747600555,0.25393742322921753,0.29295656085014343,0.3046846091747284,0.16927921772003174,0.24930159747600555,0.15073759853839874,0.1936807930469513,0.1654619723558426
.,0.41390106081962585,0.35288307070732117,0.5934505462646484,0.2287112921476364,0.588965117931366,0.2662658095359802,0.25322678685188293,0.5934505462646484,0.24015288054943085,0.17410176992416382,0.4130953550338745
,where,did,the,normans,and,byzantines,sign,the,peace,treaty,?
the,0.5003893971443176,0.34736719727516174,1.0,0.2781367897987366,0.5171257257461548,0.23397722840309143,0.22875791788101196,1.0,0.2625678777694702,0.2690109610557556,0.22068053483963013
lack,0.19445829093456268,0.2599813938140869,0.2674623131752014,0.21397264301776886,0.29595619440078735,0.21163976192474365,0.19014857709407806,0.2674623131752014,0.1330869346857071,0.11079327017068863,0.16953514516353607
of,0.38066378235816956,0.2513895630836487,0.733189046382904,0.2173461765050888,0.5116966962814331,0.2067587524652481,0.201818585395813,0.733189046382904,0.23538054525852203,0.2602092921733856,0.1826142966747284
supplies,0.2491435557603836,0.25997665524482727,0.31027752161026,0.2784906327724457,0.3587413430213928,0.18431533873081207,0.12060348689556122,0.31027752161026,0.2106354683637619,0.22512120008468628,0.08799431473016739
",",0.3149496018886566,0.3015086054801941,0.4933079481124878,0.207779198884964,0.6633074283599854,0.24934756755828857,0.21768593788146973,0.4933079481124878,0.267503559589386,0.21270246803760529,0.31091248989105225
disease,0.17014959454536438,0.18150202929973602,0.22720423340797424,0.1856200098991394,0.19961869716644287,0.1420852690935135,0.1818678379058838,0.22720423340797424,0.16268199682235718,0.20823056995868683,0.16159942746162415
and,0.43859338760375977,0.34479495882987976,0.5171257257461548,0.23779046535491943,1.0,0.31784185767173767,0.1664041429758072,0.5171257257461548,0.23144522309303284,0.1592116355895996,0.20544172823429108
byzantine,0.13484741747379303,0.13554735481739044,0.20800244808197021,0.44761067628860474,0.2784913182258606,0.9350268840789795,0.07733162492513657,0.20800244808197021,0.22192347049713135,0.20590740442276,0.21581105887889862
resistance,0.17665672302246094,0.1441807746887207,0.2521642744541168,0.2428564727306366,0.28961238265037537,0.2417464703321457,0.11003399640321732,0.2521642744541168,0.2871886193752289,0.19582520425319672,0.026361597701907158
forced,0.27043721079826355,0.36753809452056885,0.2571122944355011,0.32317784428596497,0.28385210037231445,0.2621910274028778,0.2623904347419739,0.2571122944355011,0.18057496845722198,0.20263317227363586,0.17547516524791718
bohemond,0.2376544028520584,0.10368886590003967,0.29231345653533936,0.342294305562973,0.2381872534751892,0.25405174493789673,0.16428764164447784,0.29231345653533936,0.23223094642162323,0.25644901394844055,0.16465221345424652
to,0.47735077142715454,0.4452643394470215,0.535392165184021,0.2506018877029419,0.48971283435821533,0.235107883810997,0.25379011034965515,0.535392165184021,0.20604102313518524,0.1986158937215805,0.29463258385658264
retreat,0.17172886431217194,0.21186281740665436,0.24711984395980835,0.3998715877532959,0.23914240300655365,0.33507484197616577,0.17931386828422546,0.24711984395980835,0.2898544371128082,0.284115195274353,0.1088394895195961
from,0.3713873624801636,0.20248863101005554,0.40150508284568787,0.13955055177211761,0.3601827025413513,0.16852356493473053,0.1588657796382904,0.40150508284568787,0.12772627174854279,0.17410588264465332,0.19969791173934937
his,0.29880598187446594,0.3546801507472992,0.4394008219242096,0.2636716365814209,0.4234102666378021,0.20803441107273102,0.13560563325881958,0.4394008219242096,0.2307969182729721,0.1394582837820053,0.18075084686279297
campaign,0.1283893585205078,0.18201768398284912,0.2755736708641052,0.25899091362953186,0.20802859961986542,0.20493744313716888,0.1414242833852768,0.2755736708641052,0.2732676863670349,0.24362657964229584,0.162482351064682
and,0.43859338760375977,0.34479495882987976,0.5171257257461548,0.23779046535491943,1.0,0.31784185767173767,0.1664041429758072,0.5171257257461548,0.23144522309303284,0.1592116355895996,0.20544172823429108
sign,0.2224869579076767,0.222271129488945,0.22875791788101196,0.14748874306678772,0.1664041429758072,0.078317791223526,0.9999999403953552,0.22875791788101196,0.3191480040550232,0.4442840814590454,0.21454890072345734
a,0.40997210144996643,0.2552328109741211,0.5829201340675354,0.16186057031154633,0.3739250600337982,0.13199014961719513,0.22598892450332642,0.5829201340675354,0.1620711386203766,0.14753150939941406,0.23916715383529663
peace,0.14129787683486938,0.22555114328861237,0.2625678777694702,0.24903146922588348,0.23144522309303284,0.22591246664524078,0.3191480040550232,0.2625678777694702,1.0,0.491534024477005,0.1404135823249817
treaty,0.15556932985782623,0.19075942039489746,0.2690109610557556,0.3120788633823395,0.1592116355895996,0.20582415163516998,0.4442840814590454,0.2690109610557556,0.491534024477005,1.0,0.1174844279885292
with,0.4142743945121765,0.25472134351730347,0.4223487675189972,0.18717211484909058,0.5477725267410278,0.19521336257457733,0.24871012568473816,0.4223487675189972,0.21334390342235565,0.17950300872325897,0.2433311939239502
the,0.5003893971443176,0.34736719727516174,1.0,0.2781367897987366,0.5171257257461548,0.23397722840309143,0.22875791788101196,1.0,0.2625678777694702,0.2690109610557556,0.22068053483963013
byzantines,0.138112872838974,0.16606101393699646,0.23397722840309143,0.4984419345855713,0.31784185767173767,1.0,0.078317791223526,0.23397722840309143,0.22591246664524078,0.20582415163516998,0.20420999825000763
in,0.5344807505607605,0.2593238651752472,0.6662389636039734,0.23263490200042725,0.4954058527946472,0.13357563316822052,0.1645301878452301,0.6662389636039734,0.22529716789722443,0.22333456575870514,0.20430970191955566
the,0.5003893971443176,0.34736719727516174,1.0,0.2781367897987366,0.5171257257461548,0.23397722840309143,0.22875791788101196,1.0,0.2625678777694702,0.2690109610557556,0.22068053483963013
city,0.2686662971973419,0.12266099452972412,0.35769423842430115,0.20040743052959442,0.2827445864677429,0.2537577152252197,0.154170960187912,0.35769423842430115,0.1691177934408188,0.27473771572113037,0.13423943519592285
of,0.38066378235816956,0.2513895630836487,0.733189046382904,0.2173461765050888,0.5116966962814331,0.2067587524652481,0.201818585395813,0.733189046382904,0.23538054525852203,0.2602092921733856,0.1826142966747284
deabolis,0.17033658921718597,0.22583279013633728,0.351985365152359,0.27609679102897644,0.26616984605789185,0.26808398962020874,0.15550439059734344,0.351985365152359,0.27558788657188416,0.303234338760376,0.20276884734630585
.,0.41390106081962585,0.35288307070732117,0.5934505462646484,0.2287112921476364,0.588965117931366,0.2662658095359802,0.25322678685188293,0.5934505462646484,0.24015288054943085,0.17410176992416382,0.4130953550338745
