,when,did,the,spanish,and,portuguese,colonies,gain,their,independance,.
control,0.3260348439216614,0.22942528128623962,0.32841500639915466,0.14926595985889435,0.29790008068084717,0.13448850810527802,0.24567613005638123,0.37085267901420593,0.2660429775714874,0.21073128283023834,0.24319837987422943
of,0.3757161796092987,0.2513895630836487,0.733189046382904,0.1623179167509079,0.5116966962814331,0.1786283403635025,0.2890703082084656,0.27324017882347107,0.4329940676689148,0.30340129137039185,0.5352458953857422
trade,0.1979909986257553,0.16199031472206116,0.2681608200073242,0.13125380873680115,0.2510223686695099,0.22576189041137695,0.32321110367774963,0.2308422476053238,0.20305249094963074,0.22056764364242554,0.20157761871814728
and,0.4716290831565857,0.34479495882987976,0.5171257257461548,0.27494850754737854,1.0,0.20911315083503723,0.311396062374115,0.2497105896472931,0.45114588737487793,0.21221992373466492,0.588965117931366
finance,0.15752920508384705,0.17958222329616547,0.26623332500457764,0.08127296715974808,0.26582831144332886,0.15635712444782257,0.12060477584600449,0.20361368358135223,0.1791311651468277,0.31728506088256836,0.29448971152305603
in,0.4431333839893341,0.2593238651752472,0.6662389636039734,0.15696977078914642,0.4954058527946472,0.1487773358821869,0.28602269291877747,0.23473112285137177,0.34976133704185486,0.2905707061290741,0.5591574311256409
latin,0.1799415647983551,0.11352607607841492,0.24914836883544922,0.30280694365501404,0.23776422441005707,0.288156121969223,0.21238011121749878,0.09360644966363907,0.13260699808597565,0.15603004395961761,0.2097781002521515
america,0.21924224495887756,0.2212076634168625,0.37090015411376953,0.23185278475284576,0.2647855281829834,0.15605980157852173,0.3768984079360962,0.1588660329580307,0.24297001957893372,0.24065352976322174,0.29180291295051575
after,0.5331412553787231,0.30330467224121094,0.4565047025680542,0.1704370677471161,0.3765919506549835,0.16317978501319885,0.21944426000118256,0.22570830583572388,0.30973172187805176,0.22077202796936035,0.35870397090911865
the,0.5091903209686279,0.34736719727516174,1.0,0.23213517665863037,0.5171257257461548,0.22085627913475037,0.30451729893684387,0.2682225704193115,0.516537070274353,0.3591524660587311,0.5934505462646484
independence,0.1640492081642151,0.19588761031627655,0.2836182415485382,0.23210303485393524,0.19334110617637634,0.2413918524980545,0.4038378894329071,0.31618088483810425,0.22190988063812256,0.6666408181190491,0.2129606306552887
of,0.3757161796092987,0.2513895630836487,0.733189046382904,0.1623179167509079,0.5116966962814331,0.1786283403635025,0.2890703082084656,0.27324017882347107,0.4329940676689148,0.30340129137039185,0.5352458953857422
spanish,0.16431941092014313,0.15913060307502747,0.23213517665863037,1.0000001192092896,0.27494850754737854,0.5741251111030579,0.3121677041053772,0.12766286730766296,0.17869627475738525,0.20046554505825043,0.18907511234283447
and,0.4716290831565857,0.34479495882987976,0.5171257257461548,0.27494850754737854,1.0,0.20911315083503723,0.311396062374115,0.2497105896472931,0.45114588737487793,0.21221992373466492,0.588965117931366
portuguese,0.18080775439739227,0.15268416702747345,0.22085627913475037,0.5741251111030579,0.20911315083503723,1.0,0.31862714886665344,0.042590171098709106,0.12838603556156158,0.22554302215576172,0.19905777275562286
colonies,0.25325432419776917,0.23126882314682007,0.30451729893684387,0.3121677041053772,0.311396062374115,0.31862714886665344,1.0,0.17973250150680542,0.3025033473968506,0.26416710019111633,0.27309566736221313
about,0.3835894465446472,0.28723078966140747,0.37995871901512146,0.09809253364801407,0.3875081241130829,0.09842254221439362,0.18640069663524628,0.19853182137012482,0.25792208313941956,0.19859416782855988,0.42038556933403015
1820,-0.010342661291360855,-0.09110647439956665,0.1656271517276764,0.11313538998365402,0.09541849792003632,0.08765248954296112,-0.00042702193604782224,0.09642070531845093,-0.025643449276685715,0.05340898782014847,-0.026296153664588928
.,0.475719153881073,0.35288307070732117,0.5934505462646484,0.18907511234283447,0.588965117931366,0.19905777275562286,0.27309566736221313,0.20901274681091309,0.34427863359451294,0.29322221875190735,1.0000001192092896
