,what,is,the,last,name,of,the,player,who,scored,a,2-yard,touchdown,in,the,fourth,quarter,?
completed,0.19063329696655273,0.18740522861480713,0.29278936982154846,0.30170315504074097,0.07098206132650375,0.2491239756345749,0.29278936982154846,0.1741570085287094,0.15320545434951782,0.29530876874923706,0.2692357301712036,0.2413228154182434,0.24650275707244873,0.2960484027862549,0.29278936982154846,0.2601008117198944,0.18916314840316772,0.08272653818130493
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.2864423990249634,0.26421117782592773,0.5052502155303955,0.5829201340675354,0.2591003477573395,0.36608949303627014,0.2069414108991623,1.0,0.2548084557056427,0.22309942543506622,0.539380669593811,0.5829201340675354,0.3032437562942505,0.26766106486320496,0.23916715383529663
pass,0.24105259776115417,0.20208431780338287,0.25961899757385254,0.13590829074382782,0.05635219067335129,0.18302802741527557,0.25961899757385254,0.1446564942598343,0.12504667043685913,0.15046437084674835,0.19894953072071075,0.2547301650047302,0.42168107628822327,0.18748411536216736,0.25961899757385254,0.14537997543811798,0.12825918197631836,0.09478675574064255
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.30156898498535156,0.27806994318962097,0.41548454761505127,0.535392165184021,0.17719191312789917,0.42656609416007996,0.164485901594162,0.45503583550453186,0.20982879400253296,0.20744045078754425,0.45010748505592346,0.535392165184021,0.22159133851528168,0.21890336275100708,0.29463258385658264
bennie,0.21440337598323822,0.07204221189022064,0.1505264788866043,0.15285220742225647,0.15905745327472687,0.1329323798418045,0.1505264788866043,0.1979852169752121,0.29274699091911316,0.1546669751405716,0.11961153894662857,0.3219110369682312,0.16608387231826782,0.14135883748531342,0.1505264788866043,0.03670796379446983,0.05627191811800003,0.20028041303157806
fowler,0.1843029260635376,0.2032044231891632,0.2659781575202942,0.2416309118270874,0.1756257712841034,0.24974624812602997,0.2659781575202942,0.16347767412662506,0.28728610277175903,0.17829522490501404,0.24019558727741241,0.22906725108623505,0.19205062091350555,0.28292325139045715,0.2659781575202942,0.12450874596834183,0.12745870649814606,0.19972145557403564
for,0.3017193675041199,0.43268078565597534,0.4739971458911896,0.3043119013309479,0.25737348198890686,0.4185989499092102,0.4739971458911896,0.2470785230398178,0.37110671401023865,0.2957361936569214,0.44038116931915283,0.21433895826339722,0.26143357157707214,0.4322226941585541,0.4739971458911896,0.23288244009017944,0.23415552079677582,0.264628142118454
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.2864423990249634,0.26421117782592773,0.5052502155303955,0.5829201340675354,0.2591003477573395,0.36608949303627014,0.2069414108991623,1.0,0.2548084557056427,0.22309942543506622,0.539380669593811,0.5829201340675354,0.3032437562942505,0.26766106486320496,0.23916715383529663
2-point,0.3616398870944977,0.2580225467681885,0.2521202266216278,0.13543400168418884,0.09539294987916946,0.26897308230400085,0.2521202266216278,0.20350168645381927,0.19019058346748352,0.23393644392490387,0.29402533173561096,0.26539650559425354,0.2510567307472229,0.22760647535324097,0.2521202266216278,0.054257817566394806,0.16676180064678192,0.3058913052082062
conversion,0.21660274267196655,0.24206408858299255,0.2308437079191208,0.09050410985946655,0.06673239916563034,0.20104190707206726,0.2308437079191208,0.09660469740629196,0.1042092815041542,0.16540317237377167,0.23848766088485718,0.2145838737487793,0.23410968482494354,0.19224700331687927,0.2308437079191208,0.16259035468101501,0.24171558022499084,0.1924358606338501
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.29026782512664795,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.25826331973075867,0.3365725874900818,0.27357709407806396,0.427140474319458,0.22717970609664917,0.2072077840566635,0.5201468467712402,0.4933079481124878,0.271299809217453,0.2742914855480194,0.31091248989105225
giving,0.28628480434417725,0.24181054532527924,0.3626074492931366,0.1735040843486786,0.17302481830120087,0.3440891206264496,0.3626074492931366,0.05297272652387619,0.2905098795890808,0.2036798596382141,0.35822594165802,0.1554807871580124,0.1832825392484665,0.24607835710048676,0.3626074492931366,0.1832674890756607,0.21477177739143372,0.2052922248840332
denver,0.1275133192539215,0.14918014407157898,0.2052404284477234,0.12791386246681213,0.14360913634300232,0.14595118165016174,0.2052404284477234,0.14441537857055664,0.20955970883369446,0.19558008015155792,0.179859921336174,0.21618293225765228,0.35540616512298584,0.2221570909023285,0.2052404284477234,0.16624519228935242,0.17539584636688232,0.1520889848470688
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.2864423990249634,0.26421117782592773,0.5052502155303955,0.5829201340675354,0.2591003477573395,0.36608949303627014,0.2069414108991623,1.0,0.2548084557056427,0.22309942543506622,0.539380669593811,0.5829201340675354,0.3032437562942505,0.26766106486320496,0.23916715383529663
24–10,0.05741516873240471,0.05017944797873497,0.1489364504814148,0.007119040470570326,0.0761641338467598,0.17036935687065125,0.1489364504814148,0.0409725084900856,0.15330377221107483,0.05679759383201599,0.1071963682770729,-0.04073680564761162,-0.014833959750831127,0.14988355338573456,0.1489364504814148,0.053472790867090225,-0.005329173058271408,0.06738992035388947
lead,0.19642074406147003,0.18414030969142914,0.21995973587036133,0.21314357221126556,0.1378495842218399,0.19835850596427917,0.21995973587036133,0.16769561171531677,0.19455209374427795,0.22455742955207825,0.20661775767803192,0.1745583415031433,0.21652531623840332,0.2055644989013672,0.21995973587036133,0.1768675446510315,0.0928913950920105,0.14552436769008636
with,0.2464839518070221,0.3250955045223236,0.4223487675189972,0.1975114792585373,0.17897967994213104,0.41827285289764404,0.4223487675189972,0.15822981297969818,0.3282766342163086,0.28121069073677063,0.3783375024795532,0.1605626344680786,0.20674201846122742,0.4080928862094879,0.4223487675189972,0.2221207469701767,0.2626938819885254,0.2433311939239502
3:08,0.24833367764949799,0.05933879688382149,0.07741329073905945,0.0025906814262270927,0.04930064454674721,0.11405865848064423,0.07741329073905945,-0.08418747037649155,0.09268812835216522,-0.07461877167224884,0.08218888193368912,0.023419305682182312,-0.1134815439581871,0.06284826993942261,0.07741329073905945,-0.039294127374887466,-0.04684517905116081,0.1286461055278778
left,0.2442072629928589,0.15889094769954681,0.33113980293273926,0.2243162989616394,0.1554197072982788,0.2218635529279709,0.33113980293273926,0.1500101536512375,0.24052289128303528,0.1987689584493637,0.19688890874385834,0.19495642185211182,0.1656091958284378,0.21139952540397644,0.33113980293273926,0.19624528288841248,0.1490352898836136,0.13251960277557373
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.25967320799827576,0.21235932409763336,0.5116966962814331,0.5171257257461548,0.22685286402702332,0.41279885172843933,0.23723433911800385,0.3739250600337982,0.25405678153038025,0.21398694813251495,0.4954058527946472,0.5171257257461548,0.27958914637565613,0.24505728483200073,0.20544172823429108
essentially,0.36749956011772156,0.2786000370979309,0.2945486903190613,0.25428280234336853,0.11055877804756165,0.2832449674606323,0.2945486903190613,0.08019143342971802,0.19515877962112427,0.11293051391839981,0.2457367330789566,0.13194099068641663,0.12010577321052551,0.18692578375339508,0.2945486903190613,0.13438954949378967,0.1859680563211441,0.24316146969795227
putting,0.36515408754348755,0.20786316692829132,0.3357599675655365,0.17314492166042328,0.1730126589536667,0.2867971360683441,0.3357599675655365,0.09879893064498901,0.2151329517364502,0.2195175737142563,0.3037441074848175,0.2594148516654968,0.14359913766384125,0.21577180922031403,0.3357599675655365,0.12352602928876877,0.1966937929391861,0.26915207505226135
the,0.42745697498321533,0.5823672413825989,1.0,0.3698786795139313,0.3171212375164032,0.733189046382904,1.0,0.19900773465633392,0.3733934462070465,0.22936925292015076,0.5829201340675354,0.2685171961784363,0.1805710643529892,0.6662389636039734,1.0,0.40804702043533325,0.3659466803073883,0.22068053483963013
game,0.2246788740158081,0.21222543716430664,0.285271555185318,0.15705397725105286,0.17639878392219543,0.2298848181962967,0.285271555185318,0.46623334288597107,0.2523840069770813,0.3692169785499573,0.23211604356765747,0.2189984768629074,0.3819936513900757,0.23986028134822845,0.285271555185318,0.24875055253505707,0.2610255777835846,0.1829071193933487
away,0.2797873020172119,0.21884818375110626,0.29030847549438477,0.17481765151023865,0.13480764627456665,0.2156001329421997,0.29030847549438477,0.13653969764709473,0.2651624381542206,0.1730688065290451,0.2577407658100128,0.2624207139015198,0.18571488559246063,0.2264246642589569,0.29030847549438477,0.21870456635951996,0.1949092298746109,0.15156377851963043
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.3548945486545563,0.24737101793289185,0.5352458953857422,0.5934505462646484,0.22491109371185303,0.3541337847709656,0.24230577051639557,0.50484299659729,0.23490576446056366,0.17317867279052734,0.5591574311256409,0.5934505462646484,0.27895694971084595,0.29042351245880127,0.4130953550338745
