,what,was,the,title,of,the,first,choral,hymnal,?
songs,0.2281436324119568,0.2077534794807434,0.21576808393001556,0.20489397644996643,0.19366078078746796,0.21576808393001556,0.22611618041992188,0.388981431722641,0.37365594506263733,0.18278652429580688
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.18969319760799408,1.0,0.733189046382904,0.3536086082458496,0.2536206841468811,0.3003794848918915,0.1826142966747284
the,0.42745697498321533,0.48711544275283813,1.0,0.27465343475341797,0.733189046382904,1.0,0.49448907375335693,0.23280717432498932,0.27393218874931335,0.22068053483963013
erfurt,0.18938814103603363,0.2937068045139313,0.30728837847709656,0.09281652420759201,0.24919012188911438,0.30728837847709656,0.23562638461589813,0.24601076543331146,0.2111259549856186,0.15730193257331848
enchiridion,0.19606411457061768,0.24715934693813324,0.24047186970710754,0.2150484025478363,0.2441796064376831,0.24047186970710754,0.20408707857131958,0.2956562042236328,0.43155819177627563,0.1788076013326645
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.2202284336090088,0.4946078956127167,0.4933079481124878,0.34503069519996643,0.2659761607646942,0.32863128185272217,0.31091248989105225
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.20763245224952698,0.5116966962814331,0.5171257257461548,0.3167642652988434,0.25297001004219055,0.2837383449077606,0.20544172823429108
24,0.01621486060321331,-0.06428006291389465,0.009148004464805126,-0.050473276525735855,-0.02356693148612976,0.009148004464805126,-0.062416478991508484,-0.039331380277872086,-0.029887022450566292,0.016154835000634193
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.18969319760799408,1.0,0.733189046382904,0.3536086082458496,0.2536206841468811,0.3003794848918915,0.1826142966747284
the,0.42745697498321533,0.48711544275283813,1.0,0.27465343475341797,0.733189046382904,1.0,0.49448907375335693,0.23280717432498932,0.27393218874931335,0.22068053483963013
32,-0.003086621640250087,0.05284477397799492,-0.06675421446561813,-0.022936537861824036,-0.06897011399269104,-0.06675421446561813,0.023741012439131737,0.047769129276275635,-0.014493699185550213,0.04494665935635567
songs,0.2281436324119568,0.2077534794807434,0.21576808393001556,0.20489397644996643,0.19366078078746796,0.21576808393001556,0.22611618041992188,0.388981431722641,0.37365594506263733,0.18278652429580688
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.2263992726802826,0.5696388483047485,0.6662389636039734,0.4127444326877594,0.21138767898082733,0.2645895183086395,0.20430970191955566
the,0.42745697498321533,0.48711544275283813,1.0,0.27465343475341797,0.733189046382904,1.0,0.49448907375335693,0.23280717432498932,0.27393218874931335,0.22068053483963013
first,0.28086137771606445,0.5022147297859192,0.49448907375335693,0.2900196313858032,0.3536086082458496,0.49448907375335693,1.0,0.17904742062091827,0.25188982486724854,0.18701928853988647
choral,0.21117648482322693,0.23400449752807617,0.23280717432498932,0.1650417596101761,0.2536206841468811,0.23280717432498932,0.17904742062091827,1.0,0.5506678819656372,0.18975581228733063
hymnal,0.19135619699954987,0.2962062954902649,0.27393218874931335,0.13427843153476715,0.3003794848918915,0.27393218874931335,0.25188982486724854,0.5506678819656372,1.0,0.14759886264801025
with,0.2464839518070221,0.27411898970603943,0.4223487675189972,0.16094465553760529,0.41827285289764404,0.4223487675189972,0.2691199779510498,0.10701987147331238,0.1482141613960266,0.2433311939239502
settings,0.3351864218711853,0.07492568343877792,0.20917028188705444,0.24187211692333221,0.1335434466600418,0.20917028188705444,0.14430692791938782,0.3091577887535095,0.21041318774223328,0.31880196928977966
by,0.2455483376979828,0.4752357602119446,0.4408751428127289,0.2110508531332016,0.3646814823150635,0.4408751428127289,0.3877052962779999,0.16909512877464294,0.1808478683233261,0.17966607213020325
johann,0.14257463812828064,0.22661232948303223,0.1716882735490799,0.15463705360889435,0.19805940985679626,0.1716882735490799,0.216554194688797,0.36131513118743896,0.28913983702659607,0.1194499209523201
walter,0.11522015184164047,0.2545633316040039,0.16759788990020752,0.12214890122413635,0.16571573913097382,0.16759788990020752,0.22229944169521332,0.21315822005271912,0.2024640440940857,0.1297207623720169
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.2202284336090088,0.4946078956127167,0.4933079481124878,0.34503069519996643,0.2659761607646942,0.32863128185272217,0.31091248989105225
eyn,0.24242952466011047,0.32013577222824097,0.22783589363098145,0.1290540099143982,0.21504290401935577,0.22783589363098145,0.2671617269515991,0.3096717894077301,0.3997166156768799,0.23610107600688934
geystlich,0.22163429856300354,0.2936594486236572,0.3494434654712677,0.22242708504199982,0.34410592913627625,0.3494434654712677,0.28598588705062866,0.3066490888595581,0.38910332322120667,0.18203496932983398
gesangk,0.19251608848571777,0.2775711119174957,0.27518439292907715,0.21886800229549408,0.3011758625507355,0.27518439292907715,0.23057503998279572,0.3857552111148834,0.3867543637752533,0.2352396696805954
buchleyn,0.16219501197338104,0.35580015182495117,0.29175880551338196,0.11986488103866577,0.3038249909877777,0.29175880551338196,0.2937382161617279,0.334899365901947,0.38140639662742615,0.17880962789058685
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.2202284336090088,0.4946078956127167,0.4933079481124878,0.34503069519996643,0.2659761607646942,0.32863128185272217,0.31091248989105225
all,0.41981086134910583,0.23179835081100464,0.4860881567001343,0.2015364021062851,0.42798417806625366,0.4860881567001343,0.34243571758270264,0.16853874921798706,0.1295291632413864,0.29575422406196594
published,0.20457668602466583,0.2896443009376526,0.22017472982406616,0.20146848261356354,0.23023100197315216,0.22017472982406616,0.3122035264968872,0.20696395635604858,0.2827349901199341,0.16280238330364227
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.2263992726802826,0.5696388483047485,0.6662389636039734,0.4127444326877594,0.21138767898082733,0.2645895183086395,0.20430970191955566
1524,0.007574824616312981,0.06695621460676193,-0.09282234311103821,0.07742974162101746,-0.12981654703617096,-0.09282234311103821,-0.02572796121239662,0.010473502799868584,-0.08143050968647003,0.10532363504171371
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.26782113313674927,0.5352458953857422,0.5934505462646484,0.4345304071903229,0.2064896821975708,0.2306274026632309,0.4130953550338745
