,in,march,2015,",",how,many,owned-and-operated,stations,did,abc,have,?
owned-and-operated,0.27814793586730957,0.25317567586898804,0.0646086260676384,0.32616978883743286,0.18262343108654022,0.21607306599617004,1.0,0.3868453800678253,0.23825591802597046,0.31080347299575806,0.2394983321428299,0.2376745194196701
stations,0.25864288210868835,0.13916397094726562,-0.05039229243993759,0.26337406039237976,0.18198855221271515,0.2893238365650177,0.3868453800678253,1.0,0.16568200290203094,0.23858611285686493,0.23396307229995728,0.13192185759544373
",",0.5201468467712402,0.4256272315979004,0.06568983197212219,1.0000001192092896,0.22659391164779663,0.40610817074775696,0.32616978883743286,0.26337406039237976,0.3015086054801941,0.2097204476594925,0.3541618287563324,0.31091248989105225
and,0.4954058527946472,0.25804370641708374,0.015077123418450356,0.6633074283599854,0.33647966384887695,0.5296266674995422,0.29700908064842224,0.2687023878097534,0.34479495882987976,0.16453155875205994,0.4711785912513733,0.20544172823429108
current,0.1955713927745819,0.23862671852111816,0.00875970721244812,0.29341426491737366,0.17794625461101532,0.15019191801548004,0.23814214766025543,0.17554925382137299,0.07635620981454849,0.17589730024337769,0.19741833209991455,0.12074550241231918
and,0.4954058527946472,0.25804370641708374,0.015077123418450356,0.6633074283599854,0.33647966384887695,0.5296266674995422,0.29700908064842224,0.2687023878097534,0.34479495882987976,0.16453155875205994,0.4711785912513733,0.20544172823429108
pending,0.18502011895179749,0.3265156149864197,0.039291877299547195,0.28839030861854553,0.2784385681152344,0.17829248309135437,0.2578933835029602,0.17428657412528992,0.24100224673748016,0.163886159658432,0.3010770380496979,0.314214825630188
affiliation,0.23650093376636505,0.18059304356575012,0.11290168017148972,0.2197432518005371,0.11732234805822372,0.1885450780391693,0.3490956425666809,0.2817878723144531,0.15887542068958282,0.17916283011436462,0.19430093467235565,0.16651040315628052
agreements,0.21974602341651917,0.2031431794166565,0.06510821729898453,0.2693939507007599,0.24282699823379517,0.2695941925048828,0.3703632652759552,0.28032323718070984,0.3034338355064392,0.1364191621541977,0.31564170122146606,0.14476320147514343
with,0.4080928862094879,0.1895335465669632,-0.05818283185362816,0.4120737314224243,0.3525622487068176,0.35744401812553406,0.25065529346466064,0.1949257254600525,0.25472134351730347,0.17432008683681488,0.48046383261680603,0.2433311939239502
235,0.054793428629636765,0.08777081966400146,0.1685180366039276,0.08422435075044632,0.021248407661914825,0.05832847207784653,0.10839880257844925,0.009567983448505402,0.013739478774368763,0.1576855629682541,0.010345899499952793,0.09134280681610107
additional,0.21390613913536072,0.18800169229507446,-0.0010281839640811086,0.30316734313964844,0.22369614243507385,0.24535326659679413,0.20338638126850128,0.22999928891658783,0.20902137458324432,0.1623675376176834,0.3269815742969513,0.24309562146663666
television,0.2689782977104187,0.2557291090488434,-0.025356143712997437,0.27995240688323975,0.20427560806274414,0.23433995246887207,0.2781490981578827,0.3494590222835541,0.17055591940879822,0.46871840953826904,0.1811555027961731,0.16825827956199646
stations,0.25864288210868835,0.13916397094726562,-0.05039229243993759,0.26337406039237976,0.18198855221271515,0.2893238365650177,0.3868453800678253,1.0,0.16568200290203094,0.23858611285686493,0.23396307229995728,0.13192185759544373
encompassing,0.21769501268863678,0.1481998711824417,0.0036390882451087236,0.29193705320358276,0.23859438300132751,0.25011512637138367,0.3283621668815613,0.2003442645072937,0.14345376193523407,0.14477995038032532,0.2510618567466736,0.1728201061487198
49,0.10012009739875793,-0.1484890878200531,0.03806384652853012,0.06516315788030624,0.09959059953689575,0.25677934288978577,0.05732060223817825,0.05647754296660423,0.059956930577754974,-0.020899558439850807,0.3040054142475128,-0.019234824925661087
states,0.3977442979812622,0.217941015958786,0.05041464418172836,0.3315127193927765,0.20841296017169952,0.29976361989974976,0.3037812113761902,0.2534271776676178,0.21754568815231323,0.20048053562641144,0.20162390172481537,0.16272737085819244
",",0.5201468467712402,0.4256272315979004,0.06568983197212219,1.0000001192092896,0.22659391164779663,0.40610817074775696,0.32616978883743286,0.26337406039237976,0.3015086054801941,0.2097204476594925,0.3541618287563324,0.31091248989105225
the,0.6662389636039734,0.2680487632751465,0.1466771513223648,0.4933079481124878,0.33890387415885925,0.4335206151008606,0.27652397751808167,0.24762700498104095,0.34736719727516174,0.2068762183189392,0.40389683842658997,0.22068053483963013
district,0.30883273482322693,0.18660219013690948,0.07767675817012787,0.25852543115615845,0.051102448254823685,0.11452986299991608,0.2796480357646942,0.31171566247940063,0.06963783502578735,0.14891253411769867,0.1164223924279213,0.06725285202264786
of,0.5696388483047485,0.20692677795886993,0.21138253808021545,0.4946078956127167,0.2480744868516922,0.37253960967063904,0.27541932463645935,0.20414425432682037,0.2513895630836487,0.14607268571853638,0.3802283704280853,0.1826142966747284
columbia,0.23585394024848938,0.1933768391609192,0.0013611576287075877,0.22374625504016876,0.1689775437116623,0.16822616755962372,0.2668365240097046,0.14137718081474304,0.1762276589870453,0.24777904152870178,0.1488548368215561,0.06882096827030182
",",0.5201468467712402,0.4256272315979004,0.06568983197212219,1.0000001192092896,0.22659391164779663,0.40610817074775696,0.32616978883743286,0.26337406039237976,0.3015086054801941,0.2097204476594925,0.3541618287563324,0.31091248989105225
four,0.3085027039051056,0.14583133161067963,0.04878242686390877,0.31238991022109985,0.1955733299255371,0.4139232039451599,0.18659326434135437,0.20319925248622894,0.20222175121307373,0.11602456867694855,0.3544043302536011,0.14532537758350372
u.s.,-0.003064807504415512,0.04727202281355858,0.09034682810306549,0.030410487204790115,0.08785518258810043,-0.030697613954544067,-0.06456619501113892,-0.016616571694612503,0.11472565680742264,0.042879559099674225,0.02077469229698181,0.07886100560426712
possessions,0.2750030755996704,0.08037988841533661,0.11969773471355438,0.24761579930782318,0.15544743835926056,0.2778606414794922,0.27106529474258423,0.19000421464443207,0.24514761567115784,0.1447494477033615,0.31419217586517334,0.11709505319595337
",",0.5201468467712402,0.4256272315979004,0.06568983197212219,1.0000001192092896,0.22659391164779663,0.40610817074775696,0.32616978883743286,0.26337406039237976,0.3015086054801941,0.2097204476594925,0.3541618287563324,0.31091248989105225
bermuda,0.17061591148376465,0.15709245204925537,0.06660936027765274,0.22605547308921814,0.1911560297012329,0.19552432000637054,0.23474040627479553,0.17338183522224426,0.1867833435535431,0.18756282329559326,0.2283262461423874,0.12929651141166687
and,0.4954058527946472,0.25804370641708374,0.015077123418450356,0.6633074283599854,0.33647966384887695,0.5296266674995422,0.29700908064842224,0.2687023878097534,0.34479495882987976,0.16453155875205994,0.4711785912513733,0.20544172823429108
saba,0.1507301777601242,0.12087289988994598,0.13567976653575897,0.28084003925323486,0.0901733860373497,0.09864697605371475,0.29382818937301636,0.08396240323781967,0.0523841567337513,0.16033419966697693,0.16612732410430908,0.11812687665224075
;,0.092739537358284,0.06139350309967995,-0.0065506836399436,0.04938793554902077,0.07230665534734726,0.11763367056846619,0.09509950876235962,-0.0050702826119959354,0.10727239400148392,-0.0012340332614257932,0.10650043189525604,0.10349778085947037
this,0.45205554366111755,0.23897410929203033,-0.008934302255511284,0.4316047728061676,0.45272302627563477,0.43532639741897583,0.22914201021194458,0.1960582435131073,0.3609912693500519,0.16107726097106934,0.4660032093524933,0.3155723512172699
makes,0.22258508205413818,0.14987684786319733,-0.03908500447869301,0.2926395535469055,0.3351230025291443,0.2597222924232483,0.19923478364944458,0.14822252094745636,0.2543424069881439,0.11805141717195511,0.28616786003112793,0.22145044803619385
abc,0.1697147786617279,0.15645621716976166,-0.04918218031525612,0.2097204476594925,0.19232043623924255,0.18267793953418732,0.31080347299575806,0.23858611285686493,0.13353709876537323,1.0000001192092896,0.1884228140115738,0.19065172970294952
the,0.6662389636039734,0.2680487632751465,0.1466771513223648,0.4933079481124878,0.33890387415885925,0.4335206151008606,0.27652397751808167,0.24762700498104095,0.34736719727516174,0.2068762183189392,0.40389683842658997,0.22068053483963013
largest,0.3017216920852661,0.10681464523077011,0.16791383922100067,0.26626327633857727,0.08743762224912643,0.23644231259822845,0.3442070186138153,0.22964605689048767,0.12612280249595642,0.09599892795085907,0.18489506840705872,0.12401245534420013
u.s.,-0.003064807504415512,0.04727202281355858,0.09034682810306549,0.030410487204790115,0.08785518258810043,-0.030697613954544067,-0.06456619501113892,-0.016616571694612503,0.11472565680742264,0.042879559099674225,0.02077469229698181,0.07886100560426712
broadcast,0.26723843812942505,0.24733136594295502,0.0484444685280323,0.24917922914028168,0.17885947227478027,0.1890401542186737,0.3284902274608612,0.4233371615409851,0.17054221034049988,0.4876510202884674,0.1174817755818367,0.15760008990764618
television,0.2689782977104187,0.2557291090488434,-0.025356143712997437,0.27995240688323975,0.20427560806274414,0.23433995246887207,0.2781490981578827,0.3494590222835541,0.17055591940879822,0.46871840953826904,0.1811555027961731,0.16825827956199646
network,0.19496823847293854,0.1648399382829666,-0.04010036587715149,0.1932937651872635,0.22464405000209808,0.21386827528476715,0.40070033073425293,0.4009798467159271,0.08572790026664734,0.4295894205570221,0.18361559510231018,0.17853789031505585
by,0.370934396982193,0.20701591670513153,0.09096921235322952,0.3680937886238098,0.34370526671409607,0.3409687578678131,0.2945617139339447,0.20435920357704163,0.18574509024620056,0.17600902915000916,0.3359639644622803,0.17966607213020325
total,0.27667245268821716,0.12543267011642456,0.037357207387685776,0.25815486907958984,0.22199897468090057,0.2912171483039856,0.21661436557769775,0.22162707149982452,0.14788632094860077,0.15866148471832275,0.2702822685241699,0.14396025240421295
number,0.3024539053440094,0.1144530400633812,0.030347635969519615,0.2535701394081116,0.2725796401500702,0.41408368945121765,0.15354882180690765,0.21921983361244202,0.19046731293201447,0.15994484722614288,0.3633861541748047,0.19256845116615295
of,0.5696388483047485,0.20692677795886993,0.21138253808021545,0.4946078956127167,0.2480744868516922,0.37253960967063904,0.27541932463645935,0.20414425432682037,0.2513895630836487,0.14607268571853638,0.3802283704280853,0.1826142966747284
affiliates,0.17909713089466095,0.13742338120937347,0.00502379285171628,0.1943977326154709,0.09554769098758698,0.18764927983283997,0.4213067889213562,0.34138554334640503,0.14054901897907257,0.26733168959617615,0.17439953982830048,0.11092336475849152
.,0.5591574311256409,0.349947065114975,0.06607602536678314,0.6812511086463928,0.3287222981452942,0.3974229395389557,0.3145162761211395,0.22839494049549103,0.35288307070732117,0.2567209303379059,0.41614407300949097,0.4130953550338745
