,in,what,years,did,spain,and,portugal,join,the,european,union,?
series,0.2914260923862457,0.17328087985515594,0.23415371775627136,0.15581852197647095,0.1195310652256012,0.26972857117652893,0.09910818934440613,0.13351638615131378,0.31376904249191284,0.1398807317018509,0.028678422793745995,0.1709602326154709
of,0.5696388483047485,0.33290785551071167,0.2904134690761566,0.2513895630836487,0.2591174840927124,0.5116966962814331,0.23237262666225433,0.24810034036636353,0.733189046382904,0.2507138252258301,0.2642118036746979,0.1826142966747284
accession,0.17361333966255188,0.20458576083183289,0.23329845070838928,0.14905796945095062,0.2429857701063156,0.1948874443769455,0.26226234436035156,0.15450519323349,0.2674614489078522,0.17842797935009003,0.21809691190719604,0.16196151077747345
treaties,0.2564578652381897,0.2403455525636673,0.27345016598701477,0.25577887892723083,0.336611807346344,0.2571636438369751,0.27474427223205566,0.24820062518119812,0.28970760107040405,0.30161675810813904,0.34353530406951904,0.1693580597639084
",",0.5201468467712402,0.3087472915649414,0.2589467465877533,0.3015086054801941,0.24137483537197113,0.6633074283599854,0.23925766348838806,0.23633374273777008,0.4933079481124878,0.19684812426567078,0.2362271547317505,0.31091248989105225
from,0.4274188280105591,0.2737620174884796,0.31063511967658997,0.20248863101005554,0.19613607227802277,0.3601827025413513,0.17141132056713104,0.13792099058628082,0.40150508284568787,0.2091801017522812,0.19356246292591095,0.19969791173934937
the,0.6662389636039734,0.42745697498321533,0.2912273406982422,0.34736719727516174,0.259463906288147,0.5171257257461548,0.2186722755432129,0.3205963969230652,1.0,0.3423081040382385,0.24421639740467072,0.22068053483963013
uk,0.2261405885219574,0.17163191735744476,0.1076527014374733,0.128135547041893,0.19040051102638245,0.2701246440410614,0.20693783462047577,0.16088582575321198,0.2143084555864334,0.2919877767562866,0.227705717086792,0.20222434401512146
",",0.5201468467712402,0.3087472915649414,0.2589467465877533,0.3015086054801941,0.24137483537197113,0.6633074283599854,0.23925766348838806,0.23633374273777008,0.4933079481124878,0.19684812426567078,0.2362271547317505,0.31091248989105225
ireland,0.24362659454345703,0.18062788248062134,0.16451488435268402,0.19258828461170197,0.2876056134700775,0.2852447032928467,0.3281373083591461,0.13362173736095428,0.2573983073234558,0.22389626502990723,0.21712534129619598,0.10685748606920242
",",0.5201468467712402,0.3087472915649414,0.2589467465877533,0.3015086054801941,0.24137483537197113,0.6633074283599854,0.23925766348838806,0.23633374273777008,0.4933079481124878,0.19684812426567078,0.2362271547317505,0.31091248989105225
denmark,0.21252261102199554,0.14418567717075348,0.17873229086399078,0.1594432145357132,0.38561496138572693,0.2965224087238312,0.49879711866378784,0.15234337747097015,0.2167552262544632,0.3302900195121765,0.26357120275497437,0.12332404404878616
and,0.4954058527946472,0.31309178471565247,0.300204873085022,0.34479495882987976,0.2462231069803238,1.0,0.1821029633283615,0.319981187582016,0.5171257257461548,0.24143946170806885,0.2594362497329712,0.20544172823429108
norway,0.25539493560791016,0.13499143719673157,0.1949714720249176,0.13200347125530243,0.3247152864933014,0.23708364367485046,0.4333619177341461,0.14689482748508453,0.20952337980270386,0.24546542763710022,0.293612539768219,0.12105534970760345
in,1.0,0.30808621644973755,0.33554986119270325,0.2593238651752472,0.29744213819503784,0.4954058527946472,0.18593156337738037,0.26958489418029785,0.6662389636039734,0.23319172859191895,0.22726479172706604,0.20430970191955566
1972,0.07430855184793472,-0.19211961328983307,0.046518635004758835,-0.09581880271434784,0.19446547329425812,-0.06165798008441925,0.1983819603919983,0.005155360791832209,0.017579182982444763,0.07759781181812286,0.20001985132694244,-0.13323214650154114
(,0.3087427020072937,0.2411840260028839,0.21505801379680634,0.18979617953300476,0.17765983939170837,0.4862271547317505,0.19883905351161957,0.1474592536687851,0.33289089798927307,0.17014704644680023,0.13465912640094757,0.40561532974243164
though,0.3193182945251465,0.4089210331439972,0.28039029240608215,0.4678466022014618,0.1915232092142105,0.4405979514122009,0.21570870280265808,0.18239358067512512,0.38776206970214844,0.15971708297729492,0.20279575884342194,0.3188856542110443
norway,0.25539493560791016,0.13499143719673157,0.1949714720249176,0.13200347125530243,0.3247152864933014,0.23708364367485046,0.4333619177341461,0.14689482748508453,0.20952337980270386,0.24546542763710022,0.293612539768219,0.12105534970760345
did,0.2593238651752472,0.4259131848812103,0.2695724070072174,1.0,0.14855723083019257,0.34479495882987976,0.1576782912015915,0.272647500038147,0.34736719727516174,0.2440035194158554,0.185054212808609,0.3023456633090973
not,0.3403114080429077,0.5449194312095642,0.2464347630739212,0.6481515765190125,0.18354332447052002,0.39099299907684326,0.18857374787330627,0.2531464695930481,0.4310511648654938,0.20631356537342072,0.22089463472366333,0.41942933201789856
end,0.28539085388183594,0.29234179854393005,0.2339317500591278,0.18808481097221375,0.1799519658088684,0.24708716571331024,0.1454920768737793,0.229380264878273,0.39658910036087036,0.16247999668121338,0.13337624073028564,0.12543344497680664
up,0.3120773434638977,0.28591108322143555,0.24200905859470367,0.21613863110542297,0.09138429909944534,0.4032393991947174,0.15009805560112,0.3183782994747162,0.38423117995262146,0.16363249719142914,0.17829470336437225,0.1819818764925003
joining,0.2790220081806183,0.18471138179302216,0.19283965229988098,0.19327622652053833,0.12516050040721893,0.3040839731693268,0.11351087689399719,0.6425966620445251,0.3364273011684418,0.11794406175613403,0.23294635117053986,0.08669368922710419
),0.3326910734176636,0.26259949803352356,0.20000751316547394,0.18584993481636047,0.19728966057300568,0.4961937665939331,0.22873376309871674,0.1666775494813919,0.3456730246543884,0.17755553126335144,0.15587253868579865,0.42300865054130554
",",0.5201468467712402,0.3087472915649414,0.2589467465877533,0.3015086054801941,0.24137483537197113,0.6633074283599854,0.23925766348838806,0.23633374273777008,0.4933079481124878,0.19684812426567078,0.2362271547317505,0.31091248989105225
greece,0.2542813718318939,0.14225120842456818,0.16572478413581848,0.17247940599918365,0.3607446253299713,0.27307596802711487,0.3572773039340973,0.15883739292621613,0.26573094725608826,0.33579763770103455,0.15277522802352905,0.10547919571399689
in,1.0,0.30808621644973755,0.33554986119270325,0.2593238651752472,0.29744213819503784,0.4954058527946472,0.18593156337738037,0.26958489418029785,0.6662389636039734,0.23319172859191895,0.22726479172706604,0.20430970191955566
1979,0.26264503598213196,0.17707666754722595,0.1679399609565735,0.12377073615789413,0.19439280033111572,0.23599638044834137,0.18717558681964874,0.09091050177812576,0.3323744237422943,0.19114992022514343,0.14956043660640717,0.09159877151250839
",",0.5201468467712402,0.3087472915649414,0.2589467465877533,0.3015086054801941,0.24137483537197113,0.6633074283599854,0.23925766348838806,0.23633374273777008,0.4933079481124878,0.19684812426567078,0.2362271547317505,0.31091248989105225
spain,0.29744213819503784,0.17150506377220154,0.20970802009105682,0.14855723083019257,1.0,0.2462231069803238,0.6166618466377258,0.1272125393152237,0.259463906288147,0.2660047113895416,0.19762320816516876,0.16814002394676208
and,0.4954058527946472,0.31309178471565247,0.300204873085022,0.34479495882987976,0.2462231069803238,1.0,0.1821029633283615,0.319981187582016,0.5171257257461548,0.24143946170806885,0.2594362497329712,0.20544172823429108
portugal,0.18593156337738037,0.16669799387454987,0.2038128525018692,0.1576782912015915,0.6166618466377258,0.1821029633283615,1.0,0.137436643242836,0.2186722755432129,0.31060102581977844,0.2396596521139145,0.20750629901885986
1985,0.015247007831931114,0.07759413868188858,0.02533305063843727,0.07323421537876129,-0.058202262967824936,0.10228481888771057,-0.11730918288230896,0.05193941667675972,0.02310241386294365,0.10613583773374557,0.10051321238279343,-0.03005216084420681
",",0.5201468467712402,0.3087472915649414,0.2589467465877533,0.3015086054801941,0.24137483537197113,0.6633074283599854,0.23925766348838806,0.23633374273777008,0.4933079481124878,0.19684812426567078,0.2362271547317505,0.31091248989105225
austria,0.24159443378448486,0.15969835221767426,0.19459441304206848,0.1684301197528839,0.4203634262084961,0.24401354789733887,0.4108388423919678,0.1263633668422699,0.24396029114723206,0.2724837362766266,0.22141143679618835,0.16068434715270996
",",0.5201468467712402,0.3087472915649414,0.2589467465877533,0.3015086054801941,0.24137483537197113,0.6633074283599854,0.23925766348838806,0.23633374273777008,0.4933079481124878,0.19684812426567078,0.2362271547317505,0.31091248989105225
finland,0.26140567660331726,0.1610526591539383,0.19418905675411224,0.15598908066749573,0.2313353568315506,0.23957276344299316,0.30353522300720215,0.16514842212200165,0.24957945942878723,0.26654940843582153,0.2765730023384094,0.11789586395025253
",",0.5201468467712402,0.3087472915649414,0.2589467465877533,0.3015086054801941,0.24137483537197113,0.6633074283599854,0.23925766348838806,0.23633374273777008,0.4933079481124878,0.19684812426567078,0.2362271547317505,0.31091248989105225
norway,0.25539493560791016,0.13499143719673157,0.1949714720249176,0.13200347125530243,0.3247152864933014,0.23708364367485046,0.4333619177341461,0.14689482748508453,0.20952337980270386,0.24546542763710022,0.293612539768219,0.12105534970760345
and,0.4954058527946472,0.31309178471565247,0.300204873085022,0.34479495882987976,0.2462231069803238,1.0,0.1821029633283615,0.319981187582016,0.5171257257461548,0.24143946170806885,0.2594362497329712,0.20544172823429108
sweden,0.2946893274784088,0.12934117019176483,0.19978263974189758,0.14059685170650482,0.37772467732429504,0.22991979122161865,0.3557972311973572,0.11253459751605988,0.20170342922210693,0.2088092565536499,0.18305443227291107,0.1268482208251953
in,1.0,0.30808621644973755,0.33554986119270325,0.2593238651752472,0.29744213819503784,0.4954058527946472,0.18593156337738037,0.26958489418029785,0.6662389636039734,0.23319172859191895,0.22726479172706604,0.20430970191955566
1994,0.007567534223198891,0.10476769506931305,0.06628183275461197,0.18745069205760956,0.07093174010515213,-0.022647447884082794,0.014545845799148083,0.07381116598844528,-0.03378653898835182,0.07116761058568954,0.09776296466588974,0.12888094782829285
(,0.3087427020072937,0.2411840260028839,0.21505801379680634,0.18979617953300476,0.17765983939170837,0.4862271547317505,0.19883905351161957,0.1474592536687851,0.33289089798927307,0.17014704644680023,0.13465912640094757,0.40561532974243164
though,0.3193182945251465,0.4089210331439972,0.28039029240608215,0.4678466022014618,0.1915232092142105,0.4405979514122009,0.21570870280265808,0.18239358067512512,0.38776206970214844,0.15971708297729492,0.20279575884342194,0.3188856542110443
again,0.3318929970264435,0.3921525180339813,0.22846625745296478,0.35250324010849,0.21943406760692596,0.34503087401390076,0.19834239780902863,0.29973000288009644,0.4104243218898773,0.16048502922058105,0.16043953597545624,0.2679590880870819
norway,0.25539493560791016,0.13499143719673157,0.1949714720249176,0.13200347125530243,0.3247152864933014,0.23708364367485046,0.4333619177341461,0.14689482748508453,0.20952337980270386,0.24546542763710022,0.293612539768219,0.12105534970760345
failed,0.21989236772060394,0.26093074679374695,0.1968173086643219,0.5037672519683838,0.19624949991703033,0.28894999623298645,0.17297469079494476,0.18947772681713104,0.32787200808525085,0.22565783560276031,0.1825265735387802,0.16487033665180206
to,0.45010748505592346,0.455847829580307,0.23891852796077728,0.4452643394470215,0.22881686687469482,0.48971283435821533,0.18637020885944366,0.34188714623451233,0.535392165184021,0.21011990308761597,0.16926777362823486,0.29463258385658264
join,0.26958489418029785,0.22255058586597443,0.17687411606311798,0.272647500038147,0.1272125393152237,0.319981187582016,0.137436643242836,1.0000001192092896,0.3205963969230652,0.16689853370189667,0.2813784182071686,0.13127188384532928
",",0.5201468467712402,0.3087472915649414,0.2589467465877533,0.3015086054801941,0.24137483537197113,0.6633074283599854,0.23925766348838806,0.23633374273777008,0.4933079481124878,0.19684812426567078,0.2362271547317505,0.31091248989105225
because,0.37423941493034363,0.46729007363319397,0.25134211778640747,0.45674043893814087,0.19473081827163696,0.5069696307182312,0.14738725125789642,0.2234508991241455,0.44596394896507263,0.2130378782749176,0.19197417795658112,0.2528740465641022
of,0.5696388483047485,0.33290785551071167,0.2904134690761566,0.2513895630836487,0.2591174840927124,0.5116966962814331,0.23237262666225433,0.24810034036636353,0.733189046382904,0.2507138252258301,0.2642118036746979,0.1826142966747284
lack,0.18643079698085785,0.28247135877609253,0.0960041955113411,0.2599813938140869,0.12219200283288956,0.29595619440078735,0.18255598843097687,0.08313595503568649,0.2674623131752014,0.14013619720935822,0.13623689115047455,0.16953514516353607
of,0.5696388483047485,0.33290785551071167,0.2904134690761566,0.2513895630836487,0.2591174840927124,0.5116966962814331,0.23237262666225433,0.24810034036636353,0.733189046382904,0.2507138252258301,0.2642118036746979,0.1826142966747284
support,0.17618270218372345,0.2797985076904297,0.1636970043182373,0.2911772131919861,0.14116334915161133,0.25609129667282104,0.14284560084342957,0.2617153823375702,0.22984638810157776,0.16645286977291107,0.16182856261730194,0.22626608610153198
in,1.0,0.30808621644973755,0.33554986119270325,0.2593238651752472,0.29744213819503784,0.4954058527946472,0.18593156337738037,0.26958489418029785,0.6662389636039734,0.23319172859191895,0.22726479172706604,0.20430970191955566
the,0.6662389636039734,0.42745697498321533,0.2912273406982422,0.34736719727516174,0.259463906288147,0.5171257257461548,0.2186722755432129,0.3205963969230652,1.0,0.3423081040382385,0.24421639740467072,0.22068053483963013
referendum,0.28181248903274536,0.24703842401504517,0.1529080867767334,0.19246472418308258,0.23002195358276367,0.16567547619342804,0.25495627522468567,0.2738898992538452,0.2520652413368225,0.2958187758922577,0.29309678077697754,0.18056513369083405
),0.3326910734176636,0.26259949803352356,0.20000751316547394,0.18584993481636047,0.19728966057300568,0.4961937665939331,0.22873376309871674,0.1666775494813919,0.3456730246543884,0.17755553126335144,0.15587253868579865,0.42300865054130554
",",0.5201468467712402,0.3087472915649414,0.2589467465877533,0.3015086054801941,0.24137483537197113,0.6633074283599854,0.23925766348838806,0.23633374273777008,0.4933079481124878,0.19684812426567078,0.2362271547317505,0.31091248989105225
the,0.6662389636039734,0.42745697498321533,0.2912273406982422,0.34736719727516174,0.259463906288147,0.5171257257461548,0.2186722755432129,0.3205963969230652,1.0,0.3423081040382385,0.24421639740467072,0.22068053483963013
czech,0.2583255469799042,0.14273232221603394,0.14482541382312775,0.10599575191736221,0.27306750416755676,0.25498339533805847,0.27316275238990784,0.12550801038742065,0.2179722785949707,0.2811755836009979,0.14424119889736176,0.2060156762599945
republic,0.2782426178455353,0.18626701831817627,0.17395897209644318,0.14819517731666565,0.2977420687675476,0.25642362236976624,0.24973680078983307,0.212678924202919,0.2862427830696106,0.21235013008117676,0.2755236029624939,0.16880398988723755
",",0.5201468467712402,0.3087472915649414,0.2589467465877533,0.3015086054801941,0.24137483537197113,0.6633074283599854,0.23925766348838806,0.23633374273777008,0.4933079481124878,0.19684812426567078,0.2362271547317505,0.31091248989105225
cyprus,0.1788414567708969,0.16325083374977112,0.16729432344436646,0.1215076670050621,0.29665112495422363,0.27088847756385803,0.3326226472854614,0.163094624876976,0.19548389315605164,0.3833369016647339,0.25708991289138794,0.10052155703306198
",",0.5201468467712402,0.3087472915649414,0.2589467465877533,0.3015086054801941,0.24137483537197113,0.6633074283599854,0.23925766348838806,0.23633374273777008,0.4933079481124878,0.19684812426567078,0.2362271547317505,0.31091248989105225
estonia,0.2508169412612915,0.14203129708766937,0.15856143832206726,0.17567504942417145,0.2767411470413208,0.22128061950206757,0.3588082492351532,0.15562507510185242,0.2499745935201645,0.2511961758136749,0.2918301522731781,0.13120761513710022
",",0.5201468467712402,0.3087472915649414,0.2589467465877533,0.3015086054801941,0.24137483537197113,0.6633074283599854,0.23925766348838806,0.23633374273777008,0.4933079481124878,0.19684812426567078,0.2362271547317505,0.31091248989105225
hungary,0.2150503247976303,0.13486605882644653,0.1683269739151001,0.15388748049736023,0.3906726539134979,0.26797592639923096,0.4036604166030884,0.16507922112941742,0.19512401521205902,0.27260148525238037,0.19394050538539886,0.12299655377864838
",",0.5201468467712402,0.3087472915649414,0.2589467465877533,0.3015086054801941,0.24137483537197113,0.6633074283599854,0.23925766348838806,0.23633374273777008,0.4933079481124878,0.19684812426567078,0.2362271547317505,0.31091248989105225
latvia,0.25143420696258545,0.17664514482021332,0.15869076550006866,0.13563670217990875,0.28758999705314636,0.23857420682907104,0.36901921033859253,0.25594523549079895,0.22341376543045044,0.2864397466182709,0.32539939880371094,0.11183981597423553
",",0.5201468467712402,0.3087472915649414,0.2589467465877533,0.3015086054801941,0.24137483537197113,0.6633074283599854,0.23925766348838806,0.23633374273777008,0.4933079481124878,0.19684812426567078,0.2362271547317505,0.31091248989105225
lithuania,0.23999808728694916,0.16278134286403656,0.12532594799995422,0.13922865688800812,0.31938108801841736,0.21908038854599,0.37712642550468445,0.2146243453025818,0.3093775808811188,0.3021928369998932,0.3826736509799957,0.13163308799266815
",",0.5201468467712402,0.3087472915649414,0.2589467465877533,0.3015086054801941,0.24137483537197113,0.6633074283599854,0.23925766348838806,0.23633374273777008,0.4933079481124878,0.19684812426567078,0.2362271547317505,0.31091248989105225
malta,0.1988925188779831,0.1318354606628418,0.16356436908245087,0.1609567403793335,0.3752533197402954,0.21513062715530396,0.3852875828742981,0.1572549045085907,0.23261646926403046,0.2728642523288727,0.2568538188934326,0.1617475152015686
",",0.5201468467712402,0.3087472915649414,0.2589467465877533,0.3015086054801941,0.24137483537197113,0.6633074283599854,0.23925766348838806,0.23633374273777008,0.4933079481124878,0.19684812426567078,0.2362271547317505,0.31091248989105225
poland,0.2887791395187378,0.16095873713493347,0.11596217751502991,0.1852528303861618,0.3925785720348358,0.2642565965652466,0.4088779091835022,0.17148110270500183,0.24871079623699188,0.29308202862739563,0.28184399008750916,0.14259830117225647
",",0.5201468467712402,0.3087472915649414,0.2589467465877533,0.3015086054801941,0.24137483537197113,0.6633074283599854,0.23925766348838806,0.23633374273777008,0.4933079481124878,0.19684812426567078,0.2362271547317505,0.31091248989105225
slovakia,0.21794575452804565,0.1641356498003006,0.13807028532028198,0.11968203634023666,0.3441472053527832,0.23870952427387238,0.38263553380966187,0.16505470871925354,0.21855323016643524,0.30206725001335144,0.20334987342357635,0.17104953527450562
and,0.4954058527946472,0.31309178471565247,0.300204873085022,0.34479495882987976,0.2462231069803238,1.0,0.1821029633283615,0.319981187582016,0.5171257257461548,0.24143946170806885,0.2594362497329712,0.20544172823429108
slovenia,0.2484244853258133,0.184616819024086,0.10856105387210846,0.10516121238470078,0.36459624767303467,0.2280488759279251,0.35784712433815,0.1573125123977661,0.2766020596027374,0.24523873627185822,0.22692503035068512,0.13889609277248383
in,1.0,0.30808621644973755,0.33554986119270325,0.2593238651752472,0.29744213819503784,0.4954058527946472,0.18593156337738037,0.26958489418029785,0.6662389636039734,0.23319172859191895,0.22726479172706604,0.20430970191955566
2004,-0.20274123549461365,-0.2636275589466095,-0.13314563035964966,-0.11159943789243698,-0.09520997852087021,-0.1820128858089447,-0.022997362539172173,-0.12244229763746262,-0.2467794269323349,-0.07309786975383759,-0.13859014213085175,-0.15923042595386505
",",0.5201468467712402,0.3087472915649414,0.2589467465877533,0.3015086054801941,0.24137483537197113,0.6633074283599854,0.23925766348838806,0.23633374273777008,0.4933079481124878,0.19684812426567078,0.2362271547317505,0.31091248989105225
romania,0.28506821393966675,0.16660372912883759,0.1538446694612503,0.14029914140701294,0.3629990518093109,0.21038463711738586,0.3272984027862549,0.21616078913211823,0.2262336164712906,0.2858714461326599,0.18900488317012787,0.16750475764274597
and,0.4954058527946472,0.31309178471565247,0.300204873085022,0.34479495882987976,0.2462231069803238,1.0,0.1821029633283615,0.319981187582016,0.5171257257461548,0.24143946170806885,0.2594362497329712,0.20544172823429108
bulgaria,0.18554255366325378,0.12492792308330536,0.18772965669631958,0.13732902705669403,0.3750059902667999,0.21764446794986725,0.3994065821170807,0.17590995132923126,0.18048998713493347,0.28019577264785767,0.2383897304534912,0.16436730325222015
in,1.0,0.30808621644973755,0.33554986119270325,0.2593238651752472,0.29744213819503784,0.4954058527946472,0.18593156337738037,0.26958489418029785,0.6662389636039734,0.23319172859191895,0.22726479172706604,0.20430970191955566
2007,-0.2201838344335556,-0.15549811720848083,-0.2884511947631836,-0.2447822093963623,-0.26492515206336975,-0.2391151487827301,-0.2416411191225052,-0.23389701545238495,-0.23657195270061493,-0.19840121269226074,-0.25086259841918945,-0.1664225310087204
and,0.4954058527946472,0.31309178471565247,0.300204873085022,0.34479495882987976,0.2462231069803238,1.0,0.1821029633283615,0.319981187582016,0.5171257257461548,0.24143946170806885,0.2594362497329712,0.20544172823429108
croatia,0.19649738073349,0.20364125072956085,0.1980568766593933,0.1555240899324417,0.3394966721534729,0.20894624292850494,0.37250328063964844,0.14178451895713806,0.1955404281616211,0.2506203055381775,0.22980350255966187,0.17525659501552582
in,1.0,0.30808621644973755,0.33554986119270325,0.2593238651752472,0.29744213819503784,0.4954058527946472,0.18593156337738037,0.26958489418029785,0.6662389636039734,0.23319172859191895,0.22726479172706604,0.20430970191955566
2013,-0.2606481909751892,-0.3886653184890747,-0.18907862901687622,-0.264662504196167,-0.12339255958795547,-0.31428804993629456,-0.10378286987543106,-0.2117583006620407,-0.38509321212768555,-0.05849037691950798,-0.10541939735412598,-0.2969330847263336
.,0.5591574311256409,0.3567904531955719,0.31919315457344055,0.35288307070732117,0.2753979563713074,0.588965117931366,0.2524956166744232,0.2342308759689331,0.5934505462646484,0.2095622420310974,0.23708370327949524,0.4130953550338745
