,what,political,leaning,does,the,cato,institute,have,?
that,0.6297725439071655,0.2016311138868332,0.33872854709625244,0.4764937460422516,0.5473989248275757,0.18478240072727203,0.16938656568527222,0.6182622313499451,0.32716336846351624
the,0.42745697498321533,0.20477235317230225,0.28090304136276245,0.35928019881248474,1.0,0.22267882525920868,0.24399729073047638,0.40389683842658997,0.22068053483963013
run-up,0.18786773085594177,0.15097522735595703,0.1857244372367859,0.1814912110567093,0.2389344871044159,0.013088148087263107,0.12481845915317535,0.19467133283615112,0.17800939083099365
in,0.30808621644973755,0.22136160731315613,0.21752257645130157,0.214483380317688,0.6662389636039734,0.17744949460029602,0.2517135441303253,0.36843645572662354,0.20430970191955566
consumption,0.22381934523582458,0.17506489157676697,0.2609311044216156,0.23251685500144958,0.23633816838264465,0.15929745137691498,0.184335857629776,0.2777251899242401,0.1937485784292221
inequality,0.30072227120399475,0.4068516790866852,0.2495628148317337,0.24271976947784424,0.23508106172084808,0.2773088216781616,0.21653670072555542,0.2617298364639282,0.23619021475315094
has,0.20338068902492523,0.1945810467004776,0.24417303502559662,0.42885294556617737,0.4177538752555847,0.14213453233242035,0.1902843564748764,0.6353569626808167,0.15994466841220856
been,0.2567804455757141,0.16850446164608002,0.17386215925216675,0.22925697267055511,0.3563927710056305,0.1277947872877121,0.18953855335712433,0.6493861675262451,0.24354910850524902
considerably,0.25564712285995483,0.230632483959198,0.28860369324684143,0.23371893167495728,0.3249168395996094,0.12503105401992798,0.16476300358772278,0.4336794912815094,0.17679016292095184
less,0.31119704246520996,0.11461350321769714,0.34443604946136475,0.33181050419807434,0.29185041785240173,0.15295083820819855,0.11188410222530365,0.4584900736808777,0.22418740391731262
dramatic,0.21034127473831177,0.20570151507854462,0.22764965891838074,0.13230383396148682,0.23786477744579315,0.21667280793190002,0.21284209191799164,0.1988377720117569,0.12461373209953308
than,0.29388150572776794,0.16201072931289673,0.3315667510032654,0.32178643345832825,0.3227543234825134,0.09036459773778915,0.12901818752288818,0.46517109870910645,0.24917294085025787
the,0.42745697498321533,0.20477235317230225,0.28090304136276245,0.35928019881248474,1.0,0.22267882525920868,0.24399729073047638,0.40389683842658997,0.22068053483963013
rise,0.23887591063976288,0.16579663753509521,0.19684620201587677,0.18335625529289246,0.3404741883277893,0.19105477631092072,0.09652755409479141,0.22050029039382935,0.10799103230237961
in,0.30808621644973755,0.22136160731315613,0.21752257645130157,0.214483380317688,0.6662389636039734,0.17744949460029602,0.2517135441303253,0.36843645572662354,0.20430970191955566
income,0.21837803721427917,0.2540283501148224,0.15326924622058868,0.18851257860660553,0.23699946701526642,0.22171588242053986,0.16316421329975128,0.21030287444591522,0.14935168623924255
inequality,0.30072227120399475,0.4068516790866852,0.2495628148317337,0.24271976947784424,0.23508106172084808,0.2773088216781616,0.21653670072555542,0.2617298364639282,0.23619021475315094
",",0.3087472915649414,0.27072274684906006,0.23177947103977203,0.28617382049560547,0.4933079481124878,0.22554171085357666,0.25896888971328735,0.3541618287563324,0.31091248989105225
'',0.08143015950918198,0.030319077894091606,0.04800853878259659,-0.004023602232336998,0.041273195296525955,-0.030796371400356293,0.03744862228631973,0.0312618687748909,0.018684765323996544
and,0.31309178471565247,0.33013346791267395,0.23879483342170715,0.3461615741252899,0.5171257257461548,0.1794922649860382,0.24076776206493378,0.4711785912513733,0.20544172823429108
consumption,0.22381934523582458,0.17506489157676697,0.2609311044216156,0.23251685500144958,0.23633816838264465,0.15929745137691498,0.184335857629776,0.2777251899242401,0.1937485784292221
is,0.28837618231773376,0.15203817188739777,0.22846221923828125,0.4403602182865143,0.5823672413825989,0.09633426368236542,0.1914694458246231,0.3613572418689728,0.22961433231830597
more,0.3484537899494171,0.19543394446372986,0.28171080350875854,0.2897747755050659,0.39758381247520447,0.18997371196746826,0.14443695545196533,0.49033403396606445,0.27894994616508484
important,0.31164905428886414,0.23385806381702423,0.1566164344549179,0.273820161819458,0.39348116517066956,0.13387031853199005,0.16096830368041992,0.31485000252723694,0.17812499403953552
than,0.29388150572776794,0.16201072931289673,0.3315667510032654,0.32178643345832825,0.3227543234825134,0.09036459773778915,0.12901818752288818,0.46517109870910645,0.24917294085025787
income,0.21837803721427917,0.2540283501148224,0.15326924622058868,0.18851257860660553,0.23699946701526642,0.22171588242053986,0.16316421329975128,0.21030287444591522,0.14935168623924255
.,0.3567904531955719,0.24802669882774353,0.2514815032482147,0.3022993505001068,0.5934505462646484,0.17425623536109924,0.21288537979125977,0.41614407300949097,0.4130953550338745
