,what,did,luther,say,the,common,people,knew,nothing,about,?
luther,0.2134782373905182,0.23667675256729126,1.0,0.1719883233308792,0.1759674996137619,0.09523958712816238,0.14102250337600708,0.15592406690120697,0.18105757236480713,0.203048437833786,0.1732746809720993
wrote,0.2664989233016968,0.3485160768032074,0.24184277653694153,0.3003773093223572,0.2426944375038147,0.14074110984802246,0.19224919378757477,0.4365760385990143,0.21713311970233917,0.3683466911315918,0.19322504103183746
",",0.3087472915649414,0.3015086054801941,0.23255878686904907,0.35129812359809875,0.4933079481124878,0.2497023195028305,0.36644625663757324,0.2508722245693207,0.29340270161628723,0.3877100944519043,0.31091248989105225
``,0.008517155423760414,-0.029888948425650597,-0.013964727520942688,0.062410302460193634,0.029072100296616554,0.13911877572536469,0.08962737023830414,0.04290632903575897,0.07303418219089508,0.008102871477603912,0.0685480609536171
the,0.42745697498321533,0.34736719727516174,0.1759674996137619,0.3200206458568573,1.0,0.2705984115600586,0.36838498711586,0.23686929047107697,0.29561489820480347,0.37995871901512146,0.22068053483963013
common,0.19989867508411407,0.12848728895187378,0.09523958712816238,0.2452922761440277,0.2705984115600586,0.9999998807907104,0.25160226225852966,0.10094435513019562,0.17871040105819702,0.19728294014930725,0.20434872806072235
people,0.32444337010383606,0.26765021681785583,0.14102250337600708,0.3551076054573059,0.36838498711586,0.25160226225852966,1.0000001192092896,0.2967979311943054,0.20837321877479553,0.394355833530426,0.23739641904830933
knowing,0.5129591822624207,0.37559080123901367,0.17849965393543243,0.468507319688797,0.30492687225341797,0.21152281761169434,0.3076454699039459,0.4557301700115204,0.4680473506450653,0.4183202087879181,0.3560667932033539
nothing,0.5522216558456421,0.36513790488243103,0.18105757236480713,0.4505177140235901,0.29561489820480347,0.17871040105819702,0.20837321877479553,0.32805943489074707,1.0,0.36973580718040466,0.4541490972042084
at,0.2838611304759979,0.28390252590179443,0.13834704458713531,0.24579253792762756,0.457212895154953,0.10125654935836792,0.2582513391971588,0.18070168793201447,0.17649167776107788,0.3110121488571167,0.21978627145290375
all,0.41981086134910583,0.33943864703178406,0.1917443871498108,0.359422892332077,0.4860881567001343,0.246805801987648,0.31366872787475586,0.3017222583293915,0.4105779528617859,0.2926684319972992,0.29575422406196594
of,0.33290785551071167,0.2513895630836487,0.1719115972518921,0.30290520191192627,0.733189046382904,0.2949881851673126,0.3251037895679474,0.22886045277118683,0.17905022203922272,0.40939709544181824,0.1826142966747284
christian,0.17849333584308624,0.20078235864639282,0.36969617009162903,0.17593130469322205,0.19930796325206757,0.1410187929868698,0.13936494290828705,0.1250160038471222,0.19401668012142181,0.16377709805965424,0.1508396863937378
doctrine,0.3112909197807312,0.1904553771018982,0.34285056591033936,0.2192792445421219,0.23041051626205444,0.15053851902484894,0.17483054101467133,0.1557050198316574,0.24591779708862305,0.1147499531507492,0.21789313852787018
...,0.001098619308322668,0.04458035156130791,0.1658266931772232,-0.002938095247372985,0.04743409901857376,-0.011085260659456253,0.1337094008922577,-0.01179555431008339,-0.05364410951733589,0.0318690724670887,-0.07163430005311966
and,0.31309178471565247,0.34479495882987976,0.20796556770801544,0.3314565122127533,0.5171257257461548,0.229714497923851,0.3016039729118347,0.2908630967140198,0.2520294785499573,0.3875081241130829,0.20544172823429108
unfortunately,0.4536077380180359,0.31184130907058716,0.16865606606006622,0.35107845067977905,0.27579349279403687,0.16194497048854828,0.16626332700252533,0.3367426097393036,0.4115247428417206,0.35010042786598206,0.24936126172542572
many,0.36131182312965393,0.375588983297348,0.2471185326576233,0.3609641194343567,0.4335206151008606,0.3503221273422241,0.4171447455883026,0.33183732628822327,0.2914260923862457,0.3800397515296936,0.2124512493610382
pastors,0.2295304387807846,0.22100667655467987,0.3949829041957855,0.19146312773227692,0.1971966028213501,0.09467659145593643,0.3415030539035797,0.2026243656873703,0.17488466203212738,0.15616397559642792,0.17702129483222961
are,0.29724663496017456,0.2159031480550766,0.13997888565063477,0.37062135338783264,0.40399202704429626,0.3463647663593292,0.385090708732605,0.23536290228366852,0.23569363355636597,0.36165615916252136,0.24591213464736938
well-nigh,0.2452324777841568,0.2841494381427765,0.23181602358818054,0.19793541729450226,0.32876211404800415,0.1444176733493805,0.14279143512248993,0.23837685585021973,0.1759045422077179,0.21371029317378998,0.2140880823135376
unskilled,0.22583582997322083,0.30267319083213806,0.11370451748371124,0.2454746514558792,0.2347663789987564,0.2018713802099228,0.27295568585395813,0.2830864489078522,0.23735414445400238,0.22501419484615326,0.17135822772979736
and,0.31309178471565247,0.34479495882987976,0.20796556770801544,0.3314565122127533,0.5171257257461548,0.229714497923851,0.3016039729118347,0.2908630967140198,0.2520294785499573,0.3875081241130829,0.20544172823429108
incapable,0.355741411447525,0.207474023103714,0.0964515283703804,0.33858612179756165,0.221793532371521,0.18566258251667023,0.18239213526248932,0.28582480549812317,0.34048154950141907,0.2731083929538727,0.24158988893032074
of,0.33290785551071167,0.2513895630836487,0.1719115972518921,0.30290520191192627,0.733189046382904,0.2949881851673126,0.3251037895679474,0.22886045277118683,0.17905022203922272,0.40939709544181824,0.1826142966747284
teaching,0.27416905760765076,0.27443423867225647,0.2627531886100769,0.24486784636974335,0.2182690054178238,0.18552210927009583,0.23905955255031586,0.2622299790382385,0.2316579967737198,0.24752666056156158,0.20424684882164001
.,0.3567904531955719,0.35288307070732117,0.24907569587230682,0.33481550216674805,0.5934505462646484,0.21817955374717712,0.33118996024131775,0.2741580605506897,0.28080591559410095,0.42038556933403015,0.4130953550338745
'',0.08143015950918198,0.01978493109345436,-0.04572787508368492,0.09060607105493546,0.041273195296525955,-0.003978588618338108,0.0037952337879687548,-0.000456303299870342,6.787096208427101e-05,0.007750829216092825,0.018684765323996544
