,how,many,seats,must,a,political,party,have,to,be,represented,on,the,parliamentary,bureau,?
each,0.4183253347873688,0.35348209738731384,0.19258719682693481,0.39704805612564087,0.434999018907547,0.13125458359718323,0.15031979978084564,0.4084063768386841,0.3941934108734131,0.3907950520515442,0.33643391728401184,0.30782750248908997,0.470844566822052,0.18104569613933563,0.17124897241592407,0.21173812448978424
political,0.1886202096939087,0.2416682094335556,0.25843682885169983,0.13240931928157806,0.21418654918670654,1.0000001192092896,0.5684571266174316,0.1961892545223236,0.2065112292766571,0.19028756022453308,0.25625723600387573,0.2335650622844696,0.20477235317230225,0.4611716568470001,0.1861303746700287,0.17130474746227264
parties,0.1722421944141388,0.22736966609954834,0.44733306765556335,0.220934197306633,0.2509554326534271,0.6070764660835266,0.6788443326950073,0.2616542875766754,0.22887584567070007,0.2638184428215027,0.2630435824394226,0.2389986664056778,0.2535073459148407,0.43011316657066345,0.11527244001626968,0.16949701309204102
with,0.3525622487068176,0.35744401812553406,0.1449013352394104,0.28391414880752563,0.3783375024795532,0.19677042961120605,0.21132639050483704,0.48046383261680603,0.4239959120750427,0.36101722717285156,0.25838202238082886,0.40749499201774597,0.4223487675189972,0.15965069830417633,0.13836994767189026,0.2433311939239502
five,0.20553050935268402,0.41084155440330505,0.3063848316669464,0.23182708024978638,0.2874281108379364,0.15175381302833557,0.1535860002040863,0.35977232456207275,0.29041585326194763,0.2581751346588135,0.24189741909503937,0.2724660038948059,0.41977158188819885,0.21000520884990692,0.14694352447986603,0.18342848122119904
or,0.3378981947898865,0.36905089020729065,0.16232474148273468,0.43512776494026184,0.48853766918182373,0.18774868547916412,0.16072599589824677,0.46389055252075195,0.38921234011650085,0.5260903835296631,0.2414749711751938,0.2897229492664337,0.4174870550632477,0.22741001844406128,0.13245874643325806,0.32389625906944275
more,0.4319567084312439,0.48608261346817017,0.22458770871162415,0.2487267553806305,0.3452818691730499,0.19543394446372986,0.20042955875396729,0.49033403396606445,0.47084665298461914,0.5445363521575928,0.17140258848667145,0.37351730465888977,0.39758381247520447,0.13598252832889557,0.17886817455291748,0.27894994616508484
seats,0.08405140787363052,0.1988271325826645,1.0,0.16869032382965088,0.23492009937763214,0.25843682885169983,0.3720419406890869,0.2330983728170395,0.19008702039718628,0.23048973083496094,0.2795019745826721,0.17626604437828064,0.25880131125450134,0.4233335256576538,0.17953835427761078,0.10678832978010178
in,0.2601168751716614,0.41474202275276184,0.26510122418403625,0.18276341259479523,0.539380669593811,0.22136160731315613,0.20446790754795074,0.36843645572662354,0.45010748505592346,0.3481820821762085,0.33309870958328247,0.46853652596473694,0.6662389636039734,0.2472391128540039,0.23286110162734985,0.20430970191955566
the,0.33890387415885925,0.4335206151008606,0.25880131125450134,0.2713140547275543,0.5829201340675354,0.20477235317230225,0.23779736459255219,0.40389683842658997,0.535392165184021,0.4248143136501312,0.3256146013736725,0.5107308030128479,1.0,0.2708897888660431,0.26302388310432434,0.22068053483963013
parliament,0.13635116815567017,0.15748974680900574,0.45153921842575073,0.18632540106773376,0.22951169312000275,0.40806224942207336,0.47402411699295044,0.16643136739730835,0.20290622115135193,0.1534755527973175,0.3085746169090271,0.2047569900751114,0.26521381735801697,0.8464457392692566,0.21398843824863434,0.1586504578590393
.,0.3287222981452942,0.3974229395389557,0.2494688183069229,0.27722811698913574,0.50484299659729,0.24802669882774353,0.23341989517211914,0.41614407300949097,0.4645031690597534,0.4383580684661865,0.26645728945732117,0.49257001280784607,0.5934505462646484,0.21747009456157684,0.22778604924678802,0.4130953550338745
