,what,museum,specializes,in,cultural,history,and,civilizations,of,the,western,hemisphere,?
of,0.33290785551071167,0.23314370214939117,0.23765625059604645,0.5696388483047485,0.29898300766944885,0.31014925241470337,0.5116966962814331,0.28023266792297363,1.0,0.733189046382904,0.32974064350128174,0.25525304675102234,0.1826142966747284
archaeology,0.22723767161369324,0.39373835921287537,0.2192992866039276,0.2513182461261749,0.3626614809036255,0.43771374225616455,0.22816693782806396,0.46013787388801575,0.2861781716346741,0.22199897468090057,0.1633361428976059,0.08231808245182037,0.12002678215503693
and,0.31309178471565247,0.21554097533226013,0.31233808398246765,0.4954058527946472,0.28489047288894653,0.23541007936000824,1.0,0.2949226200580597,0.5116966962814331,0.5171257257461548,0.27210789918899536,0.25601619482040405,0.20544172823429108
ethnology,0.2686235308647156,0.3115893006324768,0.27116063237190247,0.22534975409507751,0.4313142001628876,0.4204517900943756,0.22263237833976746,0.3804019093513489,0.28858134150505066,0.23505175113677979,0.22646136581897736,0.18820826709270477,0.20795992016792297
",",0.3087472915649414,0.20741747319698334,0.2888701856136322,0.5201468467712402,0.24125681817531586,0.2728564441204071,0.6633074283599854,0.2539420425891876,0.4946078956127167,0.4933079481124878,0.27542921900749207,0.25009313225746155,0.31091248989105225
specializing,0.18625524640083313,0.21503262221813202,0.8161705136299133,0.28502947092056274,0.263983815908432,0.2526942193508148,0.3550996482372284,0.24536074697971344,0.26892513036727905,0.24691399931907654,0.09101153165102005,0.17257565259933472,0.1336062252521515
in,0.30808621644973755,0.2407650351524353,0.23700864613056183,1.0,0.2409708946943283,0.29215577244758606,0.4954058527946472,0.2692904770374298,0.5696388483047485,0.6662389636039734,0.35160520672798157,0.30072858929634094,0.20430970191955566
the,0.42745697498321533,0.24861779808998108,0.2333008348941803,0.6662389636039734,0.23337452113628387,0.33215048909187317,0.5171257257461548,0.3179224133491516,0.733189046382904,1.0,0.37920868396759033,0.33851611614227295,0.22068053483963013
cultural,0.18198847770690918,0.2752189338207245,0.20926377177238464,0.2409708946943283,0.9999999403953552,0.2802373170852661,0.28489047288894653,0.4288733899593353,0.29898300766944885,0.23337452113628387,0.24783998727798462,0.14861389994621277,0.09798457473516464
history,0.28630873560905457,0.36523616313934326,0.1806105673313141,0.29215577244758606,0.2802373170852661,1.0000001192092896,0.23541007936000824,0.3656808137893677,0.31014925241470337,0.33215048909187317,0.27158281207084656,0.09644044935703278,0.2501974403858185
and,0.31309178471565247,0.21554097533226013,0.31233808398246765,0.4954058527946472,0.28489047288894653,0.23541007936000824,1.0,0.2949226200580597,0.5116966962814331,0.5171257257461548,0.27210789918899536,0.25601619482040405,0.20544172823429108
civilizations,0.2542833983898163,0.21005642414093018,0.1812150478363037,0.2692904770374298,0.4288733899593353,0.3656808137893677,0.2949226200580597,1.0,0.28023266792297363,0.3179224133491516,0.266275018453598,0.20813575387001038,0.192657008767128
of,0.33290785551071167,0.23314370214939117,0.23765625059604645,0.5696388483047485,0.29898300766944885,0.31014925241470337,0.5116966962814331,0.28023266792297363,1.0,0.733189046382904,0.32974064350128174,0.25525304675102234,0.1826142966747284
the,0.42745697498321533,0.24861779808998108,0.2333008348941803,0.6662389636039734,0.23337452113628387,0.33215048909187317,0.5171257257461548,0.3179224133491516,0.733189046382904,1.0,0.37920868396759033,0.33851611614227295,0.22068053483963013
western,0.2454150915145874,0.1567070484161377,0.11542591452598572,0.35160520672798157,0.24783998727798462,0.27158281207084656,0.27210789918899536,0.266275018453598,0.32974064350128174,0.37920868396759033,1.0000001192092896,0.3689289093017578,0.17439141869544983
hemisphere,0.22344490885734558,0.11378288269042969,0.19678890705108643,0.30072858929634094,0.14861389994621277,0.09644044935703278,0.25601619482040405,0.20813575387001038,0.25525304675102234,0.33851611614227295,0.3689289093017578,1.0000001192092896,0.1242181733250618
",",0.3087472915649414,0.20741747319698334,0.2888701856136322,0.5201468467712402,0.24125681817531586,0.2728564441204071,0.6633074283599854,0.2539420425891876,0.4946078956127167,0.4933079481124878,0.27542921900749207,0.25009313225746155,0.31091248989105225
and,0.31309178471565247,0.21554097533226013,0.31233808398246765,0.4954058527946472,0.28489047288894653,0.23541007936000824,1.0,0.2949226200580597,0.5116966962814331,0.5171257257461548,0.27210789918899536,0.25601619482040405,0.20544172823429108
the,0.42745697498321533,0.24861779808998108,0.2333008348941803,0.6662389636039734,0.23337452113628387,0.33215048909187317,0.5171257257461548,0.3179224133491516,0.733189046382904,1.0,0.37920868396759033,0.33851611614227295,0.22068053483963013
semitic,0.24661880731582642,0.12999507784843445,0.08314461261034012,0.20792041718959808,0.23547229170799255,0.1863342523574829,0.20356407761573792,0.3966273367404938,0.19022543728351593,0.2706443667411804,0.23434802889823914,0.1562930792570114,0.174944669008255
museum,0.1771627515554428,1.0000001192092896,0.17191694676876068,0.2407650351524353,0.2752189338207245,0.36523616313934326,0.21554097533226013,0.21005642414093018,0.23314370214939117,0.24861779808998108,0.1567070484161377,0.11378288269042969,0.14128351211547852
featuring,0.18412666022777557,0.16622957587242126,0.1790054738521576,0.1888517439365387,0.12922786176204681,0.13807672262191772,0.25851142406463623,0.1103133037686348,0.1792638599872589,0.21340800821781158,0.0866011530160904,0.04270718991756439,0.24838131666183472
artifacts,0.23449115455150604,0.3760729432106018,0.19013141095638275,0.256831556558609,0.40913379192352295,0.3662654459476471,0.20727820694446564,0.48723912239074707,0.2598257064819336,0.23912137746810913,0.15965895354747772,0.1620205193758011,0.16885295510292053
from,0.2737620174884796,0.20791949331760406,0.12292653322219849,0.4274188280105591,0.150727778673172,0.23008158802986145,0.3601827025413513,0.14398443698883057,0.4249346852302551,0.40150508284568787,0.21337518095970154,0.2135462611913681,0.19969791173934937
excavations,0.15051375329494476,0.30955272912979126,0.1879258006811142,0.24254624545574188,0.27998408675193787,0.28383123874664307,0.2700241804122925,0.5318267345428467,0.26313960552215576,0.25225457549095154,0.1578979641199112,0.15675008296966553,0.12720316648483276
in,0.30808621644973755,0.2407650351524353,0.23700864613056183,1.0,0.2409708946943283,0.29215577244758606,0.4954058527946472,0.2692904770374298,0.5696388483047485,0.6662389636039734,0.35160520672798157,0.30072858929634094,0.20430970191955566
the,0.42745697498321533,0.24861779808998108,0.2333008348941803,0.6662389636039734,0.23337452113628387,0.33215048909187317,0.5171257257461548,0.3179224133491516,0.733189046382904,1.0,0.37920868396759033,0.33851611614227295,0.22068053483963013
middle,0.18312302231788635,0.07178838551044464,0.19925521314144135,0.26767921447753906,0.15376316010951996,0.2708854675292969,0.2514324486255646,0.2644129991531372,0.2799445688724518,0.3405749201774597,0.2652754783630371,0.22984087467193604,0.13139553368091583
east,0.19840149581432343,0.17920438945293427,0.1228010356426239,0.32659441232681274,0.1923367977142334,0.2196175754070282,0.27633291482925415,0.2218170315027237,0.314786434173584,0.3383176326751709,0.474162757396698,0.2033759504556656,0.10070597380399704
.,0.3567904531955719,0.19497929513454437,0.17309704422950745,0.5591574311256409,0.18655544519424438,0.30310705304145813,0.588965117931366,0.2599354684352875,0.5352458953857422,0.5934505462646484,0.2816847264766693,0.22292393445968628,0.4130953550338745
