,what,abc,series,originated,as,short,segment,on,love,",",american,style,?
originated,0.17986609041690826,0.15549536049365997,0.1492731273174286,1.0,0.25587335228919983,0.19855152070522308,0.17847217619419098,0.1378099024295807,0.13338778913021088,0.26669368147850037,0.14771650731563568,0.27347519993782043,0.11205674707889557
as,0.31749409437179565,0.2286096066236496,0.2641415596008301,0.25587335228919983,1.0,0.20446330308914185,0.2322157323360443,0.36047765612602234,0.17127498984336853,0.48816442489624023,0.2994234561920166,0.2206137776374817,0.27043893933296204
a,0.3320399522781372,0.21331243216991425,0.23966510593891144,0.26375171542167664,0.39550232887268066,0.39202192425727844,0.26744312047958374,0.3848365545272827,0.23674970865249634,0.427140474319458,0.22026167809963226,0.23984776437282562,0.23916715383529663
segment,0.2178480476140976,0.31673333048820496,0.3001610040664673,0.17847217619419098,0.2322157323360443,0.26073890924453735,1.0,0.22099623084068298,0.13915327191352844,0.17641274631023407,0.17750243842601776,0.23537033796310425,0.1495765596628189
on,0.34226128458976746,0.2862928807735443,0.23828625679016113,0.1378099024295807,0.36047765612602234,0.2834455072879791,0.22099623084068298,0.9999999403953552,0.16623444855213165,0.49057599902153015,0.2356499582529068,0.1947430968284607,0.2714994251728058
the,0.42745697498321533,0.2068762183189392,0.31376904249191284,0.3238855004310608,0.48381632566452026,0.29603123664855957,0.2940606474876404,0.5107308030128479,0.19631516933441162,0.4933079481124878,0.24562937021255493,0.2331719547510147,0.22068053483963013
anthology,0.19700226187705994,0.2907084822654724,0.3031176030635834,0.19787263870239258,0.16014592349529266,0.2738530933856964,0.27794936299324036,0.2565416395664215,0.37450674176216125,0.24864459037780762,0.23239809274673462,0.19245319068431854,0.18870647251605988
series,0.17328087985515594,0.38518208265304565,1.0000001192092896,0.1492731273174286,0.2641415596008301,0.166741281747818,0.3001610040664673,0.23828625679016113,0.19286216795444489,0.24060699343681335,0.2417159527540207,0.20548778772354126,0.1709602326154709
love,0.2620820701122284,0.22775214910507202,0.19286216795444489,0.13338778913021088,0.17127498984336853,0.17249427735805511,0.13915327191352844,0.16623444855213165,0.9999998807907104,0.2663334012031555,0.1401115357875824,0.1191115602850914,0.24261747300624847
",",0.3087472915649414,0.2097204476594925,0.24060699343681335,0.26669368147850037,0.48816442489624023,0.311238169670105,0.17641274631023407,0.49057599902153015,0.2663334012031555,1.0000001192092896,0.3048616647720337,0.2071632742881775,0.31091248989105225
american,0.1909721940755844,0.24405160546302795,0.2417159527540207,0.14771650731563568,0.2994234561920166,0.10873585939407349,0.17750243842601776,0.2356499582529068,0.1401115357875824,0.3048616647720337,1.0000001192092896,0.21776391565799713,0.18877598643302917
style,0.2488866001367569,0.19795341789722443,0.20548778772354126,0.27347519993782043,0.2206137776374817,0.14376473426818848,0.23537033796310425,0.1947430968284607,0.1191115602850914,0.2071632742881775,0.21776391565799713,1.0,0.19862167537212372
),0.26259949803352356,0.18381085991859436,0.20434704422950745,0.1736449897289276,0.32161882519721985,0.20856474339962006,0.16822779178619385,0.29937487840652466,0.15050877630710602,0.63033527135849,0.30758509039878845,0.19838260114192963,0.42300865054130554
",",0.3087472915649414,0.2097204476594925,0.24060699343681335,0.26669368147850037,0.48816442489624023,0.311238169670105,0.17641274631023407,0.49057599902153015,0.2663334012031555,1.0000001192092896,0.3048616647720337,0.2071632742881775,0.31091248989105225
as,0.31749409437179565,0.2286096066236496,0.2641415596008301,0.25587335228919983,1.0,0.20446330308914185,0.2322157323360443,0.36047765612602234,0.17127498984336853,0.48816442489624023,0.2994234561920166,0.2206137776374817,0.27043893933296204
well,0.4154493808746338,0.11003991216421127,0.2632865905761719,0.3067162334918976,0.5532534718513489,0.2556708753108978,0.2524636387825012,0.2982843816280365,0.1905999481678009,0.4331948161125183,0.22763043642044067,0.2760630249977112,0.24815571308135986
as,0.31749409437179565,0.2286096066236496,0.2641415596008301,0.25587335228919983,1.0,0.20446330308914185,0.2322157323360443,0.36047765612602234,0.17127498984336853,0.48816442489624023,0.2994234561920166,0.2206137776374817,0.27043893933296204
several,0.22446060180664062,0.1428346037864685,0.2809044420719147,0.19734150171279907,0.355270117521286,0.2606174647808075,0.18162012100219727,0.33774417638778687,0.14195376634597778,0.3402247726917267,0.17976683378219604,0.20273786783218384,0.15595775842666626
soap,0.17847999930381775,0.30289196968078613,0.34729132056236267,0.1807543784379959,0.23007972538471222,0.19874681532382965,0.1323174387216568,0.18588966131210327,0.2443806529045105,0.18956468999385834,0.1455695480108261,0.06598569452762604,0.1800997406244278
operas,0.22246046364307404,0.23779888451099396,0.254959374666214,0.16572748124599457,0.23120585083961487,0.21725979447364807,0.15047936141490936,0.177606463432312,0.2505943477153778,0.27272358536720276,0.15567336976528168,0.2188398540019989,0.16741734743118286
;,0.10986888408660889,-0.0012340332614257932,0.029867203906178474,0.09472272545099258,0.05586666986346245,0.031168920919299126,0.043247323483228683,-0.017878999933600426,0.029954897239804268,0.04938793554902077,0.07995785772800446,0.10324172675609589,0.10349778085947037
however,0.4480680823326111,0.13561899960041046,0.19053401052951813,0.3113724887371063,0.4668710231781006,0.22134330868721008,0.22116102278232574,0.3940407931804657,0.19518691301345825,0.4037865996360779,0.19463419914245605,0.26984161138534546,0.2152075469493866
",",0.3087472915649414,0.2097204476594925,0.24060699343681335,0.26669368147850037,0.48816442489624023,0.311238169670105,0.17641274631023407,0.49057599902153015,0.2663334012031555,1.0000001192092896,0.3048616647720337,0.2071632742881775,0.31091248989105225
eisner,0.15956594049930573,0.26641231775283813,0.2884010076522827,0.05618957057595253,0.22946426272392273,0.20879344642162323,0.22481487691402435,0.2002200335264206,0.13183532655239105,0.26183414459228516,0.2941407263278961,0.1315690279006958,0.19891394674777985
's,0.02692362666130066,0.06670809537172318,0.0006390819908119738,-0.016868088394403458,-0.05775856226682663,0.08013956993818283,0.012658229097723961,0.0026888418942689896,0.007968809455633163,-0.0016132977325469255,0.01565130427479744,-0.051495883613824844,-0.023395681753754616
main,0.2344268560409546,0.09939103573560715,0.2151961624622345,0.27306804060935974,0.25940921902656555,0.17580068111419678,0.2464940994977951,0.2898236811161041,0.09126576781272888,0.2989408075809479,0.11546233296394348,0.16068793833255768,0.1665669083595276
credit,0.24852240085601807,0.14387086033821106,0.1040114313364029,0.1226336881518364,0.24918609857559204,0.15189750492572784,0.12642309069633484,0.16827398538589478,0.14393843710422516,0.2032226324081421,0.14605720341205597,0.16300618648529053,0.13371090590953827
at,0.2838611304759979,0.12953892350196838,0.1310107558965683,0.13372758030891418,0.28092536330223083,0.2729065418243408,0.1814163327217102,0.4806317389011383,0.15445727109909058,0.38314947485923767,0.16126874089241028,0.1690666377544403,0.21978627145290375
abc,0.1317344456911087,1.0000001192092896,0.38518208265304565,0.15549536049365997,0.2286096066236496,0.17810000479221344,0.31673333048820496,0.2862928807735443,0.22775214910507202,0.2097204476594925,0.24405160546302795,0.19795341789722443,0.19065172970294952
was,0.22111038863658905,0.21565799415111542,0.2261398285627365,0.3099413812160492,0.3677520453929901,0.20147566497325897,0.18340596556663513,0.3909217119216919,0.15218229591846466,0.45456063747406006,0.31632548570632935,0.17358732223510742,0.18412111699581146
for,0.3017193675041199,0.22510288655757904,0.2715710699558258,0.20871511101722717,0.44774648547172546,0.2793668806552887,0.12929615378379822,0.36199691891670227,0.21999943256378174,0.4464869201183319,0.2306184321641922,0.24460577964782715,0.264628142118454
developing,0.22094523906707764,0.09577266871929169,0.16950061917304993,0.2633347511291504,0.22725805640220642,0.17182260751724243,0.1128014475107193,0.2523074150085449,0.1778355985879898,0.23282839357852936,0.2216431051492691,0.19405224919319153,0.1301516592502594
youth-oriented,0.21665030717849731,0.26477178931236267,0.21948078274726868,0.3399214744567871,0.2034166157245636,0.20354747772216797,0.23082038760185242,0.2273351103067398,0.2777692675590515,0.20846183598041534,0.24711689352989197,0.2664390206336975,0.2040797770023346
programming,0.22725710272789001,0.3165910840034485,0.25177183747291565,0.16705138981342316,0.21458211541175842,0.12572382390499115,0.2807941734790802,0.2441612184047699,0.21844366192817688,0.255766898393631,0.20612818002700806,0.18595759570598602,0.22249025106430054
.,0.3567904531955719,0.2567209303379059,0.3121925890445709,0.2187027931213379,0.515582263469696,0.2740369439125061,0.17067919671535492,0.49257001280784607,0.22712194919586182,0.6812511086463928,0.29108086228370667,0.30291756987571716,0.4130953550338745
