,warsaw,summer,jazz,days,is,one,of,the,many,what,hosted,by,warsaw,?
theatre,0.26380211114883423,0.21918942034244537,0.3061120808124542,0.1593390256166458,0.17514966428279877,0.1376747488975525,0.19807180762290955,0.25594043731689453,0.22114235162734985,0.12211663275957108,0.24704982340335846,0.18537689745426178,0.26380211114883423,0.1159285232424736
",",0.25300899147987366,0.269391804933548,0.27389779686927795,0.34504905343055725,0.4691906273365021,0.3696635365486145,0.4946078956127167,0.4933079481124878,0.40610817074775696,0.3087472915649414,0.27969205379486084,0.3680937886238098,0.25300899147987366,0.31091248989105225
as,0.14492812752723694,0.1789223700761795,0.22976796329021454,0.1631270796060562,0.43216490745544434,0.3954789340496063,0.3886612355709076,0.48381632566452026,0.4070141911506653,0.31749409437179565,0.17284739017486572,0.3815547823905945,0.14492812752723694,0.27043893933296204
well,0.13796460628509521,0.18513669073581696,0.19162628054618835,0.174744114279747,0.33406564593315125,0.4386667311191559,0.3343164324760437,0.42630070447921753,0.5438802242279053,0.4154493808746338,0.17525748908519745,0.2519793212413788,0.13796460628509521,0.24815571308135986
as,0.14492812752723694,0.1789223700761795,0.22976796329021454,0.1631270796060562,0.43216490745544434,0.3954789340496063,0.3886612355709076,0.48381632566452026,0.4070141911506653,0.31749409437179565,0.17284739017486572,0.3815547823905945,0.14492812752723694,0.27043893933296204
the,0.23137180507183075,0.2685571610927582,0.1642647236585617,0.2574930489063263,0.5823672413825989,0.5514441132545471,0.733189046382904,1.0,0.4335206151008606,0.42745697498321533,0.2576315402984619,0.4408751428127289,0.23137180507183075,0.22068053483963013
roma,0.2600455582141876,0.19685068726539612,0.16879115998744965,0.07250595837831497,0.09770216792821884,0.1108318418264389,0.13172538578510284,0.11261605471372604,0.208787739276886,0.14927782118320465,0.1322086751461029,0.17877548933029175,0.2600455582141876,0.20083442330360413
and,0.2083624005317688,0.28653737902641296,0.2191883772611618,0.2561761140823364,0.3859752118587494,0.42438167333602905,0.5116966962814331,0.5171257257461548,0.5296266674995422,0.31309178471565247,0.24906118214130402,0.4289871156215668,0.2083624005317688,0.20544172823429108
buffo,0.19684134423732758,0.13908223807811737,0.2567140758037567,0.18204046785831451,0.2060575783252716,0.2515256106853485,0.2210400402545929,0.23253889381885529,0.26853853464126587,0.20947417616844177,0.10486838966608047,0.1612849086523056,0.19684134423732758,0.18601961433887482
music,0.17352351546287537,0.2006833553314209,0.5363085269927979,0.16933321952819824,0.17702555656433105,0.20227909088134766,0.25892743468284607,0.2714049816131592,0.27833521366119385,0.23070453107357025,0.2413790225982666,0.28659453988075256,0.17352351546287537,0.18264494836330414
theatres,0.27332907915115356,0.26087018847465515,0.26287752389907837,0.2082098126411438,0.190605029463768,0.22841915488243103,0.20605787634849548,0.2874569296836853,0.34619441628456116,0.13976961374282837,0.25384774804115295,0.25377047061920166,0.27332907915115356,0.10397201776504517
and,0.2083624005317688,0.28653737902641296,0.2191883772611618,0.2561761140823364,0.3859752118587494,0.42438167333602905,0.5116966962814331,0.5171257257461548,0.5296266674995422,0.31309178471565247,0.24906118214130402,0.4289871156215668,0.2083624005317688,0.20544172823429108
the,0.23137180507183075,0.2685571610927582,0.1642647236585617,0.2574930489063263,0.5823672413825989,0.5514441132545471,0.733189046382904,1.0,0.4335206151008606,0.42745697498321533,0.2576315402984619,0.4408751428127289,0.23137180507183075,0.22068053483963013
congress,0.22240714728832245,0.16247448325157166,0.13422636687755585,0.13207145035266876,0.11219723522663116,0.1779138147830963,0.2447044849395752,0.27082565426826477,0.17146539688110352,0.16679982841014862,0.17462114989757538,0.16368864476680756,0.22240714728832245,0.2020287960767746
hall,0.23401500284671783,0.1906479299068451,0.19734935462474823,0.1493665874004364,0.21646162867546082,0.19801576435565948,0.23551815748214722,0.28526565432548523,0.19989803433418274,0.10849796235561371,0.20991738140583038,0.21702221035957336,0.23401500284671783,0.13520537316799164
in,0.22642600536346436,0.31081318855285645,0.19702079892158508,0.24827800691127777,0.5394441485404968,0.4129433035850525,0.5696388483047485,0.6662389636039734,0.41474202275276184,0.30808621644973755,0.2707974314689636,0.370934396982193,0.22642600536346436,0.20430970191955566
the,0.23137180507183075,0.2685571610927582,0.1642647236585617,0.2574930489063263,0.5823672413825989,0.5514441132545471,0.733189046382904,1.0,0.4335206151008606,0.42745697498321533,0.2576315402984619,0.4408751428127289,0.23137180507183075,0.22068053483963013
palace,0.25637224316596985,0.22216330468654633,0.059504274278879166,0.16192546486854553,0.16243064403533936,0.1791905015707016,0.223849356174469,0.25955939292907715,0.12701886892318726,0.17891965806484222,0.16058781743049622,0.14397868514060974,0.25637224316596985,0.14965219795703888
of,0.19253842532634735,0.2329561412334442,0.17768412828445435,0.23668107390403748,0.4854315221309662,0.4999135136604309,1.0,0.733189046382904,0.37253960967063904,0.33290785551071167,0.18176968395709991,0.3646814823150635,0.19253842532634735,0.1826142966747284
culture,0.2205388844013214,0.1417577564716339,0.20524799823760986,0.07663628458976746,0.22229626774787903,0.18371114134788513,0.27266472578048706,0.27157285809516907,0.30384519696235657,0.22475376725196838,0.21330510079860687,0.19387008249759674,0.2205388844013214,0.13093146681785583
and,0.2083624005317688,0.28653737902641296,0.2191883772611618,0.2561761140823364,0.3859752118587494,0.42438167333602905,0.5116966962814331,0.5171257257461548,0.5296266674995422,0.31309178471565247,0.24906118214130402,0.4289871156215668,0.2083624005317688,0.20544172823429108
science,0.1505029797554016,0.15913644433021545,0.14431194961071014,0.13460062444210052,0.2747138440608978,0.19862592220306396,0.2616958022117615,0.24037593603134155,0.2819631099700928,0.2612018585205078,0.1682492345571518,0.20686732232570648,0.1505029797554016,0.17974960803985596
",",0.25300899147987366,0.269391804933548,0.27389779686927795,0.34504905343055725,0.4691906273365021,0.3696635365486145,0.4946078956127167,0.4933079481124878,0.40610817074775696,0.3087472915649414,0.27969205379486084,0.3680937886238098,0.25300899147987366,0.31091248989105225
warsaw,1.0,0.2052324265241623,0.1250133365392685,0.17732223868370056,0.09741193056106567,0.13329707086086273,0.19253842532634735,0.23137180507183075,0.1653265357017517,0.10373849421739578,0.11382857710123062,0.15291538834571838,1.0,0.09769917279481888
hosts,0.13659816980361938,0.21280325949192047,0.16149316728115082,0.08625289052724838,0.2958720028400421,0.2784254848957062,0.20728319883346558,0.31077179312705994,0.29546117782592773,0.07549575716257095,0.6998215317726135,0.197953000664711,0.13659816980361938,0.0862068235874176
many,0.1653265357017517,0.20796699821949005,0.18248409032821655,0.19773665070533752,0.2649032473564148,0.4223630726337433,0.37253960967063904,0.4335206151008606,0.9999999403953552,0.36131182312965393,0.20845934748649597,0.3409687578678131,0.1653265357017517,0.2124512493610382
events,0.12297802418470383,0.2968166470527649,0.19158190488815308,0.2816203236579895,0.17093729972839355,0.2345765233039856,0.20782610774040222,0.3102840185165405,0.26760736107826233,0.269866019487381,0.2992304563522339,0.2042161077260971,0.12297802418470383,0.09835197776556015
and,0.2083624005317688,0.28653737902641296,0.2191883772611618,0.2561761140823364,0.3859752118587494,0.42438167333602905,0.5116966962814331,0.5171257257461548,0.5296266674995422,0.31309178471565247,0.24906118214130402,0.4289871156215668,0.2083624005317688,0.20544172823429108
festivals,0.12998773157596588,0.34738796949386597,0.32271912693977356,0.2924386262893677,0.19712303578853607,0.2065555602312088,0.1946292519569397,0.24198365211486816,0.32727840542793274,0.1838170289993286,0.3060542643070221,0.14834611117839813,0.12998773157596588,0.19684866070747375
.,0.26825499534606934,0.29990968108177185,0.2163628190755844,0.2610209584236145,0.4569662809371948,0.4123194217681885,0.5352458953857422,0.5934505462646484,0.3974229395389557,0.3567904531955719,0.22959090769290924,0.3936232924461365,0.26825499534606934,0.4130953550338745
,warsaw,summer,jazz,days,is,one,of,the,many,what,hosted,by,warsaw,?
among,0.11167501658201218,0.1542011946439743,0.10187957435846329,0.12255872040987015,0.21956473588943481,0.3877730369567871,0.3679063022136688,0.3507058024406433,0.4631800651550293,0.21154822409152985,0.17232093214988708,0.3222726583480835,0.11167501658201218,0.14343059062957764
the,0.23137180507183075,0.2685571610927582,0.1642647236585617,0.2574930489063263,0.5823672413825989,0.5514441132545471,0.733189046382904,1.0,0.4335206151008606,0.42745697498321533,0.2576315402984619,0.4408751428127289,0.23137180507183075,0.22068053483963013
events,0.12297802418470383,0.2968166470527649,0.19158190488815308,0.2816203236579895,0.17093729972839355,0.2345765233039856,0.20782610774040222,0.3102840185165405,0.26760736107826233,0.269866019487381,0.2992304563522339,0.2042161077260971,0.12297802418470383,0.09835197776556015
worth,0.12268625199794769,0.07723662257194519,0.04767286032438278,0.17117176949977875,0.24446777999401093,0.2753353416919708,0.19252154231071472,0.2137632668018341,0.14385686814785004,0.319988876581192,0.12291885912418365,0.11833866685628891,0.12268625199794769,0.3282513916492462
particular,0.13922783732414246,0.1405009627342224,0.14571654796600342,0.1474250704050064,0.3500361442565918,0.4187047481536865,0.3490585684776306,0.4066357910633087,0.42727890610694885,0.4548671245574951,0.13287563621997833,0.2932211756706238,0.13922783732414246,0.2741454839706421
attention,0.1072198897600174,0.10910830646753311,0.123421810567379,0.18565258383750916,0.2123902142047882,0.27463099360466003,0.21725396811962128,0.256243497133255,0.30995094776153564,0.3020271062850952,0.19926995038986206,0.2582912743091583,0.1072198897600174,0.19994445145130157
are,0.12567314505577087,0.15601176023483276,0.12055905163288116,0.1262740045785904,0.5330929756164551,0.42537835240364075,0.39081433415412903,0.40399202704429626,0.5655534863471985,0.29724663496017456,0.13360384106636047,0.37842893600463867,0.12567314505577087,0.24591213464736938
:,0.07365122437477112,0.1657438427209854,0.03903885558247566,-0.05464354157447815,-0.07222653180360794,0.05350891128182411,-0.08807745575904846,-0.03403344005346298,-0.10786184668540955,-0.12022944539785385,0.051276255398988724,-0.11676844954490662,0.07365122437477112,-0.07156077772378922
the,0.23137180507183075,0.2685571610927582,0.1642647236585617,0.2574930489063263,0.5823672413825989,0.5514441132545471,0.733189046382904,1.0,0.4335206151008606,0.42745697498321533,0.2576315402984619,0.4408751428127289,0.23137180507183075,0.22068053483963013
international,0.23553436994552612,0.21675971150398254,0.1877628117799759,0.13230955600738525,0.19279639422893524,0.21395300328731537,0.23367412388324738,0.23719607293605804,0.24512070417404175,0.10870302468538284,0.21079020202159882,0.18733210861682892,0.23553436994552612,0.15335838496685028
frédéric,0.30819228291511536,0.11945263296365738,0.28046759963035583,0.15992537140846252,0.14334431290626526,0.1672438532114029,0.17480333149433136,0.14572463929653168,0.1720314621925354,0.10290618240833282,0.12008748203516006,0.23794125020503998,0.30819228291511536,0.17540207505226135
chopin,0.4150010049343109,0.2088555544614792,0.3238099217414856,0.1870926469564438,0.13548944890499115,0.2097557783126831,0.19214171171188354,0.1946633756160736,0.23341520130634308,0.15598981082439423,0.08723831921815872,0.1446140557527542,0.4150010049343109,0.14239183068275452
piano,0.3112613558769226,0.15574635565280914,0.43528392910957336,0.17761020362377167,0.12753932178020477,0.17061834037303925,0.15586547553539276,0.14920689165592194,0.1830706000328064,0.16047720611095428,0.12016573548316956,0.13696394860744476,0.3112613558769226,0.15696080029010773
competition,0.1814279556274414,0.29357481002807617,0.21491314470767975,0.16465842723846436,0.19382719695568085,0.28528422117233276,0.2000187635421753,0.257230669260025,0.27233198285102844,0.18313148617744446,0.36450234055519104,0.16993066668510437,0.1814279556274414,0.1394461691379547
",",0.25300899147987366,0.269391804933548,0.27389779686927795,0.34504905343055725,0.4691906273365021,0.3696635365486145,0.4946078956127167,0.4933079481124878,0.40610817074775696,0.3087472915649414,0.27969205379486084,0.3680937886238098,0.25300899147987366,0.31091248989105225
the,0.23137180507183075,0.2685571610927582,0.1642647236585617,0.2574930489063263,0.5823672413825989,0.5514441132545471,0.733189046382904,1.0,0.4335206151008606,0.42745697498321533,0.2576315402984619,0.4408751428127289,0.23137180507183075,0.22068053483963013
international,0.23553436994552612,0.21675971150398254,0.1877628117799759,0.13230955600738525,0.19279639422893524,0.21395300328731537,0.23367412388324738,0.23719607293605804,0.24512070417404175,0.10870302468538284,0.21079020202159882,0.18733210861682892,0.23553436994552612,0.15335838496685028
contemporary,0.1586172729730606,0.14842569828033447,0.4158637523651123,0.18694669008255005,0.19688987731933594,0.23191888630390167,0.2923402488231659,0.25350451469421387,0.2718525528907776,0.20300830900669098,0.18206670880317688,0.2336142212152481,0.1586172729730606,0.09539991617202759
music,0.17352351546287537,0.2006833553314209,0.5363085269927979,0.16933321952819824,0.17702555656433105,0.20227909088134766,0.25892743468284607,0.2714049816131592,0.27833521366119385,0.23070453107357025,0.2413790225982666,0.28659453988075256,0.17352351546287537,0.18264494836330414
festival,0.14758822321891785,0.32442185282707214,0.2937527894973755,0.28897690773010254,0.1853252649307251,0.16713233292102814,0.17007394134998322,0.20982226729393005,0.20673847198486328,0.15385980904102325,0.288702130317688,0.14534176886081696,0.14758822321891785,0.17767390608787537
warsaw,1.0,0.2052324265241623,0.1250133365392685,0.17732223868370056,0.09741193056106567,0.13329707086086273,0.19253842532634735,0.23137180507183075,0.1653265357017517,0.10373849421739578,0.11382857710123062,0.15291538834571838,1.0,0.09769917279481888
autumn,0.20628972351551056,0.50819331407547,0.21506831049919128,0.2933904826641083,0.16660897433757782,0.15984506905078888,0.21422593295574188,0.28377342224121094,0.1804797351360321,0.16748814284801483,0.1586926430463791,0.18627427518367767,0.20628972351551056,0.11069142818450928
",",0.25300899147987366,0.269391804933548,0.27389779686927795,0.34504905343055725,0.4691906273365021,0.3696635365486145,0.4946078956127167,0.4933079481124878,0.40610817074775696,0.3087472915649414,0.27969205379486084,0.3680937886238098,0.25300899147987366,0.31091248989105225
the,0.23137180507183075,0.2685571610927582,0.1642647236585617,0.2574930489063263,0.5823672413825989,0.5514441132545471,0.733189046382904,1.0,0.4335206151008606,0.42745697498321533,0.2576315402984619,0.4408751428127289,0.23137180507183075,0.22068053483963013
jazz,0.1250133365392685,0.2199399173259735,1.0000001192092896,0.18468736112117767,0.10499799996614456,0.1382794976234436,0.17768412828445435,0.1642647236585617,0.18248409032821655,0.11757855117321014,0.1771499216556549,0.1343727558851242,0.1250133365392685,0.17092959582805634
jamboree,0.08248335123062134,0.3547986149787903,0.3489556610584259,0.21160155534744263,0.2247582972049713,0.26075512170791626,0.25234323740005493,0.27016714215278625,0.29238441586494446,0.17593112587928772,0.2550168037414551,0.22382009029388428,0.08248335123062134,0.1478504240512848
",",0.25300899147987366,0.269391804933548,0.27389779686927795,0.34504905343055725,0.4691906273365021,0.3696635365486145,0.4946078956127167,0.4933079481124878,0.40610817074775696,0.3087472915649414,0.27969205379486084,0.3680937886238098,0.25300899147987366,0.31091248989105225
warsaw,1.0,0.2052324265241623,0.1250133365392685,0.17732223868370056,0.09741193056106567,0.13329707086086273,0.19253842532634735,0.23137180507183075,0.1653265357017517,0.10373849421739578,0.11382857710123062,0.15291538834571838,1.0,0.09769917279481888
summer,0.2052324265241623,0.9999998807907104,0.2199399173259735,0.2974144220352173,0.17436888813972473,0.18543384969234467,0.2329561412334442,0.2685571610927582,0.20796699821949005,0.16213102638721466,0.28139564394950867,0.15163634717464447,0.2052324265241623,0.11625723540782928
jazz,0.1250133365392685,0.2199399173259735,1.0000001192092896,0.18468736112117767,0.10499799996614456,0.1382794976234436,0.17768412828445435,0.1642647236585617,0.18248409032821655,0.11757855117321014,0.1771499216556549,0.1343727558851242,0.1250133365392685,0.17092959582805634
days,0.17732223868370056,0.2974144220352173,0.18468736112117767,0.9999998807907104,0.1960425078868866,0.27712950110435486,0.23668107390403748,0.2574930489063263,0.19773665070533752,0.2191895991563797,0.1365867555141449,0.17279444634914398,0.17732223868370056,0.2198754847049713
",",0.25300899147987366,0.269391804933548,0.27389779686927795,0.34504905343055725,0.4691906273365021,0.3696635365486145,0.4946078956127167,0.4933079481124878,0.40610817074775696,0.3087472915649414,0.27969205379486084,0.3680937886238098,0.25300899147987366,0.31091248989105225
the,0.23137180507183075,0.2685571610927582,0.1642647236585617,0.2574930489063263,0.5823672413825989,0.5514441132545471,0.733189046382904,1.0,0.4335206151008606,0.42745697498321533,0.2576315402984619,0.4408751428127289,0.23137180507183075,0.22068053483963013
international,0.23553436994552612,0.21675971150398254,0.1877628117799759,0.13230955600738525,0.19279639422893524,0.21395300328731537,0.23367412388324738,0.23719607293605804,0.24512070417404175,0.10870302468538284,0.21079020202159882,0.18733210861682892,0.23553436994552612,0.15335838496685028
stanisław,0.5314463973045349,0.12103594094514847,0.16734008491039276,0.12589611113071442,0.08144538849592209,0.1278184950351715,0.17827756702899933,0.17010511457920074,0.15408781170845032,0.12851983308792114,0.09014680981636047,0.12768736481666565,0.5314463973045349,0.16192135214805603
moniuszko,0.5464227199554443,0.20721322298049927,0.23923374712467194,0.22609466314315796,0.1400550752878189,0.21453328430652618,0.2663300633430481,0.26317620277404785,0.21463416516780853,0.1458560973405838,0.18307754397392273,0.18360142409801483,0.5464227199554443,0.1092391386628151
vocal,0.09858798235654831,0.10473769158124924,0.372658371925354,0.17526952922344208,0.12808872759342194,0.19144314527511597,0.20102529227733612,0.17079971730709076,0.1476956158876419,0.19062812626361847,0.04077404737472534,0.1504351645708084,0.09858798235654831,0.14374320209026337
competition,0.1814279556274414,0.29357481002807617,0.21491314470767975,0.16465842723846436,0.19382719695568085,0.28528422117233276,0.2000187635421753,0.257230669260025,0.27233198285102844,0.18313148617744446,0.36450234055519104,0.16993066668510437,0.1814279556274414,0.1394461691379547
",",0.25300899147987366,0.269391804933548,0.27389779686927795,0.34504905343055725,0.4691906273365021,0.3696635365486145,0.4946078956127167,0.4933079481124878,0.40610817074775696,0.3087472915649414,0.27969205379486084,0.3680937886238098,0.25300899147987366,0.31091248989105225
the,0.23137180507183075,0.2685571610927582,0.1642647236585617,0.2574930489063263,0.5823672413825989,0.5514441132545471,0.733189046382904,1.0,0.4335206151008606,0.42745697498321533,0.2576315402984619,0.4408751428127289,0.23137180507183075,0.22068053483963013
mozart,0.2636687159538269,0.18353088200092316,0.3445831537246704,0.1510777771472931,0.14796751737594604,0.23007316887378693,0.19003671407699585,0.15572357177734375,0.22917048633098602,0.18160167336463928,0.10486112534999847,0.13260816037654877,0.2636687159538269,0.13729116320610046
festival,0.14758822321891785,0.32442185282707214,0.2937527894973755,0.28897690773010254,0.1853252649307251,0.16713233292102814,0.17007394134998322,0.20982226729393005,0.20673847198486328,0.15385980904102325,0.288702130317688,0.14534176886081696,0.14758822321891785,0.17767390608787537
",",0.25300899147987366,0.269391804933548,0.27389779686927795,0.34504905343055725,0.4691906273365021,0.3696635365486145,0.4946078956127167,0.4933079481124878,0.40610817074775696,0.3087472915649414,0.27969205379486084,0.3680937886238098,0.25300899147987366,0.31091248989105225
and,0.2083624005317688,0.28653737902641296,0.2191883772611618,0.2561761140823364,0.3859752118587494,0.42438167333602905,0.5116966962814331,0.5171257257461548,0.5296266674995422,0.31309178471565247,0.24906118214130402,0.4289871156215668,0.2083624005317688,0.20544172823429108
the,0.23137180507183075,0.2685571610927582,0.1642647236585617,0.2574930489063263,0.5823672413825989,0.5514441132545471,0.733189046382904,1.0,0.4335206151008606,0.42745697498321533,0.2576315402984619,0.4408751428127289,0.23137180507183075,0.22068053483963013
festival,0.14758822321891785,0.32442185282707214,0.2937527894973755,0.28897690773010254,0.1853252649307251,0.16713233292102814,0.17007394134998322,0.20982226729393005,0.20673847198486328,0.15385980904102325,0.288702130317688,0.14534176886081696,0.14758822321891785,0.17767390608787537
of,0.19253842532634735,0.2329561412334442,0.17768412828445435,0.23668107390403748,0.4854315221309662,0.4999135136604309,1.0,0.733189046382904,0.37253960967063904,0.33290785551071167,0.18176968395709991,0.3646814823150635,0.19253842532634735,0.1826142966747284
old,0.16372516751289368,0.09309462457895279,0.17488570511341095,0.2467210441827774,0.24332627654075623,0.35032495856285095,0.30522194504737854,0.31849798560142517,0.2612006664276123,0.22117848694324493,0.12461263686418533,0.16804057359695435,0.16372516751289368,0.20577076077461243
music,0.17352351546287537,0.2006833553314209,0.5363085269927979,0.16933321952819824,0.17702555656433105,0.20227909088134766,0.25892743468284607,0.2714049816131592,0.27833521366119385,0.23070453107357025,0.2413790225982666,0.28659453988075256,0.17352351546287537,0.18264494836330414
.,0.26825499534606934,0.29990968108177185,0.2163628190755844,0.2610209584236145,0.4569662809371948,0.4123194217681885,0.5352458953857422,0.5934505462646484,0.3974229395389557,0.3567904531955719,0.22959090769290924,0.3936232924461365,0.26825499534606934,0.4130953550338745
