,what,is,the,name,of,the,gallery,devoted,to,chinese,art,?
"16,000",0.06033626198768616,0.1541195660829544,0.052542198449373245,0.10389247536659241,0.031820375472307205,0.052542198449373245,0.008896741084754467,-0.0325302928686142,0.09143844246864319,-0.04127230867743492,-0.028880523517727852,0.22946134209632874
objects,0.24020016193389893,0.23756065964698792,0.24716724455356598,0.07037150859832764,0.23814009130001068,0.24716724455356598,0.24054859578609467,0.17124630510807037,0.2695634961128235,0.18374477326869965,0.27836379408836365,0.15479016304016113
from,0.2737620174884796,0.27355384826660156,0.40150508284568787,0.2635002136230469,0.4249346852302551,0.40150508284568787,0.16936369240283966,0.12614446878433228,0.4069952368736267,0.2034907042980194,0.2182932198047638,0.19969791173934937
china,0.13832437992095947,0.1968986988067627,0.3110525608062744,0.13050827383995056,0.27699828147888184,0.3110525608062744,0.11575740575790405,0.09676525741815567,0.1938052773475647,0.6621482372283936,0.13821016252040863,0.18007943034172058
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.21593497693538666,0.21419930458068848,0.44245919585227966,0.2697280943393707,0.2700960636138916,0.31091248989105225
dating,0.19090399146080017,0.20874302089214325,0.23401090502738953,0.1658570021390915,0.2134421318769455,0.23401090502738953,0.16841359436511993,0.1586780995130539,0.17611581087112427,0.1755603551864624,0.1641562432050705,0.1135709211230278
from,0.2737620174884796,0.27355384826660156,0.40150508284568787,0.2635002136230469,0.4249346852302551,0.40150508284568787,0.16936369240283966,0.12614446878433228,0.4069952368736267,0.2034907042980194,0.2182932198047638,0.19969791173934937
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.19251246750354767,0.19689401984214783,0.535392165184021,0.2785343527793884,0.20297785103321075,0.22068053483963013
4th,0.028716864064335823,0.2182917594909668,0.18942053616046906,0.16717064380645752,0.1116921603679657,0.18942053616046906,0.061224315315485,0.062280718237161636,0.06708711385726929,0.1650436520576477,0.1157100573182106,-0.03815381973981857
millennium,0.1442859023809433,0.17742183804512024,0.3144892454147339,0.1446077674627304,0.21894989907741547,0.3144892454147339,0.17652682960033417,0.1225263699889183,0.18299445509910583,0.2599371075630188,0.21905148029327393,0.13189996778964996
bc,0.21395325660705566,0.16060546040534973,0.2513079047203064,0.12614215910434723,0.2062062919139862,0.2513079047203064,0.11938711255788803,0.06645294278860092,0.1713111847639084,0.3036506175994873,0.1662627011537552,0.1382298320531845
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.27806994318962097,0.41548454761505127,0.535392165184021,0.19736915826797485,0.20871585607528687,1.0,0.17416036128997803,0.22068513929843903,0.29463258385658264
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.19251246750354767,0.19689401984214783,0.535392165184021,0.2785343527793884,0.20297785103321075,0.22068053483963013
present,0.30940163135528564,0.1967432200908661,0.2829846143722534,0.20488865673542023,0.3116828501224518,0.2829846143722534,0.11500992625951767,0.18868623673915863,0.2453051209449768,0.09813534468412399,0.11940343677997589,0.21759982407093048
day,0.2990210950374603,0.17517195641994476,0.3062323033809662,0.1633823662996292,0.2934032380580902,0.3062323033809662,0.15029695630073547,0.11735092103481293,0.21753256022930145,0.14877523481845856,0.12007559090852737,0.2141837179660797
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.5934505462646484,0.21326512098312378,0.21623733639717102,0.4645031690597534,0.25441038608551025,0.21795564889907837,0.4130953550338745
