,what,is,the,nickname,of,the,female,master,?
time,0.36319252848625183,0.25187405943870544,0.43061500787734985,0.2501353323459625,0.35127586126327515,0.43061500787734985,0.22464367747306824,0.1853819340467453,0.27391523122787476
lady,0.14833222329616547,0.17158356308937073,0.21662424504756927,0.2525480091571808,0.16923315823078156,0.21662424504756927,0.19506175816059113,0.17715561389923096,0.14158371090888977
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.1957998126745224,0.4946078956127167,0.4933079481124878,0.1907428652048111,0.21451058983802795,0.31091248989105225
'',0.08143015950918198,0.0793738141655922,0.041273195296525955,-0.010328101925551891,0.13035868108272552,0.041273195296525955,-0.11419994384050369,0.01090412586927414,0.018684765323996544
going,0.5222549438476562,0.24496732652187347,0.38693177700042725,0.1241416484117508,0.2849585711956024,0.38693177700042725,0.15920300781726837,0.12974950671195984,0.3252600431442261
by,0.2455483376979828,0.3899846076965332,0.4408751428127289,0.17565250396728516,0.3646814823150635,0.4408751428127289,0.14667338132858276,0.21067877113819122,0.17966607213020325
the,0.42745697498321533,0.5823672413825989,1.0,0.20167101919651031,0.733189046382904,1.0,0.2673940658569336,0.19769129157066345,0.22068053483963013
name,0.18623162806034088,0.3359788954257965,0.3171212375164032,0.519557774066925,0.24075818061828613,0.3171212375164032,0.18668736517429352,0.0915624126791954,0.15381577610969543
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.19932328164577484,1.0,0.733189046382904,0.26416701078414917,0.17072871327400208,0.1826142966747284
``,0.008517155423760414,0.058766357600688934,0.029072100296616554,0.029698669910430908,0.06780257821083069,0.029072100296616554,0.04223295673727989,-0.03940471634268761,0.0685480609536171
missy,0.15755629539489746,0.21670494973659515,0.1994330883026123,0.16923515498638153,0.11003733426332474,0.1994330883026123,0.21499109268188477,0.16272716224193573,0.26975369453430176
'',0.08143015950918198,0.0793738141655922,0.041273195296525955,-0.010328101925551891,0.13035868108272552,0.041273195296525955,-0.11419994384050369,0.01090412586927414,0.018684765323996544
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.18479742109775543,0.35032153129577637,0.33289089798927307,0.18024283647537231,0.14098842442035675,0.40561532974243164
short,0.19211500883102417,0.2397661656141281,0.29603123664855957,0.1411179006099701,0.2761780321598053,0.29603123664855957,0.1428489238023758,0.14256630837917328,0.16194626688957214
for,0.3017193675041199,0.43268078565597534,0.4739971458911896,0.21559961140155792,0.4185989499092102,0.4739971458911896,0.23349101841449738,0.1568533182144165,0.264628142118454
mistress,0.12760968506336212,0.14973026514053345,0.1764574944972992,0.21411064267158508,0.22621022164821625,0.1764574944972992,0.2635413706302643,0.2186104953289032,0.18049205839633942
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.1957998126745224,0.4946078956127167,0.4933079481124878,0.1907428652048111,0.21451058983802795,0.31091248989105225
the,0.42745697498321533,0.5823672413825989,1.0,0.20167101919651031,0.733189046382904,1.0,0.2673940658569336,0.19769129157066345,0.22068053483963013
feminine,0.22347623109817505,0.22022411227226257,0.22153012454509735,0.22591300308704376,0.20413528382778168,0.22153012454509735,0.3815009593963623,0.11057893186807632,0.19376401603221893
equivalent,0.1903919279575348,0.31158339977264404,0.25884127616882324,0.1838223785161972,0.294894814491272,0.25884127616882324,0.19893743097782135,0.16963526606559753,0.19755122065544128
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.19932328164577484,1.0,0.733189046382904,0.26416701078414917,0.17072871327400208,0.1826142966747284
``,0.008517155423760414,0.058766357600688934,0.029072100296616554,0.029698669910430908,0.06780257821083069,0.029072100296616554,0.04223295673727989,-0.03940471634268761,0.0685480609536171
master,0.16430073976516724,0.16117574274539948,0.19769129157066345,0.14965443313121796,0.17072871327400208,0.19769129157066345,0.16361553966999054,0.9999999403953552,0.11915034055709839
'',0.08143015950918198,0.0793738141655922,0.041273195296525955,-0.010328101925551891,0.13035868108272552,0.041273195296525955,-0.11419994384050369,0.01090412586927414,0.018684765323996544
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.21224816143512726,0.3680361211299896,0.3456730246543884,0.190977543592453,0.16266581416130066,0.42300865054130554
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.18442372977733612,0.5352458953857422,0.5934505462646484,0.28143510222435,0.16851933300495148,0.4130953550338745
