,what,is,a,main,tributary,to,the,rhine,that,goes,through,northeastern,france,and,part,of,belgium,?
main,0.2344268560409546,0.3009335994720459,0.27217230200767517,1.0000001192092896,0.22610248625278473,0.26116618514060974,0.38631999492645264,0.23040270805358887,0.3140498101711273,0.1919115036725998,0.2165396362543106,0.18310154974460602,0.12414506822824478,0.29831406474113464,0.32072335481643677,0.3177044689655304,0.1425439417362213,0.1665669083595276
tributaries,0.16278833150863647,0.1916106641292572,0.12582816183567047,0.2827581465244293,0.8997182250022888,0.1109408363699913,0.26380863785743713,0.375956654548645,0.1677020937204361,0.204635888338089,0.2763180136680603,0.39118871092796326,0.22179092466831207,0.19654221832752228,0.26062774658203125,0.22692303359508514,0.1716187447309494,0.1795038878917694
",",0.3087472915649414,0.4691906273365021,0.427140474319458,0.2989408075809479,0.2147335559129715,0.44245919585227966,0.4933079481124878,0.167837992310524,0.4137537479400635,0.28955721855163574,0.3060276508331299,0.2954229712486267,0.28250643610954285,0.6633074283599854,0.3376222252845764,0.4946078956127167,0.23520174622535706,0.31091248989105225
such,0.23989605903625488,0.23545363545417786,0.2706976532936096,0.2450653463602066,0.03320350497961044,0.2871878743171692,0.3575236201286316,0.12275618314743042,0.4479874074459076,0.1789734959602356,0.2318478673696518,0.08711683750152588,0.17261718213558197,0.44540345668792725,0.21469153463840485,0.3209529519081116,0.07490125298500061,0.17851735651493073
as,0.31749409437179565,0.43216490745544434,0.39550232887268066,0.25940921902656555,0.12213096767663956,0.42092081904411316,0.48381632566452026,0.18380387127399445,0.4735107421875,0.22443881630897522,0.24602261185646057,0.20218980312347412,0.19034622609615326,0.49487000703811646,0.2563304007053375,0.3886612355709076,0.14816758036613464,0.27043893933296204
the,0.42745697498321533,0.5823672413825989,0.5829201340675354,0.38631999492645264,0.2506791055202484,0.535392165184021,1.0,0.30735138058662415,0.5473989248275757,0.3992326557636261,0.44071322679519653,0.36635610461235046,0.35517507791519165,0.5171257257461548,0.527681291103363,0.733189046382904,0.24047598242759705,0.22068053483963013
neckar,0.15843458473682404,0.21973341703414917,0.21666912734508514,0.2368919998407364,0.374210000038147,0.14052650332450867,0.23835383355617523,0.5317907929420471,0.12618231773376465,0.1507871150970459,0.1437181830406189,0.3251933157444,0.25565826892852783,0.2303144335746765,0.2644507884979248,0.2244020700454712,0.25675681233406067,0.18175753951072693
",",0.3087472915649414,0.4691906273365021,0.427140474319458,0.2989408075809479,0.2147335559129715,0.44245919585227966,0.4933079481124878,0.167837992310524,0.4137537479400635,0.28955721855163574,0.3060276508331299,0.2954229712486267,0.28250643610954285,0.6633074283599854,0.3376222252845764,0.4946078956127167,0.23520174622535706,0.31091248989105225
the,0.42745697498321533,0.5823672413825989,0.5829201340675354,0.38631999492645264,0.2506791055202484,0.535392165184021,1.0,0.30735138058662415,0.5473989248275757,0.3992326557636261,0.44071322679519653,0.36635610461235046,0.35517507791519165,0.5171257257461548,0.527681291103363,0.733189046382904,0.24047598242759705,0.22068053483963013
main,0.2344268560409546,0.3009335994720459,0.27217230200767517,1.0000001192092896,0.22610248625278473,0.26116618514060974,0.38631999492645264,0.23040270805358887,0.3140498101711273,0.1919115036725998,0.2165396362543106,0.18310154974460602,0.12414506822824478,0.29831406474113464,0.32072335481643677,0.3177044689655304,0.1425439417362213,0.1665669083595276
and,0.31309178471565247,0.3859752118587494,0.3739250600337982,0.29831406474113464,0.14704793691635132,0.48971283435821533,0.5171257257461548,0.22029656171798706,0.4731321930885315,0.31812402606010437,0.3666759729385376,0.23318152129650116,0.2925812005996704,1.0,0.35301485657691956,0.5116966962814331,0.2641420364379883,0.20544172823429108
",",0.3087472915649414,0.4691906273365021,0.427140474319458,0.2989408075809479,0.2147335559129715,0.44245919585227966,0.4933079481124878,0.167837992310524,0.4137537479400635,0.28955721855163574,0.3060276508331299,0.2954229712486267,0.28250643610954285,0.6633074283599854,0.3376222252845764,0.4946078956127167,0.23520174622535706,0.31091248989105225
later,0.2517229914665222,0.21527644991874695,0.34254932403564453,0.14979666471481323,0.15974298119544983,0.393297016620636,0.4060266613960266,0.21003103256225586,0.42443475127220154,0.18927037715911865,0.24877387285232544,0.2194659411907196,0.2381858229637146,0.4216292202472687,0.21416085958480835,0.3458743393421173,0.18862421810626984,0.1417175978422165
",",0.3087472915649414,0.4691906273365021,0.427140474319458,0.2989408075809479,0.2147335559129715,0.44245919585227966,0.4933079481124878,0.167837992310524,0.4137537479400635,0.28955721855163574,0.3060276508331299,0.2954229712486267,0.28250643610954285,0.6633074283599854,0.3376222252845764,0.4946078956127167,0.23520174622535706,0.31091248989105225
the,0.42745697498321533,0.5823672413825989,0.5829201340675354,0.38631999492645264,0.2506791055202484,0.535392165184021,1.0,0.30735138058662415,0.5473989248275757,0.3992326557636261,0.44071322679519653,0.36635610461235046,0.35517507791519165,0.5171257257461548,0.527681291103363,0.733189046382904,0.24047598242759705,0.22068053483963013
moselle,0.21351899206638336,0.24190545082092285,0.2205803245306015,0.2621283531188965,0.5116374492645264,0.19878040254116058,0.3138047158718109,0.5697820782661438,0.21891190111637115,0.12225687503814697,0.24775955080986023,0.4229711592197418,0.4338318407535553,0.24887068569660187,0.333664208650589,0.2758548855781555,0.36505383253097534,0.14201313257217407
",",0.3087472915649414,0.4691906273365021,0.427140474319458,0.2989408075809479,0.2147335559129715,0.44245919585227966,0.4933079481124878,0.167837992310524,0.4137537479400635,0.28955721855163574,0.3060276508331299,0.2954229712486267,0.28250643610954285,0.6633074283599854,0.3376222252845764,0.4946078956127167,0.23520174622535706,0.31091248989105225
which,0.5261979103088379,0.4457404911518097,0.56894451379776,0.37042954564094543,0.16096635162830353,0.5345056653022766,0.6521818041801453,0.18744276463985443,0.6894589066505432,0.28449591994285583,0.40321648120880127,0.2809021472930908,0.1980295330286026,0.506277859210968,0.4460882246494293,0.5011631846427917,0.14005181193351746,0.25814583897590637
contributes,0.3393528163433075,0.28037264943122864,0.3059113919734955,0.23953546583652496,0.19284267723560333,0.3252312242984772,0.2711111307144165,0.11502009630203247,0.33235540986061096,0.23039962351322174,0.25861501693725586,0.12752006947994232,0.058139968663454056,0.30007341504096985,0.2532224655151367,0.3243604004383087,0.1623743772506714,0.26828473806381226
an,0.2821882665157318,0.4654068350791931,0.44552403688430786,0.18319673836231232,0.04352928698062897,0.3138085603713989,0.4207492768764496,0.07200640439987183,0.365763783454895,0.20761585235595703,0.208332821726799,0.1382511556148529,0.152912437915802,0.2838519215583801,0.3128427565097809,0.32280945777893066,0.07489514350891113,0.19793890416622162
average,0.24068789184093475,0.2669461667537689,0.23812800645828247,0.18120092153549194,0.113217793405056,0.2572915256023407,0.27058175206184387,0.13968418538570404,0.2513456642627716,0.1968594640493393,0.20796190202236176,0.21120533347129822,0.15072587132453918,0.2138829380273819,0.2071751356124878,0.23717734217643738,0.0646861344575882,0.21764592826366425
discharge,0.19507750868797302,0.17916791141033173,0.207223579287529,0.1588529348373413,0.30753037333488464,0.22832615673542023,0.2714732885360718,0.22111549973487854,0.1927764117717743,0.2129492312669754,0.3148696720600128,0.18739192187786102,0.2369660586118698,0.23449279367923737,0.21528445184230804,0.24374468624591827,0.20444753766059875,0.13592740893363953
of,0.33290785551071167,0.4854315221309662,0.5052502155303955,0.3177044689655304,0.22086340188980103,0.41548454761505127,0.733189046382904,0.2548927664756775,0.41498205065727234,0.2831191420555115,0.3647414743900299,0.3235054314136505,0.3265724182128906,0.5116966962814331,0.452393114566803,1.0,0.2526414394378662,0.1826142966747284
more,0.3484537899494171,0.2946030795574188,0.3452818691730499,0.16663093864917755,0.058277152478694916,0.47084665298461914,0.39758381247520447,0.14227862656116486,0.4813884496688843,0.1659460961818695,0.2341902107000351,0.1545920968055725,0.18404212594032288,0.39880692958831787,0.2521849572658539,0.30478984117507935,0.10939569026231766,0.27894994616508484
than,0.29388150572776794,0.2839990258216858,0.3126874566078186,0.16874654591083527,0.056590303778648376,0.3192550539970398,0.3227543234825134,0.15938840806484222,0.4891277849674225,0.18490394949913025,0.18151995539665222,0.15686677396297455,0.14041060209274292,0.39361441135406494,0.22591069340705872,0.33036211133003235,0.1092265173792839,0.24917294085025787
300,-0.018814310431480408,-0.0613233856856823,-0.059995848685503006,-0.03939051926136017,0.05515207722783089,-0.074339859187603,-0.07017405331134796,-0.03584139794111252,-0.03788096085190773,-0.16668011248111725,-0.046733032912015915,-0.10917928814888,-0.06560849398374557,-0.053771987557411194,-0.03750992193818092,-0.04760007932782173,0.03353939205408096,-0.06213558092713356
m3/s,0.21050168573856354,0.14450658857822418,0.16567173600196838,0.06109131872653961,0.14957579970359802,0.21751950681209564,0.21639159321784973,0.1787276417016983,0.19358739256858826,0.16727161407470703,0.18015214800834656,0.1588350385427475,0.07030066102743149,0.11854696273803711,0.12035111337900162,0.2116190493106842,0.12446047365665436,0.11470148712396622
(,0.2411840260028839,0.35393038392066956,0.3206180930137634,0.21451304852962494,0.19161440432071686,0.30882009863853455,0.33289089798927307,0.12381801009178162,0.2264307141304016,0.233059823513031,0.19420890510082245,0.1912059783935547,0.16646498441696167,0.4862271547317505,0.2208257019519806,0.35032153129577637,0.15563978254795074,0.40561532974243164
"11,000",-0.08169955015182495,0.07337489724159241,0.07873552292585373,0.007937452755868435,0.09351449459791183,0.07904074341058731,0.050433449447155,0.1375206559896469,-0.02466828003525734,0.0661817416548729,0.09137903898954391,0.1604955643415451,0.14453156292438507,0.14818716049194336,-0.004107760731130838,0.02769123949110508,0.07613306492567062,-0.0801546722650528
cu,0.29675185680389404,0.16364990174770355,0.18489038944244385,0.10255812853574753,0.26885896921157837,0.245481938123703,0.1260254830121994,0.08786342293024063,0.27486392855644226,0.1184946596622467,0.1836688220500946,0.08301181346178055,0.08135051280260086,0.17573457956314087,0.1032557487487793,0.11184985190629959,0.08238168060779572,0.3576068878173828
ft/s,0.29451486468315125,0.2292538583278656,0.22472789883613586,0.12047681957483292,0.27662286162376404,0.2394029200077057,0.22741563618183136,0.23744693398475647,0.2510337829589844,0.20784640312194824,0.2089887112379074,0.27550554275512695,0.17082256078720093,0.23201726377010345,0.16313417255878448,0.17706529796123505,0.16804488003253937,0.27464672923088074
),0.26259949803352356,0.37732169032096863,0.3640355169773102,0.20574742555618286,0.20086483657360077,0.31236231327056885,0.3456730246543884,0.12686386704444885,0.23478686809539795,0.22215957939624786,0.21381281316280365,0.17621737718582153,0.1968100666999817,0.4961937665939331,0.24734117090702057,0.3680361211299896,0.17701564729213715,0.42300865054130554
.,0.3567904531955719,0.4569662809371948,0.50484299659729,0.31122034788131714,0.11783399432897568,0.4645031690597534,0.5934505462646484,0.2089352011680603,0.4460422694683075,0.26389724016189575,0.3174465596675873,0.243283212184906,0.33719199895858765,0.588965117931366,0.32817673683166504,0.5352458953857422,0.23652605712413788,0.4130953550338745
