,southern,california,is,second,to,which,island,in,terms,of,famous,serf,breaks,?
wedge,0.1896701455116272,0.10597871989011765,0.28360405564308167,0.17272645235061646,0.24753624200820923,0.28841498494148254,0.22560720145702362,0.12676380574703217,0.20152176916599274,0.1690942645072937,0.09930873662233353,0.15200009942054749,0.17508438229560852,0.13553494215011597
",",0.2795628309249878,0.2704589068889618,0.4691906273365021,0.29927265644073486,0.44245919585227966,0.3658004403114319,0.2801448106765747,0.5201468467712402,0.26854002475738525,0.4946078956127167,0.2816491723060608,0.2497294694185257,0.2715611755847931,0.31091248989105225
huntington,0.18346524238586426,0.4557483196258545,0.195100337266922,0.1102336123585701,0.23925186693668365,0.2247282713651657,0.2585657835006714,0.2618277072906494,0.10731270909309387,0.24787934124469757,0.20860150456428528,0.14219753444194794,0.08316843211650848,0.1482890248298645
beach,0.24236775934696198,0.3935070335865021,0.19757364690303802,0.18006375432014465,0.18073761463165283,0.20106564462184906,0.392935186624527,0.24073414504528046,0.10248703509569168,0.20727382600307465,0.23834605515003204,0.07748491317033768,0.1312812864780426,0.16120761632919312
",",0.2795628309249878,0.2704589068889618,0.4691906273365021,0.29927265644073486,0.44245919585227966,0.3658004403114319,0.2801448106765747,0.5201468467712402,0.26854002475738525,0.4946078956127167,0.2816491723060608,0.2497294694185257,0.2715611755847931,0.31091248989105225
and,0.24232792854309082,0.2441616654396057,0.3859752118587494,0.2743909955024719,0.48971283435821533,0.506277859210968,0.25724759697914124,0.4954058527946472,0.26477551460266113,0.5116966962814331,0.2970265746116638,0.2739187479019165,0.23741799592971802,0.20544172823429108
malibu,0.2585117518901825,0.5374383330345154,0.2184537947177887,0.11114785820245743,0.19891221821308136,0.19146713614463806,0.23679836094379425,0.2589205503463745,0.11746158450841904,0.1999029815196991,0.1600598692893982,0.13379068672657013,0.15652374923229218,0.15410879254341125
",",0.2795628309249878,0.2704589068889618,0.4691906273365021,0.29927265644073486,0.44245919585227966,0.3658004403114319,0.2801448106765747,0.5201468467712402,0.26854002475738525,0.4946078956127167,0.2816491723060608,0.2497294694185257,0.2715611755847931,0.31091248989105225
and,0.24232792854309082,0.2441616654396057,0.3859752118587494,0.2743909955024719,0.48971283435821533,0.506277859210968,0.25724759697914124,0.4954058527946472,0.26477551460266113,0.5116966962814331,0.2970265746116638,0.2739187479019165,0.23741799592971802,0.20544172823429108
it,0.30382129549980164,0.1883031278848648,0.6328473687171936,0.2881217300891876,0.513711154460907,0.616637647151947,0.2590385675430298,0.5130809545516968,0.2657536268234253,0.38761502504348755,0.1848643571138382,0.2069382667541504,0.2729890048503876,0.25732165575027466
is,0.2419366091489792,0.20727038383483887,1.0,0.3161451518535614,0.42745086550712585,0.4457404911518097,0.2365664541721344,0.5394441485404968,0.27452221512794495,0.4854315221309662,0.26248517632484436,0.16153322160243988,0.23754902184009552,0.22961433231830597
second,0.1761758178472519,0.17182625830173492,0.3161451518535614,1.0,0.3098561465740204,0.336174339056015,0.16839078068733215,0.34510284662246704,0.22122308611869812,0.353416383266449,0.25167375802993774,0.16145403683185577,0.15233157575130463,0.17239587008953094
only,0.21541598439216614,0.19348342716693878,0.44708555936813354,0.37246230244636536,0.5096819996833801,0.5654799342155457,0.22293788194656372,0.42992329597473145,0.32035326957702637,0.49632513523101807,0.2385910004377365,0.17502354085445404,0.2378743439912796,0.2767370045185089
to,0.18284058570861816,0.20697450637817383,0.42745086550712585,0.3098561465740204,1.0,0.5345056653022766,0.18618161976337433,0.45010748505592346,0.356818288564682,0.41548454761505127,0.12665097415447235,0.27914705872535706,0.25475218892097473,0.29463258385658264
the,0.3282862603664398,0.2750805914402008,0.5823672413825989,0.4620301127433777,0.535392165184021,0.6521818041801453,0.2837921977043152,0.6662389636039734,0.29706791043281555,0.733189046382904,0.28616565465927124,0.24690677225589752,0.27422723174095154,0.22068053483963013
island,0.27357542514801025,0.21377387642860413,0.2365664541721344,0.16839078068733215,0.18618161976337433,0.23154856264591217,1.0000001192092896,0.24730545282363892,0.16570521891117096,0.24887794256210327,0.15280020236968994,0.11652637273073196,0.13779287040233612,0.0887429490685463
of,0.31933003664016724,0.24929828941822052,0.4854315221309662,0.353416383266449,0.41548454761505127,0.5011631846427917,0.24887794256210327,0.5696388483047485,0.2767748534679413,1.0,0.3074295222759247,0.2102661430835724,0.15365973114967346,0.1826142966747284
oahu,0.2346443086862564,0.39356905221939087,0.10093225538730621,0.20893840491771698,0.192256361246109,0.1840835064649582,0.36844080686569214,0.16286693513393402,0.11427412927150726,0.1839117556810379,0.15295948088169098,0.05494266375899315,0.06213139742612839,0.1385296732187271
in,0.3190481662750244,0.2772824168205261,0.5394441485404968,0.34510284662246704,0.45010748505592346,0.4840516746044159,0.24730545282363892,1.0,0.2410934716463089,0.5696388483047485,0.34673580527305603,0.18964964151382446,0.1855093091726303,0.20430970191955566
terms,0.10165897011756897,0.11539845913648605,0.27452221512794495,0.22122308611869812,0.356818288564682,0.29791849851608276,0.16570521891117096,0.2410934716463089,1.0,0.2767748534679413,0.05442172288894653,0.22769467532634735,0.20591606199741364,0.23466452956199646
of,0.31933003664016724,0.24929828941822052,0.4854315221309662,0.353416383266449,0.41548454761505127,0.5011631846427917,0.24887794256210327,0.5696388483047485,0.2767748534679413,1.0,0.3074295222759247,0.2102661430835724,0.15365973114967346,0.1826142966747284
famous,0.16474774479866028,0.17896324396133423,0.26248517632484436,0.25167375802993774,0.12665097415447235,0.24636515974998474,0.15280020236968994,0.34673580527305603,0.05442172288894653,0.3074295222759247,1.0,0.16411858797073364,0.10683171451091766,0.10379006713628769
surf,0.18529345095157623,0.27100491523742676,0.17188939452171326,0.11280350387096405,0.18478165566921234,0.23037533462047577,0.2841232419013977,0.14410318434238434,0.08153063803911209,0.18758584558963776,0.2387610375881195,0.20592734217643738,0.1619940996170044,0.13234736025333405
breaks,0.13175156712532043,0.11352109163999557,0.23754902184009552,0.15233157575130463,0.25475218892097473,0.33197590708732605,0.13779287040233612,0.1855093091726303,0.20591606199741364,0.15365973114967346,0.10683171451091766,0.15757858753204346,1.0,0.1638723760843277
.,0.26629969477653503,0.2870451807975769,0.4569662809371948,0.346034437417984,0.4645031690597534,0.45942068099975586,0.2574456036090851,0.5591574311256409,0.24108539521694183,0.5352458953857422,0.2322506159543991,0.22318559885025024,0.21626952290534973,0.4130953550338745
