,during,withdrawal,from,fort,william,henry,",",what,did,some,indian,allies,of,french,do,?
the,0.4838213622570038,0.3067931830883026,0.40150508284568787,0.2420126497745514,0.21537061035633087,0.2542637586593628,0.4933079481124878,0.42745697498321533,0.34736719727516174,0.4566698372364044,0.23407642543315887,0.2923043370246887,0.733189046382904,0.2555147111415863,0.30239659547805786,0.22068053483963013
lost,0.2985616624355316,0.20072992146015167,0.257583886384964,0.08380848169326782,0.16928954422473907,0.13952167332172394,0.26788443326950073,0.198215052485466,0.30779293179512024,0.1853845715522766,0.08822819590568542,0.23769529163837433,0.2878951132297516,0.11176736652851105,0.18240030109882355,0.15261413156986237
opportunity,0.23195621371269226,0.20807063579559326,0.12594996392726898,0.07520607858896255,0.13789249956607819,0.1657610386610031,0.20449496805667877,0.2871367037296295,0.33479341864585876,0.2899453938007355,0.13408643007278442,0.23254796862602234,0.2255665808916092,0.16237834095954895,0.29832014441490173,0.19524551928043365
for,0.3448435664176941,0.22249752283096313,0.314039945602417,0.17886725068092346,0.1626022756099701,0.20179113745689392,0.4464869201183319,0.3017193675041199,0.318512886762619,0.4257155656814575,0.17063023149967194,0.1426519900560379,0.4185989499092102,0.17280760407447815,0.29510271549224854,0.264628142118454
loot,0.2678646743297577,0.24363818764686584,0.20978008210659027,0.2904580235481262,0.1829954981803894,0.1527058631181717,0.2548616826534271,0.21629635989665985,0.3256940543651581,0.3418099284172058,0.1599009782075882,0.41748350858688354,0.19710838794708252,0.22298723459243774,0.1963346004486084,0.11709862947463989
",",0.3225448727607727,0.1805243343114853,0.39760664105415344,0.2651418149471283,0.23339112102985382,0.25662001967430115,1.0000001192092896,0.3087472915649414,0.3015086054801941,0.42400437593460083,0.2407594621181488,0.25814759731292725,0.4946078956127167,0.28806620836257935,0.3283645510673523,0.31091248989105225
attacked,0.2904321253299713,0.24551700055599213,0.19973330199718475,0.2491377741098404,0.1929374486207962,0.20646658539772034,0.26381224393844604,0.1623094528913498,0.2515815198421478,0.1971929967403412,0.06275927275419235,0.476698637008667,0.1974567323923111,0.18762165307998657,0.17618964612483978,0.08601678907871246
the,0.4838213622570038,0.3067931830883026,0.40150508284568787,0.2420126497745514,0.21537061035633087,0.2542637586593628,0.4933079481124878,0.42745697498321533,0.34736719727516174,0.4566698372364044,0.23407642543315887,0.2923043370246887,0.733189046382904,0.2555147111415863,0.30239659547805786,0.22068053483963013
british,0.20890392363071442,0.24672816693782806,0.21991202235221863,0.2695907950401306,0.21299338340759277,0.2834501266479492,0.25734075903892517,0.19255435466766357,0.2039594054222107,0.20344354212284088,0.40101948380470276,0.1906306892633438,0.23701532185077667,0.43574923276901245,0.0674201175570488,0.09711728990077972
column,0.10467429459095001,0.14970527589321136,0.15274688601493835,0.11395223438739777,0.08587131649255753,0.1142224371433258,0.19139452278614044,0.15417897701263428,0.08230926096439362,0.15992875397205353,0.1023910641670227,0.12403225153684616,0.221345454454422,0.14517267048358917,0.11842392385005951,0.10008178651332855
",",0.3225448727607727,0.1805243343114853,0.39760664105415344,0.2651418149471283,0.23339112102985382,0.25662001967430115,1.0000001192092896,0.3087472915649414,0.3015086054801941,0.42400437593460083,0.2407594621181488,0.25814759731292725,0.4946078956127167,0.28806620836257935,0.3283645510673523,0.31091248989105225
killing,0.25155866146087646,0.16210609674453735,0.23623280227184296,0.23075151443481445,0.11822344362735748,0.13637106120586395,0.3071345388889313,0.1910286396741867,0.1474153697490692,0.20666201412677765,0.14899232983589172,0.24966645240783691,0.29287010431289673,0.12966607511043549,0.14704808592796326,0.13008421659469604
and,0.36462149024009705,0.1914551556110382,0.3601827025413513,0.2106139063835144,0.2535148561000824,0.2218981832265854,0.6633074283599854,0.31309178471565247,0.34479495882987976,0.5337774157524109,0.24078236520290375,0.2856144905090332,0.5116966962814331,0.32751965522766113,0.276123583316803,0.20544172823429108
capturing,0.3473801910877228,0.22257791459560394,0.16091661155223846,0.2916463017463684,0.2189592868089676,0.13337062299251556,0.2226613610982895,0.2118043303489685,0.10964459180831909,0.2147379219532013,0.15047383308410645,0.4178391695022583,0.29810965061187744,0.1417635977268219,0.1671777367591858,0.1290988177061081
several,0.35407254099845886,0.238435760140419,0.2822973132133484,0.18141205608844757,0.1417214274406433,0.15647204220294952,0.3402247726917267,0.22446060180664062,0.24080568552017212,0.6083422303199768,0.1728995144367218,0.2002929449081421,0.3271615505218506,0.26149782538414,0.20210497081279755,0.15595775842666626
hundred,0.27856332063674927,0.11041243374347687,0.2186192274093628,0.22197748720645905,0.22316132485866547,0.22883319854736328,0.2916340231895447,0.16879357397556305,0.16026455163955688,0.33625614643096924,0.17968815565109253,0.19379444420337677,0.3473483920097351,0.2112092673778534,0.14060455560684204,0.17378053069114685
men,0.26276010274887085,0.22897189855575562,0.15272511541843414,0.2003217190504074,0.1797284036874771,0.1459326595067978,0.2249656766653061,0.18620994687080383,0.284831702709198,0.19079309701919556,0.12557508051395416,0.25604701042175293,0.2133621722459793,0.2187703251838684,0.16545449197292328,0.1408759206533432
",",0.3225448727607727,0.1805243343114853,0.39760664105415344,0.2651418149471283,0.23339112102985382,0.25662001967430115,1.0000001192092896,0.3087472915649414,0.3015086054801941,0.42400437593460083,0.2407594621181488,0.25814759731292725,0.4946078956127167,0.28806620836257935,0.3283645510673523,0.31091248989105225
women,0.2615931034088135,0.20827066898345947,0.17420825362205505,0.1454235166311264,0.0811014473438263,0.13525570929050446,0.18865817785263062,0.14828920364379883,0.24222777783870697,0.20219233632087708,0.15924376249313354,0.20319220423698425,0.22431409358978271,0.24588030576705933,0.2025286853313446,0.1616753786802292
",",0.3225448727607727,0.1805243343114853,0.39760664105415344,0.2651418149471283,0.23339112102985382,0.25662001967430115,1.0000001192092896,0.3087472915649414,0.3015086054801941,0.42400437593460083,0.2407594621181488,0.25814759731292725,0.4946078956127167,0.28806620836257935,0.3283645510673523,0.31091248989105225
children,0.14867986738681793,0.10561815649271011,0.17079515755176544,0.13860201835632324,0.21233734488487244,0.22175075113773346,0.28531143069267273,0.22469459474086761,0.2211388200521469,0.1963452249765396,0.1190355122089386,0.1099305972456932,0.1978350728750229,0.1404179185628891,0.19919811189174652,0.21788206696510315
",",0.3225448727607727,0.1805243343114853,0.39760664105415344,0.2651418149471283,0.23339112102985382,0.25662001967430115,1.0000001192092896,0.3087472915649414,0.3015086054801941,0.42400437593460083,0.2407594621181488,0.25814759731292725,0.4946078956127167,0.28806620836257935,0.3283645510673523,0.31091248989105225
and,0.36462149024009705,0.1914551556110382,0.3601827025413513,0.2106139063835144,0.2535148561000824,0.2218981832265854,0.6633074283599854,0.31309178471565247,0.34479495882987976,0.5337774157524109,0.24078236520290375,0.2856144905090332,0.5116966962814331,0.32751965522766113,0.276123583316803,0.20544172823429108
slaves,0.18246318399906158,0.14044512808322906,0.22359536588191986,0.21841150522232056,0.16753770411014557,0.15891915559768677,0.2179732769727707,0.200017511844635,0.24421696364879608,0.2759682238101959,0.18814530968666077,0.2366296499967575,0.19558800756931305,0.2108994424343109,0.2131267935037613,0.16935820877552032
.,0.3485563397407532,0.1739749163389206,0.41536515951156616,0.2578873038291931,0.2768123149871826,0.3065545856952667,0.6812511086463928,0.3567904531955719,0.35288307070732117,0.40663889050483704,0.2388933300971985,0.22272630035877228,0.5352458953857422,0.2480926215648651,0.3613996207714081,0.4130953550338745
