,what,are,one,of,the,key,cell,types,of,the,adaptive,immune,system,?
to,0.455847829580307,0.3504326641559601,0.4025384783744812,0.41548454761505127,0.535392165184021,0.25827717781066895,0.19730474054813385,0.20054484903812408,0.41548454761505127,0.535392165184021,0.23363445699214935,0.2541976273059845,0.26662686467170715,0.29463258385658264
t,0.37454068660736084,0.2180873155593872,0.24080070853233337,0.14617829024791718,0.2083338052034378,0.15714377164840698,0.24071010947227478,0.1665450632572174,0.14617829024791718,0.2083338052034378,0.1490013301372528,0.24755755066871643,0.15903478860855103,0.4954066574573517
cells,0.1758001297712326,0.2908284366130829,0.19492670893669128,0.21305565536022186,0.19095487892627716,0.2051321566104889,0.7729857563972473,0.30914390087127686,0.21305565536022186,0.19095487892627716,0.3719173073768616,0.5300963521003723,0.29856014251708984,0.1898086667060852
",",0.3087472915649414,0.4062570035457611,0.3696635365486145,0.4946078956127167,0.4933079481124878,0.20467913150787354,0.17534321546554565,0.24108222126960754,0.4946078956127167,0.4933079481124878,0.1528570055961609,0.15102852880954742,0.18439900875091553,0.31091248989105225
one,0.376489520072937,0.42537835240364075,1.0000001192092896,0.4999135136604309,0.5514441132545471,0.24174045026302338,0.2265385240316391,0.27985575795173645,0.4999135136604309,0.5514441132545471,0.1897055208683014,0.18161426484584808,0.2139107882976532,0.2673267424106598
of,0.33290785551071167,0.39081433415412903,0.4999135136604309,1.0,0.733189046382904,0.24036972224712372,0.18332023918628693,0.2447618544101715,1.0,0.733189046382904,0.18422213196754456,0.16620753705501556,0.25597915053367615,0.1826142966747284
the,0.42745697498321533,0.40399202704429626,0.5514441132545471,0.733189046382904,1.0,0.2260027974843979,0.15822452306747437,0.23509301245212555,0.733189046382904,1.0,0.25968632102012634,0.21364226937294006,0.3233085572719574,0.22068053483963013
key,0.2270265817642212,0.18694549798965454,0.24174045026302338,0.24036972224712372,0.2260027974843979,1.0000001192092896,0.17993544042110443,0.17914986610412598,0.24036972224712372,0.2260027974843979,0.2924972474575043,0.28234925866127014,0.2088916152715683,0.18782930076122284
cell,0.19222842156887054,0.19039002060890198,0.2265385240316391,0.18332023918628693,0.15822452306747437,0.17993544042110443,1.0000001192092896,0.2165098339319229,0.18332023918628693,0.15822452306747437,0.306709885597229,0.39050236344337463,0.19477003812789917,0.2058541625738144
types,0.25706279277801514,0.4691450595855713,0.27985575795173645,0.2447618544101715,0.23509301245212555,0.17914986610412598,0.2165098339319229,1.0,0.2447618544101715,0.23509301245212555,0.24636167287826538,0.2538298964500427,0.2489754855632782,0.1285012811422348
of,0.33290785551071167,0.39081433415412903,0.4999135136604309,1.0,0.733189046382904,0.24036972224712372,0.18332023918628693,0.2447618544101715,1.0,0.733189046382904,0.18422213196754456,0.16620753705501556,0.25597915053367615,0.1826142966747284
the,0.42745697498321533,0.40399202704429626,0.5514441132545471,0.733189046382904,1.0,0.2260027974843979,0.15822452306747437,0.23509301245212555,0.733189046382904,1.0,0.25968632102012634,0.21364226937294006,0.3233085572719574,0.22068053483963013
adaptive,0.22806508839130402,0.2328222244977951,0.1897055208683014,0.18422213196754456,0.25968632102012634,0.2924972474575043,0.306709885597229,0.24636167287826538,0.18422213196754456,0.25968632102012634,1.0000001192092896,0.4945787191390991,0.31361085176467896,0.12147218734025955
immune,0.2410416603088379,0.23878547549247742,0.18161426484584808,0.16620753705501556,0.21364226937294006,0.28234925866127014,0.39050236344337463,0.2538298964500427,0.16620753705501556,0.21364226937294006,0.4945787191390991,1.0,0.3962631821632385,0.16080476343631744
system,0.23557309806346893,0.21917270123958588,0.2139107882976532,0.25597915053367615,0.3233085572719574,0.2088916152715683,0.19477003812789917,0.2489754855632782,0.25597915053367615,0.3233085572719574,0.31361085176467896,0.3962631821632385,1.0000001192092896,0.15556083619594574
.,0.3567904531955719,0.3452940285205841,0.4123194217681885,0.5352458953857422,0.5934505462646484,0.2404657006263733,0.2801848351955414,0.2097296416759491,0.5352458953857422,0.5934505462646484,0.19474436342716217,0.18267881870269775,0.2277725487947464,0.4130953550338745
