,when,did,martin,luther,publish,his,translation,of,the,new,testament,?
in,0.4431333839893341,0.2593238651752472,0.22752496600151062,0.20523880422115326,0.17019827663898468,0.3598145842552185,0.1721324771642685,0.5696388483047485,0.6662389636039734,0.3758552670478821,0.19102752208709717,0.20430970191955566
1522,0.10474777966737747,0.01544138789176941,-0.05931679159402847,-0.11068334430456161,-0.014007793739438057,-0.10364682227373123,-0.03618330880999565,-0.03581734374165535,0.0925401970744133,-0.030510056763887405,-0.011907460168004036,0.011624479666352272
",",0.36674630641937256,0.3015086054801941,0.27058324217796326,0.23255878686904907,0.25024911761283875,0.3378419280052185,0.2429160475730896,0.4946078956127167,0.4933079481124878,0.36073189973831177,0.22706757485866547,0.31091248989105225
and,0.4716290831565857,0.34479495882987976,0.2544763386249542,0.20796556770801544,0.23082147538661957,0.4234102666378021,0.2206902801990509,0.5116966962814331,0.5171257257461548,0.31402453780174255,0.20277507603168488,0.20544172823429108
he,0.39115971326828003,0.3292143940925598,0.24538953602313995,0.2454872578382492,0.22674933075904846,0.7171558737754822,0.10858869552612305,0.38706058263778687,0.4571082592010498,0.2739552855491638,0.1900622844696045,0.2089974731206894
and,0.4716290831565857,0.34479495882987976,0.2544763386249542,0.20796556770801544,0.23082147538661957,0.4234102666378021,0.2206902801990509,0.5116966962814331,0.5171257257461548,0.31402453780174255,0.20277507603168488,0.20544172823429108
his,0.37120407819747925,0.3546801507472992,0.23498685657978058,0.27093374729156494,0.27212437987327576,0.9999998807907104,0.16262900829315186,0.38364991545677185,0.4394008219242096,0.24132801592350006,0.2475791573524475,0.18075084686279297
collaborators,0.1771862804889679,0.19581395387649536,0.20346428453922272,0.14787358045578003,0.36954668164253235,0.2614573538303375,0.21009963750839233,0.1637800633907318,0.17697125673294067,0.2110585719347,0.1322202831506729,0.18106400966644287
completed,0.1893177628517151,0.2574852406978607,0.08727582544088364,0.12623369693756104,0.1900043934583664,0.26574116945266724,0.31021958589553833,0.2491239756345749,0.29278936982154846,0.2888709604740143,0.17747220396995544,0.08272653818130493
the,0.5091903209686279,0.34736719727516174,0.22029393911361694,0.1759674996137619,0.1611112356185913,0.4394008219242096,0.26402729749679565,0.733189046382904,1.0,0.3845241069793701,0.2450282722711563,0.22068053483963013
translation,0.14636515080928802,0.1068030595779419,0.10462567210197449,0.18200817704200745,0.3398109972476959,0.16262900829315186,0.9999998807907104,0.18704865872859955,0.26402729749679565,0.1734006702899933,0.3944028913974762,0.22574150562286377
of,0.3757161796092987,0.2513895630836487,0.13722093403339386,0.1719115972518921,0.12460750341415405,0.38364991545677185,0.18704865872859955,1.0,0.733189046382904,0.343457967042923,0.2367868572473526,0.1826142966747284
the,0.5091903209686279,0.34736719727516174,0.22029393911361694,0.1759674996137619,0.1611112356185913,0.4394008219242096,0.26402729749679565,0.733189046382904,1.0,0.3845241069793701,0.2450282722711563,0.22068053483963013
old,0.36291906237602234,0.19123899936676025,0.1534559279680252,0.15014880895614624,0.09164895117282867,0.2539081573486328,0.13848286867141724,0.30522194504737854,0.31849798560142517,0.3384166657924652,0.35441863536834717,0.20577076077461243
testament,0.18565435707569122,0.20634683966636658,0.23874865472316742,0.350544273853302,0.24867165088653564,0.2475791573524475,0.3944028913974762,0.2367868572473526,0.2450282722711563,0.36215537786483765,1.0,0.19962608814239502
in,0.4431333839893341,0.2593238651752472,0.22752496600151062,0.20523880422115326,0.17019827663898468,0.3598145842552185,0.1721324771642685,0.5696388483047485,0.6662389636039734,0.3758552670478821,0.19102752208709717,0.20430970191955566
1534,-0.08297662436962128,-0.09212081134319305,0.09418860077857971,0.014198633842170238,-0.03075386956334114,0.00575421703979373,-0.041681624948978424,-0.020274462178349495,-0.039665985852479935,0.018586769700050354,-0.0316799096763134,-0.06046363338828087
",",0.36674630641937256,0.3015086054801941,0.27058324217796326,0.23255878686904907,0.25024911761283875,0.3378419280052185,0.2429160475730896,0.4946078956127167,0.4933079481124878,0.36073189973831177,0.22706757485866547,0.31091248989105225
when,0.9999999403953552,0.3228907287120819,0.18206718564033508,0.14516782760620117,0.1911904662847519,0.37120407819747925,0.14636515080928802,0.3757161796092987,0.5091903209686279,0.257220059633255,0.18565435707569122,0.22841128706932068
the,0.5091903209686279,0.34736719727516174,0.22029393911361694,0.1759674996137619,0.1611112356185913,0.4394008219242096,0.26402729749679565,0.733189046382904,1.0,0.3845241069793701,0.2450282722711563,0.22068053483963013
whole,0.3172232210636139,0.23628540337085724,0.11949043720960617,0.14281919598579407,0.1798590123653412,0.29522523283958435,0.1646527498960495,0.4001069962978363,0.4517841339111328,0.2375318557024002,0.17114995419979095,0.21052291989326477
bible,0.19124241173267365,0.24923516809940338,0.2085125744342804,0.3825412392616272,0.2659628987312317,0.22367943823337555,0.4584057331085205,0.25664499402046204,0.27647915482521057,0.2210046499967575,0.7192554473876953,0.22667601704597473
was,0.37326499819755554,0.41399896144866943,0.2089129239320755,0.19185513257980347,0.16938649117946625,0.4405253231525421,0.14417019486427307,0.4069072902202606,0.48711544275283813,0.2748313844203949,0.17701035737991333,0.18412111699581146
published,0.1944759637117386,0.17877818644046783,0.10879221558570862,0.15444858372211456,0.7399125099182129,0.2540745139122009,0.38037413358688354,0.23023100197315216,0.22017472982406616,0.2066156566143036,0.277984619140625,0.16280238330364227
.,0.475719153881073,0.35288307070732117,0.25235527753829956,0.24907569587230682,0.19971393048763275,0.3119256794452667,0.2109805941581726,0.5352458953857422,0.5934505462646484,0.35031336545944214,0.21092048287391663,0.4130953550338745
