,where,did,super,bowl,50,take,place,?
played,0.20490321516990662,0.19653649628162384,0.21511296927928925,0.19033360481262207,0.014823445118963718,0.20975211262702942,0.20924867689609528,0.14096300303936005
on,0.37630224227905273,0.2670976221561432,0.1569211632013321,0.1334993690252304,0.05590687692165375,0.27423644065856934,0.32431602478027344,0.2714994251728058
february,0.18131472170352936,0.25426602363586426,0.11098520457744598,0.14879822731018066,-0.03776301443576813,0.14701907336711884,0.19406801462173462,0.29594847559928894
7,-0.1895010620355606,-0.147744283080101,-0.11163666844367981,-0.12705844640731812,-0.104477159678936,-0.18966534733772278,-0.13138021528720856,-0.15092156827449799
",",0.3149496018886566,0.3015086054801941,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.2881867289543152,0.34068408608436584,0.31091248989105225
2016,0.12818120419979095,0.1935887485742569,-0.016256341710686684,0.014497322961688042,-0.04264228418469429,0.04472174495458603,0.06014300510287285,-0.12147852033376694
",",0.3149496018886566,0.3015086054801941,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.2881867289543152,0.34068408608436584,0.31091248989105225
at,0.4402937591075897,0.28390252590179443,0.11449114978313446,0.2709662914276123,-0.018447641283273697,0.27566230297088623,0.3307865858078003,0.21978627145290375
levi,0.09324512630701065,0.1928999423980713,0.08340612053871155,0.1602962166070938,-0.008762326091527939,0.10926367342472076,0.0895209088921547,0.09252339601516724
's,0.0007701900321990252,0.05069678649306297,0.09726737439632416,-0.02838491089642048,-0.01041578408330679,0.02030942589044571,-0.03236493840813637,-0.023395681753754616
stadium,0.16970740258693695,0.14029206335544586,0.1715150624513626,0.25985562801361084,0.0706227570772171,0.1042487695813179,0.2594786286354065,0.07579939067363739
in,0.5344807505607605,0.2593238651752472,0.18576006591320038,0.17236235737800598,0.021892361342906952,0.21975718438625336,0.38128477334976196,0.20430970191955566
the,0.5003893971443176,0.34736719727516174,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.31620436906814575,0.4179787337779999,0.22068053483963013
san,0.23934276401996613,0.1785750538110733,0.15279507637023926,0.18508543074131012,0.02022494748234749,0.13093869388103485,0.19986800849437714,0.10952327400445938
francisco,0.17644990980625153,0.1959451586008072,0.1658499836921692,0.20152677595615387,-0.012375159189105034,0.15135663747787476,0.16960975527763367,0.1020219698548317
bay,0.1647798866033554,0.05503932014107704,0.12241406738758087,0.1972428411245346,-0.04651472717523575,0.16412900388240814,0.19794072210788727,0.10773546993732452
area,0.3338260352611542,0.14067986607551575,0.09147491306066513,0.19680163264274597,0.004881815519183874,0.1462567150592804,0.3004036247730255,0.12640461325645447
at,0.4402937591075897,0.28390252590179443,0.11449114978313446,0.2709662914276123,-0.018447641283273697,0.27566230297088623,0.3307865858078003,0.21978627145290375
santa,0.18257969617843628,0.11785970628261566,0.13846853375434875,0.1749918907880783,-0.04490520805120468,0.14487585425376892,0.13105420768260956,0.17321589589118958
clara,0.1621541678905487,0.15096807479858398,0.14021645486354828,0.06447336077690125,-0.020092638209462166,0.15002340078353882,0.09976069629192352,0.11961202323436737
",",0.3149496018886566,0.3015086054801941,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.2881867289543152,0.34068408608436584,0.31091248989105225
california,0.21259644627571106,0.1524294763803482,0.15213294327259064,0.22235432267189026,-0.060681313276290894,0.1321188509464264,0.1805843710899353,0.1409905105829239
.,0.41390106081962585,0.35288307070732117,0.2757420241832733,0.21516893804073334,0.04325474053621292,0.3045158088207245,0.2844318151473999,0.4130953550338745
