,the,uniflow,engine,is,an,attempt,to,fix,an,issue,that,arises,in,what,cycle,?
port,0.2648184895515442,0.18775492906570435,0.1631315052509308,0.26270607113838196,0.17555469274520874,0.16887719929218292,0.23759682476520538,0.15046656131744385,0.17555469274520874,0.14813955128192902,0.18153353035449982,0.008211403153836727,0.20519298315048218,0.1327695995569229,0.05448714271187782,0.06519711017608643
and,0.5171257257461548,0.3037354648113251,0.18437977135181427,0.3859752118587494,0.2838519215583801,0.22292351722717285,0.48971283435821533,0.23518891632556915,0.2838519215583801,0.19899961352348328,0.4731321930885315,0.28283727169036865,0.4954058527946472,0.31309178471565247,0.2020994871854782,0.20544172823429108
the,1.0,0.2797664701938629,0.21651263535022736,0.5823672413825989,0.4207492768764496,0.2614527940750122,0.535392165184021,0.24162639677524567,0.4207492768764496,0.22164808213710785,0.5473989248275757,0.3100298345088959,0.6662389636039734,0.42745697498321533,0.2701641917228699,0.22068053483963013
cylinder,0.19659645855426788,0.2452586442232132,0.495769202709198,0.19112510979175568,0.16998466849327087,0.058112673461437225,0.14832518994808197,0.17508932948112488,0.16998466849327087,0.13491977751255035,0.21596479415893555,0.2058207243680954,0.1721159964799881,0.09421046078205109,0.1856347620487213,0.12323369085788727
walls,0.28179097175598145,0.26119619607925415,0.08401033282279968,0.18008877336978912,0.13875098526477814,0.18747659027576447,0.22619856894016266,0.15026453137397766,0.13875098526477814,0.11800913512706757,0.22172096371650696,0.1981184184551239,0.23112986981868744,0.15050138533115387,0.10423211008310318,0.06935364007949829
will,0.3635469079017639,0.24127596616744995,0.1834518015384674,0.3723262846469879,0.22877877950668335,0.28055647015571594,0.5091033577919006,0.38992103934288025,0.22877877950668335,0.24959681928157806,0.4857470989227295,0.3069579601287842,0.2580665349960327,0.3510494530200958,0.22109350562095642,0.35046905279159546
be,0.4248143136501312,0.27438995242118835,0.19078890979290009,0.4819129705429077,0.33041056990623474,0.204344242811203,0.4972836375236511,0.40220603346824646,0.33041056990623474,0.2579084634780884,0.6036020517349243,0.302306205034256,0.3481820821762085,0.3929833769798279,0.198247030377388,0.3324260413646698
cooled,0.2570608854293823,0.37740370631217957,0.38658180832862854,0.23219330608844757,0.2069520354270935,0.134352445602417,0.2083917260169983,0.23610767722129822,0.2069520354270935,0.1481349617242813,0.2958826422691345,0.20217327773571014,0.20341899991035461,0.24831262230873108,0.2645881772041321,0.18649987876415253
by,0.4408751428127289,0.2032003402709961,0.1870088279247284,0.3899846076965332,0.2719563841819763,0.19630108773708344,0.33534231781959534,0.15057431161403656,0.2719563841819763,0.17309652268886566,0.37496164441108704,0.2149340808391571,0.370934396982193,0.2455483376979828,0.15267513692378998,0.17966607213020325
the,1.0,0.2797664701938629,0.21651263535022736,0.5823672413825989,0.4207492768764496,0.2614527940750122,0.535392165184021,0.24162639677524567,0.4207492768764496,0.22164808213710785,0.5473989248275757,0.3100298345088959,0.6662389636039734,0.42745697498321533,0.2701641917228699,0.22068053483963013
passing,0.3088957965373993,0.19604483246803284,0.09652944654226303,0.20053766667842865,0.17466528713703156,0.2697429955005646,0.30583032965660095,0.1657751351594925,0.17466528713703156,0.1462763249874115,0.25892993807792664,0.2517271339893341,0.1942625194787979,0.2581939399242401,0.18521259725093842,0.10353918373584747
exhaust,0.2500286400318146,0.23591211438179016,0.47334933280944824,0.1744835078716278,0.24624352157115936,0.1953052133321762,0.2812638282775879,0.19272208213806152,0.24624352157115936,0.1516343504190445,0.3055887520313263,0.2920650839805603,0.16454721987247467,0.1970054805278778,0.2250516414642334,0.1444300264120102
steam,0.23105813562870026,0.3010382056236267,0.4921848475933075,0.13029660284519196,0.13589277863502502,0.18693450093269348,0.22894427180290222,0.2120741456747055,0.13589277863502502,0.14294783771038055,0.24386391043663025,0.1399393230676651,0.19852672517299652,0.15672586858272552,0.24528048932552338,0.113324373960495
",",0.4933079481124878,0.3092358708381653,0.19789794087409973,0.4691906273365021,0.3581022024154663,0.19646479189395905,0.44245919585227966,0.259169340133667,0.3581022024154663,0.22797159850597382,0.4137537479400635,0.2251598984003067,0.5201468467712402,0.3087472915649414,0.16122886538505554,0.31091248989105225
whilst,0.3195625841617584,0.1731361448764801,0.21968165040016174,0.23611126840114594,0.15079966187477112,0.23018331825733185,0.353153795003891,0.20029005408287048,0.15079966187477112,0.23007528483867645,0.3383771777153015,0.13538701832294464,0.23549731075763702,0.24058668315410614,0.15314792096614838,0.12100983411073685
the,1.0,0.2797664701938629,0.21651263535022736,0.5823672413825989,0.4207492768764496,0.2614527940750122,0.535392165184021,0.24162639677524567,0.4207492768764496,0.22164808213710785,0.5473989248275757,0.3100298345088959,0.6662389636039734,0.42745697498321533,0.2701641917228699,0.22068053483963013
hotter,0.31419235467910767,0.345709890127182,0.2524522542953491,0.3182426393032074,0.20096193253993988,0.13994096219539642,0.2456866353750229,0.19912539422512054,0.20096193253993988,0.1390382945537567,0.2707509696483612,0.20805665850639343,0.2534957826137543,0.2528667151927948,0.2762809991836548,0.18103957176208496
incoming,0.33553484082221985,0.30465710163116455,0.2723560333251953,0.20628395676612854,0.19142690300941467,0.3409542441368103,0.3913152515888214,0.3371445834636688,0.19142690300941467,0.3219994604587555,0.42459383606910706,0.25730249285697937,0.17450793087482452,0.3463701903820038,0.17478100955486298,0.2534071207046509
admission,0.2620483338832855,0.21205148100852966,0.14126728475093842,0.21989640593528748,0.17835788428783417,0.30626460909843445,0.3141794502735138,0.09618393331766129,0.17835788428783417,0.20975343883037567,0.28052911162376404,0.2310342639684677,0.2778421938419342,0.29061800241470337,0.09155187010765076,0.19312289357185364
steam,0.23105813562870026,0.3010382056236267,0.4921848475933075,0.13029660284519196,0.13589277863502502,0.18693450093269348,0.22894427180290222,0.2120741456747055,0.13589277863502502,0.14294783771038055,0.24386391043663025,0.1399393230676651,0.19852672517299652,0.15672586858272552,0.24528048932552338,0.113324373960495
will,0.3635469079017639,0.24127596616744995,0.1834518015384674,0.3723262846469879,0.22877877950668335,0.28055647015571594,0.5091033577919006,0.38992103934288025,0.22877877950668335,0.24959681928157806,0.4857470989227295,0.3069579601287842,0.2580665349960327,0.3510494530200958,0.22109350562095642,0.35046905279159546
waste,0.1971915364265442,0.2504362463951111,0.2221372276544571,0.20201261341571808,0.16877150535583496,0.17460504174232483,0.23860110342502594,0.2990296483039856,0.16877150535583496,0.24929465353488922,0.31412163376808167,0.32267650961875916,0.1575256586074829,0.28944942355155945,0.2947196662425995,0.299444317817688
some,0.4566698372364044,0.2411797046661377,0.14472700655460358,0.3038453459739685,0.2864145338535309,0.21523411571979523,0.4636894166469574,0.3327758312225342,0.2864145338535309,0.1999187469482422,0.6049469113349915,0.3201281428337097,0.4010399878025055,0.4491020441055298,0.1713559478521347,0.2562315762042999
of,0.733189046382904,0.25521859526634216,0.17095594108104706,0.4854315221309662,0.32280945777893066,0.21525268256664276,0.41548454761505127,0.16022303700447083,0.32280945777893066,0.2598971724510193,0.41498205065727234,0.29836589097976685,0.5696388483047485,0.33290785551071167,0.255176842212677,0.1826142966747284
its,0.559237003326416,0.2150907665491104,0.2350696474313736,0.4447362422943115,0.28139030933380127,0.13197855651378632,0.3691340684890747,0.16552035510540009,0.28139030933380127,0.1771317571401596,0.416561484336853,0.24227437376976013,0.3793783485889435,0.30393704771995544,0.11801506578922272,0.15103481709957123
energy,0.26756542921066284,0.26737838983535767,0.29777294397354126,0.2171693742275238,0.22262732684612274,0.1150168776512146,0.27179354429244995,0.1435549259185791,0.22262732684612274,0.12589140236377716,0.2617390751838684,0.340562641620636,0.17693158984184265,0.190252885222435,0.2753652334213257,0.14860127866268158
in,0.6662389636039734,0.27810683846473694,0.18885408341884613,0.5394441485404968,0.2605783939361572,0.1812446564435959,0.45010748505592346,0.23493750393390656,0.2605783939361572,0.1525554060935974,0.435920387506485,0.2166922688484192,1.0,0.30808621644973755,0.20483464002609253,0.20430970191955566
restoring,0.3699988126754761,0.24693948030471802,0.23421452939510345,0.16354501247406006,0.2095872163772583,0.2967393398284912,0.34220394492149353,0.3411746919155121,0.2095872163772583,0.2836274802684784,0.36976158618927,0.2911011278629303,0.27535372972488403,0.32846036553382874,0.14891639351844788,0.17404165863990784
working,0.25857484340667725,0.18800395727157593,0.1502796858549118,0.20290212333202362,0.18882836401462555,0.128215029835701,0.28215980529785156,0.34594210982322693,0.18882836401462555,0.22333163022994995,0.34541255235671997,0.11966127902269363,0.3062970042228699,0.2846863269805908,0.1813115030527115,0.17154020071029663
temperature,0.27585095167160034,0.28855210542678833,0.21271781623363495,0.2979726195335388,0.19646641612052917,0.15299008786678314,0.26598888635635376,0.19471508264541626,0.19646641612052917,0.172881081700325,0.26260992884635925,0.25233638286590576,0.269207626581192,0.26338207721710205,0.22406995296478271,0.2011885941028595
.,0.5934505462646484,0.2754785418510437,0.21814921498298645,0.4569662809371948,0.3581749200820923,0.23608817160129547,0.4645031690597534,0.27836596965789795,0.3581749200820923,0.2539304792881012,0.4460422694683075,0.19393576681613922,0.5591574311256409,0.3567904531955719,0.19143328070640564,0.4130953550338745
