,how,long,did,the,fighting,last,in,seven,years,war,?
where,0.41728174686431885,0.22579649090766907,0.24159270524978638,0.5003893971443176,0.20615506172180176,0.21206308901309967,0.5344807505607605,0.13367675244808197,0.26697102189064026,0.2167234867811203,0.24793872237205505
the,0.33890387415885925,0.3075225353240967,0.34736719727516174,1.0,0.29008734226226807,0.3698786795139313,0.6662389636039734,0.28151169419288635,0.2912273406982422,0.366199791431427,0.22068053483963013
fighting,0.19064022600650787,0.1957852840423584,0.27823641896247864,0.29008734226226807,1.0,0.219468891620636,0.26774391531944275,0.14553073048591614,0.2410319298505783,0.46150052547454834,0.15496447682380676
between,0.2747800648212433,0.2935289144515991,0.16542956233024597,0.39067012071609497,0.2324780821800232,0.27430257201194763,0.41100412607192993,0.2633934020996094,0.2583497166633606,0.2612598240375519,0.12887074053287506
the,0.33890387415885925,0.3075225353240967,0.34736719727516174,1.0,0.29008734226226807,0.3698786795139313,0.6662389636039734,0.28151169419288635,0.2912273406982422,0.366199791431427,0.22068053483963013
two,0.2499001920223236,0.277059406042099,0.2755576968193054,0.43858039379119873,0.21563751995563507,0.265036404132843,0.36463531851768494,0.45715051889419556,0.301040381193161,0.22875118255615234,0.19645625352859497
colonial,0.12159252911806107,0.17820635437965393,0.17575712502002716,0.2715741693973541,0.23974236845970154,0.11899952590465546,0.25196215510368347,0.12543490529060364,0.2580706775188446,0.3565768599510193,0.10191229730844498
powers,0.20901910960674286,0.1800026148557663,0.247842937707901,0.25233519077301025,0.2847505211830139,0.13932034373283386,0.16362762451171875,0.15559151768684387,0.15589474141597748,0.25558292865753174,0.17269276082515717
was,0.16678167879581451,0.1968146562576294,0.41399896144866943,0.48711544275283813,0.2350539267063141,0.32424551248550415,0.45514053106307983,0.28194957971572876,0.35855233669281006,0.3560331463813782,0.18412111699581146
largely,0.1737520396709442,0.23450541496276855,0.16484405100345612,0.34641584753990173,0.15000157058238983,0.12731389701366425,0.2371911108493805,0.18790242075920105,0.18214669823646545,0.27172157168388367,0.08185246586799622
concluded,0.19403867423534393,0.24996568262577057,0.34469136595726013,0.3024786412715912,0.14776240289211273,0.19660571217536926,0.2758161425590515,0.1326812505722046,0.23438450694084167,0.26162394881248474,0.13595789670944214
in,0.2601168751716614,0.2759332060813904,0.2593238651752472,0.6662389636039734,0.26774391531944275,0.30714505910873413,1.0,0.24717609584331512,0.33554986119270325,0.29904094338417053,0.20430970191955566
six,0.20644865930080414,0.20940837264060974,0.20388470590114594,0.3614266812801361,0.16177238523960114,0.24985189735889435,0.3013422191143036,0.5730129480361938,0.3696673810482025,0.2224203646183014,0.15298804640769958
years,0.21949264407157898,0.34739476442337036,0.2695724070072174,0.2912273406982422,0.2410319298505783,0.36042001843452454,0.33554986119270325,0.262826532125473,1.0,0.3038960099220276,0.1914375126361847
",",0.22659391164779663,0.3431144952774048,0.3015086054801941,0.4933079481124878,0.27570468187332153,0.29026782512664795,0.5201468467712402,0.32867714762687683,0.2589467465877533,0.2671184241771698,0.31091248989105225
from,0.22939439117908478,0.3109167516231537,0.20248863101005554,0.40150508284568787,0.20833750069141388,0.235591322183609,0.4274188280105591,0.1701260805130005,0.31063511967658997,0.1811102032661438,0.19969791173934937
the,0.33890387415885925,0.3075225353240967,0.34736719727516174,1.0,0.29008734226226807,0.3698786795139313,0.6662389636039734,0.28151169419288635,0.2912273406982422,0.366199791431427,0.22068053483963013
battle,0.11981889605522156,0.14362962543964386,0.12105695903301239,0.2820790410041809,0.5001240968704224,0.2438095062971115,0.24353940784931183,0.15710866451263428,0.15971307456493378,0.5131220817565918,0.1680624783039093
of,0.2480744868516922,0.2567519545555115,0.2513895630836487,0.733189046382904,0.26037532091140747,0.3052992522716522,0.5696388483047485,0.273354172706604,0.2904134690761566,0.31680163741111755,0.1826142966747284
jumonville,0.1902659684419632,0.21209260821342468,0.24225324392318726,0.25049227476119995,0.23415499925613403,0.15664039552211761,0.3054760992527008,0.2517286241054535,0.26763466000556946,0.27015456557273865,0.15539926290512085
glen,0.0940386950969696,0.14129702746868134,0.014075412414968014,0.1981590837240219,0.11522116512060165,0.18445542454719543,0.20285046100616455,0.1679716557264328,0.1473962664604187,0.08070908486843109,0.08093680441379547
in,0.2601168751716614,0.2759332060813904,0.2593238651752472,0.6662389636039734,0.26774391531944275,0.30714505910873413,1.0,0.24717609584331512,0.33554986119270325,0.29904094338417053,0.20430970191955566
1754,0.054676081985235214,0.07101687043905258,0.09984685480594635,0.11264632642269135,0.07304378598928452,0.09481391310691833,0.12745094299316406,0.14912427961826324,0.09848352521657944,0.11760100722312927,0.1399500072002411
to,0.44169697165489197,0.30218687653541565,0.4452643394470215,0.535392165184021,0.21655292809009552,0.30156898498535156,0.45010748505592346,0.2853301167488098,0.23891852796077728,0.2610234022140503,0.29463258385658264
the,0.33890387415885925,0.3075225353240967,0.34736719727516174,1.0,0.29008734226226807,0.3698786795139313,0.6662389636039734,0.28151169419288635,0.2912273406982422,0.366199791431427,0.22068053483963013
capture,0.13953673839569092,0.06320531666278839,0.1035466119647026,0.3008226752281189,0.34759703278541565,0.15114231407642365,0.26227396726608276,0.10536551475524902,0.12856091558933258,0.30763524770736694,0.12945853173732758
of,0.2480744868516922,0.2567519545555115,0.2513895630836487,0.733189046382904,0.26037532091140747,0.3052992522716522,0.5696388483047485,0.273354172706604,0.2904134690761566,0.31680163741111755,0.1826142966747284
montreal,0.13587121665477753,0.1565663367509842,0.13094767928123474,0.23631100356578827,0.12238895893096924,0.15625768899917603,0.18092122673988342,0.17992281913757324,0.2180793583393097,0.17529430985450745,0.13639995455741882
in,0.2601168751716614,0.2759332060813904,0.2593238651752472,0.6662389636039734,0.26774391531944275,0.30714505910873413,1.0,0.24717609584331512,0.33554986119270325,0.29904094338417053,0.20430970191955566
1760,0.1275288462638855,0.10447314381599426,0.023803835734725,0.13955122232437134,0.045802511274814606,0.04356652870774269,0.1117415502667427,0.12223395705223083,0.0569729246199131,0.03951504826545715,0.12722811102867126
.,0.3287222981452942,0.3247973620891571,0.35288307070732117,0.5934505462646484,0.3070792555809021,0.3548945486545563,0.5591574311256409,0.2632206678390503,0.31919315457344055,0.3000848889350891,0.4130953550338745
