,what,did,tesla,tell,brisbane,he,did,n't,believe,in,?
telepathy,0.3576809763908386,0.23975221812725067,0.3298591077327728,0.388734370470047,0.17460882663726807,0.20493215322494507,0.23975221812725067,0.11366013437509537,0.29899173974990845,0.21937842667102814,0.18247246742248535
",",0.3087472915649414,0.3015086054801941,0.20599327981472015,0.29178953170776367,0.2424088418483734,0.40251094102859497,0.3015086054801941,0.11016341298818588,0.2459280639886856,0.5201468467712402,0.31091248989105225
stating,0.40046313405036926,0.3425213694572449,0.18123072385787964,0.3381662368774414,0.1139829233288765,0.27802133560180664,0.3425213694572449,-0.06816403567790985,0.36512768268585205,0.21747106313705444,0.2760101556777954
",",0.3087472915649414,0.3015086054801941,0.20599327981472015,0.29178953170776367,0.2424088418483734,0.40251094102859497,0.3015086054801941,0.11016341298818588,0.2459280639886856,0.5201468467712402,0.31091248989105225
``,0.008517155423760414,-0.029888948425650597,0.04274534806609154,-0.03980381786823273,-0.09582149982452393,0.05585138872265816,-0.029888948425650597,0.1096503809094429,-0.029574817046523094,0.04765888676047325,0.0685480609536171
suppose,0.5301951169967651,0.350882351398468,0.24322685599327087,0.40168800950050354,0.1535988599061966,0.21645131707191467,0.350882351398468,-0.13445991277694702,0.4668167233467102,0.2096928358078003,0.45123589038848877
i,0.4411132335662842,0.32301032543182373,0.21594347059726715,0.31766611337661743,0.12764368951320648,0.2982874810695648,0.32301032543182373,-0.006358762737363577,0.3863234519958496,0.22907796502113342,0.4695145785808563
made,0.23419176042079926,0.3068731725215912,0.1893712431192398,0.25889936089515686,0.15956750512123108,0.27847591042518616,0.3068731725215912,-0.10444395989179611,0.1915661245584488,0.25271502137184143,0.17218779027462006
up,0.28591108322143555,0.21613863110542297,0.17339079082012177,0.28335699439048767,0.2177933007478714,0.2621474862098694,0.21613863110542297,-0.18151594698429108,0.23767352104187012,0.3120773434638977,0.1819818764925003
my,0.3588488698005676,0.2537900507450104,0.20675992965698242,0.29222530126571655,0.17632576823234558,0.25311392545700073,0.2537900507450104,0.0077766175381839275,0.2957058548927307,0.17660009860992432,0.4195883572101593
mind,0.305233895778656,0.19437313079833984,0.14152653515338898,0.23845399916172028,0.1220422312617302,0.19713859260082245,0.19437313079833984,0.021462397649884224,0.32949098944664,0.19911706447601318,0.22109316289424896
to,0.455847829580307,0.4452643394470215,0.17548894882202148,0.3557203412055969,0.21206435561180115,0.385390967130661,0.4452643394470215,-0.14541994035243988,0.34598591923713684,0.45010748505592346,0.29463258385658264
murder,0.24129441380500793,0.1921606808900833,0.18361036479473114,0.20947222411632538,0.1476527601480484,0.2484687715768814,0.1921606808900833,0.0486580953001976,0.1845354437828064,0.21876507997512817,0.1855451613664627
you,0.5529524087905884,0.35957613587379456,0.20253685116767883,0.4192081391811371,0.21652458608150482,0.2416497766971588,0.35957613587379456,-0.042110856622457504,0.38545122742652893,0.21252386271953583,0.5839095711708069
",",0.3087472915649414,0.3015086054801941,0.20599327981472015,0.29178953170776367,0.2424088418483734,0.40251094102859497,0.3015086054801941,0.11016341298818588,0.2459280639886856,0.5201468467712402,0.31091248989105225
'',0.08143015950918198,0.01978493109345436,0.048713020980358124,0.037513744086027145,-0.015882033854722977,0.039060186594724655,0.01978493109345436,0.017899289727211,0.017202258110046387,0.07432962208986282,0.018684765323996544
he,0.3114890456199646,0.3292143940925598,0.12373391538858414,0.24354232847690582,0.236759215593338,1.0000001192092896,0.3292143940925598,0.06199106201529503,0.24699896574020386,0.41690486669540405,0.2089974731206894
said,0.3951668441295624,0.5119821429252625,0.1453642100095749,0.36087363958358765,0.17510466277599335,0.3578285872936249,0.5119821429252625,0.02762698009610176,0.5072517395019531,0.23461468517780304,0.28991883993148804
",",0.3087472915649414,0.3015086054801941,0.20599327981472015,0.29178953170776367,0.2424088418483734,0.40251094102859497,0.3015086054801941,0.11016341298818588,0.2459280639886856,0.5201468467712402,0.31091248989105225
``,0.008517155423760414,-0.029888948425650597,0.04274534806609154,-0.03980381786823273,-0.09582149982452393,0.05585138872265816,-0.029888948425650597,0.1096503809094429,-0.029574817046523094,0.04765888676047325,0.0685480609536171
in,0.30808621644973755,0.2593238651752472,0.17097744345664978,0.20067040622234344,0.21772481501102448,0.41690486669540405,0.2593238651752472,-0.0012929976219311357,0.20806841552257538,1.0,0.20430970191955566
a,0.3320399522781372,0.2552328109741211,0.2211925983428955,0.24678105115890503,0.1730038970708847,0.4393508732318878,0.2552328109741211,0.013574101030826569,0.2732302248477936,0.539380669593811,0.23916715383529663
second,0.19948028028011322,0.20727969706058502,0.16922037303447723,0.17293283343315125,0.20657016336917877,0.2751937806606293,0.20727969706058502,-0.006685218773782253,0.16750302910804749,0.34510284662246704,0.17239587008953094
you,0.5529524087905884,0.35957613587379456,0.20253685116767883,0.4192081391811371,0.21652458608150482,0.2416497766971588,0.35957613587379456,-0.042110856622457504,0.38545122742652893,0.21252386271953583,0.5839095711708069
would,0.45766422152519226,0.6268245577812195,0.14290116727352142,0.2797647714614868,0.18084001541137695,0.27278512716293335,0.6268245577812195,-0.17245030403137207,0.4429776072502136,0.30461156368255615,0.37178951501846313
know,0.6545611619949341,0.47715243697166443,0.19302572309970856,0.6411138772964478,0.15490704774856567,0.2910948693752289,0.47715243697166443,-0.04639167711138725,0.5590454339981079,0.26705145835876465,0.5287392735481262
it,0.45803478360176086,0.2993364930152893,0.17596082389354706,0.2882797420024872,0.1916716992855072,0.36018872261047363,0.2993364930152893,-0.08058576285839081,0.31943458318710327,0.5130809545516968,0.25732165575027466
.,0.3567904531955719,0.35288307070732117,0.17949827015399933,0.3360239267349243,0.2761043608188629,0.38061028718948364,0.35288307070732117,0.01884327083826065,0.26988279819488525,0.5591574311256409,0.4130953550338745
