,how,is,the,plaster,replica,of,verrocchio,'s,david,displayed,in,the,cast,courts,?
david,0.14805477857589722,0.14622443914413452,0.2237231284379959,0.13094379007816315,0.13355158269405365,0.191870778799057,0.2802826464176178,-0.00819597952067852,1.0,0.045352984219789505,0.17107756435871124,0.2237231284379959,0.15748806297779083,0.15245991945266724,0.04158485680818558
",",0.22659391164779663,0.4691906273365021,0.4933079481124878,0.23505495488643646,0.1330750733613968,0.4946078956127167,0.22819602489471436,-0.0016132977325469255,0.2523728609085083,0.2104237824678421,0.5201468467712402,0.4933079481124878,0.19477514922618866,0.21853886544704437,0.31091248989105225
are,0.311818927526474,0.5330929756164551,0.40399202704429626,0.2442140132188797,0.13798193633556366,0.39081433415412903,0.18528006970882416,-0.008927806280553341,0.10836230963468552,0.217000812292099,0.3841303884983063,0.40399202704429626,0.19341464340686798,0.22783517837524414,0.24591213464736938
also,0.43506327271461487,0.5012649297714233,0.6021018624305725,0.2852553725242615,0.18395036458969116,0.4924938678741455,0.21270762383937836,-0.0014726108638569713,0.1866082102060318,0.1802409440279007,0.5073733329772949,0.6021018624305725,0.22639361023902893,0.26382601261138916,0.21848613023757935
included,0.13500849902629852,0.23363345861434937,0.3825419843196869,0.1266317069530487,0.15512484312057495,0.4391688108444214,0.1304386705160141,-0.041006240993738174,0.16238267719745636,0.2666204869747162,0.32433560490608215,0.3825419843196869,0.17635005712509155,0.1823495775461197,0.14385655522346497
",",0.22659391164779663,0.4691906273365021,0.4933079481124878,0.23505495488643646,0.1330750733613968,0.4946078956127167,0.22819602489471436,-0.0016132977325469255,0.2523728609085083,0.2104237824678421,0.5201468467712402,0.4933079481124878,0.19477514922618866,0.21853886544704437,0.31091248989105225
although,0.26196205615997314,0.301360160112381,0.3265823423862457,0.18916486203670502,0.14408452808856964,0.3024747669696808,0.16979382932186127,0.06846998631954193,0.08384189754724503,0.23807820677757263,0.28763338923454285,0.3265823423862457,0.15116088092327118,0.261188268661499,0.15541206300258636
for,0.3308170735836029,0.43268078565597534,0.4739971458911896,0.21723733842372894,0.13815973699092865,0.4185989499092102,0.2196902334690094,-0.07241261005401611,0.20388762652873993,0.27213630080223083,0.4322226941585541,0.4739971458911896,0.27187564969062805,0.2470160722732544,0.264628142118454
conservation,0.19520534574985504,0.24397225677967072,0.2678036689758301,0.12005887925624847,0.1761448085308075,0.2804107666015625,0.17094358801841736,0.004845086485147476,0.15629756450653076,0.17683733999729156,0.24742233753204346,0.2678036689758301,0.10903066396713257,0.16671527922153473,0.1391831338405609
reasons,0.3283638060092926,0.25412559509277344,0.2951921820640564,0.1956527680158615,0.15215520560741425,0.28044363856315613,0.16748099029064178,-0.011799629777669907,0.14041705429553986,0.23842290043830872,0.22547267377376556,0.2951921820640564,0.2133171409368515,0.259051650762558,0.248102068901062
the,0.33890387415885925,0.5823672413825989,1.0,0.26503533124923706,0.2576879858970642,0.733189046382904,0.23454619944095612,-0.01540423184633255,0.2237231284379959,0.2887660264968872,0.6662389636039734,1.0,0.2840540409088135,0.2453746348619461,0.22068053483963013
verrocchio,0.25077587366104126,0.22582411766052246,0.23454619944095612,0.4928688704967499,0.2859846353530884,0.19844846427440643,1.0000001192092896,0.026899857446551323,0.2802826464176178,0.2600032687187195,0.2166750133037567,0.23454619944095612,0.31554174423217773,0.14830826222896576,0.18302512168884277
replica,0.11062020063400269,0.1432729959487915,0.2576879858970642,0.35335037112236023,0.9999999403953552,0.20613695681095123,0.2859846353530884,-0.01762530393898487,0.13355158269405365,0.2460578978061676,0.18848586082458496,0.2576879858970642,0.1927659660577774,0.1001155823469162,0.07987788319587708
is,0.22544461488723755,1.0,0.5823672413825989,0.23408691585063934,0.1432729959487915,0.4854315221309662,0.22582411766052246,0.02396530658006668,0.14622443914413452,0.1811804473400116,0.5394441485404968,0.5823672413825989,0.21460455656051636,0.19366668164730072,0.22961433231830597
displayed,0.17453674972057343,0.1811804473400116,0.2887660264968872,0.30460798740386963,0.2460578978061676,0.22871877253055573,0.2600032687187195,-0.039775438606739044,0.045352984219789505,0.9999998807907104,0.22596381604671478,0.2887660264968872,0.1531032919883728,0.08874908834695816,0.20322057604789734
in,0.2601168751716614,0.5394441485404968,0.6662389636039734,0.22626017034053802,0.18848586082458496,0.5696388483047485,0.2166750133037567,-0.037580832839012146,0.17107756435871124,0.22596381604671478,1.0,0.6662389636039734,0.2079460471868515,0.2495848685503006,0.20430970191955566
a,0.29312583804130554,0.658733606338501,0.5829201340675354,0.2680654227733612,0.232511505484581,0.5052502155303955,0.2647167146205902,0.04866964742541313,0.19156141579151154,0.22292453050613403,0.539380669593811,0.5829201340675354,0.21993473172187805,0.23228667676448822,0.23916715383529663
glass,0.17437775433063507,0.24710522592067719,0.20646950602531433,0.5217924118041992,0.2099565714597702,0.24470314383506775,0.382856547832489,-0.041371945291757584,0.15788955986499786,0.25928109884262085,0.21226459741592407,0.20646950602531433,0.28942540287971497,0.21410079300403595,0.1252557635307312
case,0.22917897999286652,0.26648613810539246,0.31022098660469055,0.19018733501434326,0.21150323748588562,0.24743439257144928,0.10769229382276535,-0.1182698979973793,0.09376632422208786,0.2414683997631073,0.2190418541431427,0.31022098660469055,0.1409376859664917,0.3577415645122528,0.33232852816581726
.,0.3287222981452942,0.4569662809371948,0.5934505462646484,0.254328191280365,0.18199627101421356,0.5352458953857422,0.2708258330821991,-0.003708066651597619,0.22794033586978912,0.2529311776161194,0.5591574311256409,0.5934505462646484,0.21193501353263855,0.2468891590833664,0.4130953550338745
