,what,should,be,avoided,when,talking,to,authorities,?
may,0.25739946961402893,0.3535434603691101,0.45514434576034546,0.26887500286102295,0.3167054355144501,0.20132897794246674,0.391582727432251,0.21424926817417145,0.2768254578113556
be,0.3929833769798279,0.6527681946754456,1.0,0.4245990514755249,0.4451393485069275,0.26441141963005066,0.4972836375236511,0.2638494372367859,0.3324260413646698
harmful,0.30293411016464233,0.3430424928665161,0.42073896527290344,0.3831780254840851,0.23640784621238708,0.2327849268913269,0.25127455592155457,0.20489031076431274,0.2938733696937561
.,0.3567904531955719,0.3516756594181061,0.4383580684661865,0.22245344519615173,0.475719153881073,0.263338178396225,0.4645031690597534,0.17601054906845093,0.4130953550338745
,what,should,be,avoided,when,talking,to,authorities,?
however,0.4480680823326111,0.422376424074173,0.5002188086509705,0.4267609119415283,0.5574322938919067,0.3171863257884979,0.5474119186401367,0.30745258927345276,0.2152075469493866
",",0.3087472915649414,0.2706286907196045,0.39254459738731384,0.24417760968208313,0.36674630641937256,0.27008503675460815,0.44245919585227966,0.24295401573181152,0.31091248989105225
some,0.4491020441055298,0.4079403877258301,0.49956634640693665,0.3642956018447876,0.386913925409317,0.3399543762207031,0.4636894166469574,0.3240601122379303,0.2562315762042999
civil,0.15091551840305328,0.1821049451828003,0.18061059713363647,0.1756211817264557,0.14899945259094238,0.17947645485401154,0.2019355595111847,0.3483298122882843,0.1494513899087906
disobedients,0.3241478204727173,0.33188706636428833,0.3641590476036072,0.36621400713920593,0.3267836570739746,0.23503419756889343,0.34340938925743103,0.4854533076286316,0.18925230205059052
have,0.39808809757232666,0.4533415734767914,0.5760743618011475,0.2787344455718994,0.40555819869041443,0.29452866315841675,0.4544740617275238,0.2978518009185791,0.32991164922714233
nonetheless,0.368646502494812,0.368022620677948,0.3770989179611206,0.3564075529575348,0.3432028591632843,0.2553923428058624,0.37628138065338135,0.3353562653064728,0.22137337923049927
found,0.1796332150697708,0.1669084131717682,0.23313552141189575,0.20463785529136658,0.24078510701656342,0.16953134536743164,0.25225648283958435,0.17878399789333344,0.16790300607681274
it,0.45803478360176086,0.3525244891643524,0.5203388929367065,0.2289041131734848,0.4775012135505676,0.19442926347255707,0.513711154460907,0.23238831758499146,0.25732165575027466
hard,0.3417404592037201,0.24095889925956726,0.3036598861217499,0.2233046293258667,0.2980264723300934,0.23027931153774261,0.31646713614463806,0.0689198300242424,0.1823338270187378
to,0.455847829580307,0.44452130794525146,0.4972836375236511,0.2986029088497162,0.5423505902290344,0.25977399945259094,1.0,0.29137885570526123,0.29463258385658264
resist,0.18565380573272705,0.2239341139793396,0.29951414465904236,0.27111688256263733,0.22815163433551788,0.09642600268125534,0.266008585691452,0.2508378326892853,0.07402366399765015
responding,0.44756078720092773,0.42949068546295166,0.45448553562164307,0.34616851806640625,0.3727090358734131,0.3474827706813812,0.38072171807289124,0.2870648205280304,0.3013480305671692
to,0.455847829580307,0.44452130794525146,0.4972836375236511,0.2986029088497162,0.5423505902290344,0.25977399945259094,1.0,0.29137885570526123,0.29463258385658264
investigators,0.22319857776165009,0.1651860773563385,0.23467767238616943,0.18853305280208588,0.2616206705570221,0.276175320148468,0.19531984627246857,0.4017501473426819,0.15483270585536957
',0.3245812654495239,0.23232795298099518,0.2717236876487732,0.1434183418750763,0.2558356821537018,0.2441643923521042,0.34544456005096436,0.12891751527786255,0.330942302942276
questions,0.4857400059700012,0.36416855454444885,0.3082304298877716,0.25023144483566284,0.2871426045894623,0.42931443452835083,0.317446768283844,0.29547932744026184,0.42967134714126587
",",0.3087472915649414,0.2706286907196045,0.39254459738731384,0.24417760968208313,0.36674630641937256,0.27008503675460815,0.44245919585227966,0.24295401573181152,0.31091248989105225
sometimes,0.34229418635368347,0.2821703553199768,0.40308091044425964,0.3305203914642334,0.412046879529953,0.24277108907699585,0.4055429697036743,0.17353476583957672,0.1751544177532196
due,0.15204688906669617,0.2062690258026123,0.29785820841789246,0.3525165617465973,0.27254438400268555,0.08945657312870026,0.35188060998916626,0.21475544571876526,0.10954997688531876
to,0.455847829580307,0.44452130794525146,0.4972836375236511,0.2986029088497162,0.5423505902290344,0.25977399945259094,1.0,0.29137885570526123,0.29463258385658264
a,0.3320399522781372,0.2715131938457489,0.39883795380592346,0.24498087167739868,0.44397395849227905,0.26524657011032104,0.45503583550453186,0.22238650918006897,0.23916715383529663
lack,0.28247135877609253,0.33844032883644104,0.30373615026474,0.3623928129673004,0.2328537404537201,0.22222962975502014,0.29025790095329285,0.28516486287117004,0.16953514516353607
of,0.33290785551071167,0.23792634904384613,0.33904364705085754,0.2260015457868576,0.3757161796092987,0.21179956197738647,0.41548454761505127,0.2408684492111206,0.1826142966747284
understanding,0.4748767614364624,0.3776938319206238,0.35547688603401184,0.31321993470191956,0.3055726885795593,0.4306130111217499,0.3789423108100891,0.23787370324134827,0.3107462525367737
of,0.33290785551071167,0.23792634904384613,0.33904364705085754,0.2260015457868576,0.3757161796092987,0.21179956197738647,0.41548454761505127,0.2408684492111206,0.1826142966747284
the,0.42745697498321533,0.32399165630340576,0.4248143136501312,0.2570779025554657,0.5091903209686279,0.23117031157016754,0.535392165184021,0.2784515917301178,0.22068053483963013
legal,0.26388198137283325,0.2933126986026764,0.2273482084274292,0.2708659768104553,0.20874182879924774,0.24421732127666473,0.2818027436733246,0.3648003935813904,0.2143220454454422
ramifications,0.3067286014556885,0.30928704142570496,0.32164493203163147,0.30440691113471985,0.22373266518115997,0.23717711865901947,0.2858847677707672,0.4088916480541229,0.28916075825691223
",",0.3087472915649414,0.2706286907196045,0.39254459738731384,0.24417760968208313,0.36674630641937256,0.27008503675460815,0.44245919585227966,0.24295401573181152,0.31091248989105225
or,0.33867141604423523,0.38324013352394104,0.5260903835296631,0.34608858823776245,0.417120099067688,0.29740118980407715,0.38921234011650085,0.2543749213218689,0.32389625906944275
due,0.15204688906669617,0.2062690258026123,0.29785820841789246,0.3525165617465973,0.27254438400268555,0.08945657312870026,0.35188060998916626,0.21475544571876526,0.10954997688531876
to,0.455847829580307,0.44452130794525146,0.4972836375236511,0.2986029088497162,0.5423505902290344,0.25977399945259094,1.0,0.29137885570526123,0.29463258385658264
a,0.3320399522781372,0.2715131938457489,0.39883795380592346,0.24498087167739868,0.44397395849227905,0.26524657011032104,0.45503583550453186,0.22238650918006897,0.23916715383529663
fear,0.282958060503006,0.2579634189605713,0.2920180559158325,0.2789843678474426,0.20981420576572418,0.22608032822608948,0.26140296459198,0.24079738557338715,0.2266579419374466
of,0.33290785551071167,0.23792634904384613,0.33904364705085754,0.2260015457868576,0.3757161796092987,0.21179956197738647,0.41548454761505127,0.2408684492111206,0.1826142966747284
seeming,0.3721686601638794,0.2514634430408478,0.28505203127861023,0.3717488944530487,0.2857430577278137,0.3516153395175934,0.2921416461467743,0.18090912699699402,0.25265175104141235
rude,0.3396259546279907,0.31960275769233704,0.3033633828163147,0.3010348379611969,0.3024705648422241,0.32398223876953125,0.2522652745246887,0.2299942672252655,0.2870999872684479
.,0.3567904531955719,0.3516756594181061,0.4383580684661865,0.22245344519615173,0.475719153881073,0.263338178396225,0.4645031690597534,0.17601054906845093,0.4130953550338745
,what,should,be,avoided,when,talking,to,authorities,?
for,0.3017193675041199,0.3225788176059723,0.3801851272583008,0.29581332206726074,0.43402108550071716,0.28691479563713074,0.4451248347759247,0.22368201613426208,0.264628142118454
example,0.3456268310546875,0.3294276297092438,0.4382762610912323,0.30361855030059814,0.40509727597236633,0.28612595796585083,0.3451666533946991,0.1459805965423584,0.30374911427497864
",",0.3087472915649414,0.2706286907196045,0.39254459738731384,0.24417760968208313,0.36674630641937256,0.27008503675460815,0.44245919585227966,0.24295401573181152,0.31091248989105225
the,0.42745697498321533,0.32399165630340576,0.4248143136501312,0.2570779025554657,0.5091903209686279,0.23117031157016754,0.535392165184021,0.2784515917301178,0.22068053483963013
suspect,0.361697256565094,0.2454039752483368,0.2689935863018036,0.251743882894516,0.25048956274986267,0.3548189103603363,0.23814554512500763,0.28831854462623596,0.2982812821865082
may,0.25739946961402893,0.3535434603691101,0.45514434576034546,0.26887500286102295,0.3167054355144501,0.20132897794246674,0.391582727432251,0.21424926817417145,0.2768254578113556
need,0.39420950412750244,0.6219746470451355,0.5365972518920898,0.36386746168136597,0.321651816368103,0.3246697783470154,0.42094892263412476,0.23444469273090363,0.40413710474967957
to,0.455847829580307,0.44452130794525146,0.4972836375236511,0.2986029088497162,0.5423505902290344,0.25977399945259094,1.0,0.29137885570526123,0.29463258385658264
decide,0.4684337377548218,0.4647787809371948,0.3724094033241272,0.25687432289123535,0.3481963872909546,0.34148433804512024,0.4438391625881195,0.22576627135276794,0.35001131892204285
whether,0.5516265630722046,0.4941921830177307,0.46975424885749817,0.32722145318984985,0.4872415363788605,0.3726162016391754,0.43423423171043396,0.2362811118364334,0.3150278329849243
or,0.33867141604423523,0.38324013352394104,0.5260903835296631,0.34608858823776245,0.417120099067688,0.29740118980407715,0.38921234011650085,0.2543749213218689,0.32389625906944275
not,0.5449194312095642,0.5875406265258789,0.5788898468017578,0.4256393015384674,0.4799930453300476,0.37071821093559265,0.5149973034858704,0.31496956944465637,0.41942933201789856
to,0.455847829580307,0.44452130794525146,0.4972836375236511,0.2986029088497162,0.5423505902290344,0.25977399945259094,1.0,0.29137885570526123,0.29463258385658264
grant,0.18171831965446472,0.19644132256507874,0.20840609073638916,0.15435439348220825,0.17270220816135406,0.16488462686538696,0.2576783299446106,0.21250522136688232,0.15586599707603455
a,0.3320399522781372,0.2715131938457489,0.39883795380592346,0.24498087167739868,0.44397395849227905,0.26524657011032104,0.45503583550453186,0.22238650918006897,0.23916715383529663
consent,0.3003043532371521,0.3406961262226105,0.3091242015361786,0.3181050717830658,0.32035768032073975,0.28151270747184753,0.34250709414482117,0.3038896322250366,0.2684990465641022
search,0.20825417339801788,0.1523461490869522,0.2093687504529953,0.14165455102920532,0.23133382201194763,0.1904427707195282,0.2808291018009186,0.18167424201965332,0.23093242943286896
of,0.33290785551071167,0.23792634904384613,0.33904364705085754,0.2260015457868576,0.3757161796092987,0.21179956197738647,0.41548454761505127,0.2408684492111206,0.1826142966747284
his,0.26976513862609863,0.19372496008872986,0.21738691627979279,0.23515091836452484,0.37120407819747925,0.24954663217067719,0.3715193271636963,0.2334609180688858,0.18075084686279297
property,0.24978817999362946,0.19652269780635834,0.2193349301815033,0.18976235389709473,0.24769173562526703,0.05816477909684181,0.26292115449905396,0.3108855187892914,0.16865147650241852
",",0.3087472915649414,0.2706286907196045,0.39254459738731384,0.24417760968208313,0.36674630641937256,0.27008503675460815,0.44245919585227966,0.24295401573181152,0.31091248989105225
and,0.31309178471565247,0.27632346749305725,0.41766801476478577,0.25435110926628113,0.4716290831565857,0.28469210863113403,0.48971283435821533,0.2857656180858612,0.20544172823429108
whether,0.5516265630722046,0.4941921830177307,0.46975424885749817,0.32722145318984985,0.4872415363788605,0.3726162016391754,0.43423423171043396,0.2362811118364334,0.3150278329849243
or,0.33867141604423523,0.38324013352394104,0.5260903835296631,0.34608858823776245,0.417120099067688,0.29740118980407715,0.38921234011650085,0.2543749213218689,0.32389625906944275
not,0.5449194312095642,0.5875406265258789,0.5788898468017578,0.4256393015384674,0.4799930453300476,0.37071821093559265,0.5149973034858704,0.31496956944465637,0.41942933201789856
to,0.455847829580307,0.44452130794525146,0.4972836375236511,0.2986029088497162,0.5423505902290344,0.25977399945259094,1.0,0.29137885570526123,0.29463258385658264
talk,0.4448079466819763,0.5103527307510376,0.41844770312309265,0.30833834409713745,0.24304929375648499,0.3881228268146515,0.30511119961738586,0.2088048756122589,0.6033820509910583
to,0.455847829580307,0.44452130794525146,0.4972836375236511,0.2986029088497162,0.5423505902290344,0.25977399945259094,1.0,0.29137885570526123,0.29463258385658264
police,0.1865120679140091,0.13627521693706512,0.188919335603714,0.09979810565710068,0.25831544399261475,0.23404254019260406,0.27044278383255005,0.41298261284828186,0.1765819936990738
officers,0.20936226844787598,0.21135833859443665,0.24194008111953735,0.24963608384132385,0.23721978068351746,0.17450930178165436,0.3041703402996063,0.43007081747055054,0.14072641730308533
.,0.3567904531955719,0.3516756594181061,0.4383580684661865,0.22245344519615173,0.475719153881073,0.263338178396225,0.4645031690597534,0.17601054906845093,0.4130953550338745
