,what,paper,is,commonly,considered,the,bellwether,ushering,in,systematic,studies,computational,complexity,?
richard,0.19329693913459778,0.08476490527391434,0.13580143451690674,0.10749176144599915,0.20574626326560974,0.2087954580783844,0.33723530173301697,0.27328914403915405,0.23321768641471863,0.14237071573734283,0.11536707729101181,0.17627395689487457,0.18712715804576874,0.15003317594528198
stearns,0.09085679799318314,0.1931924968957901,0.2384389340877533,0.09086279571056366,0.16593357920646667,0.24372810125350952,0.3852064609527588,0.32648640871047974,0.2727750241756439,0.10603942722082138,0.09981703758239746,0.21159939467906952,0.11445251852273941,0.10467979311943054
(,0.2411840260028839,0.14301030337810516,0.35393038392066956,0.2443668395280838,0.22818490862846375,0.33289089798927307,0.31223857402801514,0.1538851112127304,0.3087427020072937,0.12950046360492706,0.1808423101902008,0.2595787048339844,0.19830146431922913,0.40561532974243164
1965,0.15314841270446777,-0.009292937815189362,0.0023629211355000734,-0.12720459699630737,0.027019932866096497,0.09033208340406418,0.1012786328792572,0.05522691830992699,0.006827604491263628,-0.015206159092485905,0.0006261913804337382,0.019209105521440506,0.08488959074020386,0.26302391290664673
),0.26259949803352356,0.15218879282474518,0.37732169032096863,0.2611285150051117,0.2430245578289032,0.3456730246543884,0.325104296207428,0.16755396127700806,0.3326910734176636,0.12445070594549179,0.18528133630752563,0.2728332579135895,0.21122688055038452,0.42300865054130554
",",0.3087472915649414,0.2304661124944687,0.4691906273365021,0.27548834681510925,0.32932984828948975,0.4933079481124878,0.4435248374938965,0.32431772351264954,0.5201468467712402,0.23044052720069885,0.26373082399368286,0.28742313385009766,0.27822354435920715,0.31091248989105225
which,0.5261979103088379,0.2540629804134369,0.4457404911518097,0.3553910553455353,0.32509535551071167,0.6521818041801453,0.36083295941352844,0.362946480512619,0.4840516746044159,0.26437193155288696,0.21723276376724243,0.3098025321960449,0.2941568195819855,0.25814583897590637
laid,0.1648951917886734,0.2391625940799713,0.14087797701358795,0.05754683539271355,0.20943793654441833,0.30588608980178833,0.16445352137088776,0.19959741830825806,0.2162552922964096,0.1303171068429947,0.14259475469589233,0.1938391625881195,0.22311148047447205,0.11215737462043762
out,0.3633197546005249,0.28206560015678406,0.2817855477333069,0.13493579626083374,0.18987083435058594,0.39404502511024475,0.3054564595222473,0.27717044949531555,0.3576207756996155,0.26509836316108704,0.16734781861305237,0.2345632016658783,0.2140352427959442,0.22020699083805084
the,0.42745697498321533,0.2077420949935913,0.5823672413825989,0.2974449694156647,0.4028765559196472,1.0,0.3606342375278473,0.3175373375415802,0.6662389636039734,0.2602854073047638,0.22738903760910034,0.18477948009967804,0.21171598136425018,0.22068053483963013
definitions,0.3369276225566864,0.1615893691778183,0.2684614956378937,0.2640838325023651,0.33634501695632935,0.24870915710926056,0.24726487696170807,0.21220611035823822,0.21859706938266754,0.3449927866458893,0.29582300782203674,0.3927425742149353,0.47425541281700134,0.3035217523574829
of,0.33290785551071167,0.19050662219524384,0.4854315221309662,0.29300037026405334,0.4190242290496826,0.733189046382904,0.2617649435997009,0.33284175395965576,0.5696388483047485,0.2456565946340561,0.26975658535957336,0.2832651138305664,0.23338180780410767,0.1826142966747284
time,0.36319252848625183,0.2128482311964035,0.25187405943870544,0.15246270596981049,0.2660984396934509,0.43061500787734985,0.28063854575157166,0.2613605260848999,0.3431483507156372,0.13728834688663483,0.1405213177204132,0.25503867864608765,0.2680857479572296,0.27391523122787476
and,0.31309178471565247,0.21158236265182495,0.3859752118587494,0.2290310114622116,0.3359341621398926,0.5171257257461548,0.4304087162017822,0.39750102162361145,0.4954058527946472,0.22583867609500885,0.30504533648490906,0.28914058208465576,0.2520415782928467,0.20544172823429108
space,0.20525942742824554,0.13193868100643158,0.18578536808490753,0.10354386270046234,0.0737520083785057,0.24495907127857208,0.20293407142162323,0.1797596663236618,0.17648501694202423,0.12331356108188629,0.15825507044792175,0.3148576319217682,0.2585889995098114,0.1885536164045334
complexity,0.33747240900993347,0.20868611335754395,0.2541271150112152,0.22764980792999268,0.23757484555244446,0.21171598136425018,0.18348614871501923,0.2728424370288849,0.20012179017066956,0.3820922374725342,0.28764310479164124,0.6165810823440552,1.0,0.23062916100025177
and,0.31309178471565247,0.21158236265182495,0.3859752118587494,0.2290310114622116,0.3359341621398926,0.5171257257461548,0.4304087162017822,0.39750102162361145,0.4954058527946472,0.22583867609500885,0.30504533648490906,0.28914058208465576,0.2520415782928467,0.20544172823429108
proved,0.23704653978347778,0.20856991410255432,0.16634024679660797,0.17068015038967133,0.37620270252227783,0.2359304130077362,0.287797212600708,0.15058597922325134,0.2292184680700302,0.34903788566589355,0.2763049602508545,0.33539673686027527,0.26469939947128296,0.1678566187620163
the,0.42745697498321533,0.2077420949935913,0.5823672413825989,0.2974449694156647,0.4028765559196472,1.0,0.3606342375278473,0.3175373375415802,0.6662389636039734,0.2602854073047638,0.22738903760910034,0.18477948009967804,0.21171598136425018,0.22068053483963013
hierarchy,0.2107066512107849,0.12352840602397919,0.1292576938867569,0.13925296068191528,0.24387942254543304,0.22604632377624512,0.09680482745170593,0.14221134781837463,0.09286253154277802,0.29487547278404236,0.18212690949440002,0.33184555172920227,0.35947033762931824,0.23208312690258026
theorems,0.29447367787361145,0.3442871868610382,0.2505685091018677,0.19685690104961395,0.2000841498374939,0.2027275562286377,0.2611527144908905,0.1695995181798935,0.17575396597385406,0.32111963629722595,0.3412432372570038,0.5278938412666321,0.4739520847797394,0.19396957755088806
.,0.3567904531955719,0.2429187148809433,0.4569662809371948,0.2135825902223587,0.29356086254119873,0.5934505462646484,0.43832555413246155,0.24927303194999695,0.5591574311256409,0.2373533993959427,0.22173671424388885,0.24047870934009552,0.21340465545654297,0.4130953550338745
