,in,what,year,was,henry,ware,elected,to,chair,?
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.45456063747406006,0.25662001967430115,0.25746670365333557,0.2476319521665573,0.44245919585227966,0.13867062330245972,0.31091248989105225
which,0.4840516746044159,0.5261979103088379,0.242343008518219,0.2830964922904968,0.16498084366321564,0.15405213832855225,0.11946175992488861,0.5345056653022766,0.16432181000709534,0.25814583897590637
signaled,0.16741648316383362,0.20177249610424042,0.11606144905090332,0.19384166598320007,0.13826873898506165,0.14798548817634583,0.18468201160430908,0.2410528063774109,0.09453147649765015,0.13839709758758545
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.48711544275283813,0.2542637586593628,0.14636042714118958,0.23167964816093445,0.535392165184021,0.1899619996547699,0.22068053483963013
changing,0.2604178786277771,0.34731432795524597,0.20064181089401245,0.1620083749294281,0.140819251537323,0.03682515025138855,0.09648460894823074,0.33748573064804077,0.17069047689437866,0.2747461497783661
of,0.5696388483047485,0.33290785551071167,0.2578314542770386,0.4069072902202606,0.2390729784965515,0.1784062534570694,0.2767166793346405,0.41548454761505127,0.20146237313747406,0.1826142966747284
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.48711544275283813,0.2542637586593628,0.14636042714118958,0.23167964816093445,0.535392165184021,0.1899619996547699,0.22068053483963013
tide,0.17382659018039703,0.1574261337518692,0.1335909068584442,0.14900682866573334,0.13631220161914825,0.16442734003067017,0.058809392154216766,0.1931520700454712,0.0938432589173317,0.11802483350038528
from,0.4274188280105591,0.2737620174884796,0.2101740688085556,0.31171464920043945,0.16907568275928497,0.0757756158709526,0.1986871361732483,0.4069952368736267,0.20463520288467407,0.19969791173934937
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.48711544275283813,0.2542637586593628,0.14636042714118958,0.23167964816093445,0.535392165184021,0.1899619996547699,0.22068053483963013
dominance,0.24914605915546417,0.27423277497291565,0.161241352558136,0.2191644161939621,0.18091602623462677,0.05428006500005722,0.18482230603694916,0.2552642822265625,0.12099428474903107,0.08315658569335938
of,0.5696388483047485,0.33290785551071167,0.2578314542770386,0.4069072902202606,0.2390729784965515,0.1784062534570694,0.2767166793346405,0.41548454761505127,0.20146237313747406,0.1826142966747284
traditional,0.2736763060092926,0.20066824555397034,0.14915040135383606,0.1784529834985733,0.06628315150737762,0.19746939837932587,0.10236693173646927,0.2509959638118744,0.17674291133880615,0.1327509582042694
ideas,0.24198658764362335,0.42330971360206604,0.15589329600334167,0.2628113329410553,0.18792948126792908,0.1195405125617981,0.1764010787010193,0.31791630387306213,0.17551055550575256,0.2857283353805542
at,0.4374977946281433,0.2838611304759979,0.3146436810493469,0.36707764863967896,0.2414405643939972,0.07640593498945236,0.16178534924983978,0.36524343490600586,0.22946755588054657,0.21978627145290375
harvard,0.26072487235069275,0.2177114188671112,0.12264450639486313,0.2415156066417694,0.2223862111568451,0.16485214233398438,0.17306870222091675,0.2043667882680893,0.2555660009384155,0.11685016006231308
to,0.45010748505592346,0.455847829580307,0.23523004353046417,0.3636345863342285,0.2152724415063858,0.11920197308063507,0.21424545347690582,1.0,0.18660622835159302,0.29463258385658264
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.48711544275283813,0.2542637586593628,0.14636042714118958,0.23167964816093445,0.535392165184021,0.1899619996547699,0.22068053483963013
dominance,0.24914605915546417,0.27423277497291565,0.161241352558136,0.2191644161939621,0.18091602623462677,0.05428006500005722,0.18482230603694916,0.2552642822265625,0.12099428474903107,0.08315658569335938
of,0.5696388483047485,0.33290785551071167,0.2578314542770386,0.4069072902202606,0.2390729784965515,0.1784062534570694,0.2767166793346405,0.41548454761505127,0.20146237313747406,0.1826142966747284
liberal,0.1513776332139969,0.20277564227581024,0.14264649152755737,0.2703799605369568,0.179982528090477,0.11015642434358597,0.40070292353630066,0.19244597852230072,0.2272396981716156,0.13139645755290985
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.45456063747406006,0.25662001967430115,0.25746670365333557,0.2476319521665573,0.44245919585227966,0.13867062330245972,0.31091248989105225
arminian,0.15868966281414032,0.13535156846046448,0.15418119728565216,0.1824408769607544,0.13941839337348938,0.20618897676467896,0.09918750822544098,0.09265701472759247,0.1443394273519516,0.20691901445388794
ideas,0.24198658764362335,0.42330971360206604,0.15589329600334167,0.2628113329410553,0.18792948126792908,0.1195405125617981,0.1764010787010193,0.31791630387306213,0.17551055550575256,0.2857283353805542
(,0.3087427020072937,0.2411840260028839,0.2556702494621277,0.2980341613292694,0.18191124498844147,0.17404429614543915,0.19558116793632507,0.30882009863853455,0.09605231881141663,0.40561532974243164
defined,0.2143561989068985,0.25343453884124756,0.15922938287258148,0.17056681215763092,0.10620597004890442,0.13496683537960052,0.20263098180294037,0.21911276876926422,0.14012476801872253,0.22494901716709137
by,0.370934396982193,0.2455483376979828,0.28805047273635864,0.4752357602119446,0.23741036653518677,0.17872244119644165,0.19093629717826843,0.33534231781959534,0.20889812707901,0.17966607213020325
traditionalists,0.1925058215856552,0.2520108222961426,0.11174467951059341,0.2077387422323227,0.08855754137039185,0.13034875690937042,0.1983264982700348,0.25248685479164124,0.14498528838157654,0.15477921068668365
as,0.3887844979763031,0.31749409437179565,0.28440728783607483,0.3677520453929901,0.2156684696674347,0.1825774610042572,0.22274595499038696,0.42092081904411316,0.17720340192317963,0.27043893933296204
unitarian,0.21636180579662323,0.2223368138074875,0.057551346719264984,0.22160692512989044,0.200811967253685,0.17154009640216827,0.26341715455055237,0.15026910603046417,0.2010900229215622,0.18884947896003723
ideas,0.24198658764362335,0.42330971360206604,0.15589329600334167,0.2628113329410553,0.18792948126792908,0.1195405125617981,0.1764010787010193,0.31791630387306213,0.17551055550575256,0.2857283353805542
),0.3326910734176636,0.26259949803352356,0.24282371997833252,0.3267642855644226,0.19819509983062744,0.1885453462600708,0.16710518300533295,0.31236231327056885,0.12714435160160065,0.42300865054130554
.,0.5591574311256409,0.3567904531955719,0.32538118958473206,0.40146201848983765,0.3065545856952667,0.13782982528209686,0.2512674033641815,0.4645031690597534,0.1565769910812378,0.4130953550338745
