,what,cable,company,removed,abc,stations,from,it,'s,systems,in,certain,markets,in,april,2000,?
(,0.2411840260028839,0.20089344680309296,0.13179703056812286,0.20403696596622467,0.183883935213089,0.1346510946750641,0.25806233286857605,0.2745298147201538,0.0012731997994706035,0.17399054765701294,0.3087427020072937,0.18830980360507965,0.08029836416244507,0.3087427020072937,0.3584541976451874,-0.01192599069327116,0.40561532974243164
wabc-tv,0.2753899097442627,0.43148571252822876,0.3498767614364624,0.19167469441890717,0.5460134148597717,0.4442092180252075,0.2312212586402893,0.3044642210006714,0.10335475951433182,0.27481335401535034,0.3306269347667694,0.26805493235588074,0.3532763421535492,0.3306269347667694,0.2864905595779419,0.02529694326221943,0.2822728157043457
in,0.30808621644973755,0.17584200203418732,0.22141718864440918,0.20650114119052887,0.1697147786617279,0.25864288210868835,0.4274188280105591,0.5130809545516968,-0.037580832839012146,0.21664761006832123,1.0,0.2942397892475128,0.2811138927936554,1.0,0.2882915735244751,-0.0435720756649971,0.20430970191955566
new,0.2130378633737564,0.1740937978029251,0.16146139800548553,0.19535478949546814,0.20663127303123474,0.1508234143257141,0.3360432982444763,0.23156195878982544,-0.008355522528290749,0.16905805468559265,0.3758552670478821,0.2703002989292145,0.1799035519361496,0.3758552670478821,0.24175630509853363,0.058862295001745224,0.14782847464084625
york,0.15652963519096375,0.21234312653541565,0.2139335423707962,0.10700450092554092,0.25457969307899475,0.15678028762340546,0.25090619921684265,0.12821780145168304,-0.02817569300532341,0.10516688972711563,0.2961827218532562,0.1855888068675995,0.18349309265613556,0.2961827218532562,0.2471693605184555,0.13115257024765015,0.15262620151042938
city,0.17493832111358643,0.20402155816555023,0.25891005992889404,0.11773166805505753,0.2157231718301773,0.26229754090309143,0.3118290305137634,0.3001909852027893,0.004406440537422895,0.09641046077013016,0.3911624252796173,0.1403260976076126,0.2520569860935211,0.3911624252796173,0.23736336827278137,-0.06562831252813339,0.13423943519592285
",",0.3087472915649414,0.19718225300312042,0.2697763442993164,0.28478309512138367,0.2097204476594925,0.26337406039237976,0.39760664105415344,0.48329564929008484,-0.0016132977325469255,0.22053997218608856,0.5201468467712402,0.28759655356407166,0.24350304901599884,0.5201468467712402,0.4403347671031952,-0.03465369716286659,0.31091248989105225
kabc-tv,0.24236580729484558,0.3793871998786926,0.20628732442855835,0.18246401846408844,0.44291800260543823,0.37691983580589294,0.20350125432014465,0.2037014663219452,0.09781350940465927,0.16135679185390472,0.27139121294021606,0.2338332235813141,0.2325887233018875,0.27139121294021606,0.2589851915836334,-0.0036256045568734407,0.3037871718406677
in,0.30808621644973755,0.17584200203418732,0.22141718864440918,0.20650114119052887,0.1697147786617279,0.25864288210868835,0.4274188280105591,0.5130809545516968,-0.037580832839012146,0.21664761006832123,1.0,0.2942397892475128,0.2811138927936554,1.0,0.2882915735244751,-0.0435720756649971,0.20430970191955566
los,0.12322991341352463,0.1650904417037964,0.11703667789697647,0.12584172189235687,0.22823278605937958,0.18285690248012543,0.22446542978286743,0.17192041873931885,-0.017344538122415543,0.07617448270320892,0.2795681953430176,0.15420858561992645,0.16147476434707642,0.2795681953430176,0.1703776717185974,0.03611111640930176,0.15495611727237701
angeles,0.10702074319124222,0.17299093306064606,0.13356509804725647,0.09113119542598724,0.22578765451908112,0.18180476129055023,0.21691568195819855,0.1693831980228424,-0.008012785576283932,0.09460271149873734,0.23927895724773407,0.17310185730457306,0.15103250741958618,0.23927895724773407,0.17126764357089996,0.059772126376628876,0.16139166057109833
",",0.3087472915649414,0.19718225300312042,0.2697763442993164,0.28478309512138367,0.2097204476594925,0.26337406039237976,0.39760664105415344,0.48329564929008484,-0.0016132977325469255,0.22053997218608856,0.5201468467712402,0.28759655356407166,0.24350304901599884,0.5201468467712402,0.4403347671031952,-0.03465369716286659,0.31091248989105225
ktrk,0.24780893325805664,0.24136477708816528,0.24620212614536285,0.10858756303787231,0.2193155586719513,0.26670923829078674,0.16025270521640778,0.15716685354709625,-0.027335764840245247,0.2189871370792389,0.08433014154434204,0.1779860258102417,0.13220004737377167,0.08433014154434204,0.17071479558944702,-0.08360261470079422,0.24091897904872894
in,0.30808621644973755,0.17584200203418732,0.22141718864440918,0.20650114119052887,0.1697147786617279,0.25864288210868835,0.4274188280105591,0.5130809545516968,-0.037580832839012146,0.21664761006832123,1.0,0.2942397892475128,0.2811138927936554,1.0,0.2882915735244751,-0.0435720756649971,0.20430970191955566
houston,0.16980771720409393,0.18251630663871765,0.13990235328674316,0.1232299879193306,0.2883049547672272,0.23004350066184998,0.20852747559547424,0.18629008531570435,-0.061052944511175156,0.15146996080875397,0.23565076291561127,0.13994883000850677,0.1537686586380005,0.23565076291561127,0.226613387465477,0.05393625423312187,0.14217448234558105
and,0.31309178471565247,0.26685893535614014,0.23788511753082275,0.2386566698551178,0.16453155875205994,0.2687023878097534,0.3601827025413513,0.40957894921302795,0.06895173341035843,0.27479326725006104,0.4954058527946472,0.36360108852386475,0.2580149173736572,0.4954058527946472,0.26820316910743713,-0.004737076815217733,0.20544172823429108
wtvd,0.24556657671928406,0.28402578830718994,0.20519481599330902,0.29468464851379395,0.22438032925128937,0.2408292144536972,0.17014913260936737,0.21323421597480774,0.041541218757629395,0.2209910899400711,0.19788065552711487,0.22938935458660126,0.2801155149936676,0.19788065552711487,0.2794480323791504,-0.08657126128673553,0.344634085893631
in,0.30808621644973755,0.17584200203418732,0.22141718864440918,0.20650114119052887,0.1697147786617279,0.25864288210868835,0.4274188280105591,0.5130809545516968,-0.037580832839012146,0.21664761006832123,1.0,0.2942397892475128,0.2811138927936554,1.0,0.2882915735244751,-0.0435720756649971,0.20430970191955566
raleigh-durham,0.25055259466171265,0.14880217611789703,0.26886963844299316,0.233461394906044,0.2078431099653244,0.2585866153240204,0.26553717255592346,0.2880445122718811,-0.0527442991733551,0.13120876252651215,0.305264949798584,0.18953624367713928,0.19044022262096405,0.305264949798584,0.23538263142108917,-0.012590874917805195,0.1433519423007965
),0.26259949803352356,0.2175757884979248,0.14284300804138184,0.2055751532316208,0.18381085991859436,0.1451086699962616,0.2672361731529236,0.28560304641723633,0.021107977256178856,0.1619693487882614,0.3326910734176636,0.1859423816204071,0.07353660464286804,0.3326910734176636,0.3849325180053711,-0.001137865474447608,0.42300865054130554
.,0.3567904531955719,0.2110382616519928,0.266353577375412,0.28908732533454895,0.2567209303379059,0.22839494049549103,0.41536515951156616,0.5593622326850891,-0.003708066651597619,0.2403000146150589,0.5591574311256409,0.2603873014450073,0.1713474988937378,0.5591574311256409,0.32346561551094055,-0.03837863355875015,0.4130953550338745
