,what,allows,the,adaptive,immune,system,to,react,faster,and,more,strongly,each,subsequent,time,a,pathogen,is,encountered,?
been,0.2567804455757141,0.17259623110294342,0.3563927710056305,0.2806929349899292,0.2276422679424286,0.19161449372768402,0.34945759177207947,0.15592162311077118,0.15888617932796478,0.3424558639526367,0.34097588062286377,0.33491310477256775,0.2720584273338318,0.2065044790506363,0.3667145073413849,0.3315402865409851,0.22603751718997955,0.39566612243652344,0.2898464500904083,0.24354910850524902
eliminated,0.14590737223625183,0.12265843898057938,0.20512576401233673,0.18335072696208954,0.22486943006515503,0.057442113757133484,0.18241703510284424,0.16440632939338684,0.12601785361766815,0.16191712021827698,0.11749473214149475,0.16322171688079834,0.16701026260852814,0.15114448964595795,0.12051911652088165,0.0898585394024849,0.1649094521999359,0.08820679038763046,0.257467120885849,0.09558668732643127
",",0.3087472915649414,0.18241192400455475,0.4933079481124878,0.1528570055961609,0.15102852880954742,0.18439900875091553,0.44245919585227966,0.18221674859523773,0.2055157572031021,0.6633074283599854,0.3696524500846863,0.3083903193473816,0.207483172416687,0.1850728988647461,0.3029961884021759,0.427140474319458,0.16548964381217957,0.4691906273365021,0.2783949077129364,0.31091248989105225
in,0.30808621644973755,0.21322472393512726,0.6662389636039734,0.22990182042121887,0.14682820439338684,0.21978288888931274,0.45010748505592346,0.1908682882785797,0.17384104430675507,0.4954058527946472,0.32563260197639465,0.21089641749858856,0.30816060304641724,0.1837678998708725,0.3431483507156372,0.539380669593811,0.1709301620721817,0.5394441485404968,0.25316277146339417,0.20430970191955566
the,0.42745697498321533,0.2995605766773224,1.0,0.25968632102012634,0.21364226937294006,0.3233085572719574,0.535392165184021,0.17793594300746918,0.25383174419403076,0.5171257257461548,0.39758381247520447,0.2760447859764099,0.470844566822052,0.2562725245952606,0.43061500787734985,0.5829201340675354,0.21664372086524963,0.5823672413825989,0.27817660570144653,0.22068053483963013
form,0.15868011116981506,0.2820805013179779,0.29286009073257446,0.22163838148117065,0.18999020755290985,0.2599324882030487,0.2772196829319,0.20570525527000427,0.2004995346069336,0.30469027161598206,0.2894657850265503,0.1891191601753235,0.27021676301956177,0.11861782521009445,0.21310770511627197,0.3088195323944092,0.2299753874540329,0.3218395411968231,0.1521998643875122,0.1463010311126709
of,0.33290785551071167,0.2623075544834137,0.733189046382904,0.18422213196754456,0.16620753705501556,0.25597915053367615,0.41548454761505127,0.13058997690677643,0.1398756504058838,0.5116966962814331,0.30478984117507935,0.2203129082918167,0.38460010290145874,0.1740972250699997,0.35127586126327515,0.5052502155303955,0.22046351432800293,0.4854315221309662,0.25009191036224365,0.1826142966747284
an,0.2821882665157318,0.1764877289533615,0.4207492768764496,0.2685147821903229,0.20370379090309143,0.17536801099777222,0.3138085603713989,0.22070921957492828,0.1763550192117691,0.2838519215583801,0.316240519285202,0.26915913820266724,0.20307137072086334,0.23049500584602356,0.17594800889492035,0.44552403688430786,0.1627405285835266,0.4654068350791931,0.26604369282722473,0.19793890416622162
immunological,0.26173391938209534,0.24902822077274323,0.27035608887672424,0.49530941247940063,0.6595817804336548,0.32446733117103577,0.22274772822856903,0.3222050666809082,0.20312455296516418,0.22436034679412842,0.263118177652359,0.2730458974838257,0.24734902381896973,0.22348825633525848,0.12780019640922546,0.2063959836959839,0.5893088579177856,0.20778624713420868,0.2833663523197174,0.18608254194259644
memory,0.20690667629241943,0.19887413084506989,0.1785092055797577,0.2664898633956909,0.26059073209762573,0.18036310374736786,0.19370511174201965,0.14112475514411926,0.30213019251823425,0.20261503756046295,0.18256743252277374,0.1001676395535469,0.15498580038547516,0.06532232463359833,0.2621631324291229,0.20081622898578644,0.28101876378059387,0.2188194841146469,0.15645813941955566,0.1397676020860672
",",0.3087472915649414,0.18241192400455475,0.4933079481124878,0.1528570055961609,0.15102852880954742,0.18439900875091553,0.44245919585227966,0.18221674859523773,0.2055157572031021,0.6633074283599854,0.3696524500846863,0.3083903193473816,0.207483172416687,0.1850728988647461,0.3029961884021759,0.427140474319458,0.16548964381217957,0.4691906273365021,0.2783949077129364,0.31091248989105225
and,0.31309178471565247,0.2950422763824463,0.5171257257461548,0.16619820892810822,0.14400269091129303,0.231138214468956,0.48971283435821533,0.24750031530857086,0.2929057776927948,1.0,0.39880692958831787,0.3561839163303375,0.2984027564525604,0.18461504578590393,0.3025408685207367,0.3739250600337982,0.16291935741901398,0.3859752118587494,0.28967782855033875,0.20544172823429108
allows,0.1957017332315445,0.9999999403953552,0.2995605766773224,0.292574405670166,0.3103422224521637,0.31209179759025574,0.4045441448688507,0.3020809292793274,0.4445752799510956,0.2950422763824463,0.332744836807251,0.1915258914232254,0.38160935044288635,0.21515528857707977,0.25145500898361206,0.31463325023651123,0.26585403084754944,0.2976554334163666,0.24083851277828217,0.16094227135181427
the,0.42745697498321533,0.2995605766773224,1.0,0.25968632102012634,0.21364226937294006,0.3233085572719574,0.535392165184021,0.17793594300746918,0.25383174419403076,0.5171257257461548,0.39758381247520447,0.2760447859764099,0.470844566822052,0.2562725245952606,0.43061500787734985,0.5829201340675354,0.21664372086524963,0.5823672413825989,0.27817660570144653,0.22068053483963013
adaptive,0.22806508839130402,0.292574405670166,0.25968632102012634,1.0000001192092896,0.4945787191390991,0.31361085176467896,0.23363445699214935,0.3084731698036194,0.2296474426984787,0.16619820892810822,0.27564290165901184,0.22138342261314392,0.22868485748767853,0.30952268838882446,0.18799877166748047,0.24145695567131042,0.4467320442199707,0.22713550925254822,0.3319168984889984,0.12147218734025955
immune,0.2410416603088379,0.3103422224521637,0.21364226937294006,0.4945787191390991,1.0,0.3962631821632385,0.2541976273059845,0.3703042268753052,0.2361583113670349,0.14400269091129303,0.2423422783613205,0.2510051429271698,0.20908746123313904,0.23526069521903992,0.10266302525997162,0.20466765761375427,0.5720921158790588,0.2092347890138626,0.2720407247543335,0.16080476343631744
system,0.23557309806346893,0.31209179759025574,0.3233085572719574,0.31361085176467896,0.3962631821632385,1.0000001192092896,0.26662686467170715,0.22036674618721008,0.2689158022403717,0.231138214468956,0.24080024659633636,0.14229293167591095,0.19864937663078308,0.18155322968959808,0.18608935177326202,0.2589043080806732,0.2914358079433441,0.2282046526670456,0.18998512625694275,0.15556083619594574
to,0.455847829580307,0.4045441448688507,0.535392165184021,0.23363445699214935,0.2541976273059845,0.26662686467170715,1.0,0.26891154050827026,0.35276487469673157,0.48971283435821533,0.47084665298461914,0.33276939392089844,0.3941934108734131,0.2506476640701294,0.3679993152618408,0.45503583550453186,0.25253331661224365,0.42745086550712585,0.2909393608570099,0.29463258385658264
mount,0.158494234085083,0.1481766551733017,0.26066282391548157,0.15821261703968048,0.11795376986265182,0.11519605666399002,0.20538730919361115,0.08167948573827744,0.07792532444000244,0.16441255807876587,0.17594608664512634,0.04795283079147339,0.1362185776233673,0.15521958470344543,0.12506753206253052,0.19857937097549438,0.16526572406291962,0.1771300882101059,0.20941881835460663,0.10283114016056061
faster,0.32900017499923706,0.4445752799510956,0.25383174419403076,0.2296474426984787,0.2361583113670349,0.2689158022403717,0.35276487469673157,0.3587830066680908,1.0000001192092896,0.2929057776927948,0.5075633525848389,0.21009103953838348,0.27242812514305115,0.20513583719730377,0.3112603724002838,0.21154531836509705,0.3291790783405304,0.17344902455806732,0.2407422512769699,0.2566389739513397
and,0.31309178471565247,0.2950422763824463,0.5171257257461548,0.16619820892810822,0.14400269091129303,0.231138214468956,0.48971283435821533,0.24750031530857086,0.2929057776927948,1.0,0.39880692958831787,0.3561839163303375,0.2984027564525604,0.18461504578590393,0.3025408685207367,0.3739250600337982,0.16291935741901398,0.3859752118587494,0.28967782855033875,0.20544172823429108
stronger,0.26740801334381104,0.2490425556898117,0.24540938436985016,0.20914338529109955,0.2652669847011566,0.23853066563606262,0.32863837480545044,0.3695211708545685,0.4675920903682709,0.337919682264328,0.4462660253047943,0.4946247339248657,0.26479554176330566,0.13445653021335602,0.21251222491264343,0.25393104553222656,0.232732355594635,0.21575826406478882,0.2799176573753357,0.12132075428962708
attacks,0.19946885108947754,0.15819233655929565,0.2845265567302704,0.27276813983917236,0.31198155879974365,0.18609555065631866,0.20225100219249725,0.27366578578948975,0.24055439233779907,0.28638073801994324,0.2751525938510895,0.22724585235118866,0.19200275838375092,0.1210411861538887,0.19444191455841064,0.24573074281215668,0.2744661867618561,0.23290947079658508,0.29260966181755066,0.14532065391540527
each,0.3353266417980194,0.38160935044288635,0.470844566822052,0.22868485748767853,0.20908746123313904,0.19864937663078308,0.3941934108734131,0.1996774971485138,0.27242812514305115,0.2984027564525604,0.37741073966026306,0.22416731715202332,1.0,0.13297301530838013,0.36552107334136963,0.434999018907547,0.24459956586360931,0.2954041659832001,0.1354857236146927,0.21173812448978424
time,0.36319252848625183,0.25145500898361206,0.43061500787734985,0.18799877166748047,0.10266302525997162,0.18608935177326202,0.3679993152618408,0.1884278953075409,0.3112603724002838,0.3025408685207367,0.32185816764831543,0.2016480714082718,0.36552107334136963,0.16668450832366943,0.9999998807907104,0.3292340338230133,0.19501811265945435,0.25187405943870544,0.2460746318101883,0.27391523122787476
this,0.5489566326141357,0.33537277579307556,0.6274310946464539,0.32852840423583984,0.2550543546676636,0.3294329345226288,0.5759071707725525,0.3022118806838989,0.3514423072338104,0.42353692650794983,0.5430014133453369,0.4143577814102173,0.4582836329936981,0.29201561212539673,0.43249568343162537,0.5422310829162598,0.3304620087146759,0.480927973985672,0.27084699273109436,0.3155723512172699
pathogen,0.2550991475582123,0.26585403084754944,0.21664372086524963,0.4467320442199707,0.5720921158790588,0.2914358079433441,0.25253331661224365,0.4263814687728882,0.3291790783405304,0.16291935741901398,0.27328240871429443,0.21759121119976044,0.24459956586360931,0.2385099232196808,0.19501811265945435,0.22937901318073273,0.9999999403953552,0.1968173384666443,0.323825865983963,0.1893778294324875
is,0.28837618231773376,0.2976554334163666,0.5823672413825989,0.22713550925254822,0.2092347890138626,0.2282046526670456,0.42745086550712585,0.16626903414726257,0.17344902455806732,0.3859752118587494,0.2946030795574188,0.26355767250061035,0.2954041659832001,0.1758444607257843,0.25187405943870544,0.658733606338501,0.1968173384666443,1.0,0.2139289230108261,0.22961433231830597
encountered,0.1966421753168106,0.24083851277828217,0.27817660570144653,0.3319168984889984,0.2720407247543335,0.18998512625694275,0.2909393608570099,0.2577759921550751,0.2407422512769699,0.28967782855033875,0.2721574008464813,0.26399725675582886,0.1354857236146927,0.19911330938339233,0.2460746318101883,0.2714329659938812,0.323825865983963,0.2139289230108261,1.0,0.12880854308605194
.,0.3567904531955719,0.2512013018131256,0.5934505462646484,0.19474436342716217,0.18267881870269775,0.2277725487947464,0.4645031690597534,0.2878071367740631,0.23942138254642487,0.588965117931366,0.4070230722427368,0.3010447323322296,0.31204065680503845,0.16953890025615692,0.371569961309433,0.50484299659729,0.20811253786087036,0.4569662809371948,0.25921252369880676,0.4130953550338745
