,why,did,the,exiled,polish,government,in,london,order,the,underground,home,army,to,seize,control,of,warsaw,prior,to,the,arrival,of,the,red,army,?
try,0.3624928295612335,0.4357343316078186,0.28568562865257263,0.21205757558345795,0.11882666498422623,0.2194773256778717,0.24484941363334656,0.11444048583507538,0.3128323554992676,0.28568562865257263,0.11601924896240234,0.19696451723575592,0.22678160667419434,0.5391331911087036,0.22320042550563812,0.2683876156806946,0.23224306106567383,0.11832322925329208,0.1543225795030594,0.5391331911087036,0.28568562865257263,0.18762275576591492,0.23224306106567383,0.28568562865257263,0.16496671736240387,0.22678160667419434,0.3757479786872864
to,0.4100138247013092,0.4452643394470215,0.535392165184021,0.23453715443611145,0.1475636065006256,0.28343796730041504,0.45010748505592346,0.2021344155073166,0.35544881224632263,0.535392165184021,0.20585036277770996,0.31056779623031616,0.22938482463359833,1.0,0.2586917579174042,0.28164729475975037,0.41548454761505127,0.1953994333744049,0.264421671628952,1.0,0.535392165184021,0.2928422689437866,0.41548454761505127,0.535392165184021,0.19477520883083344,0.22938482463359833,0.29463258385658264
seize,0.11331252753734589,0.13543657958507538,0.23163673281669617,0.3583734333515167,0.16275058686733246,0.30224528908729553,0.22511418163776398,0.15745045244693756,0.245871439576149,0.23163673281669617,0.13775132596492767,0.1497068703174591,0.30431994795799255,0.2586917579174042,1.0,0.3663402199745178,0.2697499096393585,0.17139583826065063,0.08645856380462646,0.2586917579174042,0.23163673281669617,0.23792757093906403,0.2697499096393585,0.23163673281669617,0.06433232873678207,0.30431994795799255,0.19219020009040833
control,0.23321329057216644,0.22942528128623962,0.32841500639915466,0.23735769093036652,0.1243937686085701,0.32472148537635803,0.24831421673297882,0.15434230864048004,0.21103662252426147,0.32841500639915466,0.15999741852283478,0.15011072158813477,0.2803134620189667,0.28164729475975037,0.3663402199745178,1.0,0.2817542552947998,0.1391436606645584,0.15422120690345764,0.28164729475975037,0.32841500639915466,0.19534291326999664,0.2817542552947998,0.32841500639915466,0.13507723808288574,0.2803134620189667,0.1620711386203766
of,0.28464117646217346,0.2513895630836487,0.733189046382904,0.27923813462257385,0.16866981983184814,0.3475167155265808,0.5696388483047485,0.2159106284379959,0.31287699937820435,0.733189046382904,0.22807668149471283,0.24402645230293274,0.2669098675251007,0.41548454761505127,0.2697499096393585,0.2817542552947998,1.0,0.19253842532634735,0.3183474540710449,0.41548454761505127,0.733189046382904,0.2117728888988495,1.0,0.733189046382904,0.22367064654827118,0.2669098675251007,0.1826142966747284
warsaw,0.12199772894382477,0.1939365565776825,0.23137180507183075,0.20857875049114227,0.6311136484146118,0.1869036853313446,0.22642600536346436,0.31876373291015625,0.12403468042612076,0.23137180507183075,0.22394652664661407,0.198114275932312,0.2348434329032898,0.1953994333744049,0.17139583826065063,0.1391436606645584,0.19253842532634735,1.0,0.0659768134355545,0.1953994333744049,0.23137180507183075,0.2322959303855896,0.19253842532634735,0.23137180507183075,0.1887570470571518,0.2348434329032898,0.09769917279481888
from,0.2592364251613617,0.20248863101005554,0.40150508284568787,0.2793397903442383,0.24760311841964722,0.16793464124202728,0.4274188280105591,0.2371179163455963,0.1814235895872116,0.40150508284568787,0.22311833500862122,0.29297688603401184,0.2187274545431137,0.4069952368736267,0.18215103447437286,0.19431272149085999,0.4249346852302551,0.2396499514579773,0.24914854764938354,0.4069952368736267,0.40150508284568787,0.24946936964988708,0.4249346852302551,0.40150508284568787,0.22512908279895782,0.2187274545431137,0.19969791173934937
the,0.30742117762565613,0.34736719727516174,1.0,0.24273626506328583,0.17708231508731842,0.31798112392425537,0.6662389636039734,0.27034124732017517,0.3284194767475128,1.0,0.24716822803020477,0.28978195786476135,0.31011611223220825,0.535392165184021,0.23163673281669617,0.32841500639915466,0.733189046382904,0.23137180507183075,0.33782097697257996,0.535392165184021,1.0,0.3051127791404724,0.733189046382904,1.0,0.2817947566509247,0.31011611223220825,0.22068053483963013
germans,0.22427405416965485,0.3212936818599701,0.28980037569999695,0.24264971911907196,0.396202951669693,0.2907829284667969,0.27087339758872986,0.20654939115047455,0.15474443137645721,0.28980037569999695,0.22308753430843353,0.16519135236740112,0.4224161207675934,0.31501704454421997,0.30987367033958435,0.19793793559074402,0.2156897634267807,0.4108315408229828,0.17733238637447357,0.31501704454421997,0.28980037569999695,0.30376869440078735,0.2156897634267807,0.28980037569999695,0.15247303247451782,0.4224161207675934,0.1468498557806015
before,0.32499244809150696,0.33642593026161194,0.45900648832321167,0.22874164581298828,0.11822497844696045,0.14921633899211884,0.4155850410461426,0.18859103322029114,0.19256320595741272,0.45900648832321167,0.20611408352851868,0.22867853939533234,0.19792816042900085,0.4190867841243744,0.1449209451675415,0.1734185367822647,0.3282964527606964,0.1768157035112381,0.5305277109146118,0.4190867841243744,0.45900648832321167,0.3541225492954254,0.3282964527606964,0.45900648832321167,0.15025594830513,0.19792816042900085,0.2507109045982361
the,0.30742117762565613,0.34736719727516174,1.0,0.24273626506328583,0.17708231508731842,0.31798112392425537,0.6662389636039734,0.27034124732017517,0.3284194767475128,1.0,0.24716822803020477,0.28978195786476135,0.31011611223220825,0.535392165184021,0.23163673281669617,0.32841500639915466,0.733189046382904,0.23137180507183075,0.33782097697257996,0.535392165184021,1.0,0.3051127791404724,0.733189046382904,1.0,0.2817947566509247,0.31011611223220825,0.22068053483963013
red,0.16047009825706482,0.11931999027729034,0.2817947566509247,0.12210159748792648,0.1597844660282135,0.1151575967669487,0.18753071129322052,0.10488519817590714,0.12551385164260864,0.2817947566509247,0.12353871762752533,0.12363862991333008,0.1750069409608841,0.19477520883083344,0.06433232873678207,0.13507723808288574,0.22367064654827118,0.1887570470571518,0.11363640427589417,0.19477520883083344,0.2817947566509247,0.16259004175662994,0.22367064654827118,0.2817947566509247,1.0000001192092896,0.1750069409608841,0.1495664119720459
army,0.15773792564868927,0.21148359775543213,0.31011611223220825,0.2977603077888489,0.20762719213962555,0.4041633605957031,0.25258398056030273,0.2149844914674759,0.1918969452381134,0.31011611223220825,0.1695510596036911,0.18851500749588013,1.0000001192092896,0.22938482463359833,0.30431994795799255,0.2803134620189667,0.2669098675251007,0.2348434329032898,0.19793927669525146,0.22938482463359833,0.31011611223220825,0.2514849603176117,0.2669098675251007,0.31011611223220825,0.1750069409608841,1.0000001192092896,0.180583193898201
arrived,0.21030695736408234,0.32213419675827026,0.279670387506485,0.34043657779693604,0.13171783089637756,0.23235800862312317,0.2573651373386383,0.22501546144485474,0.17239311337471008,0.279670387506485,0.15965189039707184,0.21354101598262787,0.33136534690856934,0.3039925694465637,0.3200063705444336,0.16445547342300415,0.2384427934885025,0.223356693983078,0.21932943165302277,0.3039925694465637,0.279670387506485,0.6817073822021484,0.2384427934885025,0.279670387506485,0.15609435737133026,0.33136534690856934,0.1681029200553894
.,0.32909876108169556,0.35288307070732117,0.5934505462646484,0.1892978996038437,0.23422029614448547,0.2521961033344269,0.5591574311256409,0.26322779059410095,0.20712141692638397,0.5934505462646484,0.19650229811668396,0.3067048490047455,0.28860729932785034,0.4645031690597534,0.18259404599666595,0.24319837987422943,0.5352458953857422,0.26825499534606934,0.2402365803718567,0.4645031690597534,0.5934505462646484,0.18154610693454742,0.5352458953857422,0.5934505462646484,0.27710169553756714,0.28860729932785034,0.4130953550338745
