,which,countries,became,dependent,on,us,'s,security,assurance,to,threats,?
also,0.6566565632820129,0.37475454807281494,0.3172256350517273,0.25778308510780334,0.3762153089046478,0.20712785422801971,-0.0014726108638569713,0.23432709276676178,0.26254716515541077,0.5348826050758362,0.31107595562934875,0.21848613023757935
marked,0.3083769381046295,0.16525773704051971,0.14865003526210785,0.13855622708797455,0.2884339690208435,0.11054085195064545,-0.04582768306136131,0.10608349740505219,0.1531946063041687,0.2587842047214508,0.17690783739089966,0.1466940939426422
by,0.40543368458747864,0.2241220921278,0.24051691591739655,0.21521559357643127,0.33887791633605957,0.1641579419374466,-0.010884488001465797,0.17032115161418915,0.18445780873298645,0.33534231781959534,0.23967677354812622,0.17966607213020325
increased,0.3345912992954254,0.25938817858695984,0.28667330741882324,0.33463573455810547,0.23179513216018677,0.16640371084213257,-0.021304117515683174,0.27666348218917847,0.24335028231143951,0.2690577805042267,0.3604593873023987,0.09587585180997849
american,0.16603466868400574,0.14205798506736755,0.2360076755285263,0.08962194621562958,0.2356499582529068,0.23595276474952698,0.01565130427479744,0.16911841928958893,0.13557474315166473,0.16338081657886505,0.16010020673274994,0.18877598643302917
weapons,0.25235727429389954,0.32497209310531616,0.1674916297197342,0.06939540058374405,0.18474599719047546,0.16904890537261963,0.022701945155858994,0.3273448646068573,0.2729230225086212,0.2244204729795456,0.3229939937591553,0.12573792040348053
sales,0.21815170347690582,0.3019131124019623,0.18902748823165894,0.17075170576572418,0.24581362307071686,0.26691579818725586,0.04694020748138428,0.2324877381324768,0.3159276843070984,0.24637509882450104,0.16561011970043182,0.12966734170913696
",",0.3658004403114319,0.2966555655002594,0.2798398435115814,0.18615542352199554,0.49057599902153015,0.3120202422142029,-0.0016132977325469255,0.21305516362190247,0.23956094682216644,0.44245919585227966,0.234571173787117,0.31091248989105225
technology,0.24444639682769775,0.19728811085224152,0.192862868309021,0.1502505987882614,0.19346705079078674,0.24311088025569916,0.021618375554680824,0.3348897397518158,0.36170896887779236,0.25372135639190674,0.22642938792705536,0.11564995348453522
",",0.3658004403114319,0.2966555655002594,0.2798398435115814,0.18615542352199554,0.49057599902153015,0.3120202422142029,-0.0016132977325469255,0.21305516362190247,0.23956094682216644,0.44245919585227966,0.234571173787117,0.31091248989105225
and,0.506277859210968,0.37200918793678284,0.31226563453674316,0.24231232702732086,0.4077630043029785,0.25715014338493347,0.06895173341035843,0.26971375942230225,0.22423875331878662,0.48971283435821533,0.26816776394844055,0.20544172823429108
outright,0.29057157039642334,0.2917459011077881,0.20614786446094513,0.22083473205566406,0.2219449281692505,0.21734309196472168,-0.03271755576133728,0.2674473822116852,0.340193510055542,0.3443544805049896,0.4236021935939789,0.340726375579834
military,0.18082310259342194,0.2996387779712677,0.215842142701149,0.09481488168239594,0.15503616631031036,0.19390054047107697,0.0309983491897583,0.3194398283958435,0.21123631298542023,0.2282337248325348,0.2688501179218292,0.1890317052602768
presence,0.4159404933452606,0.16008663177490234,0.13141922652721405,0.23022136092185974,0.1940135806798935,0.13776834309101105,0.016902104020118713,0.1794130951166153,0.227364644408226,0.3215413987636566,0.2788330614566803,0.08592845499515533
.,0.45942068099975586,0.27938392758369446,0.2806840240955353,0.20676179230213165,0.49257001280784607,0.3162994682788849,-0.003708066651597619,0.2259770631790161,0.2130119949579239,0.4645031690597534,0.2570009231567383,0.4130953550338745
