,who,were,special,guests,for,the,super,bowl,halftime,show,?
group,0.33690139651298523,0.2810588777065277,0.19872543215751648,0.18247240781784058,0.24519909918308258,0.30795547366142273,0.19919921457767487,0.07137768715620041,0.1973573863506317,0.24681155383586884,0.13827809691429138
coldplay,0.21639695763587952,0.20237749814987183,0.15764307975769043,0.2204253226518631,0.2923817038536072,0.2809646725654602,0.1792786419391632,0.2318706214427948,0.5025559067726135,0.28030601143836975,0.2499987930059433
with,0.3282766342163086,0.3179011940956116,0.21461334824562073,0.2215241640806198,0.39140474796295166,0.4223487675189972,0.1518537551164627,0.18353787064552307,0.3187163174152374,0.3004990220069885,0.2433311939239502
special,0.21519862115383148,0.2070464789867401,1.0000001192092896,0.2631765902042389,0.311454176902771,0.3027077615261078,0.2675681412220001,0.188632994890213,0.2269991636276245,0.2602277398109436,0.29623302817344666
guest,0.2661038935184479,0.13512934744358063,0.3585430979728699,0.6972836852073669,0.1918301284313202,0.17925196886062622,0.14743146300315857,0.15391510725021362,0.3126589357852936,0.4285869300365448,0.23479853570461273
performers,0.3387889564037323,0.28019243478775024,0.217904731631279,0.4158059358596802,0.2855110168457031,0.2311975508928299,0.18863414227962494,0.21752095222473145,0.4207268953323364,0.358512282371521,0.1344873309135437
beyoncé,0.23366473615169525,0.13758254051208496,0.16017447412014008,0.26749831438064575,0.1585460603237152,0.2099055051803589,0.24138446152210236,0.12174837291240692,0.4306446313858032,0.2562267482280731,0.25188755989074707
and,0.41279885172843933,0.42175528407096863,0.22352655231952667,0.24609018862247467,0.5064792633056641,0.5171257257461548,0.18368244171142578,0.1698254644870758,0.34601953625679016,0.3455478549003601,0.20544172823429108
bruno,0.2274247407913208,0.15769775211811066,0.15217602252960205,0.20230253040790558,0.15770621597766876,0.15010739862918854,0.18888013064861298,0.16676555573940277,0.26777195930480957,0.0929812416434288,0.1273501217365265
mars,0.19560889899730682,0.17082537710666656,0.14675362408161163,0.10846064984798431,0.13024643063545227,0.22427980601787567,0.07628661394119263,0.10299471765756607,0.1926746964454651,0.2031152993440628,0.1826961636543274
",",0.3365725874900818,0.36755475401878357,0.23880577087402344,0.21522332727909088,0.4464869201183319,0.4933079481124878,0.22322475910186768,0.1810409277677536,0.3626100420951843,0.31928569078445435,0.31091248989105225
who,0.9999998807907104,0.3188014328479767,0.21519862115383148,0.2896169424057007,0.37110671401023865,0.3733934462070465,0.1819351613521576,0.09189514070749283,0.19379067420959473,0.2095358669757843,0.26220351457595825
headlined,0.15209026634693146,0.2191377729177475,0.1802847981452942,0.3535046875476837,0.24607887864112854,0.2894550859928131,0.18724042177200317,0.1954048126935959,0.4387337267398834,0.2542087435722351,0.26601076126098633
the,0.3733934462070465,0.3906462490558624,0.3027077615261078,0.2437257617712021,0.4739971458911896,1.0,0.21959073841571808,0.21576224267482758,0.31780552864074707,0.319829523563385,0.22068053483963013
super,0.1819351613521576,0.18743500113487244,0.2675681412220001,0.1047365739941597,0.22938419878482819,0.21959073841571808,1.0000001192092896,0.4848237931728363,0.4056760370731354,0.16737808287143707,0.166326642036438
bowl,0.09189514070749283,0.17085392773151398,0.188632994890213,0.17789126932621002,0.24430087208747864,0.21576224267482758,0.4848237931728363,1.0,0.4822790324687958,0.19135026633739471,0.21118052303791046
xlvii,0.17947067320346832,0.2719118595123291,0.19859661161899567,0.13487201929092407,0.24236133694648743,0.2988950312137604,0.5601666569709778,0.5970584154129028,0.5093367695808411,0.21301409602165222,0.19350703060626984
and,0.41279885172843933,0.42175528407096863,0.22352655231952667,0.24609018862247467,0.5064792633056641,0.5171257257461548,0.18368244171142578,0.1698254644870758,0.34601953625679016,0.3455478549003601,0.20544172823429108
super,0.1819351613521576,0.18743500113487244,0.2675681412220001,0.1047365739941597,0.22938419878482819,0.21959073841571808,1.0000001192092896,0.4848237931728363,0.4056760370731354,0.16737808287143707,0.166326642036438
bowl,0.09189514070749283,0.17085392773151398,0.188632994890213,0.17789126932621002,0.24430087208747864,0.21576224267482758,0.4848237931728363,1.0,0.4822790324687958,0.19135026633739471,0.21118052303791046
xlviii,0.14658403396606445,0.2629554569721222,0.19683390855789185,0.12459719926118851,0.22415736317634583,0.2765132784843445,0.5269481539726257,0.5582984089851379,0.46320661902427673,0.1775490939617157,0.18409758806228638
halftime,0.19379067420959473,0.3162761330604553,0.2269991636276245,0.2652965188026428,0.31425946950912476,0.31780552864074707,0.4056760370731354,0.4822790324687958,1.0000001192092896,0.3664279878139496,0.21138669550418854
shows,0.1994590163230896,0.1903110295534134,0.1613527238368988,0.24391084909439087,0.35496386885643005,0.36348509788513184,0.09714256972074509,0.16048383712768555,0.23730841279029846,0.6561359167098999,0.2040930688381195
",",0.3365725874900818,0.36755475401878357,0.23880577087402344,0.21522332727909088,0.4464869201183319,0.4933079481124878,0.22322475910186768,0.1810409277677536,0.3626100420951843,0.31928569078445435,0.31091248989105225
respectively,0.22078678011894226,0.31166696548461914,0.099319227039814,0.1682087630033493,0.23151183128356934,0.3498423993587494,0.17725007236003876,0.08850861340761185,0.2488977015018463,0.1875137835741043,0.1307799071073532
.,0.3541337847709656,0.3378238379955292,0.26337340474128723,0.17774443328380585,0.4726039469242096,0.5934505462646484,0.2757420241832733,0.21516893804073334,0.33941835165023804,0.3016606271266937,0.4130953550338745
