,to,what,network,did,sabrina,the,teenage,witch,move,in,2000,?
",",0.44245919585227966,0.3087472915649414,0.1932937651872635,0.3015086054801941,0.3177681267261505,0.4933079481124878,0.1923602968454361,0.1951259821653366,0.25767531991004944,0.5201468467712402,-0.03465369716286659,0.31091248989105225
the,0.535392165184021,0.42745697498321533,0.27187061309814453,0.34736719727516174,0.19646796584129333,1.0,0.2080013006925583,0.1809207648038864,0.29817628860473633,0.6662389636039734,-0.015081177465617657,0.22068053483963013
teenage,0.21666087210178375,0.24582551419734955,0.20310260355472565,0.19741509854793549,0.42681971192359924,0.2080013006925583,1.0000001192092896,0.3811567723751068,0.04466310143470764,0.23950020968914032,0.12137293815612793,0.18613165616989136
witch,0.2198176085948944,0.2406996190547943,0.14003005623817444,0.22172752022743225,0.34339597821235657,0.1809207648038864,0.3811567723751068,1.0000001192092896,0.12531721591949463,0.1725590080022812,0.05939736217260361,0.1568947434425354
",",0.44245919585227966,0.3087472915649414,0.1932937651872635,0.3015086054801941,0.3177681267261505,0.4933079481124878,0.1923602968454361,0.1951259821653366,0.25767531991004944,0.5201468467712402,-0.03465369716286659,0.31091248989105225
the,0.535392165184021,0.42745697498321533,0.27187061309814453,0.34736719727516174,0.19646796584129333,1.0,0.2080013006925583,0.1809207648038864,0.29817628860473633,0.6662389636039734,-0.015081177465617657,0.22068053483963013
latter,0.283441424369812,0.25606152415275574,0.12567268311977386,0.18721601366996765,0.15437673032283783,0.37523433566093445,0.1243695318698883,0.1708080768585205,0.11177130043506622,0.27519580721855164,0.04304691031575203,0.12733961641788483
of,0.41548454761505127,0.33290785551071167,0.21800683438777924,0.2513895630836487,0.16471263766288757,0.733189046382904,0.1730947345495224,0.11170749366283417,0.19058799743652344,0.5696388483047485,0.010344067588448524,0.1826142966747284
which,0.5345056653022766,0.5261979103088379,0.27261900901794434,0.2750149369239807,0.12935607135295868,0.6521818041801453,0.1811484694480896,0.14654073119163513,0.2914038598537445,0.4840516746044159,-0.12876750528812408,0.25814583897590637
moved,0.2918468713760376,0.20601840317249298,0.14462128281593323,0.27509647607803345,0.17947135865688324,0.32031023502349854,0.14952731132507324,0.10659537464380264,0.5574866533279419,0.3323737680912018,-0.06338131427764893,0.15112607181072235
to,1.0,0.455847829580307,0.25940340757369995,0.4452643394470215,0.12248773872852325,0.535392165184021,0.21666087210178375,0.2198176085948944,0.37858664989471436,0.45010748505592346,-0.05413077399134636,0.29463258385658264
the,0.535392165184021,0.42745697498321533,0.27187061309814453,0.34736719727516174,0.19646796584129333,1.0,0.2080013006925583,0.1809207648038864,0.29817628860473633,0.6662389636039734,-0.015081177465617657,0.22068053483963013
wb,0.17445988953113556,0.17630860209465027,0.47085684537887573,0.11708388477563858,0.33259648084640503,0.19860628247261047,0.32662782073020935,0.25286203622817993,0.19463317096233368,0.16989277303218842,0.10315727442502975,0.2028430849313736
in,0.45010748505592346,0.30808621644973755,0.19496823847293854,0.2593238651752472,0.2052907645702362,0.6662389636039734,0.23950020968914032,0.1725590080022812,0.23030683398246765,1.0,-0.0435720756649971,0.20430970191955566
september,0.22485187649726868,0.2153792530298233,0.21962985396385193,0.2693498432636261,0.2592020630836487,0.2516939043998718,0.15726406872272491,0.0871586948633194,0.17217472195625305,0.25402772426605225,0.05755463242530823,0.2665146589279175
2000,-0.05413077399134636,-0.10562582314014435,-0.010939844883978367,0.028451859951019287,0.11507569253444672,-0.015081177465617657,0.12137293815612793,0.05939736217260361,-0.15485315024852753,-0.0435720756649971,1.0,-0.0824366956949234
",",0.44245919585227966,0.3087472915649414,0.1932937651872635,0.3015086054801941,0.3177681267261505,0.4933079481124878,0.1923602968454361,0.1951259821653366,0.25767531991004944,0.5201468467712402,-0.03465369716286659,0.31091248989105225
beginning,0.32582011818885803,0.3351518511772156,0.17297467589378357,0.28616875410079956,0.17953751981258392,0.49622642993927,0.21954017877578735,0.15217190980911255,0.17822888493537903,0.3787442147731781,-0.032880883663892746,0.19413669407367706
to,1.0,0.455847829580307,0.25940340757369995,0.4452643394470215,0.12248773872852325,0.535392165184021,0.21666087210178375,0.2198176085948944,0.37858664989471436,0.45010748505592346,-0.05413077399134636,0.29463258385658264
wane,0.2541310489177704,0.20302826166152954,0.1960763931274414,0.26006969809532166,0.26623985171318054,0.2410838007926941,0.3188076615333557,0.2992120087146759,0.12584376335144043,0.2089952826499939,0.09736061096191406,0.1687653809785843
as,0.42092081904411316,0.31749409437179565,0.2054080367088318,0.3596470057964325,0.22763659060001373,0.48381632566452026,0.20079606771469116,0.11411581188440323,0.2628210484981537,0.3887844979763031,0.023329226300120354,0.27043893933296204
well,0.3422003388404846,0.4154493808746338,0.19074887037277222,0.4341743588447571,0.1886228322982788,0.42630070447921753,0.2206650674343109,0.1976553350687027,0.2548540234565735,0.36612698435783386,-0.030379023402929306,0.24815571308135986
by,0.33534231781959534,0.2455483376979828,0.214903324842453,0.18574509024620056,0.1464528739452362,0.4408751428127289,0.1801917850971222,0.1264788806438446,0.18146000802516937,0.370934396982193,0.028724920004606247,0.17966607213020325
this,0.5759071707725525,0.5489566326141357,0.2292335033416748,0.3609912693500519,0.12166056036949158,0.6274310946464539,0.21332508325576782,0.17162132263183594,0.3126910328865051,0.45205554366111755,-0.10233435779809952,0.3155723512172699
point,0.3403111398220062,0.3286605179309845,0.09409748017787933,0.18732239305973053,0.09594523161649704,0.3084787130355835,0.09039526432752609,0.16375303268432617,0.21265947818756104,0.24451331794261932,-0.1434459239244461,0.19189560413360596
),0.31236231327056885,0.26259949803352356,0.23536871373653412,0.18584993481636047,0.2858775556087494,0.3456730246543884,0.13950467109680176,0.09245046228170395,0.18013609945774078,0.3326910734176636,-0.001137865474447608,0.42300865054130554
following,0.31711265444755554,0.2506418824195862,0.10740548372268677,0.28040066361427307,0.07946565747261047,0.39779382944107056,0.14887487888336182,0.09363348037004471,0.15641647577285767,0.355264812707901,0.03310564532876015,0.1555173695087433
the,0.535392165184021,0.42745697498321533,0.27187061309814453,0.34736719727516174,0.19646796584129333,1.0,0.2080013006925583,0.1809207648038864,0.29817628860473633,0.6662389636039734,-0.015081177465617657,0.22068053483963013
loss,0.2457711398601532,0.21803489327430725,0.17821484804153442,0.17676638066768646,0.043532975018024445,0.27898719906806946,0.009092956781387329,0.025952113792300224,0.22955937683582306,0.21028298139572144,-0.12295230478048325,0.1312553584575653
of,0.41548454761505127,0.33290785551071167,0.21800683438777924,0.2513895630836487,0.16471263766288757,0.733189046382904,0.1730947345495224,0.11170749366283417,0.19058799743652344,0.5696388483047485,0.010344067588448524,0.1826142966747284
family,0.21285007894039154,0.16391263902187347,0.14454790949821472,0.19502942264080048,0.20766086876392365,0.2394849956035614,0.22732333838939667,0.14730419218540192,0.142938494682312,0.2165997177362442,0.01713612861931324,0.15222905576229095
matters,0.32389286160469055,0.4115754961967468,0.2399059683084488,0.2848130166530609,0.22372101247310638,0.32925453782081604,0.20823419094085693,0.21109233796596527,0.174541175365448,0.22737738490104675,-0.04047627002000809,0.3182642459869385
and,0.48971283435821533,0.31309178471565247,0.27591994404792786,0.34479495882987976,0.29842451214790344,0.5171257257461548,0.20996850728988647,0.15920087695121765,0.2671177089214325,0.4954058527946472,-0.004737076815217733,0.20544172823429108
step,0.29304254055023193,0.28945717215538025,0.14573226869106293,0.14902596175670624,0.1500822901725769,0.20505109429359436,0.14440272748470306,0.1882864385843277,0.29137855768203735,0.14272142946720123,-0.031115194782614708,0.23299238085746765
by,0.33534231781959534,0.2455483376979828,0.214903324842453,0.18574509024620056,0.1464528739452362,0.4408751428127289,0.1801917850971222,0.1264788806438446,0.18146000802516937,0.370934396982193,0.028724920004606247,0.17966607213020325
step,0.29304254055023193,0.28945717215538025,0.14573226869106293,0.14902596175670624,0.1500822901725769,0.20505109429359436,0.14440272748470306,0.1882864385843277,0.29137855768203735,0.14272142946720123,-0.031115194782614708,0.23299238085746765
to,1.0,0.455847829580307,0.25940340757369995,0.4452643394470215,0.12248773872852325,0.535392165184021,0.21666087210178375,0.2198176085948944,0.37858664989471436,0.45010748505592346,-0.05413077399134636,0.29463258385658264
cbs,0.16981691122055054,0.1950361132621765,0.4702880382537842,0.15259867906570435,0.2793687880039215,0.2283918708562851,0.27932208776474,0.17977941036224365,0.1120162308216095,0.17584392428398132,0.16250233352184296,0.14594407379627228
as,0.42092081904411316,0.31749409437179565,0.2054080367088318,0.3596470057964325,0.22763659060001373,0.48381632566452026,0.20079606771469116,0.11411581188440323,0.2628210484981537,0.3887844979763031,0.023329226300120354,0.27043893933296204
part,0.2875264883041382,0.3476244807243347,0.20589607954025269,0.23558001220226288,0.12611618638038635,0.527681291103363,0.22065894305706024,0.17361363768577576,0.1618865728378296,0.4499994218349457,-0.08308839052915573,0.08557961881160736
of,0.41548454761505127,0.33290785551071167,0.21800683438777924,0.2513895630836487,0.16471263766288757,0.733189046382904,0.1730947345495224,0.11170749366283417,0.19058799743652344,0.5696388483047485,0.010344067588448524,0.1826142966747284
its,0.3691340684890747,0.30393704771995544,0.25264307856559753,0.19922670722007751,0.09527786821126938,0.559237003326416,0.09202315658330917,0.09723329544067383,0.20699678361415863,0.3793783485889435,-0.11208463460206985,0.15103481709957123
own,0.35879063606262207,0.35062843561172485,0.18604424595832825,0.34475913643836975,0.1096915453672409,0.334675133228302,0.21313676238059998,0.12279900163412094,0.2228187471628189,0.31893372535705566,0.029546035453677177,0.1937696635723114
failed,0.4406343400478363,0.26093074679374695,0.12291707843542099,0.5037672519683838,0.13821138441562653,0.32787200808525085,0.19242437183856964,0.17929193377494812,0.15904994308948517,0.21989236772060394,-0.04201815277338028,0.16487033665180206
attempt,0.4458620846271515,0.2411041408777237,0.14200010895729065,0.3181029260158539,0.14126984775066376,0.2614527940750122,0.21940091252326965,0.14009736478328705,0.1934286504983902,0.1812446564435959,-0.1158357784152031,0.16559520363807678
at,0.36524343490600586,0.2838611304759979,0.20603609085083008,0.28390252590179443,0.19103559851646423,0.457212895154953,0.18134824931621552,0.15010535717010498,0.21947361528873444,0.4374977946281433,-0.06926931440830231,0.21978627145290375
a,0.45503583550453186,0.3320399522781372,0.17299489676952362,0.2552328109741211,0.19298405945301056,0.5829201340675354,0.24590420722961426,0.17825078964233398,0.2925316393375397,0.539380669593811,-0.03899485245347023,0.23916715383529663
family-oriented,0.2760982811450958,0.23210997879505157,0.26928403973579407,0.22751665115356445,0.25204747915267944,0.30746281147003174,0.2913834750652313,0.19698697328567505,0.23458994925022125,0.27561405301094055,-0.12039244920015335,0.18623007833957672
friday,0.16901153326034546,0.17519022524356842,0.24563635885715485,0.1719328910112381,0.21434900164604187,0.22505587339401245,0.2385701984167099,0.22880761325359344,0.16819283366203308,0.2214287966489792,0.02601674385368824,0.15959392488002777
comedy,0.1824766844511032,0.1880163848400116,0.25875306129455566,0.17754994332790375,0.37328168749809265,0.18746663630008698,0.3586130738258362,0.25002148747444153,0.1155257523059845,0.2529917359352112,0.18482078611850739,0.23552699387073517
block,0.30297139286994934,0.33229514956474304,0.2720596492290497,0.17439137399196625,0.129007950425148,0.20056472718715668,0.1852695494890213,0.15571078658103943,0.3138662278652191,0.1659933477640152,-0.02523111179471016,0.27211859822273254
in,0.45010748505592346,0.30808621644973755,0.19496823847293854,0.2593238651752472,0.2052907645702362,0.6662389636039734,0.23950020968914032,0.1725590080022812,0.23030683398246765,1.0,-0.0435720756649971,0.20430970191955566
the,0.535392165184021,0.42745697498321533,0.27187061309814453,0.34736719727516174,0.19646796584129333,1.0,0.2080013006925583,0.1809207648038864,0.29817628860473633,0.6662389636039734,-0.015081177465617657,0.22068053483963013
1997–98,0.020231014117598534,0.04429231956601143,-0.03431140258908272,0.05237662419676781,-0.11288347095251083,0.015346071682870388,-0.12569500505924225,-0.13344933092594147,-0.06404197216033936,-0.06042282283306122,-0.01009379979223013,0.04920037463307381
season,0.22382742166519165,0.12117787450551987,0.27325206995010376,0.19368280470371246,0.31983038783073425,0.2507155239582062,0.1976146548986435,0.18892715871334076,0.11818649619817734,0.2184021919965744,-0.004738435614854097,0.16793298721313477
.,0.4645031690597534,0.3567904531955719,0.23909442126750946,0.35288307070732117,0.26126641035079956,0.5934505462646484,0.24361693859100342,0.1623399406671524,0.31650546193122864,0.5591574311256409,-0.03837863355875015,0.4130953550338745
