,new,ownership,rules,by,the,fcc,in,1985,allowed,broadcasters,to,own,a,maximum,of,how,many,stations,?
by,0.25394493341445923,0.2687806189060211,0.1953977644443512,1.0000001192092896,0.4408751428127289,0.1562936007976532,0.370934396982193,0.04352305084466934,0.24764572083950043,0.2472735047340393,0.33534231781959534,0.2755888104438782,0.32094135880470276,0.18296942114830017,0.3646814823150635,0.34370526671409607,0.3409687578678131,0.20435920357704163,0.17966607213020325
a,0.3214259147644043,0.2549401819705963,0.20817093551158905,0.32094135880470276,0.5829201340675354,0.1445450782775879,0.539380669593811,-0.020555194467306137,0.275193989276886,0.2344762235879898,0.45503583550453186,0.3093770742416382,1.0,0.24441662430763245,0.5052502155303955,0.29312583804130554,0.2872205972671509,0.199105903506279,0.23916715383529663
single,0.197517991065979,0.10232192277908325,0.08028420805931091,0.2381400614976883,0.29338565468788147,0.14976269006729126,0.23017926514148712,-0.11599983274936676,0.18085767328739166,0.1815331131219864,0.2593121826648712,0.2217479646205902,0.3884310722351074,0.1916264146566391,0.22455744445323944,0.19500847160816193,0.20817208290100098,0.2200704962015152,0.2151121199131012
company,0.16146139800548553,0.39671725034713745,0.1189793199300766,0.22328482568264008,0.26591673493385315,0.3467300236225128,0.22141718864440918,0.20783983170986176,0.18670186400413513,0.2059095799922943,0.24903783202171326,0.26400935649871826,0.22037413716316223,0.11495380103588104,0.20467796921730042,0.15308363735675812,0.196149542927742,0.24801203608512878,0.12195809185504913
(,0.24608564376831055,0.18031035363674164,0.13285702466964722,0.20696312189102173,0.33289089798927307,0.17462122440338135,0.3087427020072937,-0.006159670185297728,0.18696275353431702,0.3292320966720581,0.30882009863853455,0.14754116535186768,0.3206180930137634,0.19769227504730225,0.35032153129577637,0.1676948219537735,0.1455259770154953,0.1346510946750641,0.40561532974243164
although,0.14055941998958588,0.2367503046989441,0.15058670938014984,0.2373359203338623,0.3265823423862457,0.18433047831058502,0.28763338923454285,0.022813592106103897,0.31567201018333435,0.20223237574100494,0.4176313281059265,0.2374630719423294,0.29747897386550903,0.16220536828041077,0.3024747669696808,0.26196205615997314,0.36542749404907227,0.21900705993175507,0.15541206300258636
the,0.3845241069793701,0.261578768491745,0.27022838592529297,0.4408751428127289,1.0,0.24932202696800232,0.6662389636039734,0.02310241386294365,0.2985120713710785,0.27276062965393066,0.535392165184021,0.334675133228302,0.5829201340675354,0.228700190782547,0.733189046382904,0.33890387415885925,0.4335206151008606,0.24762700498104095,0.22068053483963013
deal,0.2736595869064331,0.30989542603492737,0.20999522507190704,0.19881702959537506,0.23069973289966583,0.18965286016464233,0.23030675947666168,0.09697403758764267,0.18429717421531677,0.24183475971221924,0.29972702264785767,0.24117141962051392,0.2528302073478699,0.1448499858379364,0.22831951081752777,0.38440680503845215,0.29659226536750793,0.1688549965620041,0.2513751685619354
would,0.30488598346710205,0.29573553800582886,0.28261256217956543,0.28394925594329834,0.4133751392364502,0.23196113109588623,0.30461156368255615,0.057244762778282166,0.5465223789215088,0.21207189559936523,0.5965728163719177,0.3645094633102417,0.398599237203598,0.25846344232559204,0.3353942930698395,0.43239715695381165,0.33440667390823364,0.19704756140708923,0.37178951501846313
have,0.2689777910709381,0.3237307369709015,0.29424744844436646,0.3359639644622803,0.40389683842658997,0.2916400730609894,0.36843645572662354,0.09661953151226044,0.34924131631851196,0.23540161550045013,0.4544740617275238,0.3685062825679779,0.338716596364975,0.25518158078193665,0.3802283704280853,0.4370637536048889,0.5841760635375977,0.23396307229995728,0.32991164922714233
otherwise,0.17322011291980743,0.23622776567935944,0.2625160217285156,0.24314837157726288,0.2968122065067291,0.20274890959262848,0.25651246309280396,0.029074368998408318,0.39386552572250366,0.17612385749816895,0.4337620139122009,0.2565958499908447,0.3438074290752411,0.28830191493034363,0.2133692502975464,0.3257789611816406,0.30659112334251404,0.17180420458316803,0.29367905855178833
complied,0.1896548867225647,0.23227918148040771,0.29525330662727356,0.20559555292129517,0.24976743757724762,0.2139899879693985,0.1540289670228958,0.04990440979599953,0.3575228750705719,0.23963730037212372,0.38126376271247864,0.22743479907512665,0.2236667424440384,0.21668142080307007,0.26202043890953064,0.32004910707473755,0.22607919573783875,0.13305620849132538,0.2799774706363678
with,0.24325589835643768,0.1841839998960495,0.19765803217887878,0.39731505513191223,0.4223487675189972,0.12428569048643112,0.4080928862094879,0.049015142023563385,0.2694357633590698,0.20775818824768066,0.4239959120750427,0.290842205286026,0.3783375024795532,0.1925959587097168,0.41827285289764404,0.3525622487068176,0.35744401812553406,0.1949257254600525,0.2433311939239502
new,0.9999999403953552,0.2209170162677765,0.1916801631450653,0.25394493341445923,0.3845241069793701,0.16179049015045166,0.3758552670478821,0.03107396326959133,0.19549238681793213,0.21810393035411835,0.33159172534942627,0.2762828767299652,0.3214259147644043,0.1444007009267807,0.343457967042923,0.20832711458206177,0.2992318272590637,0.1508234143257141,0.14782847464084625
ownership,0.2209170162677765,1.0,0.24830687046051025,0.2687806189060211,0.261578768491745,0.3779434561729431,0.22562521696090698,0.20817211270332336,0.2904154658317566,0.26139408349990845,0.2847251296043396,0.41800883412361145,0.2549401819705963,0.18060219287872314,0.2084505259990692,0.19148145616054535,0.2561948001384735,0.24872349202632904,0.19719240069389343
rules,0.1916801631450653,0.24830687046051025,0.9999998807907104,0.1953977644443512,0.27022838592529297,0.2813902497291565,0.2252369076013565,0.04065052419900894,0.36926963925361633,0.2912280559539795,0.24270765483379364,0.3242190182209015,0.20817093551158905,0.18176554143428802,0.18197891116142273,0.40467578172683716,0.3142277002334595,0.1386967897415161,0.22111085057258606
implemented,0.2510563135147095,0.2523070275783539,0.3082577586174011,0.20912706851959229,0.21611113846302032,0.24308940768241882,0.19736117124557495,-0.006498721428215504,0.30722975730895996,0.19106535613536835,0.27309197187423706,0.20956428349018097,0.2648390829563141,0.2930832505226135,0.20162434875965118,0.3128129839897156,0.25018545985221863,0.1725521832704544,0.27067989110946655
by,0.25394493341445923,0.2687806189060211,0.1953977644443512,1.0000001192092896,0.4408751428127289,0.1562936007976532,0.370934396982193,0.04352305084466934,0.24764572083950043,0.2472735047340393,0.33534231781959534,0.2755888104438782,0.32094135880470276,0.18296942114830017,0.3646814823150635,0.34370526671409607,0.3409687578678131,0.20435920357704163,0.17966607213020325
the,0.3845241069793701,0.261578768491745,0.27022838592529297,0.4408751428127289,1.0,0.24932202696800232,0.6662389636039734,0.02310241386294365,0.2985120713710785,0.27276062965393066,0.535392165184021,0.334675133228302,0.5829201340675354,0.228700190782547,0.733189046382904,0.33890387415885925,0.4335206151008606,0.24762700498104095,0.22068053483963013
fcc,0.16179049015045166,0.3779434561729431,0.2813902497291565,0.1562936007976532,0.24932202696800232,1.0000001192092896,0.134840726852417,0.09043581038713455,0.2973480224609375,0.4616622030735016,0.24543172121047974,0.26492324471473694,0.1445450782775879,0.24565286934375763,0.16839106380939484,0.24876247346401215,0.2191563844680786,0.3792693614959717,0.1708466112613678
in,0.3758552670478821,0.22562521696090698,0.2252369076013565,0.370934396982193,0.6662389636039734,0.134840726852417,1.0,0.015247007831931114,0.23683252930641174,0.2702135443687439,0.45010748505592346,0.31893372535705566,0.539380669593811,0.18371941149234772,0.5696388483047485,0.2601168751716614,0.41474202275276184,0.25864288210868835,0.20430970191955566
january,0.28180065751075745,0.20880302786827087,0.15661372244358063,0.16497471928596497,0.2467057853937149,0.07060618698596954,0.28467586636543274,0.06990121304988861,0.15679806470870972,0.22637447714805603,0.20270398259162903,0.17834395170211792,0.24193190038204193,0.11212810128927231,0.19923388957977295,0.11096196621656418,0.11292167752981186,0.14039207994937897,0.28608936071395874
1985,0.03107396326959133,0.20817211270332336,0.04065052419900894,0.04352305084466934,0.02310241386294365,0.09043581038713455,0.015247007831931114,0.9999999403953552,0.016321571543812752,0.019085722044110298,0.0432262159883976,0.06672889739274979,-0.020555194467306137,0.028196943923830986,0.01818043366074562,0.0524597242474556,0.08971890807151794,0.07261855900287628,-0.03005216084420681
",",0.36073189973831177,0.21889959275722504,0.23899291455745697,0.3680937886238098,0.4933079481124878,0.12939687073230743,0.5201468467712402,0.10430982708930969,0.2785535454750061,0.28777721524238586,0.44245919585227966,0.2796398997306824,0.427140474319458,0.19527727365493774,0.4946078956127167,0.22659391164779663,0.40610817074775696,0.26337406039237976,0.31091248989105225
that,0.29177987575531006,0.33643072843551636,0.3367280662059784,0.37496164441108704,0.5473989248275757,0.2836698889732361,0.435920387506485,0.0721283033490181,0.41059720516204834,0.28455498814582825,0.5436353087425232,0.37425005435943604,0.47537946701049805,0.2725290358066559,0.41498205065727234,0.557814359664917,0.5391656160354614,0.2291857898235321,0.32716336846351624
allowed,0.19549238681793213,0.2904154658317566,0.36926963925361633,0.24764572083950043,0.2985120713710785,0.2973480224609375,0.23683252930641174,0.016321571543812752,1.0,0.22453653812408447,0.42967355251312256,0.35455018281936646,0.275193989276886,0.260829895734787,0.2699741721153259,0.29753124713897705,0.28547772765159607,0.21436558663845062,0.2309964895248413
broadcasters,0.21810393035411835,0.26139408349990845,0.2912280559539795,0.2472735047340393,0.27276062965393066,0.4616622030735016,0.2702135443687439,0.019085722044110298,0.22453653812408447,1.0,0.2560518682003021,0.2023463100194931,0.2344762235879898,0.19196151196956635,0.21280793845653534,0.2223011553287506,0.2494187355041504,0.4112670421600342,0.20347130298614502
to,0.33159172534942627,0.2847251296043396,0.24270765483379364,0.33534231781959534,0.535392165184021,0.24543172121047974,0.45010748505592346,0.0432262159883976,0.42967355251312256,0.2560518682003021,1.0,0.35879063606262207,0.45503583550453186,0.27501562237739563,0.41548454761505127,0.44169697165489197,0.40243685245513916,0.21700026094913483,0.29463258385658264
own,0.2762828767299652,0.41800883412361145,0.3242190182209015,0.2755888104438782,0.334675133228302,0.26492324471473694,0.31893372535705566,0.06672889739274979,0.35455018281936646,0.2023463100194931,0.35879063606262207,1.0,0.3093770742416382,0.09773177653551102,0.3269667625427246,0.3035697042942047,0.36230841279029846,0.22520172595977783,0.1937696635723114
a,0.3214259147644043,0.2549401819705963,0.20817093551158905,0.32094135880470276,0.5829201340675354,0.1445450782775879,0.539380669593811,-0.020555194467306137,0.275193989276886,0.2344762235879898,0.45503583550453186,0.3093770742416382,1.0,0.24441662430763245,0.5052502155303955,0.29312583804130554,0.2872205972671509,0.199105903506279,0.23916715383529663
maximum,0.1444007009267807,0.18060219287872314,0.18176554143428802,0.18296942114830017,0.228700190782547,0.24565286934375763,0.18371941149234772,0.028196943923830986,0.260829895734787,0.19196151196956635,0.27501562237739563,0.09773177653551102,0.24441662430763245,1.0,0.23949185013771057,0.2148227095603943,0.1761304885149002,0.2110622078180313,0.10959649085998535
of,0.343457967042923,0.2084505259990692,0.18197891116142273,0.3646814823150635,0.733189046382904,0.16839106380939484,0.5696388483047485,0.01818043366074562,0.2699741721153259,0.21280793845653534,0.41548454761505127,0.3269667625427246,0.5052502155303955,0.23949185013771057,1.0,0.2480744868516922,0.37253960967063904,0.20414425432682037,0.1826142966747284
12,0.10591059923171997,0.09947100281715393,0.04733007773756981,0.1047397255897522,0.28907760977745056,-0.09142886102199554,0.18516430258750916,-0.06615187972784042,0.18478482961654663,-0.02678566798567772,0.22845682501792908,0.17535792291164398,0.2757076025009155,0.0827077329158783,0.2886716425418854,0.10959922522306442,0.1780882626771927,0.09233836084604263,0.10021790862083435
television,0.25368571281433105,0.18453918397426605,0.1729428470134735,0.23368048667907715,0.24569597840309143,0.2709883153438568,0.2689782977104187,0.023595254868268967,0.1982724815607071,0.48956993222236633,0.1933557242155075,0.23480813205242157,0.22552843391895294,0.12771274149417877,0.21995750069618225,0.20427560806274414,0.23433995246887207,0.3494590222835541,0.16825827956199646
stations,0.1508234143257141,0.24872349202632904,0.1386967897415161,0.20435920357704163,0.24762700498104095,0.3792693614959717,0.25864288210868835,0.07261855900287628,0.21436558663845062,0.4112670421600342,0.21700026094913483,0.22520172595977783,0.199105903506279,0.2110622078180313,0.20414425432682037,0.18198855221271515,0.2893238365650177,1.0,0.13192185759544373
),0.253329336643219,0.16384081542491913,0.15725542604923248,0.2151763141155243,0.3456730246543884,0.16290630400180817,0.3326910734176636,-0.02280440740287304,0.18560604751110077,0.2865254282951355,0.31236231327056885,0.15735843777656555,0.3640355169773102,0.1945667862892151,0.3680361211299896,0.17939934134483337,0.16602720320224762,0.1451086699962616,0.42300865054130554
",",0.36073189973831177,0.21889959275722504,0.23899291455745697,0.3680937886238098,0.4933079481124878,0.12939687073230743,0.5201468467712402,0.10430982708930969,0.2785535454750061,0.28777721524238586,0.44245919585227966,0.2796398997306824,0.427140474319458,0.19527727365493774,0.4946078956127167,0.22659391164779663,0.40610817074775696,0.26337406039237976,0.31091248989105225
abc,0.20663127303123474,0.1954909712076187,0.23219576478004456,0.17600902915000916,0.2068762183189392,0.27474352717399597,0.1697147786617279,0.07137808203697205,0.11095034331083298,0.40800797939300537,0.1762417107820511,0.23574505746364594,0.21331243216991425,0.10963355004787445,0.14607268571853638,0.19232043623924255,0.18267793953418732,0.23858611285686493,0.19065172970294952
and,0.31402453780174255,0.246654212474823,0.24352850019931793,0.4289871156215668,0.5171257257461548,0.22326773405075073,0.4954058527946472,0.10228481888771057,0.30774351954460144,0.29868799448013306,0.48971283435821533,0.3142828047275543,0.3739250600337982,0.20459675788879395,0.5116966962814331,0.33647966384887695,0.5296266674995422,0.2687023878097534,0.20544172823429108
capital,0.20246382057666779,0.13992585241794586,0.18403823673725128,0.1853148639202118,0.3049491047859192,0.16508400440216064,0.3233928978443146,0.08095449209213257,0.15924671292304993,0.1623905599117279,0.1844596415758133,0.1975037008523941,0.16007359325885773,0.15619423985481262,0.30823585391044617,0.10716020315885544,0.13652990758419037,0.18798157572746277,0.0907452180981636
cities,0.15534153580665588,0.12525217235088348,0.1426219493150711,0.14042139053344727,0.2621172070503235,0.18411317467689514,0.32293570041656494,0.03658384829759598,0.15296486020088196,0.25588321685791016,0.20735321938991547,0.1609964668750763,0.18820415437221527,0.11186740547418594,0.29528072476387024,0.10434838384389877,0.2867770195007324,0.3223423659801483,0.13339310884475708
respectively,0.17086897790431976,0.11989353597164154,0.20131057500839233,0.3243499994277954,0.3498423993587494,0.28394463658332825,0.25961264967918396,-0.014569324441254139,0.21822074055671692,0.17183049023151398,0.29241517186164856,0.17601139843463898,0.18261326849460602,0.24103298783302307,0.25484955310821533,0.18500657379627228,0.25986623764038086,0.2504957616329193,0.1307799071073532
decided,0.2732316851615906,0.2976861596107483,0.24637334048748016,0.24004562199115753,0.37534645199775696,0.2183104008436203,0.30060529708862305,0.11762334406375885,0.5057175755500793,0.2045578807592392,0.43155255913734436,0.3555680811405182,0.320636510848999,0.13026344776153564,0.2880963683128357,0.251603364944458,0.2281767874956131,0.20854277908802032,0.258772075176239
to,0.33159172534942627,0.2847251296043396,0.24270765483379364,0.33534231781959534,0.535392165184021,0.24543172121047974,0.45010748505592346,0.0432262159883976,0.42967355251312256,0.2560518682003021,1.0,0.35879063606262207,0.45503583550453186,0.27501562237739563,0.41548454761505127,0.44169697165489197,0.40243685245513916,0.21700026094913483,0.29463258385658264
sell,0.16679507493972778,0.36240121722221375,0.21336568892002106,0.1953730434179306,0.19874759018421173,0.26830875873565674,0.23190630972385406,0.16919417679309845,0.3299925625324249,0.2087351679801941,0.35664159059524536,0.3788634240627289,0.1961973011493683,0.1501520574092865,0.16354906558990479,0.23010362684726715,0.3026815950870514,0.22338268160820007,0.1556897759437561
wxyz-tv,0.281819224357605,0.2740224599838257,0.19485531747341156,0.2453896403312683,0.3083447217941284,0.37332600355148315,0.3050425052642822,0.1402723640203476,0.15325403213500977,0.4528002440929413,0.26906871795654297,0.2828093469142914,0.3102569282054901,0.18865978717803955,0.2580493986606598,0.29364922642707825,0.24525001645088196,0.37764739990234375,0.31172579526901245
and,0.31402453780174255,0.246654212474823,0.24352850019931793,0.4289871156215668,0.5171257257461548,0.22326773405075073,0.4954058527946472,0.10228481888771057,0.30774351954460144,0.29868799448013306,0.48971283435821533,0.3142828047275543,0.3739250600337982,0.20459675788879395,0.5116966962814331,0.33647966384887695,0.5296266674995422,0.2687023878097534,0.20544172823429108
tampa,0.21536189317703247,0.2047329694032669,0.10272229462862015,0.18762066960334778,0.19435131549835205,0.2852066457271576,0.16157576441764832,0.04529014974832535,0.15746091306209564,0.32432860136032104,0.2329593151807785,0.07157103717327118,0.16477473080158234,0.23476816713809967,0.12850572168827057,0.15432104468345642,0.16023126244544983,0.2041299045085907,0.18372350931167603
independent,0.240186408162117,0.20790530741214752,0.15490254759788513,0.20215941965579987,0.2927691638469696,0.24997593462467194,0.2794609069824219,0.05640488490462303,0.17344976961612701,0.20665881037712097,0.20949965715408325,0.3170447051525116,0.2332436740398407,0.1099560484290123,0.30508819222450256,0.1741381734609604,0.20261110365390778,0.1716633141040802,0.11902587860822678
station,0.12154681980609894,0.19324873387813568,0.057705290615558624,0.16572362184524536,0.23609806597232819,0.33381226658821106,0.21784305572509766,0.0813833624124527,0.16311803460121155,0.3366539180278778,0.21352042257785797,0.15692099928855896,0.21760036051273346,0.16427315771579742,0.17394597828388214,0.12616953253746033,0.15228354930877686,0.8503052592277527,0.12574981153011322
wfts-tv,0.28257593512535095,0.28956708312034607,0.18479308485984802,0.19435784220695496,0.3146173655986786,0.37457749247550964,0.30374258756637573,0.18145136535167694,0.22823278605937958,0.386514276266098,0.2680938243865967,0.28872150182724,0.28215906023979187,0.15824930369853973,0.29553407430648804,0.24589745700359344,0.3107949197292328,0.4501813054084778,0.15239128470420837
to,0.33159172534942627,0.2847251296043396,0.24270765483379364,0.33534231781959534,0.535392165184021,0.24543172121047974,0.45010748505592346,0.0432262159883976,0.42967355251312256,0.2560518682003021,1.0,0.35879063606262207,0.45503583550453186,0.27501562237739563,0.41548454761505127,0.44169697165489197,0.40243685245513916,0.21700026094913483,0.29463258385658264
the,0.3845241069793701,0.261578768491745,0.27022838592529297,0.4408751428127289,1.0,0.24932202696800232,0.6662389636039734,0.02310241386294365,0.2985120713710785,0.27276062965393066,0.535392165184021,0.334675133228302,0.5829201340675354,0.228700190782547,0.733189046382904,0.33890387415885925,0.4335206151008606,0.24762700498104095,0.22068053483963013
e.,-0.04941939562559128,0.05295775830745697,-0.017685385420918465,0.03714229539036751,0.04129594564437866,-0.10375657677650452,0.05083685740828514,0.03880452364683151,-0.04260265454649925,0.0062726158648729324,0.06557954847812653,0.021282300353050232,-0.02863171324133873,0.03715936839580536,0.03512954339385033,-0.012050791643559933,-0.01649918034672737,0.024509379640221596,0.04848470166325569
w.,-0.07083070278167725,0.00793512538075447,-0.03108939528465271,-0.01250501535832882,0.007494001649320126,-0.010335573926568031,-0.029492290690541267,-0.04578230902552605,0.027342552319169044,0.0222897008061409,0.010246237739920616,-0.04459365829825401,0.004890094976872206,0.067535899579525,-0.0285952165722847,-0.02465987578034401,-0.04898321256041527,-0.05891408771276474,-0.07353907823562622
scripps,0.27161067724227905,0.24024969339370728,0.139482319355011,0.18817715346813202,0.28097137808799744,0.2923838496208191,0.23393487930297852,0.1549643874168396,0.10903917253017426,0.3429736793041229,0.18892250955104828,0.2417445033788681,0.187957301735878,0.12972097098827362,0.25224360823631287,0.12750042974948883,0.24292470514774323,0.21320362389087677,0.16217854619026184
company,0.16146139800548553,0.39671725034713745,0.1189793199300766,0.22328482568264008,0.26591673493385315,0.3467300236225128,0.22141718864440918,0.20783983170986176,0.18670186400413513,0.2059095799922943,0.24903783202171326,0.26400935649871826,0.22037413716316223,0.11495380103588104,0.20467796921730042,0.15308363735675812,0.196149542927742,0.24801203608512878,0.12195809185504913
(,0.24608564376831055,0.18031035363674164,0.13285702466964722,0.20696312189102173,0.33289089798927307,0.17462122440338135,0.3087427020072937,-0.006159670185297728,0.18696275353431702,0.3292320966720581,0.30882009863853455,0.14754116535186768,0.3206180930137634,0.19769227504730225,0.35032153129577637,0.1676948219537735,0.1455259770154953,0.1346510946750641,0.40561532974243164
although,0.14055941998958588,0.2367503046989441,0.15058670938014984,0.2373359203338623,0.3265823423862457,0.18433047831058502,0.28763338923454285,0.022813592106103897,0.31567201018333435,0.20223237574100494,0.4176313281059265,0.2374630719423294,0.29747897386550903,0.16220536828041077,0.3024747669696808,0.26196205615997314,0.36542749404907227,0.21900705993175507,0.15541206300258636
capital,0.20246382057666779,0.13992585241794586,0.18403823673725128,0.1853148639202118,0.3049491047859192,0.16508400440216064,0.3233928978443146,0.08095449209213257,0.15924671292304993,0.1623905599117279,0.1844596415758133,0.1975037008523941,0.16007359325885773,0.15619423985481262,0.30823585391044617,0.10716020315885544,0.13652990758419037,0.18798157572746277,0.0907452180981636
cities/abc,0.21811580657958984,0.13167034089565277,0.13834553956985474,0.20261476933956146,0.2729387879371643,0.3171827495098114,0.3274103105068207,0.01205330528318882,0.1280653029680252,0.3816610872745514,0.17292656004428864,0.15036869049072266,0.2168877273797989,0.19879285991191864,0.29075387120246887,0.11548915505409241,0.22002217173576355,0.33169248700141907,0.2519042491912842
originally,0.24256373941898346,0.2837434411048889,0.1650668978691101,0.4076972007751465,0.36820849776268005,0.2080518901348114,0.3191297650337219,0.06181434541940689,0.2029048204421997,0.24555008113384247,0.30024412274360657,0.26074814796447754,0.3363247811794281,0.1004747524857521,0.21349623799324036,0.20902776718139648,0.2585497200489044,0.16960754990577698,0.07821967452764511
intended,0.1812230348587036,0.22701971232891083,0.23714390397071838,0.2477465718984604,0.29853108525276184,0.21928346157073975,0.2369074523448944,-0.025465022772550583,0.44196465611457825,0.1834016740322113,0.48327770829200745,0.3076622188091278,0.31608664989471436,0.2691182792186737,0.24364815652370453,0.31725823879241943,0.22558964788913727,0.1669124811887741,0.21823447942733765
to,0.33159172534942627,0.2847251296043396,0.24270765483379364,0.33534231781959534,0.535392165184021,0.24543172121047974,0.45010748505592346,0.0432262159883976,0.42967355251312256,0.2560518682003021,1.0,0.35879063606262207,0.45503583550453186,0.27501562237739563,0.41548454761505127,0.44169697165489197,0.40243685245513916,0.21700026094913483,0.29463258385658264
seek,0.24241352081298828,0.21208785474300385,0.1488225907087326,0.1420365869998932,0.24523614346981049,0.170563206076622,0.1813114583492279,0.06378421187400818,0.24204064905643463,0.12202121317386627,0.39650240540504456,0.23816782236099243,0.24095171689987183,0.11535650491714478,0.2027195245027542,0.19636671245098114,0.23183909058570862,0.1033535823225975,0.18530094623565674
a,0.3214259147644043,0.2549401819705963,0.20817093551158905,0.32094135880470276,0.5829201340675354,0.1445450782775879,0.539380669593811,-0.020555194467306137,0.275193989276886,0.2344762235879898,0.45503583550453186,0.3093770742416382,1.0,0.24441662430763245,0.5052502155303955,0.29312583804130554,0.2872205972671509,0.199105903506279,0.23916715383529663
cross-ownership,0.2783409655094147,0.832779586315155,0.24369099736213684,0.34691357612609863,0.35023972392082214,0.3617421090602875,0.28058621287345886,0.17498305439949036,0.2676656246185303,0.2870294749736786,0.33663347363471985,0.34635037183761597,0.32072535157203674,0.2305610030889511,0.2738492488861084,0.18885205686092377,0.30755022168159485,0.3286992907524109,0.19675400853157043
