,what,would,have,to,be,increased,regarding,the,lm,and,csm,for,the,last,five,missions,?
sites,0.23563508689403534,0.19204260408878326,0.27043235301971436,0.2365284264087677,0.21782228350639343,0.22030068933963776,0.19502440094947815,0.2751152217388153,0.22408431768417358,0.25660696625709534,0.09802483022212982,0.23407870531082153,0.2751152217388153,0.0597696416079998,0.10245532542467117,0.2307382971048355,0.20032718777656555
",",0.3087472915649414,0.32586824893951416,0.3541618287563324,0.44245919585227966,0.39254459738731384,0.20936180651187897,0.2758248746395111,0.4933079481124878,0.15934062004089355,0.6633074283599854,0.20636554062366486,0.4464869201183319,0.4933079481124878,0.29026782512664795,0.3101605772972107,0.2626538574695587,0.31091248989105225
with,0.2464839518070221,0.38372042775154114,0.48046383261680603,0.4239959120750427,0.36101722717285156,0.2477453649044037,0.2674638032913208,0.4223487675189972,0.11947625130414963,0.5477725267410278,0.12583579123020172,0.39140474796295166,0.4223487675189972,0.1975114792585373,0.29665374755859375,0.21365633606910706,0.2433311939239502
plans,0.2364979386329651,0.4360422194004059,0.211116760969162,0.367337167263031,0.23376253247261047,0.22714948654174805,0.27141663432121277,0.30240729451179504,0.14280876517295837,0.30237799882888794,0.1617741584777832,0.2815955877304077,0.30240729451179504,0.18358252942562103,0.17864257097244263,0.34980687499046326,0.13513131439685822
to,0.455847829580307,0.5965728163719177,0.4544740617275238,1.0,0.4972836375236511,0.2690577805042267,0.29117533564567566,0.535392165184021,0.17625956237316132,0.48971283435821533,0.11701257526874542,0.4451248347759247,0.535392165184021,0.30156898498535156,0.29041585326194763,0.29123765230178833,0.29463258385658264
increase,0.21153631806373596,0.29228541254997253,0.40800943970680237,0.3378143310546875,0.3498366177082062,0.8384779691696167,0.24890102446079254,0.32049667835235596,0.18823781609535217,0.2751924991607666,0.15648676455020905,0.26647913455963135,0.32049667835235596,0.21243950724601746,0.17462942004203796,0.14282995462417603,0.11119163036346436
the,0.42745697498321533,0.4133751392364502,0.40389683842658997,0.535392165184021,0.4248143136501312,0.3188653886318207,0.29280903935432434,1.0,0.25534775853157043,0.5171257257461548,0.15609420835971832,0.4739971458911896,1.0,0.3698786795139313,0.41977158188819885,0.26288601756095886,0.22068053483963013
mass,0.23905135691165924,0.20805642008781433,0.2581143379211426,0.20907121896743774,0.2344316840171814,0.25875240564346313,0.21360373497009277,0.2284930944442749,0.1874196082353592,0.21843883395195007,0.1781049370765686,0.18664062023162842,0.2284930944442749,0.1451120376586914,0.15378504991531372,0.15414763987064362,0.2076406031847
of,0.33290785551071167,0.3353942930698395,0.3802283704280853,0.41548454761505127,0.33904364705085754,0.3371390700340271,0.2715161442756653,0.733189046382904,0.15462981164455414,0.5116966962814331,0.15882812440395355,0.4185989499092102,0.733189046382904,0.3052992522716522,0.3980514109134674,0.2598918080329895,0.1826142966747284
the,0.42745697498321533,0.4133751392364502,0.40389683842658997,0.535392165184021,0.4248143136501312,0.3188653886318207,0.29280903935432434,1.0,0.25534775853157043,0.5171257257461548,0.15609420835971832,0.4739971458911896,1.0,0.3698786795139313,0.41977158188819885,0.26288601756095886,0.22068053483963013
csm,0.16508343815803528,0.11080329865217209,0.07594264298677444,0.11701257526874542,0.08854403346776962,0.15120524168014526,0.17652533948421478,0.15609420835971832,0.4229579269886017,0.15724779665470123,0.9999998807907104,0.235806405544281,0.15609420835971832,0.15943169593811035,0.1517263501882553,0.4198499023914337,0.19925744831562042
and,0.31309178471565247,0.34921059012413025,0.4711785912513733,0.48971283435821533,0.41766801476478577,0.2943111062049866,0.3182925879955292,0.5171257257461548,0.15283863246440887,1.0,0.15724779665470123,0.5064792633056641,0.5171257257461548,0.25967320799827576,0.33081334829330444,0.2856438457965851,0.20544172823429108
lm,0.22412168979644775,0.20394809544086456,0.22292658686637878,0.17625956237316132,0.23948977887630463,0.18288086354732513,0.24870777130126953,0.25534775853157043,1.0000001192092896,0.15283863246440887,0.4229579269886017,0.1800963282585144,0.25534775853157043,0.18264633417129517,0.17634080350399017,0.27608075737953186,0.2270602136850357
for,0.3017193675041199,0.39877474308013916,0.41175219416618347,0.4451248347759247,0.3801851272583008,0.2777559161186218,0.3162982165813446,0.4739971458911896,0.1800963282585144,0.5064792633056641,0.235806405544281,0.9999999403953552,0.4739971458911896,0.3043119013309479,0.30701300501823425,0.24688635766506195,0.264628142118454
the,0.42745697498321533,0.4133751392364502,0.40389683842658997,0.535392165184021,0.4248143136501312,0.3188653886318207,0.29280903935432434,1.0,0.25534775853157043,0.5171257257461548,0.15609420835971832,0.4739971458911896,1.0,0.3698786795139313,0.41977158188819885,0.26288601756095886,0.22068053483963013
last,0.23175878822803497,0.2556133568286896,0.27193668484687805,0.30156898498535156,0.26127123832702637,0.20908188819885254,0.19747957587242126,0.3698786795139313,0.18264633417129517,0.25967320799827576,0.15943169593811035,0.3043119013309479,0.3698786795139313,1.0,0.28025463223457336,0.18065673112869263,0.22371746599674225
five,0.18688078224658966,0.23033055663108826,0.35977232456207275,0.29041585326194763,0.2581751346588135,0.2603577971458435,0.16887369751930237,0.41977158188819885,0.17634080350399017,0.33081334829330444,0.1517263501882553,0.30701300501823425,0.41977158188819885,0.28025463223457336,1.0,0.23859652876853943,0.18342848122119904
missions,0.21898438036441803,0.24290740489959717,0.2621607184410095,0.29123765230178833,0.16492660343647003,0.16678452491760254,0.25323861837387085,0.26288601756095886,0.27608075737953186,0.2856438457965851,0.4198499023914337,0.24688635766506195,0.26288601756095886,0.18065673112869263,0.23859652876853943,1.0,0.21422071754932404
",",0.3087472915649414,0.32586824893951416,0.3541618287563324,0.44245919585227966,0.39254459738731384,0.20936180651187897,0.2758248746395111,0.4933079481124878,0.15934062004089355,0.6633074283599854,0.20636554062366486,0.4464869201183319,0.4933079481124878,0.29026782512664795,0.3101605772972107,0.2626538574695587,0.31091248989105225
along,0.22421957552433014,0.26956912875175476,0.2685122489929199,0.2976071536540985,0.21169698238372803,0.25343555212020874,0.21824081242084503,0.39495137333869934,0.11129333823919296,0.4213258922100067,0.06473498791456223,0.249526709318161,0.39495137333869934,0.11742201447486877,0.19166745245456696,0.21036021411418915,0.17134909331798553
with,0.2464839518070221,0.38372042775154114,0.48046383261680603,0.4239959120750427,0.36101722717285156,0.2477453649044037,0.2674638032913208,0.4223487675189972,0.11947625130414963,0.5477725267410278,0.12583579123020172,0.39140474796295166,0.4223487675189972,0.1975114792585373,0.29665374755859375,0.21365633606910706,0.2433311939239502
the,0.42745697498321533,0.4133751392364502,0.40389683842658997,0.535392165184021,0.4248143136501312,0.3188653886318207,0.29280903935432434,1.0,0.25534775853157043,0.5171257257461548,0.15609420835971832,0.4739971458911896,1.0,0.3698786795139313,0.41977158188819885,0.26288601756095886,0.22068053483963013
payload,0.18250827491283417,0.13916237652301788,0.20994998514652252,0.20078565180301666,0.19714118540287018,0.20525014400482178,0.2294103503227234,0.16401338577270508,0.2765863835811615,0.21163128316402435,0.48882201313972473,0.22720588743686676,0.16401338577270508,0.08312728255987167,0.1352660357952118,0.37204816937446594,0.2877492606639862
capacity,0.16428391635417938,0.21672497689723969,0.23842674493789673,0.24764131009578705,0.22681169211864471,0.32926657795906067,0.1687067598104477,0.1849547177553177,0.1298052966594696,0.2218906134366989,0.27081266045570374,0.2676246166229248,0.1849547177553177,0.14021959900856018,0.1659671515226364,0.19864580035209656,0.17383241653442383
of,0.33290785551071167,0.3353942930698395,0.3802283704280853,0.41548454761505127,0.33904364705085754,0.3371390700340271,0.2715161442756653,0.733189046382904,0.15462981164455414,0.5116966962814331,0.15882812440395355,0.4185989499092102,0.733189046382904,0.3052992522716522,0.3980514109134674,0.2598918080329895,0.1826142966747284
the,0.42745697498321533,0.4133751392364502,0.40389683842658997,0.535392165184021,0.4248143136501312,0.3188653886318207,0.29280903935432434,1.0,0.25534775853157043,0.5171257257461548,0.15609420835971832,0.4739971458911896,1.0,0.3698786795139313,0.41977158188819885,0.26288601756095886,0.22068053483963013
saturn,0.12153393030166626,0.21835042536258698,0.17930284142494202,0.18787172436714172,0.18043144047260284,0.14327110350131989,0.10750847309827805,0.24189656972885132,0.2892628610134125,0.18160289525985718,0.33487534523010254,0.30204665660858154,0.24189656972885132,0.15906821191310883,0.16974659264087677,0.17527790367603302,0.1619711071252823
v.,0.017213884741067886,0.03628528490662575,0.023506205528974533,0.0018978832522407174,0.012143939733505249,-0.0051941401325166225,0.018236840143799782,-0.028345759958028793,-0.013655995950102806,-0.06757711619138718,-0.04758560657501221,0.00569364707916975,-0.028345759958028793,-0.070313461124897,0.032772310078144073,0.01206954475492239,0.13179227709770203
these,0.4164220690727234,0.3925110399723053,0.6459943056106567,0.46852558851242065,0.4507283866405487,0.34683141112327576,0.3553127944469452,0.49086877703666687,0.2509367763996124,0.5314885973930359,0.15130145847797394,0.41566818952560425,0.49086877703666687,0.23928019404411316,0.4180683493614197,0.33472466468811035,0.2571668326854706
final,0.20972409844398499,0.25731417536735535,0.13584725558757782,0.26099109649658203,0.16302402317523956,0.15778899192810059,0.21981419622898102,0.3543182611465454,0.1767168492078781,0.2635152339935303,0.16021384298801422,0.25346213579177856,0.3543182611465454,0.4394223988056183,0.23327644169330597,0.1626800149679184,0.17315025627613068
missions,0.21898438036441803,0.24290740489959717,0.2621607184410095,0.29123765230178833,0.16492660343647003,0.16678452491760254,0.25323861837387085,0.26288601756095886,0.27608075737953186,0.2856438457965851,0.4198499023914337,0.24688635766506195,0.26288601756095886,0.18065673112869263,0.23859652876853943,1.0,0.21422071754932404
would,0.45766422152519226,1.0000001192092896,0.484149694442749,0.5965728163719177,0.5202695727348328,0.2912437319755554,0.32361137866973877,0.4133751392364502,0.20394809544086456,0.34921059012413025,0.11080329865217209,0.39877474308013916,0.4133751392364502,0.2556133568286896,0.23033055663108826,0.24290740489959717,0.37178951501846313
combine,0.27796897292137146,0.21429170668125153,0.29490926861763,0.2847091257572174,0.35207340121269226,0.22332949936389923,0.22938108444213867,0.2880306839942932,0.10761305689811707,0.36650222539901733,0.12421102821826935,0.2938137352466583,0.2880306839942932,0.11288471519947052,0.17656517028808594,0.18073590099811554,0.23649157583713531
the,0.42745697498321533,0.4133751392364502,0.40389683842658997,0.535392165184021,0.4248143136501312,0.3188653886318207,0.29280903935432434,1.0,0.25534775853157043,0.5171257257461548,0.15609420835971832,0.4739971458911896,1.0,0.3698786795139313,0.41977158188819885,0.26288601756095886,0.22068053483963013
i,0.4411132335662842,0.4595685601234436,0.3702464699745178,0.3140375316143036,0.3843499720096588,0.12328904122114182,0.3279263973236084,0.26687872409820557,0.1975329965353012,0.31928038597106934,0.2190612554550171,0.257647842168808,0.26687872409820557,0.28949615359306335,0.13261668384075165,0.16988936066627502,0.4695145785808563
and,0.31309178471565247,0.34921059012413025,0.4711785912513733,0.48971283435821533,0.41766801476478577,0.2943111062049866,0.3182925879955292,0.5171257257461548,0.15283863246440887,1.0,0.15724779665470123,0.5064792633056641,0.5171257257461548,0.25967320799827576,0.33081334829330444,0.2856438457965851,0.20544172823429108
j,0.15030516684055328,0.14941096305847168,0.18599513173103333,0.11675981432199478,0.10582475364208221,0.11432724446058273,0.13708502054214478,0.15695494413375854,0.176626056432724,0.23851735889911652,0.24413281679153442,0.20501819252967834,0.15695494413375854,0.14822840690612793,0.0962158590555191,0.10131992399692535,0.14581649005413055
types,0.25706279277801514,0.16394191980361938,0.3764505088329315,0.20054484903812408,0.31168943643569946,0.2763324975967407,0.1580139398574829,0.23509301245212555,0.12170545011758804,0.3014242649078369,0.1538604348897934,0.29793059825897217,0.23509301245212555,0.10160736739635468,0.2470112293958664,0.17465922236442566,0.1285012811422348
in,0.30808621644973755,0.30461156368255615,0.36843645572662354,0.45010748505592346,0.3481820821762085,0.244624063372612,0.2634240984916687,0.6662389636039734,0.14918769896030426,0.4954058527946472,0.15355633199214935,0.4322226941585541,0.6662389636039734,0.30714505910873413,0.3634254038333893,0.2733149528503418,0.20430970191955566
the,0.42745697498321533,0.4133751392364502,0.40389683842658997,0.535392165184021,0.4248143136501312,0.3188653886318207,0.29280903935432434,1.0,0.25534775853157043,0.5171257257461548,0.15609420835971832,0.4739971458911896,1.0,0.3698786795139313,0.41977158188819885,0.26288601756095886,0.22068053483963013
1967,-0.0218155886977911,-0.06800637394189835,-0.12696819007396698,-0.0018660398200154305,-0.03577471524477005,-0.016051221638917923,0.09454985707998276,-0.012038951739668846,-0.06560196727514267,-0.056995928287506104,-0.035433147102594376,0.033193573355674744,-0.012038951739668846,-0.08803228288888931,-0.027637405321002007,-0.1345202475786209,0.017933469265699387
list,0.22366273403167725,0.1953110247850418,0.284357488155365,0.17417719960212708,0.2599433958530426,0.13572989404201508,0.200245663523674,0.2863321602344513,0.05567408353090286,0.23656265437602997,0.10121476650238037,0.254395067691803,0.2863321602344513,0.1965593844652176,0.24639660120010376,0.15603533387184143,0.23630984127521515
",",0.3087472915649414,0.32586824893951416,0.3541618287563324,0.44245919585227966,0.39254459738731384,0.20936180651187897,0.2758248746395111,0.4933079481124878,0.15934062004089355,0.6633074283599854,0.20636554062366486,0.4464869201183319,0.4933079481124878,0.29026782512664795,0.3101605772972107,0.2626538574695587,0.31091248989105225
allowing,0.21854478120803833,0.513235330581665,0.36123982071876526,0.47026363015174866,0.3555369973182678,0.3521019220352173,0.3037390410900116,0.3440283536911011,0.1399286985397339,0.36344248056411743,0.11858280003070831,0.32889822125434875,0.3440283536911011,0.15464772284030914,0.22838269174098969,0.20591916143894196,0.1434045135974884
the,0.42745697498321533,0.4133751392364502,0.40389683842658997,0.535392165184021,0.4248143136501312,0.3188653886318207,0.29280903935432434,1.0,0.25534775853157043,0.5171257257461548,0.15609420835971832,0.4739971458911896,1.0,0.3698786795139313,0.41977158188819885,0.26288601756095886,0.22068053483963013
cmp,0.2300279587507248,0.18313640356063843,0.26363053917884827,0.2117818146944046,0.22986403107643127,0.21393956243991852,0.23332005739212036,0.2160838544368744,0.2527819871902466,0.21911101043224335,0.3464237451553345,0.2705598771572113,0.2160838544368744,0.1429041177034378,0.17300251126289368,0.20179511606693268,0.31603097915649414
to,0.455847829580307,0.5965728163719177,0.4544740617275238,1.0,0.4972836375236511,0.2690577805042267,0.29117533564567566,0.535392165184021,0.17625956237316132,0.48971283435821533,0.11701257526874542,0.4451248347759247,0.535392165184021,0.30156898498535156,0.29041585326194763,0.29123765230178833,0.29463258385658264
operate,0.23576132953166962,0.29437458515167236,0.3386690616607666,0.3261392116546631,0.3260573744773865,0.26480963826179504,0.13626588881015778,0.23581141233444214,0.17626306414604187,0.25841018557548523,0.2518150210380554,0.23467504978179932,0.23581141233444214,0.11555776745080948,0.20113427937030792,0.2561166286468506,0.16664595901966095
a,0.3320399522781372,0.398599237203598,0.338716596364975,0.45503583550453186,0.39883795380592346,0.22370080649852753,0.22400012612342834,0.5829201340675354,0.1819782704114914,0.3739250600337982,0.19198624789714813,0.44038116931915283,0.5829201340675354,0.2864423990249634,0.2874281108379364,0.2459585964679718,0.23916715383529663
package,0.18274888396263123,0.2550957202911377,0.21704070270061493,0.26714250445365906,0.2217237800359726,0.16428543627262115,0.2491283416748047,0.19628381729125977,0.17356637120246887,0.20324961841106415,0.15777866542339325,0.2392713725566864,0.19628381729125977,0.15042400360107422,0.18154606223106384,0.18557871878147125,0.17711099982261658
of,0.33290785551071167,0.3353942930698395,0.3802283704280853,0.41548454761505127,0.33904364705085754,0.3371390700340271,0.2715161442756653,0.733189046382904,0.15462981164455414,0.5116966962814331,0.15882812440395355,0.4185989499092102,0.733189046382904,0.3052992522716522,0.3980514109134674,0.2598918080329895,0.1826142966747284
lunar,0.18274477124214172,0.20055215060710907,0.16943895816802979,0.15437743067741394,0.167300745844841,0.17428748309612274,0.18263305723667145,0.23309995234012604,0.42166680097579956,0.206029012799263,0.5040956735610962,0.16840216517448425,0.23309995234012604,0.2517516016960144,0.20728439092636108,0.3653785288333893,0.1628302037715912
orbital,0.2394261658191681,0.19512684643268585,0.19041508436203003,0.20699875056743622,0.1698933243751526,0.1016889363527298,0.1640016883611679,0.16417881846427917,0.2869364321231842,0.18142670392990112,0.427463173866272,0.1865740865468979,0.16417881846427917,0.15936048328876495,0.14344482123851776,0.27817216515541077,0.22483505308628082
sensors,0.2509327530860901,0.20250946283340454,0.2817884683609009,0.23180149495601654,0.2332383394241333,0.2820280194282532,0.2083594650030136,0.22193503379821777,0.24250996112823486,0.24098914861679077,0.19545480608940125,0.2255508154630661,0.22193503379821777,0.10209197551012039,0.11927423626184464,0.2714128792285919,0.1501072198152542
and,0.31309178471565247,0.34921059012413025,0.4711785912513733,0.48971283435821533,0.41766801476478577,0.2943111062049866,0.3182925879955292,0.5171257257461548,0.15283863246440887,1.0,0.15724779665470123,0.5064792633056641,0.5171257257461548,0.25967320799827576,0.33081334829330444,0.2856438457965851,0.20544172823429108
cameras,0.22978083789348602,0.25702670216560364,0.2469457983970642,0.28243497014045715,0.24669234454631805,0.15889522433280945,0.20611611008644104,0.2402329444885254,0.18948832154273987,0.24447834491729736,0.17700204253196716,0.2902202010154724,0.2402329444885254,0.12780575454235077,0.19037123024463654,0.26145774126052856,0.1492827832698822
while,0.35511791706085205,0.38103634119033813,0.3577405512332916,0.43899232149124146,0.3466706871986389,0.28557461500167847,0.3277289569377899,0.39804592728614807,0.25344324111938477,0.45699796080589294,0.14553526043891907,0.4232339859008789,0.39804592728614807,0.2372256964445114,0.27238762378692627,0.2627766728401184,0.21076419949531555
his,0.26976513862609863,0.292866975069046,0.25689181685447693,0.3715193271636963,0.21738691627979279,0.22739072144031525,0.2384527623653412,0.4394008219242096,0.1719226837158203,0.4234102666378021,0.15401962399482727,0.39312878251075745,0.4394008219242096,0.2789236307144165,0.31267768144607544,0.2283373922109604,0.18075084686279297
companions,0.18120864033699036,0.2089197039604187,0.237274169921875,0.3149268925189972,0.24003584682941437,0.14215050637722015,0.17115886509418488,0.25117260217666626,0.13080745935440063,0.26133993268013,0.1444537192583084,0.20080320537090302,0.25117260217666626,0.1625925451517105,0.19249595701694489,0.2755131125450134,0.14333169162273407
were,0.22298263013362885,0.37426912784576416,0.5193349123001099,0.31913647055625916,0.4064064621925354,0.2608676850795746,0.26288607716560364,0.3906462490558624,0.1915794014930725,0.42175528407096863,0.07520177215337753,0.33592689037323,0.3906462490558624,0.25959286093711853,0.37460240721702576,0.30557745695114136,0.17890112102031708
on,0.34226128458976746,0.35589995980262756,0.36494916677474976,0.41031414270401,0.37900757789611816,0.23179513216018677,0.2795979976654053,0.5107308030128479,0.21269403398036957,0.4077630043029785,0.19010058045387268,0.36199691891670227,0.5107308030128479,0.2517152428627014,0.2724660038948059,0.2538504898548126,0.2714994251728058
the,0.42745697498321533,0.4133751392364502,0.40389683842658997,0.535392165184021,0.4248143136501312,0.3188653886318207,0.29280903935432434,1.0,0.25534775853157043,0.5171257257461548,0.15609420835971832,0.4739971458911896,1.0,0.3698786795139313,0.41977158188819885,0.26288601756095886,0.22068053483963013
surface,0.23580394685268402,0.2547634243965149,0.24156825244426727,0.23727688193321228,0.27637481689453125,0.24300196766853333,0.14945104718208313,0.2555135488510132,0.26098427176475525,0.2626544237136841,0.24297504127025604,0.17463307082653046,0.2555135488510132,0.12702476978302002,0.15586213767528534,0.2683989405632019,0.14613434672355652
",",0.3087472915649414,0.32586824893951416,0.3541618287563324,0.44245919585227966,0.39254459738731384,0.20936180651187897,0.2758248746395111,0.4933079481124878,0.15934062004089355,0.6633074283599854,0.20636554062366486,0.4464869201183319,0.4933079481124878,0.29026782512664795,0.3101605772972107,0.2626538574695587,0.31091248989105225
and,0.31309178471565247,0.34921059012413025,0.4711785912513733,0.48971283435821533,0.41766801476478577,0.2943111062049866,0.3182925879955292,0.5171257257461548,0.15283863246440887,1.0,0.15724779665470123,0.5064792633056641,0.5171257257461548,0.25967320799827576,0.33081334829330444,0.2856438457965851,0.20544172823429108
allowing,0.21854478120803833,0.513235330581665,0.36123982071876526,0.47026363015174866,0.3555369973182678,0.3521019220352173,0.3037390410900116,0.3440283536911011,0.1399286985397339,0.36344248056411743,0.11858280003070831,0.32889822125434875,0.3440283536911011,0.15464772284030914,0.22838269174098969,0.20591916143894196,0.1434045135974884
them,0.4994642734527588,0.5105606913566589,0.5357621312141418,0.5916602611541748,0.4282684326171875,0.2535193860530853,0.3258477449417114,0.4788833558559418,0.15620647370815277,0.48717668652534485,0.03707711398601532,0.41447147727012634,0.4788833558559418,0.26444244384765625,0.30055850744247437,0.31734001636505127,0.35435691475868225
to,0.455847829580307,0.5965728163719177,0.4544740617275238,1.0,0.4972836375236511,0.2690577805042267,0.29117533564567566,0.535392165184021,0.17625956237316132,0.48971283435821533,0.11701257526874542,0.4451248347759247,0.535392165184021,0.30156898498535156,0.29041585326194763,0.29123765230178833,0.29463258385658264
stay,0.30565327405929565,0.38615211844444275,0.3498888909816742,0.39492106437683105,0.4161105453968048,0.19595029950141907,0.25155356526374817,0.2869375944137573,0.12911935150623322,0.279899924993515,0.144600048661232,0.28911006450653076,0.2869375944137573,0.24844218790531158,0.23354396224021912,0.17320698499679565,0.22141321003437042
on,0.34226128458976746,0.35589995980262756,0.36494916677474976,0.41031414270401,0.37900757789611816,0.23179513216018677,0.2795979976654053,0.5107308030128479,0.21269403398036957,0.4077630043029785,0.19010058045387268,0.36199691891670227,0.5107308030128479,0.2517152428627014,0.2724660038948059,0.2538504898548126,0.2714994251728058
the,0.42745697498321533,0.4133751392364502,0.40389683842658997,0.535392165184021,0.4248143136501312,0.3188653886318207,0.29280903935432434,1.0,0.25534775853157043,0.5171257257461548,0.15609420835971832,0.4739971458911896,1.0,0.3698786795139313,0.41977158188819885,0.26288601756095886,0.22068053483963013
moon,0.15898863971233368,0.22023175656795502,0.2214115560054779,0.17707908153533936,0.20152267813682556,0.1443573236465454,0.1439441442489624,0.23613092303276062,0.3554265797138214,0.2018347829580307,0.3297808766365051,0.2043032944202423,0.23613092303276062,0.2400616854429245,0.1463347226381302,0.30764681100845337,0.1442703753709793
for,0.3017193675041199,0.39877474308013916,0.41175219416618347,0.4451248347759247,0.3801851272583008,0.2777559161186218,0.3162982165813446,0.4739971458911896,0.1800963282585144,0.5064792633056641,0.235806405544281,0.9999999403953552,0.4739971458911896,0.3043119013309479,0.30701300501823425,0.24688635766506195,0.264628142118454
over,0.28007611632347107,0.3247411251068115,0.41283175349235535,0.38635820150375366,0.27136483788490295,0.3920024633407593,0.3167096972465515,0.39856547117233276,0.1592697650194168,0.4021143913269043,0.08764854073524475,0.3419422209262848,0.39856547117233276,0.29127854108810425,0.3258861005306244,0.258951336145401,0.25742942094802856
three,0.24888746440410614,0.2433076798915863,0.3712083399295807,0.3043823838233948,0.25663426518440247,0.1724785715341568,0.1773330569267273,0.43452659249305725,0.1368253231048584,0.3826501965522766,0.10414951294660568,0.3032672107219696,0.43452659249305725,0.23876327276229858,0.8168607354164124,0.20720647275447845,0.20928427577018738
days,0.2191895991563797,0.25605031847953796,0.25489261746406555,0.2942236363887787,0.28003883361816406,0.27583277225494385,0.15415912866592407,0.2574930489063263,0.16261686384677887,0.2561761140823364,0.2360820770263672,0.2734130620956421,0.2574930489063263,0.3330630362033844,0.34618866443634033,0.20467394590377808,0.2198754847049713
.,0.3567904531955719,0.35067233443260193,0.41614407300949097,0.4645031690597534,0.4383580684661865,0.21367591619491577,0.27343305945396423,0.5934505462646484,0.22923575341701508,0.588965117931366,0.23357412219047546,0.4726039469242096,0.5934505462646484,0.3548945486545563,0.34172043204307556,0.2895781993865967,0.4130953550338745
,what,would,have,to,be,increased,regarding,the,lm,and,csm,for,the,last,five,missions,?
these,0.4164220690727234,0.3925110399723053,0.6459943056106567,0.46852558851242065,0.4507283866405487,0.34683141112327576,0.3553127944469452,0.49086877703666687,0.2509367763996124,0.5314885973930359,0.15130145847797394,0.41566818952560425,0.49086877703666687,0.23928019404411316,0.4180683493614197,0.33472466468811035,0.2571668326854706
missions,0.21898438036441803,0.24290740489959717,0.2621607184410095,0.29123765230178833,0.16492660343647003,0.16678452491760254,0.25323861837387085,0.26288601756095886,0.27608075737953186,0.2856438457965851,0.4198499023914337,0.24688635766506195,0.26288601756095886,0.18065673112869263,0.23859652876853943,1.0,0.21422071754932404
would,0.45766422152519226,1.0000001192092896,0.484149694442749,0.5965728163719177,0.5202695727348328,0.2912437319755554,0.32361137866973877,0.4133751392364502,0.20394809544086456,0.34921059012413025,0.11080329865217209,0.39877474308013916,0.4133751392364502,0.2556133568286896,0.23033055663108826,0.24290740489959717,0.37178951501846313
