,according,to,oxfam,",",the,85,richest,people,have,wealth,equal,to,how,many,average,people,?
wealthiest,0.26799118518829346,0.23844259977340698,0.2661701440811157,0.2844572067260742,0.3305174708366394,0.0996527373790741,0.7016710638999939,0.31251755356788635,0.18917082250118256,0.711633026599884,0.23052968084812164,0.23844259977340698,0.15533822774887085,0.22179962694644928,0.29811570048332214,0.31251755356788635,0.15221920609474182
individuals,0.22627031803131104,0.3194306492805481,0.25373944640159607,0.18873384594917297,0.3022412955760956,0.022113583981990814,0.23061822354793549,0.3042522668838501,0.4619733393192291,0.31513237953186035,0.2519889771938324,0.3194306492805481,0.32629096508026123,0.32460588216781616,0.287060022354126,0.3042522668838501,0.20243582129478455
in,0.29259276390075684,0.45010748505592346,0.2296697497367859,0.5201468467712402,0.6662389636039734,-0.017425857484340668,0.2720588445663452,0.39605680108070374,0.36843645572662354,0.1835664063692093,0.12870801985263824,0.45010748505592346,0.2601168751716614,0.41474202275276184,0.23465414345264435,0.39605680108070374,0.20430970191955566
the,0.3202974498271942,0.535392165184021,0.2714040279388428,0.4933079481124878,1.0,0.0036199199967086315,0.27766263484954834,0.36838498711586,0.40389683842658997,0.24999672174453735,0.21154357492923737,0.535392165184021,0.33890387415885925,0.4335206151008606,0.27058175206184387,0.36838498711586,0.22068053483963013
world,0.20016628503799438,0.26213452219963074,0.3002612888813019,0.26091980934143066,0.33604270219802856,-0.012851587496697903,0.4076535999774933,0.23576074838638306,0.2620723843574524,0.25328367948532104,0.13233117759227753,0.26213452219963074,0.25969967246055603,0.3418862819671631,0.15420986711978912,0.23576074838638306,0.17579582333564758
have,0.23988237977027893,0.4544740617275238,0.21498869359493256,0.3541618287563324,0.40389683842658997,-0.007768310606479645,0.16106930375099182,0.3380994498729706,0.9999999403953552,0.20081286132335663,0.2942688465118408,0.4544740617275238,0.4370637536048889,0.5841760635375977,0.24795836210250854,0.3380994498729706,0.32991164922714233
a,0.239227756857872,0.45503583550453186,0.26425090432167053,0.427140474319458,0.5829201340675354,-0.011908868327736855,0.19698546826839447,0.3483705520629883,0.338716596364975,0.20101723074913025,0.22565314173698425,0.45503583550453186,0.29312583804130554,0.2872205972671509,0.23812800645828247,0.3483705520629883,0.23916715383529663
combined,0.30667218565940857,0.24629315733909607,0.08636302500963211,0.31732821464538574,0.3713363707065582,0.019554611295461655,0.1909211426973343,0.25178292393684387,0.24778592586517334,0.17849938571453094,0.20823971927165985,0.24629315733909607,0.2234719693660736,0.2660016119480133,0.18480391800403595,0.25178292393684387,0.17985320091247559
wealth,0.285123348236084,0.30562296509742737,0.27700603008270264,0.22482609748840332,0.24999672174453735,0.11813367903232574,0.5262152552604675,0.21239429712295532,0.20081286132335663,0.9999998807907104,0.2537494897842407,0.30562296509742737,0.22943173348903656,0.22441639006137848,0.22156551480293274,0.21239429712295532,0.1624586433172226
equal,0.17089876532554626,0.28325995802879333,0.16735494136810303,0.2120320051908493,0.21154357492923737,0.09847962856292725,0.16464443504810333,0.13319705426692963,0.2942688465118408,0.2537494897842407,0.9999999403953552,0.28325995802879333,0.2386460304260254,0.223395437002182,0.30551695823669434,0.13319705426692963,0.15421567857265472
to,0.28520727157592773,1.0,0.27467039227485657,0.44245919585227966,0.535392165184021,0.06427568197250366,0.17104682326316833,0.37275731563568115,0.4544740617275238,0.30562296509742737,0.28325995802879333,1.0,0.44169697165489197,0.40243685245513916,0.2572915256023407,0.37275731563568115,0.29463258385658264
that,0.29146862030029297,0.5436353087425232,0.2705768644809723,0.4137537479400635,0.5473989248275757,0.06371890008449554,0.19265452027320862,0.3621441423892975,0.6182622313499451,0.256238728761673,0.32840782403945923,0.5436353087425232,0.557814359664917,0.5391656160354614,0.2513456642627716,0.3621441423892975,0.32716336846351624
of,0.3307822346687317,0.41548454761505127,0.21295151114463806,0.4946078956127167,0.733189046382904,0.03837970644235611,0.3122171461582184,0.3251037895679474,0.3802283704280853,0.27235376834869385,0.2787107825279236,0.41548454761505127,0.2480744868516922,0.37253960967063904,0.23717734217643738,0.3251037895679474,0.1826142966747284
the,0.3202974498271942,0.535392165184021,0.2714040279388428,0.4933079481124878,1.0,0.0036199199967086315,0.27766263484954834,0.36838498711586,0.40389683842658997,0.24999672174453735,0.21154357492923737,0.535392165184021,0.33890387415885925,0.4335206151008606,0.27058175206184387,0.36838498711586,0.22068053483963013
bottom,0.1175900548696518,0.2297661155462265,0.056389711797237396,0.20182575285434723,0.3075515031814575,0.02678481861948967,0.11894265562295914,0.12769339978694916,0.279744029045105,0.1142057254910469,0.19077296555042267,0.2297661155462265,0.18489450216293335,0.14276793599128723,0.1624617725610733,0.12769339978694916,0.21899469196796417
50,0.02369679883122444,-0.024239253252744675,0.024096233770251274,-0.025195008143782616,0.03602437674999237,0.012004912830889225,0.0011128130136057734,-0.06115209683775902,0.10407739877700806,0.05970994383096695,0.023096732795238495,-0.024239253252744675,0.014565115794539452,-0.037946149706840515,0.03536339849233627,-0.06115209683775902,0.030512850731611252
%,0.1994079053401947,0.18513022363185883,0.15273834764957428,0.22757403552532196,0.21490740776062012,0.03175235167145729,0.18681630492210388,0.26192399859428406,0.25054386258125305,0.1433779001235962,0.24640820920467377,0.18513022363185883,0.1237400695681572,0.24948352575302124,0.3856343626976013,0.26192399859428406,0.21441808342933655
of,0.3307822346687317,0.41548454761505127,0.21295151114463806,0.4946078956127167,0.733189046382904,0.03837970644235611,0.3122171461582184,0.3251037895679474,0.3802283704280853,0.27235376834869385,0.2787107825279236,0.41548454761505127,0.2480744868516922,0.37253960967063904,0.23717734217643738,0.3251037895679474,0.1826142966747284
the,0.3202974498271942,0.535392165184021,0.2714040279388428,0.4933079481124878,1.0,0.0036199199967086315,0.27766263484954834,0.36838498711586,0.40389683842658997,0.24999672174453735,0.21154357492923737,0.535392165184021,0.33890387415885925,0.4335206151008606,0.27058175206184387,0.36838498711586,0.22068053483963013
world,0.20016628503799438,0.26213452219963074,0.3002612888813019,0.26091980934143066,0.33604270219802856,-0.012851587496697903,0.4076535999774933,0.23576074838638306,0.2620723843574524,0.25328367948532104,0.13233117759227753,0.26213452219963074,0.25969967246055603,0.3418862819671631,0.15420986711978912,0.23576074838638306,0.17579582333564758
's,-0.0037221983075141907,0.03782717138528824,0.039435893297195435,-0.0016132977325469255,-0.01540423184633255,-0.006590822245925665,-0.02634957991540432,0.023582622408866882,-0.02807004563510418,0.1138739213347435,0.016483474522829056,0.03782717138528824,-0.026164190843701363,0.01698932610452175,0.08544468134641647,0.023582622408866882,-0.023395681753754616
population,0.3151155114173889,0.19776633381843567,0.13553856313228607,0.2967977225780487,0.32044094800949097,0.010290248319506645,0.3206821084022522,0.3562411963939667,0.19700278341770172,0.259223073720932,0.1596420854330063,0.19776633381843567,0.1651063710451126,0.2201971709728241,0.3352084755897522,0.3562411963939667,0.14449454843997955
",",0.3107093870639801,0.44245919585227966,0.2046637237071991,1.0000001192092896,0.4933079481124878,0.08846454322338104,0.2780846655368805,0.36644625663757324,0.3541618287563324,0.22482609748840332,0.2120320051908493,0.44245919585227966,0.22659391164779663,0.40610817074775696,0.23098047077655792,0.36644625663757324,0.31091248989105225
or,0.18592984974384308,0.38921234011650085,0.2563718855381012,0.3769497275352478,0.4174870550632477,0.01994582824409008,0.12166596949100494,0.335800439119339,0.46389055252075195,0.2073715627193451,0.31536635756492615,0.38921234011650085,0.3378981947898865,0.36905089020729065,0.22127775847911835,0.335800439119339,0.32389625906944275
about,0.31907105445861816,0.391953706741333,0.20115390419960022,0.3877100944519043,0.37995871901512146,0.04240350052714348,0.21922504901885986,0.394355833530426,0.3940475583076477,0.17208260297775269,0.20458774268627167,0.391953706741333,0.44264400005340576,0.3800397515296936,0.3126908242702484,0.394355833530426,0.302409827709198
3.5,0.0246722511947155,-0.035558655858039856,-0.11499102413654327,-0.16167064011096954,-0.1266309767961502,-0.010844499804079533,-0.13648557662963867,0.05486903339624405,-0.055520083755254745,-0.04737570881843567,-0.10174627602100372,-0.035558655858039856,0.0011970505584031343,-0.050710201263427734,-0.06750050187110901,0.05486903339624405,-0.09453554451465607
billion,0.21864408254623413,0.2046312391757965,0.28222885727882385,0.19861456751823425,0.2162325382232666,0.08232332766056061,0.36650797724723816,0.19099193811416626,0.2750703990459442,0.28243234753608704,0.21825748682022095,0.2046312391757965,0.2582297921180725,0.27396708726882935,0.3176586627960205,0.19099193811416626,0.25791820883750916
people,0.2239774912595749,0.37275731563568115,0.21007446944713593,0.36644625663757324,0.36838498711586,-0.09366471320390701,0.204217329621315,1.0000001192092896,0.3380994498729706,0.21239429712295532,0.13319705426692963,0.37275731563568115,0.2932034730911255,0.4171447455883026,0.18558715283870697,1.0000001192092896,0.23739641904830933
.,0.29052162170410156,0.4645031690597534,0.24857765436172485,0.6812511086463928,0.5934505462646484,0.05920964479446411,0.25926893949508667,0.33118996024131775,0.41614407300949097,0.1815606653690338,0.25790271162986755,0.4645031690597534,0.3287222981452942,0.3974229395389557,0.2717139422893524,0.33118996024131775,0.4130953550338745
