,what,network,approached,walt,disney,about,producing,color,broadcasts,of,his,anthology,series,?
would,0.45766422152519226,0.15532255172729492,0.3504880666732788,0.17985524237155914,0.20283743739128113,0.2849528193473816,0.241668701171875,0.20698337256908417,0.17389294505119324,0.3353942930698395,0.292866975069046,0.1188499853014946,0.17891567945480347,0.37178951501846313
be,0.3929833769798279,0.21879678964614868,0.23274344205856323,0.2106216549873352,0.20369912683963776,0.26362910866737366,0.22751696407794952,0.25171205401420593,0.21352390944957733,0.33904364705085754,0.21738691627979279,0.12343237549066544,0.21031107008457184,0.3324260413646698
renamed,0.16309694945812225,0.10577879846096039,0.19303222000598907,0.2169574350118637,0.2042502462863922,0.06646157056093216,0.07028336077928543,0.13019917905330658,0.1913730800151825,0.1758238822221756,0.1422993242740631,0.15922532975673676,0.15162356197834015,0.13648955523967743
walt,0.1869807094335556,0.25070327520370483,0.14767253398895264,0.9999999403953552,0.8116229772567749,0.15458449721336365,0.2097536027431488,0.10542687773704529,0.27541860938072205,0.21986570954322815,0.2717784345149994,0.35435083508491516,0.27691206336021423,0.18540392816066742
disney,0.19632026553153992,0.28231924772262573,0.10971800237894058,0.8116229772567749,1.0,0.17903445661067963,0.21043214201927185,0.12711575627326965,0.2827221751213074,0.19926400482654572,0.25793975591659546,0.29018303751945496,0.3113691210746765,0.22150784730911255
's,0.02692362666130066,0.07819218933582306,0.001172629534266889,0.09715674072504044,0.0786653682589531,-0.020936643704771996,-0.011738907545804977,-0.02538621611893177,0.09407208114862442,-0.03817026689648628,0.047556519508361816,0.035935431718826294,0.0006390819908119738,-0.023395681753754616
wonderful,0.3673533499240875,0.06913572549819946,0.1699320524930954,0.35344651341438293,0.37920525670051575,0.28781113028526306,0.20355403423309326,0.10514498502016068,0.16193130612373352,0.22353629767894745,0.3135707974433899,0.3645915687084198,0.20121456682682037,0.2753289043903351
world,0.21669597923755646,0.15614745020866394,0.08105164021253586,0.26347383856773376,0.2243882566690445,0.2208109200000763,0.24392934143543243,0.1670244187116623,0.23279878497123718,0.2828933000564575,0.22569474577903748,0.22744956612586975,0.271695613861084,0.17579582333564758
of,0.33290785551071167,0.21800683438777924,0.21413658559322357,0.21986570954322815,0.19926400482654572,0.40939709544181824,0.22011449933052063,0.1876296103000641,0.2108854353427887,1.0,0.38364991545677185,0.2662479877471924,0.22268271446228027,0.1826142966747284
color,0.2746529281139374,0.167613685131073,0.12157725542783737,0.10542687773704529,0.12711575627326965,0.1730925589799881,0.20463675260543823,1.0,0.17300757765769958,0.1876296103000641,0.12265743315219879,0.19985900819301605,0.21274156868457794,0.21299609541893005
),0.26259949803352356,0.23536871373653412,0.09887474775314331,0.12682761251926422,0.14130505919456482,0.2775460183620453,0.1083962619304657,0.219363734126091,0.21479129791259766,0.3680361211299896,0.18606403470039368,0.23552800714969635,0.20434704422950745,0.42300865054130554
.,0.3567904531955719,0.23909442126750946,0.25997188687324524,0.20639261603355408,0.23698924481868744,0.42038556933403015,0.21863511204719543,0.2641010880470276,0.21446789801120758,0.5352458953857422,0.3119256794452667,0.20611606538295746,0.3121925890445709,0.4130953550338745
