,when,was,there,an,attempt,to,reform,the,law,of,the,eu,?
",",0.36674630641937256,0.45456063747406006,0.4587128460407257,0.3581022024154663,0.19646479189395905,0.44245919585227966,0.17745937407016754,0.4933079481124878,0.24953721463680267,0.4946078956127167,0.4933079481124878,0.1565755307674408,0.31091248989105225
as,0.4437963366508484,0.3677520453929901,0.33535557985305786,0.37218472361564636,0.20922428369522095,0.42092081904411316,0.25648796558380127,0.48381632566452026,0.2346976399421692,0.3886612355709076,0.48381632566452026,0.13827164471149445,0.27043893933296204
a,0.44397395849227905,0.4508470594882965,0.4214206337928772,0.44552403688430786,0.2390216588973999,0.45503583550453186,0.2380085587501526,0.5829201340675354,0.2212858349084854,0.5052502155303955,0.5829201340675354,0.13932566344738007,0.23916715383529663
result,0.32054403424263,0.18558235466480255,0.2712252736091614,0.20189309120178223,0.2798292934894562,0.23653174936771393,0.24751631915569305,0.27778977155685425,0.1651681810617447,0.231380432844162,0.27778977155685425,0.11924846470355988,0.17218433320522308
of,0.3757161796092987,0.4069072902202606,0.44397735595703125,0.32280945777893066,0.21525268256664276,0.41548454761505127,0.28063878417015076,0.733189046382904,0.2816956341266632,1.0,0.733189046382904,0.1579294353723526,0.1826142966747284
the,0.5091903209686279,0.48711544275283813,0.47025805711746216,0.4207492768764496,0.2614527940750122,0.535392165184021,0.28116169571876526,1.0,0.24548950791358948,0.733189046382904,1.0,0.14126400649547577,0.22068053483963013
referendum,0.17355266213417053,0.24151557683944702,0.2188883274793625,0.1813129484653473,0.2045162320137024,0.25115063786506653,0.3388722836971283,0.2520652413368225,0.31310734152793884,0.21849936246871948,0.2520652413368225,0.4140673875808716,0.18056513369083405
in,0.4431333839893341,0.45514053106307983,0.5361666083335876,0.2605783939361572,0.1812446564435959,0.45010748505592346,0.22404487431049347,0.6662389636039734,0.24850773811340332,0.5696388483047485,0.6662389636039734,0.12919096648693085,0.20430970191955566
france,0.24438227713108063,0.2715669870376587,0.1822228729724884,0.152912437915802,0.14563503861427307,0.2670897841453552,0.1275646686553955,0.35517507791519165,0.21867059171199799,0.3265724182128906,0.35517507791519165,0.22973547875881195,0.15069349110126495
and,0.4716290831565857,0.3740963041782379,0.4242868423461914,0.2838519215583801,0.22292351722717285,0.48971283435821533,0.29105228185653687,0.5171257257461548,0.254730761051178,0.5116966962814331,0.5171257257461548,0.16977795958518982,0.20544172823429108
the,0.5091903209686279,0.48711544275283813,0.47025805711746216,0.4207492768764496,0.2614527940750122,0.535392165184021,0.28116169571876526,1.0,0.24548950791358948,0.733189046382904,1.0,0.14126400649547577,0.22068053483963013
referendum,0.17355266213417053,0.24151557683944702,0.2188883274793625,0.1813129484653473,0.2045162320137024,0.25115063786506653,0.3388722836971283,0.2520652413368225,0.31310734152793884,0.21849936246871948,0.2520652413368225,0.4140673875808716,0.18056513369083405
in,0.4431333839893341,0.45514053106307983,0.5361666083335876,0.2605783939361572,0.1812446564435959,0.45010748505592346,0.22404487431049347,0.6662389636039734,0.24850773811340332,0.5696388483047485,0.6662389636039734,0.12919096648693085,0.20430970191955566
the,0.5091903209686279,0.48711544275283813,0.47025805711746216,0.4207492768764496,0.2614527940750122,0.535392165184021,0.28116169571876526,1.0,0.24548950791358948,0.733189046382904,1.0,0.14126400649547577,0.22068053483963013
netherlands,0.19556021690368652,0.2328115999698639,0.18799340724945068,0.03520379215478897,0.13105244934558868,0.18099384009838104,0.09452157467603683,0.2279868870973587,0.1817280650138855,0.24916832149028778,0.2279868870973587,0.2889159023761749,0.09310898929834366
",",0.36674630641937256,0.45456063747406006,0.4587128460407257,0.3581022024154663,0.19646479189395905,0.44245919585227966,0.17745937407016754,0.4933079481124878,0.24953721463680267,0.4946078956127167,0.4933079481124878,0.1565755307674408,0.31091248989105225
the,0.5091903209686279,0.48711544275283813,0.47025805711746216,0.4207492768764496,0.2614527940750122,0.535392165184021,0.28116169571876526,1.0,0.24548950791358948,0.733189046382904,1.0,0.14126400649547577,0.22068053483963013
2004,-0.2735671103000641,-0.01421020831912756,-0.33868408203125,-0.14993198215961456,-0.1436614990234375,-0.3218703269958496,-0.04718029126524925,-0.2467794269323349,-0.0798560306429863,-0.21980851888656616,-0.2467794269323349,-0.1061829924583435,-0.15923042595386505
treaty,0.15431849658489227,0.2409621626138687,0.1640441119670868,0.16682939231395721,0.15732385218143463,0.1986158937215805,0.22010453045368195,0.2690109610557556,0.3302869200706482,0.2602092921733856,0.2690109610557556,0.23946674168109894,0.1174844279885292
establishing,0.22652629017829895,0.2054227888584137,0.2700430154800415,0.16747716069221497,0.2624328136444092,0.2561188042163849,0.2970759868621826,0.3532279133796692,0.3332834541797638,0.31199124455451965,0.3532279133796692,0.20828616619110107,0.1457604318857193
a,0.44397395849227905,0.4508470594882965,0.4214206337928772,0.44552403688430786,0.2390216588973999,0.45503583550453186,0.2380085587501526,0.5829201340675354,0.2212858349084854,0.5052502155303955,0.5829201340675354,0.13932566344738007,0.23916715383529663
constitution,0.21416595578193665,0.2620309591293335,0.22035466134548187,0.20045198500156403,0.2213488668203354,0.25991612672805786,0.40681377053260803,0.3381718397140503,0.5044242739677429,0.3222753703594208,0.3381718397140503,0.273907870054245,0.23706454038619995
for,0.43402108550071716,0.3863949179649353,0.3728419542312622,0.3236706852912903,0.1486808806657791,0.4451248347759247,0.22680416703224182,0.4739971458911896,0.1650637686252594,0.4185989499092102,0.4739971458911896,0.17181243002414703,0.264628142118454
europe,0.18744638562202454,0.2931758761405945,0.2181350141763687,0.11497823894023895,0.14321868121623993,0.24889446794986725,0.14162279665470123,0.34463706612586975,0.09408184885978699,0.29299741983413696,0.34463706612586975,0.34080612659454346,0.18278923630714417
never,0.47350817918777466,0.3237079679965973,0.2566737234592438,0.18586279451847076,0.24768401682376862,0.386821448802948,0.1772528737783432,0.31617826223373413,0.2150697261095047,0.22336244583129883,0.31617826223373413,0.08534681051969528,0.24137508869171143
came,0.2824265956878662,0.4994563162326813,0.2797083854675293,0.18223494291305542,0.22867156565189362,0.3111628592014313,0.20131288468837738,0.39390382170677185,0.145929753780365,0.3201526999473572,0.39390382170677185,0.0869661197066307,0.1739392727613449
into,0.389646977186203,0.2322220653295517,0.2823928892612457,0.2105669528245926,0.24377159774303436,0.38810545206069946,0.22769592702388763,0.39493247866630554,0.11627500504255295,0.32255905866622925,0.39493247866630554,0.10876564681529999,0.15662476420402527
force,0.24609562754631042,0.20879842340946198,0.1775331050157547,0.21655116975307465,0.23366130888462067,0.24496492743492126,0.20220567286014557,0.2800885736942291,0.23490524291992188,0.27094775438308716,0.2800885736942291,0.15652401745319366,0.1650998443365097
.,0.475719153881073,0.40146201848983765,0.43897318840026855,0.3581749200820923,0.23608817160129547,0.4645031690597534,0.26137542724609375,0.5934505462646484,0.24482665956020355,0.5352458953857422,0.5934505462646484,0.1552242487668991,0.4130953550338745
