,what,type,of,wages,result,from,jobs,where,there,is,low,supply,but,high,demand,?
),0.26259949803352356,0.18612703680992126,0.3680361211299896,0.12380184978246689,0.22005009651184082,0.2672361731529236,0.1404641568660736,0.20711064338684082,0.24042794108390808,0.37732169032096863,0.187092125415802,0.15316253900527954,0.2897340953350067,0.18911464512348175,0.1121797263622284,0.42300865054130554
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.2121202051639557,0.23341737687587738,0.39760664105415344,0.29151952266693115,0.3149496018886566,0.4587128460407257,0.4691906273365021,0.25131091475486755,0.24017441272735596,0.48126736283302307,0.27938312292099,0.25499746203422546,0.31091248989105225
but,0.5029441118240356,0.24026720225811005,0.39942997694015503,0.2432762086391449,0.34383922815322876,0.3133932948112488,0.2783919870853424,0.49101024866104126,0.5899304151535034,0.4106791317462921,0.2870801091194153,0.33536073565483093,1.0000001192092896,0.20612826943397522,0.33476880192756653,0.27921953797340393
a,0.3320399522781372,0.3813284635543823,0.5052502155303955,0.19376714527606964,0.2767398953437805,0.322764128446579,0.23724274337291718,0.40997210144996643,0.4214206337928772,0.658733606338501,0.24393533170223236,0.2115103155374527,0.44750767946243286,0.22865821421146393,0.2180943340063095,0.23916715383529663
large,0.2017821967601776,0.27216973900794983,0.3569655418395996,0.23274043202400208,0.17790275812149048,0.24790740013122559,0.2561507225036621,0.33358052372932434,0.34902602434158325,0.2971126437187195,0.30988770723342896,0.30785444378852844,0.26450419425964355,0.2578596770763397,0.20354126393795013,0.1355665624141693
need,0.39420950412750244,0.24363647401332855,0.24285943806171417,0.29874104261398315,0.2338619977235794,0.23362553119659424,0.2933428883552551,0.32450658082962036,0.42729467153549194,0.25332385301589966,0.26216191053390503,0.36087310314178467,0.4706662893295288,0.17517493665218353,0.3507840931415558,0.40413710474967957
for,0.3017193675041199,0.20848464965820312,0.4185989499092102,0.28834453225135803,0.2445775717496872,0.314039945602417,0.3127319812774658,0.38599511981010437,0.3728419542312622,0.43268078565597534,0.19718985259532928,0.2697718143463135,0.45162561535835266,0.1925620585680008,0.3395264446735382,0.264628142118454
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.15546856820583344,0.27778977155685425,0.40150508284568787,0.25216126441955566,0.5003893971443176,0.47025805711746216,0.5823672413825989,0.2544175982475281,0.31942567229270935,0.4859698414802551,0.28034812211990356,0.27194610238075256,0.22068053483963013
positions,0.19736577570438385,0.11403514444828033,0.27722278237342834,0.22613632678985596,0.20874537527561188,0.2561497986316681,0.31428202986717224,0.28844720125198364,0.21865437924861908,0.1819259375333786,0.12829387187957764,0.20431046187877655,0.2769024670124054,0.1322881430387497,0.19104237854480743,0.126787006855011
(,0.2411840260028839,0.1677488386631012,0.35032153129577637,0.12913045287132263,0.20330387353897095,0.25806233286857605,0.1140080988407135,0.1970011591911316,0.22351126372814178,0.35393038392066956,0.19190098345279694,0.15459595620632172,0.26263320446014404,0.20521607995033264,0.09122268855571747,0.40561532974243164
high,0.20466077327728271,0.19402813911437988,0.2803038954734802,0.19796505570411682,0.12614522874355316,0.193696990609169,0.22693783044815063,0.26466572284698486,0.21173454821109772,0.2383800595998764,0.5862668752670288,0.17784728109836578,0.20612826943397522,1.0,0.23269052803516388,0.11137914657592773
demand,0.2007312774658203,0.08349290490150452,0.2345065176486969,0.4190327823162079,0.2732052206993103,0.20165932178497314,0.2195117026567459,0.24772581458091736,0.2776997983455658,0.20401930809020996,0.23611412942409515,0.41816920042037964,0.33476880192756653,0.23269052803516388,1.0,0.13359291851520538
),0.26259949803352356,0.18612703680992126,0.3680361211299896,0.12380184978246689,0.22005009651184082,0.2672361731529236,0.1404641568660736,0.20711064338684082,0.24042794108390808,0.37732169032096863,0.187092125415802,0.15316253900527954,0.2897340953350067,0.18911464512348175,0.1121797263622284,0.42300865054130554
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.2121202051639557,0.23341737687587738,0.39760664105415344,0.29151952266693115,0.3149496018886566,0.4587128460407257,0.4691906273365021,0.25131091475486755,0.24017441272735596,0.48126736283302307,0.27938312292099,0.25499746203422546,0.31091248989105225
will,0.3510494530200958,0.1847439557313919,0.2473582625389099,0.2829979956150055,0.2994154691696167,0.193743497133255,0.21912331879138947,0.3374059498310089,0.3024239242076874,0.3723262846469879,0.18576224148273468,0.26103639602661133,0.4515458047389984,0.17734241485595703,0.34330296516418457,0.35046905279159546
result,0.19945499300956726,0.23009227216243744,0.231380432844162,0.251219242811203,1.0000001192092896,0.2199978530406952,0.14744912087917328,0.2845163941383362,0.2712252736091614,0.19420543313026428,0.23149271309375763,0.2392452210187912,0.34383922815322876,0.12614522874355316,0.2732052206993103,0.17218433320522308
in,0.30808621644973755,0.20604541897773743,0.5696388483047485,0.16484716534614563,0.25670310854911804,0.4274188280105591,0.25891396403312683,0.5344807505607605,0.5361666083335876,0.5394441485404968,0.21458278596401215,0.21402505040168762,0.48674455285072327,0.2652597725391388,0.22946900129318237,0.20430970191955566
high,0.20466077327728271,0.19402813911437988,0.2803038954734802,0.19796505570411682,0.12614522874355316,0.193696990609169,0.22693783044815063,0.26466572284698486,0.21173454821109772,0.2383800595998764,0.5862668752670288,0.17784728109836578,0.20612826943397522,1.0,0.23269052803516388,0.11137914657592773
wages,0.20351257920265198,0.11656995862722397,0.17478904128074646,1.0,0.251219242811203,0.12080105394124985,0.4461614489555359,0.14850248396396637,0.2281825989484787,0.11061973869800568,0.33431440591812134,0.3687954545021057,0.2432762086391449,0.19796505570411682,0.4190327823162079,0.19884631037712097
for,0.3017193675041199,0.20848464965820312,0.4185989499092102,0.28834453225135803,0.2445775717496872,0.314039945602417,0.3127319812774658,0.38599511981010437,0.3728419542312622,0.43268078565597534,0.19718985259532928,0.2697718143463135,0.45162561535835266,0.1925620585680008,0.3395264446735382,0.264628142118454
that,0.6297725439071655,0.25817251205444336,0.41498205065727234,0.24100205302238464,0.3031747341156006,0.3477667272090912,0.2788684070110321,0.4876193106174469,0.6006520986557007,0.3995479643344879,0.2722960412502289,0.3198508024215698,0.7244205474853516,0.2400680035352707,0.31761109828948975,0.32716336846351624
job,0.29268908500671387,0.112645223736763,0.2253132164478302,0.31373345851898193,0.1288304626941681,0.2479586899280548,0.6616148352622986,0.2095899134874344,0.19662681221961975,0.1924818903207779,0.20031337440013885,0.2461424320936203,0.3047976493835449,0.19996054470539093,0.26655060052871704,0.22160480916500092
.,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.22644665837287903,0.31092435121536255,0.41536515951156616,0.27586984634399414,0.41390106081962585,0.43897318840026855,0.4569662809371948,0.2639716863632202,0.2485988885164261,0.46573564410209656,0.24301011860370636,0.2543337345123291,0.4130953550338745
