,what,language,did,the,court,of,justice,accept,to,be,required,to,teach,in,a,dublin,college,in,groner,v,minister,for,education,?
accepted,0.2928575575351715,0.2167309671640396,0.3967616856098175,0.2999902665615082,0.18217787146568298,0.2863047122955322,0.15160955488681793,0.6883689761161804,0.2956836223602295,0.25402358174324036,0.3572203814983368,0.2956836223602295,0.2655957341194153,0.26470789313316345,0.21079644560813904,0.09768126159906387,0.2819376587867737,0.26470789313316345,0.134722501039505,0.09389546513557434,0.1912420392036438,0.3093303442001343,0.26263609528541565,0.19665466248989105
that,0.6297725439071655,0.2545708417892456,0.47518548369407654,0.5473989248275757,0.2474849969148636,0.41498205065727234,0.23929592967033386,0.3481370806694031,0.5436353087425232,0.6036020517349243,0.37379229068756104,0.5436353087425232,0.30684569478034973,0.435920387506485,0.47537946701049805,0.18342308700084686,0.1788395792245865,0.435920387506485,0.23634687066078186,0.14623945951461792,0.16440263390541077,0.4137635827064514,0.1599552482366562,0.32716336846351624
a,0.3320399522781372,0.21064592897891998,0.2552328109741211,0.5829201340675354,0.23624834418296814,0.5052502155303955,0.20230674743652344,0.18292881548404694,0.45503583550453186,0.39883795380592346,0.2891559302806854,0.45503583550453186,0.18608243763446808,0.539380669593811,1.0,0.14510880410671234,0.20302298665046692,0.539380669593811,0.2847335636615753,0.21861357986927032,0.1532600224018097,0.44038116931915283,0.21779850125312805,0.23916715383529663
requirement,0.3455283045768738,0.19586195051670074,0.27167975902557373,0.272737056016922,0.209595188498497,0.25398141145706177,0.19209012389183044,0.35636967420578003,0.339241087436676,0.3755672872066498,0.6775131821632385,0.339241087436676,0.22089502215385437,0.17425359785556793,0.27365487813949585,0.16846904158592224,0.15634852647781372,0.17425359785556793,0.1456630676984787,0.1617225706577301,0.1407294124364853,0.3727163076400757,0.30187585949897766,0.3024540841579437
to,0.455847829580307,0.2763397693634033,0.4452643394470215,0.535392165184021,0.24824365973472595,0.41548454761505127,0.19197677075862885,0.3143050968647003,1.0,0.4972836375236511,0.3613971471786499,1.0,0.36650484800338745,0.45010748505592346,0.45503583550453186,0.16148504614830017,0.21170179545879364,0.45010748505592346,0.20028619468212128,0.2109750658273697,0.17637476325035095,0.4451248347759247,0.2626708149909973,0.29463258385658264
speak,0.3106061816215515,0.6312552690505981,0.22975830733776093,0.2565973103046417,0.16232629120349884,0.2317851483821869,0.19588375091552734,0.2386816143989563,0.2687135338783264,0.20446938276290894,0.17351660132408142,0.2687135338783264,0.36510953307151794,0.2336738109588623,0.2206171452999115,0.1783599704504013,0.1390990912914276,0.2336738109588623,0.22285954654216766,0.09980898350477219,0.20542584359645844,0.17226319015026093,0.24905231595039368,0.2619509994983673
gaelic,0.1209539994597435,0.32679715752601624,0.07565120607614517,0.2461979240179062,0.10802288353443146,0.1796390861272812,0.09899348020553589,0.10467927902936935,0.1343976855278015,0.13716663420200348,0.19488289952278137,0.1343976855278015,0.10207413882017136,0.2042301446199417,0.22848588228225708,0.47643932700157166,0.18475420773029327,0.2042301446199417,0.25837212800979614,0.11452974379062653,0.09353656321763992,0.1998499482870102,0.09866528958082199,0.09839983284473419
to,0.455847829580307,0.2763397693634033,0.4452643394470215,0.535392165184021,0.24824365973472595,0.41548454761505127,0.19197677075862885,0.3143050968647003,1.0,0.4972836375236511,0.3613971471786499,1.0,0.36650484800338745,0.45010748505592346,0.45503583550453186,0.16148504614830017,0.21170179545879364,0.45010748505592346,0.20028619468212128,0.2109750658273697,0.17637476325035095,0.4451248347759247,0.2626708149909973,0.29463258385658264
teach,0.2818700671195984,0.2911960184574127,0.2975490689277649,0.1966347098350525,0.18707337975502014,0.2383975088596344,0.16576538980007172,0.3234998285770416,0.36650484800338745,0.24814555048942566,0.22389908134937286,0.36650484800338745,1.0000001192092896,0.23312166333198547,0.18608243763446808,0.12826810777187347,0.3450520932674408,0.23312166333198547,0.15972839295864105,0.08637715876102448,0.1281174123287201,0.31015744805336,0.45552507042884827,0.24188745021820068
in,0.30808621644973755,0.23268210887908936,0.2593238651752472,0.6662389636039734,0.2793687880039215,0.5696388483047485,0.2678598463535309,0.15314407646656036,0.45010748505592346,0.3481820821762085,0.20162324607372284,0.45010748505592346,0.23312166333198547,1.0,0.539380669593811,0.21641160547733307,0.2160365730524063,1.0,0.2653065025806427,0.15216681361198425,0.19794908165931702,0.4322226941585541,0.2654339671134949,0.20430970191955566
a,0.3320399522781372,0.21064592897891998,0.2552328109741211,0.5829201340675354,0.23624834418296814,0.5052502155303955,0.20230674743652344,0.18292881548404694,0.45503583550453186,0.39883795380592346,0.2891559302806854,0.45503583550453186,0.18608243763446808,0.539380669593811,1.0,0.14510880410671234,0.20302298665046692,0.539380669593811,0.2847335636615753,0.21861357986927032,0.1532600224018097,0.44038116931915283,0.21779850125312805,0.23916715383529663
dublin,0.16170531511306763,0.16882623732089996,0.19251824915409088,0.23325616121292114,0.15284129977226257,0.20849336683750153,0.12460288405418396,0.1494693011045456,0.16148504614830017,0.08351971209049225,0.17988863587379456,0.16148504614830017,0.12826810777187347,0.21641160547733307,0.14510880410671234,1.0000001192092896,0.27487021684646606,0.21641160547733307,0.29783692955970764,0.07723592966794968,0.18722039461135864,0.16098549962043762,0.15165916085243225,0.06738798320293427
design,0.23893405497074127,0.15317296981811523,0.23409053683280945,0.27913451194763184,0.1460942029953003,0.2522938847541809,0.145684614777565,0.1414908617734909,0.26415011286735535,0.2264687865972519,0.22300003468990326,0.26415011286735535,0.2233048379421234,0.21856798231601715,0.25211480259895325,0.13909627497196198,0.23355846107006073,0.21856798231601715,0.053873538970947266,0.20191225409507751,0.14481861889362335,0.2477298229932785,0.27337607741355896,0.16351860761642456
college,0.20568516850471497,0.11067043244838715,0.2254478633403778,0.19751401245594025,0.25096186995506287,0.2384195327758789,0.1721280813217163,0.22782012820243835,0.21170179545879364,0.1422659456729889,0.11423742026090622,0.21170179545879364,0.3450520932674408,0.2160365730524063,0.20302298665046692,0.27487021684646606,0.9999999403953552,0.2160365730524063,0.1976354718208313,0.12849757075309753,0.20240236818790436,0.22815082967281342,0.47556623816490173,0.11076676845550537
could,0.4188697934150696,0.1945762187242508,0.6308382749557495,0.35393214225769043,0.2330874651670456,0.29043012857437134,0.16897235810756683,0.25657856464385986,0.5461788773536682,0.4791525900363922,0.3873657286167145,0.5461788773536682,0.2910606265068054,0.29357993602752686,0.3736826181411743,0.1619798094034195,0.12601545453071594,0.29357993602752686,0.17220373451709747,0.17897208034992218,0.14106816053390503,0.3405117690563202,0.17886723577976227,0.3411986827850342
be,0.3929833769798279,0.2154676616191864,0.22657383978366852,0.4248143136501312,0.20228137075901031,0.33904364705085754,0.1579141616821289,0.28636589646339417,0.4972836375236511,1.0,0.3677930235862732,0.4972836375236511,0.24814555048942566,0.3481820821762085,0.39883795380592346,0.08351971209049225,0.1422659456729889,0.3481820821762085,0.17515996098518372,0.11805149912834167,0.14974933862686157,0.3801851272583008,0.19451211392879486,0.3324260413646698
justified,0.3712652921676636,0.19792765378952026,0.2774534523487091,0.20756277441978455,0.22470593452453613,0.21700510382652283,0.37558093667030334,0.25810280442237854,0.18677540123462677,0.3197648227214813,0.2851710021495819,0.18677540123462677,0.19377508759498596,0.17641499638557434,0.24778977036476135,0.07980035245418549,0.07452742755413055,0.17641499638557434,0.15352429449558258,0.13114646077156067,0.20672252774238586,0.2799665033817291,0.1330300271511078,0.38761505484580994
as,0.31749409437179565,0.2037375271320343,0.3596470057964325,0.48381632566452026,0.17202796041965485,0.3886612355709076,0.17992214858531952,0.26002052426338196,0.42092081904411316,0.5230465531349182,0.23791028559207916,0.42092081904411316,0.2547597289085388,0.3887844979763031,0.39550232887268066,0.14757850766181946,0.18513722717761993,0.3887844979763031,0.22293953597545624,0.10349564254283905,0.17012841999530792,0.44774648547172546,0.2414141446352005,0.27043893933296204
part,0.3476244807243347,0.26736900210380554,0.23558001220226288,0.527681291103363,0.23784813284873962,0.452393114566803,0.20273594558238983,0.18033884465694427,0.2875264883041382,0.24258971214294434,0.22498087584972382,0.2875264883041382,0.14639590680599213,0.4499994218349457,0.3994528353214264,0.13592255115509033,0.2278040200471878,0.4499994218349457,0.17101874947547913,0.18010514974594116,0.20228616893291473,0.250704288482666,0.22375693917274475,0.08557961881160736
of,0.33290785551071167,0.25272229313850403,0.2513895630836487,0.733189046382904,0.28835242986679077,1.0,0.2658293545246124,0.2346213310956955,0.41548454761505127,0.33904364705085754,0.26183071732521057,0.41548454761505127,0.2383975088596344,0.5696388483047485,0.5052502155303955,0.20849336683750153,0.2384195327758789,0.5696388483047485,0.18053442239761353,0.1655031144618988,0.23343199491500854,0.4185989499092102,0.3015166223049164,0.1826142966747284
the,0.42745697498321533,0.30198320746421814,0.34736719727516174,1.0,0.2812081575393677,0.733189046382904,0.23470892012119293,0.22203093767166138,0.535392165184021,0.4248143136501312,0.27848219871520996,0.535392165184021,0.1966347098350525,0.6662389636039734,0.5829201340675354,0.23325616121292114,0.19751401245594025,0.6662389636039734,0.2578822076320648,0.18580520153045654,0.19297581911087036,0.4739971458911896,0.23982903361320496,0.22068053483963013
public,0.1729622185230255,0.14517948031425476,0.19092120230197906,0.22857438027858734,0.27538570761680603,0.2391265481710434,0.2812633216381073,0.21973742544651031,0.2672370672225952,0.22898490726947784,0.2336549460887909,0.2672370672225952,0.24943679571151733,0.29074716567993164,0.19607044756412506,0.26318007707595825,0.20546965301036835,0.29074716567993164,0.20027557015419006,0.15756504237651825,0.16868193447589874,0.3092794418334961,0.3925832509994507,0.19872993230819702
policy,0.3869883120059967,0.2982408404350281,0.2751549482345581,0.2358427494764328,0.21383197605609894,0.24393197894096375,0.22423911094665527,0.3124620020389557,0.26804789900779724,0.26498162746429443,0.31268420815467834,0.26804789900779724,0.22437787055969238,0.1459147185087204,0.17720282077789307,0.1163293719291687,0.15652897953987122,0.1459147185087204,0.1303330808877945,0.14117473363876343,0.2511084973812103,0.2759707272052765,0.3617604374885559,0.30462446808815
of,0.33290785551071167,0.25272229313850403,0.2513895630836487,0.733189046382904,0.28835242986679077,1.0,0.2658293545246124,0.2346213310956955,0.41548454761505127,0.33904364705085754,0.26183071732521057,0.41548454761505127,0.2383975088596344,0.5696388483047485,0.5052502155303955,0.20849336683750153,0.2384195327758789,0.5696388483047485,0.18053442239761353,0.1655031144618988,0.23343199491500854,0.4185989499092102,0.3015166223049164,0.1826142966747284
promoting,0.2268388420343399,0.31022223830223083,0.2457745224237442,0.26784375309944153,0.10604794323444366,0.21448925137519836,0.20553188025951385,0.3026691675186157,0.25994694232940674,0.24859526753425598,0.23951619863510132,0.25994694232940674,0.2775070071220398,0.25872668623924255,0.2458530068397522,0.1800559014081955,0.20010018348693848,0.25872668623924255,0.11837160587310791,0.1656678467988968,0.15566155314445496,0.35556888580322266,0.42718014121055603,0.2656548321247101
the,0.42745697498321533,0.30198320746421814,0.34736719727516174,1.0,0.2812081575393677,0.733189046382904,0.23470892012119293,0.22203093767166138,0.535392165184021,0.4248143136501312,0.27848219871520996,0.535392165184021,0.1966347098350525,0.6662389636039734,0.5829201340675354,0.23325616121292114,0.19751401245594025,0.6662389636039734,0.2578822076320648,0.18580520153045654,0.19297581911087036,0.4739971458911896,0.23982903361320496,0.22068053483963013
irish,0.12490905076265335,0.22636550664901733,0.15375059843063354,0.20936301350593567,0.1358948051929474,0.1534920334815979,0.12644827365875244,0.12852056324481964,0.19614946842193604,0.13398109376430511,0.16409948468208313,0.19614946842193604,0.1268957257270813,0.17023150622844696,0.1664649397134781,0.616908848285675,0.21580491960048676,0.17023150622844696,0.3036532998085022,0.09941526502370834,0.17140381038188934,0.19150154292583466,0.14384275674819946,0.09232300519943237
language,0.28220435976982117,0.9999998807907104,0.1788339912891388,0.30198320746421814,0.11787710338830948,0.25272229313850403,0.1431909203529358,0.21836167573928833,0.2763397693634033,0.2154676616191864,0.20633092522621155,0.2763397693634033,0.2911960184574127,0.23268210887908936,0.21064592897891998,0.16882623732089996,0.11067043244838715,0.23268210887908936,0.1657441407442093,0.12802474200725555,0.16457651555538177,0.23522019386291504,0.30624115467071533,0.25349316000938416
",",0.3087472915649414,0.2694627344608307,0.3015086054801941,0.4933079481124878,0.24410836398601532,0.4946078956127167,0.22630788385868073,0.28512677550315857,0.44245919585227966,0.39254459738731384,0.22653338313102722,0.44245919585227966,0.22192275524139404,0.5201468467712402,0.427140474319458,0.23562073707580566,0.23942269384860992,0.5201468467712402,0.32654231786727905,0.22053663432598114,0.24737542867660522,0.4464869201183319,0.2718683183193207,0.31091248989105225
but,0.5029441118240356,0.2890211343765259,0.49033689498901367,0.4859698414802551,0.23877191543579102,0.39942997694015503,0.1704159528017044,0.36333829164505005,0.5542377829551697,0.5764366984367371,0.3514941930770874,0.5542377829551697,0.2608379125595093,0.48674455285072327,0.44750767946243286,0.18852189183235168,0.20759440958499908,0.48674455285072327,0.27467021346092224,0.09668958187103271,0.1621035635471344,0.45162561535835266,0.17256829142570496,0.27921953797340393
only,0.41415658593177795,0.21008038520812988,0.4039593040943146,0.5497692227363586,0.22516009211540222,0.49632513523101807,0.16321352124214172,0.3005596101284027,0.5096819996833801,0.46042704582214355,0.3897126317024231,0.5096819996833801,0.23276589810848236,0.42992329597473145,0.47549712657928467,0.1302350014448166,0.17523331940174103,0.42992329597473145,0.17923593521118164,0.1745905876159668,0.13213391602039337,0.49157920479774475,0.19429552555084229,0.2767370045185089
if,0.5277165174484253,0.2540424168109894,0.3197491765022278,0.33724796772003174,0.1713385432958603,0.2557544410228729,0.14790785312652588,0.36969438195228577,0.4559597074985504,0.5628611445426941,0.46138036251068115,0.4559597074985504,0.2148202508687973,0.2589588761329651,0.41272827982902527,0.06891025602817535,0.1400652378797531,0.2589588761329651,0.21233057975769043,0.18749232590198517,0.09367469698190689,0.3609124422073364,0.16570141911506653,0.4441644251346588
the,0.42745697498321533,0.30198320746421814,0.34736719727516174,1.0,0.2812081575393677,0.733189046382904,0.23470892012119293,0.22203093767166138,0.535392165184021,0.4248143136501312,0.27848219871520996,0.535392165184021,0.1966347098350525,0.6662389636039734,0.5829201340675354,0.23325616121292114,0.19751401245594025,0.6662389636039734,0.2578822076320648,0.18580520153045654,0.19297581911087036,0.4739971458911896,0.23982903361320496,0.22068053483963013
measure,0.2807709276676178,0.11090753227472305,0.18950463831424713,0.2528008222579956,0.16158941388130188,0.22469913959503174,0.17444182932376862,0.13843122124671936,0.2774736285209656,0.3525533676147461,0.3064560294151306,0.2774736285209656,0.16038760542869568,0.17892111837863922,0.2953258156776428,0.07609669864177704,0.12568813562393188,0.17892111837863922,0.17683307826519012,0.17847150564193726,0.055607687681913376,0.26243719458580017,0.20905500650405884,0.22092340886592865
was,0.22111038863658905,0.20423492789268494,0.41399896144866943,0.48711544275283813,0.2737988233566284,0.4069072902202606,0.24932703375816345,0.16922608017921448,0.3636345863342285,0.42228707671165466,0.14378079771995544,0.3636345863342285,0.14618994295597076,0.45514053106307983,0.4508470594882965,0.21377816796302795,0.275774210691452,0.45514053106307983,0.32930707931518555,0.16128918528556824,0.26634681224823,0.3863949179649353,0.23187610507011414,0.18412111699581146
not,0.5449194312095642,0.267611563205719,0.6481515765190125,0.4310511648654938,0.21835780143737793,0.3307090103626251,0.12427773326635361,0.3977087140083313,0.5149973034858704,0.5788898468017578,0.45116889476776123,0.5149973034858704,0.3034680187702179,0.3403114080429077,0.3791346549987793,0.1406720131635666,0.20951126515865326,0.3403114080429077,0.20653986930847168,0.1493779718875885,0.12275314331054688,0.39280617237091064,0.22298960387706757,0.41942933201789856
disproportionate,0.25142791867256165,0.14853785932064056,0.21101434528827667,0.22098848223686218,0.19354501366615295,0.27655187249183655,0.15989883244037628,0.3093487322330475,0.33024877309799194,0.3857733905315399,0.28632932901382446,0.33024877309799194,0.08845184743404388,0.1953890174627304,0.28886789083480835,0.1005968451499939,0.08012837916612625,0.1953890174627304,0.2026088386774063,0.19342441856861115,0.1163358986377716,0.15645578503608704,0.17401520907878876,0.18086425960063934
.,0.3567904531955719,0.2506868243217468,0.35288307070732117,0.5934505462646484,0.2742154598236084,0.5352458953857422,0.24642124772071838,0.25949081778526306,0.4645031690597534,0.4383580684661865,0.2724599838256836,0.4645031690597534,0.2642667293548584,0.5591574311256409,0.50484299659729,0.21704134345054626,0.24378922581672668,0.5591574311256409,0.2882555425167084,0.2973858416080475,0.16012521088123322,0.4726039469242096,0.27047446370124817,0.4130953550338745
