,in,south,africa,",",along,with,privately,governed,schools,",",what,schools,are,classified,as,independent,?
schools,0.2632134258747101,0.2044089287519455,0.17304439842700958,0.2760516405105591,0.19221381843090057,0.13740696012973785,0.3279704749584198,0.26262614130973816,1.0,0.2760516405105591,0.1820785105228424,1.0,0.30816179513931274,0.19251182675361633,0.21233005821704865,0.22231550514698029,0.18349280953407288
:,0.020521078258752823,-0.08850836753845215,-0.0830945372581482,-0.004729332868009806,-0.04340015724301338,0.039687950164079666,-0.05043160170316696,0.0280336644500494,-0.052466921508312225,-0.004729332868009806,-0.12022944539785385,-0.052466921508312225,-0.1189703419804573,-0.004464027937501669,-0.11037297546863556,-0.00423066969960928,-0.07156077772378922
``,0.04765888676047325,0.025162741541862488,0.07715797424316406,0.09681109338998795,-0.00808569323271513,0.08974023163318634,-0.009900547564029694,0.11316976696252823,0.019756430760025978,0.09681109338998795,0.008517155423760414,0.019756430760025978,0.12624181807041168,0.03180677071213722,0.03910288214683533,0.03232020512223244,0.0685480609536171
public,0.29074716567993164,0.21266449987888336,0.1416187435388565,0.2588968276977539,0.14520908892154694,0.17061910033226013,0.4336444139480591,0.17603439092636108,0.4260808527469635,0.2588968276977539,0.1729622185230255,0.4260808527469635,0.18111367523670197,0.14917659759521484,0.2423635572195053,0.18384557962417603,0.19872993230819702
'',0.07432962208986282,-0.04543294757604599,-0.06821451336145401,-0.037358131259679794,0.013434113934636116,0.07907696813344955,0.03839246183633804,0.09528400003910065,0.07826808094978333,-0.037358131259679794,0.08143015950918198,0.07826808094978333,0.0263817198574543,0.07598919421434402,0.006628023460507393,0.0760650709271431,0.018684765323996544
(,0.3087427020072937,0.2013198882341385,0.1479118913412094,0.6363511681556702,0.18445467948913574,0.29503780603408813,0.1265910118818283,0.1843448281288147,0.15322564542293549,0.6363511681556702,0.2411840260028839,0.15322564542293549,0.23263892531394958,0.15271154046058655,0.32029855251312256,0.17961587011814117,0.40561532974243164
state-controlled,0.2993415594100952,0.2295094132423401,0.19105850160121918,0.31323012709617615,0.253579705953598,0.26404497027397156,0.2803928852081299,0.4730885326862335,0.2385188639163971,0.31323012709617615,0.3027670383453369,0.2385188639163971,0.2503630518913269,0.2602693736553192,0.24693067371845245,0.38734984397888184,0.22625160217285156
),0.3326910734176636,0.2002217173576355,0.1309516727924347,0.63033527135849,0.17395511269569397,0.3069596290588379,0.12898074090480804,0.17448432743549347,0.16219249367713928,0.63033527135849,0.26259949803352356,0.16219249367713928,0.2373749315738678,0.1695401966571808,0.32161882519721985,0.20572862029075623,0.42300865054130554
and,0.4954058527946472,0.3140619993209839,0.2685798704624176,0.6633074283599854,0.4213258922100067,0.5477725267410278,0.27537357807159424,0.2838749289512634,0.29319998621940613,0.6633074283599854,0.31309178471565247,0.29319998621940613,0.48576638102531433,0.19425830245018005,0.49487000703811646,0.22274264693260193,0.20544172823429108
``,0.04765888676047325,0.025162741541862488,0.07715797424316406,0.09681109338998795,-0.00808569323271513,0.08974023163318634,-0.009900547564029694,0.11316976696252823,0.019756430760025978,0.09681109338998795,0.008517155423760414,0.019756430760025978,0.12624181807041168,0.03180677071213722,0.03910288214683533,0.03232020512223244,0.0685480609536171
independent,0.2794609069824219,0.19521404802799225,0.13052670657634735,0.24115799367427826,0.15416312217712402,0.15262502431869507,0.18249119818210602,0.3534548282623291,0.22231550514698029,0.24115799367427826,0.28752967715263367,0.22231550514698029,0.1716575026512146,0.16686716675758362,0.21329019963741302,1.0000001192092896,0.11902587860822678
'',0.07432962208986282,-0.04543294757604599,-0.06821451336145401,-0.037358131259679794,0.013434113934636116,0.07907696813344955,0.03839246183633804,0.09528400003910065,0.07826808094978333,-0.037358131259679794,0.08143015950918198,0.07826808094978333,0.0263817198574543,0.07598919421434402,0.006628023460507393,0.0760650709271431,0.018684765323996544
(,0.3087427020072937,0.2013198882341385,0.1479118913412094,0.6363511681556702,0.18445467948913574,0.29503780603408813,0.1265910118818283,0.1843448281288147,0.15322564542293549,0.6363511681556702,0.2411840260028839,0.15322564542293549,0.23263892531394958,0.15271154046058655,0.32029855251312256,0.17961587011814117,0.40561532974243164
which,0.4840516746044159,0.24635352194309235,0.23808510601520538,0.3658004403114319,0.33404073119163513,0.46403205394744873,0.2948586940765381,0.3026781976222992,0.23417861759662628,0.3658004403114319,0.5261979103088379,0.23417861759662628,0.42922598123550415,0.3069249093532562,0.41006597876548767,0.2845098078250885,0.25814583897590637
includes,0.32460328936576843,0.22165009379386902,0.19461499154567719,0.3228004276752472,0.2941382825374603,0.2859180271625519,0.12620064616203308,0.21631743013858795,0.17809028923511505,0.3228004276752472,0.17138352990150452,0.17809028923511505,0.4409101605415344,0.2773025333881378,0.2478162944316864,0.1266961395740509,0.14011523127555847
traditional,0.2736763060092926,0.20087814331054688,0.12063127756118774,0.25490131974220276,0.18461015820503235,0.230756476521492,0.13657599687576294,0.28118079900741577,0.2547922730445862,0.25490131974220276,0.20066824555397034,0.2547922730445862,0.29966410994529724,0.2548536956310272,0.24974563717842102,0.17128045856952667,0.1327509582042694
private,0.21135757863521576,0.16886739432811737,0.08535277843475342,0.1899166703224182,0.13822825253009796,0.20792533457279205,0.7903167009353638,0.2044532299041748,0.4158569872379303,0.1899166703224182,0.16778090596199036,0.4158569872379303,0.1694057136774063,0.15677796304225922,0.22101859748363495,0.21767279505729675,0.14389030635356903
schools,0.2632134258747101,0.2044089287519455,0.17304439842700958,0.2760516405105591,0.19221381843090057,0.13740696012973785,0.3279704749584198,0.26262614130973816,1.0,0.2760516405105591,0.1820785105228424,1.0,0.30816179513931274,0.19251182675361633,0.21233005821704865,0.22231550514698029,0.18349280953407288
and,0.4954058527946472,0.3140619993209839,0.2685798704624176,0.6633074283599854,0.4213258922100067,0.5477725267410278,0.27537357807159424,0.2838749289512634,0.29319998621940613,0.6633074283599854,0.31309178471565247,0.29319998621940613,0.48576638102531433,0.19425830245018005,0.49487000703811646,0.22274264693260193,0.20544172823429108
schools,0.2632134258747101,0.2044089287519455,0.17304439842700958,0.2760516405105591,0.19221381843090057,0.13740696012973785,0.3279704749584198,0.26262614130973816,1.0,0.2760516405105591,0.1820785105228424,1.0,0.30816179513931274,0.19251182675361633,0.21233005821704865,0.22231550514698029,0.18349280953407288
which,0.4840516746044159,0.24635352194309235,0.23808510601520538,0.3658004403114319,0.33404073119163513,0.46403205394744873,0.2948586940765381,0.3026781976222992,0.23417861759662628,0.3658004403114319,0.5261979103088379,0.23417861759662628,0.42922598123550415,0.3069249093532562,0.41006597876548767,0.2845098078250885,0.25814583897590637
are,0.3841303884983063,0.21281804144382477,0.19885441660881042,0.4062570035457611,0.28655800223350525,0.38996943831443787,0.21632078289985657,0.24584943056106567,0.30816179513931274,0.4062570035457611,0.29724663496017456,0.30816179513931274,1.0,0.3116118311882019,0.3826591968536377,0.1716575026512146,0.24591213464736938
privately,0.2319118082523346,0.1640017181634903,0.15780648589134216,0.2463909536600113,0.1708393394947052,0.28570976853370667,0.9999999403953552,0.2512829601764679,0.3279704749584198,0.2463909536600113,0.2628958523273468,0.3279704749584198,0.21632078289985657,0.16071966290473938,0.28864550590515137,0.18249119818210602,0.1842089295387268
governed,0.2822141647338867,0.26389336585998535,0.17499102652072906,0.24968869984149933,0.17038346827030182,0.21110709011554718,0.2512829601764679,1.0000001192092896,0.26262614130973816,0.24968869984149933,0.2713276147842407,0.26262614130973816,0.24584943056106567,0.19681911170482635,0.2790219187736511,0.3534548282623291,0.12964454293251038
[,0.12324675917625427,0.07770932465791702,0.06314534693956375,0.08049847930669785,0.14625036716461182,0.07157395780086517,0.10613815486431122,-0.12647034227848053,0.11263703554868698,0.08049847930669785,0.010752761736512184,0.11263703554868698,0.021565506234765053,-0.04597949609160423,0.018050309270620346,0.07836168259382248,0.011015460826456547
clarification,0.18623769283294678,0.14838603138923645,0.1780770719051361,0.3442647159099579,0.17504321038722992,0.2658078372478485,0.23696313798427582,0.1429172307252884,0.2485867291688919,0.3442647159099579,0.48417627811431885,0.2485867291688919,0.2808479368686676,0.20056970417499542,0.3207777440547943,0.22441895306110382,0.5103763937950134
needed,0.21117523312568665,0.11007996648550034,0.1319301277399063,0.29017356038093567,0.1885022521018982,0.33687737584114075,0.25179189443588257,0.21381860971450806,0.18041753768920898,0.29017356038093567,0.3631289601325989,0.18041753768920898,0.3141024708747864,0.17583288252353668,0.2788996696472168,0.18191316723823547,0.2863257825374603
],-0.1088862195611,-0.0007390985265374184,-0.0246412456035614,-0.10209845006465912,-0.019989337772130966,-0.05078836530447006,-0.0611269548535347,-0.00156221236102283,-0.06765652447938919,-0.10209845006465912,-0.03775298595428467,-0.06765652447938919,-0.02216748520731926,0.04830828309059143,-0.03319411352276802,0.008211947046220303,-0.0022520492784678936
.,0.5591574311256409,0.2798699140548706,0.25634920597076416,0.6812511086463928,0.27491724491119385,0.4446153938770294,0.2767089903354645,0.24544399976730347,0.2752705216407776,0.6812511086463928,0.3567904531955719,0.2752705216407776,0.3452940285205841,0.22738878428936005,0.515582263469696,0.24531036615371704,0.4130953550338745
),0.3326910734176636,0.2002217173576355,0.1309516727924347,0.63033527135849,0.17395511269569397,0.3069596290588379,0.12898074090480804,0.17448432743549347,0.16219249367713928,0.63033527135849,0.26259949803352356,0.16219249367713928,0.2373749315738678,0.1695401966571808,0.32161882519721985,0.20572862029075623,0.42300865054130554
