,who,moved,his,court,from,kraków,to,warsaw,in,1596,?
kraków,0.1032320037484169,0.16895385086536407,0.18731465935707092,0.1059926226735115,0.16391660273075104,1.0,0.15587858855724335,0.6385058164596558,0.269519180059433,0.07216592878103256,0.17615953087806702
and,0.41279885172843933,0.2855120301246643,0.4234102666378021,0.22896502912044525,0.3601827025413513,0.21838238835334778,0.48971283435821533,0.2083624005317688,0.4954058527946472,0.009763560257852077,0.20544172823429108
vilnius,0.09933529794216156,0.16564732789993286,0.1900765597820282,0.13153213262557983,0.19308000802993774,0.5263485908508301,0.09829592704772949,0.5511760711669922,0.26554036140441895,0.12228181958198547,0.08407469093799591
",",0.3365725874900818,0.30661246180534363,0.3378419280052185,0.24410836398601532,0.39760664105415344,0.26175403594970703,0.44245919585227966,0.25300899147987366,0.5201468467712402,-0.024244537577033043,0.31091248989105225
warsaw,0.16496863961219788,0.15387406945228577,0.2047043889760971,0.1335667222738266,0.2396499514579773,0.6385058164596558,0.1953994333744049,1.0,0.22642600536346436,0.12180562317371368,0.09769917279481888
became,0.2624726891517639,0.3799392879009247,0.3503277599811554,0.16533450782299042,0.22486808896064758,0.18761315941810608,0.20401327311992645,0.1935342699289322,0.31047213077545166,0.07318305969238281,0.11374033987522125
the,0.3733934462070465,0.32031023502349854,0.4394008219242096,0.2812081575393677,0.40150508284568787,0.19051972031593323,0.535392165184021,0.23137180507183075,0.6662389636039734,0.008924320340156555,0.22068053483963013
capital,0.15628641843795776,0.3201691806316376,0.12485896795988083,0.25674697756767273,0.22938302159309387,0.18472820520401,0.1844596415758133,0.15139155089855194,0.3233928978443146,0.09198950976133347,0.0907452180981636
of,0.2827862501144409,0.22242598235607147,0.38364991545677185,0.28835242986679077,0.4249346852302551,0.20613795518875122,0.41548454761505127,0.19253842532634735,0.5696388483047485,0.0572606697678566,0.1826142966747284
the,0.3733934462070465,0.32031023502349854,0.4394008219242096,0.2812081575393677,0.40150508284568787,0.19051972031593323,0.535392165184021,0.23137180507183075,0.6662389636039734,0.008924320340156555,0.22068053483963013
commonwealth,0.15654827654361725,0.1854589879512787,0.16365839540958405,0.22739897668361664,0.22597156465053558,0.2528427541255951,0.27652594447135925,0.2659563720226288,0.2471591830253601,0.17589600384235382,0.13252873718738556
and,0.41279885172843933,0.2855120301246643,0.4234102666378021,0.22896502912044525,0.3601827025413513,0.21838238835334778,0.48971283435821533,0.2083624005317688,0.4954058527946472,0.009763560257852077,0.20544172823429108
of,0.2827862501144409,0.22242598235607147,0.38364991545677185,0.28835242986679077,0.4249346852302551,0.20613795518875122,0.41548454761505127,0.19253842532634735,0.5696388483047485,0.0572606697678566,0.1826142966747284
the,0.3733934462070465,0.32031023502349854,0.4394008219242096,0.2812081575393677,0.40150508284568787,0.19051972031593323,0.535392165184021,0.23137180507183075,0.6662389636039734,0.008924320340156555,0.22068053483963013
crown,0.1601858139038086,0.10199741274118423,0.21169161796569824,0.266141802072525,0.1582959145307541,0.08239521831274033,0.21565793454647064,0.11160732060670853,0.2139754444360733,0.010461315512657166,0.09979621320962906
of,0.2827862501144409,0.22242598235607147,0.38364991545677185,0.28835242986679077,0.4249346852302551,0.20613795518875122,0.41548454761505127,0.19253842532634735,0.5696388483047485,0.0572606697678566,0.1826142966747284
the,0.3733934462070465,0.32031023502349854,0.4394008219242096,0.2812081575393677,0.40150508284568787,0.19051972031593323,0.535392165184021,0.23137180507183075,0.6662389636039734,0.008924320340156555,0.22068053483963013
kingdom,0.15265370905399323,0.1545611172914505,0.19653184711933136,0.17824849486351013,0.2127424031496048,0.19103531539440155,0.19473806023597717,0.15099142491817474,0.28265801072120667,0.03940234333276749,0.12927088141441345
of,0.2827862501144409,0.22242598235607147,0.38364991545677185,0.28835242986679077,0.4249346852302551,0.20613795518875122,0.41548454761505127,0.19253842532634735,0.5696388483047485,0.0572606697678566,0.1826142966747284
poland,0.16356982290744781,0.13670602440834045,0.20170632004737854,0.1566687673330307,0.20462825894355774,0.6202669739723206,0.18661348521709442,0.6352760195732117,0.2887791395187378,0.07976303994655609,0.14259830117225647
when,0.48282691836357117,0.33581581711769104,0.37120407819747925,0.23927445709705353,0.405669629573822,0.11460823565721512,0.5423505902290344,0.1615014374256134,0.4431333839893341,0.037794239819049835,0.22841128706932068
king,0.24555552005767822,0.14093376696109772,0.3134537935256958,0.23431216180324554,0.1906634420156479,0.14069218933582306,0.24476152658462524,0.10983172804117203,0.2044914960861206,-0.047171030193567276,0.19130074977874756
sigismund,0.2832573652267456,0.16998375952243805,0.30537036061286926,0.2969844341278076,0.18370839953422546,0.4412953555583954,0.19115108251571655,0.42401063442230225,0.23773306608200073,0.09019094705581665,0.25470688939094543
iii,0.1920083463191986,0.1130957081913948,0.18494349718093872,0.12697851657867432,0.1669788956642151,0.13931310176849365,0.1442069709300995,0.18053355813026428,0.17050711810588837,0.02276521548628807,0.13642357289791107
vasa,0.22218181192874908,0.11799020320177078,0.20271103084087372,0.18114623427391052,0.15440641343593597,0.3553329110145569,0.21479159593582153,0.285134881734848,0.18975472450256348,0.008939565159380436,0.10693056136369705
moved,0.17135502398014069,1.0000001192092896,0.2717689573764801,0.16200615465641022,0.3269204795360565,0.16895385086536407,0.2918468713760376,0.15387406945228577,0.3323737680912018,0.07067109644412994,0.15112607181072235
his,0.44966956973075867,0.2717689573764801,0.9999998807907104,0.25545522570610046,0.3195365369319916,0.18731465935707092,0.3715193271636963,0.2047043889760971,0.3598145842552185,0.004566884599626064,0.18075084686279297
court,0.24532970786094666,0.16200615465641022,0.25545522570610046,1.0,0.18949919939041138,0.1059926226735115,0.24824365973472595,0.1335667222738266,0.2793687880039215,0.1147536188364029,0.17100423574447632
from,0.27839982509613037,0.3269204795360565,0.3195365369319916,0.18949919939041138,1.0,0.16391660273075104,0.4069952368736267,0.2396499514579773,0.4274188280105591,-0.01296540629118681,0.19969791173934937
kraków,0.1032320037484169,0.16895385086536407,0.18731465935707092,0.1059926226735115,0.16391660273075104,1.0,0.15587858855724335,0.6385058164596558,0.269519180059433,0.07216592878103256,0.17615953087806702
to,0.42656609416007996,0.2918468713760376,0.3715193271636963,0.24824365973472595,0.4069952368736267,0.15587858855724335,1.0,0.1953994333744049,0.45010748505592346,0.10059106349945068,0.29463258385658264
warsaw,0.16496863961219788,0.15387406945228577,0.2047043889760971,0.1335667222738266,0.2396499514579773,0.6385058164596558,0.1953994333744049,1.0,0.22642600536346436,0.12180562317371368,0.09769917279481888
in,0.2792111933231354,0.3323737680912018,0.3598145842552185,0.2793687880039215,0.4274188280105591,0.269519180059433,0.45010748505592346,0.22642600536346436,1.0,0.05717000365257263,0.20430970191955566
1596,0.06317751854658127,0.07067109644412994,0.004566884599626064,0.1147536188364029,-0.01296540629118681,0.07216592878103256,0.10059106349945068,0.12180562317371368,0.05717000365257263,1.0,0.01548840757459402
.,0.3541337847709656,0.3228634297847748,0.3119256794452667,0.2742154598236084,0.41536515951156616,0.2611442506313324,0.4645031690597534,0.26825499534606934,0.5591574311256409,0.041651543229818344,0.4130953550338745
