,how,many,divisions,make,up,the,academics,of,the,university,?
sciences,0.21700580418109894,0.2503322958946228,0.21992668509483337,0.20430709421634674,0.08996643871068954,0.2625935673713684,0.5373302698135376,0.31529930233955383,0.2625935673713684,0.4868379533290863,0.15002119541168213
collegiate,0.09466216713190079,0.17385882139205933,0.30797290802001953,0.16223764419555664,0.1999732255935669,0.2808367908000946,0.33311015367507935,0.31610172986984253,0.2808367908000946,0.5158037543296814,0.0744476467370987
division,0.1334267407655716,0.17186380922794342,0.8454943895339966,0.12991446256637573,0.20626451075077057,0.26203617453575134,0.18891534209251404,0.23579144477844238,0.26203617453575134,0.2063700407743454,0.08900629729032516
",",0.22659391164779663,0.40610817074775696,0.27065619826316833,0.324553906917572,0.34193792939186096,0.4933079481124878,0.2979438006877899,0.4946078956127167,0.4933079481124878,0.3017033040523529,0.31091248989105225
the,0.33890387415885925,0.4335206151008606,0.3125615119934082,0.3146495521068573,0.38423117995262146,1.0,0.17319679260253906,0.733189046382904,1.0,0.263973206281662,0.22068053483963013
physical,0.3465515077114105,0.23499146103858948,0.09245855361223221,0.18275760114192963,0.12004338204860687,0.20230218768119812,0.2033485621213913,0.3124530017375946,0.20230218768119812,0.16045011579990387,0.11781801283359528
sciences,0.21700580418109894,0.2503322958946228,0.21992668509483337,0.20430709421634674,0.08996643871068954,0.2625935673713684,0.5373302698135376,0.31529930233955383,0.2625935673713684,0.4868379533290863,0.15002119541168213
collegiate,0.09466216713190079,0.17385882139205933,0.30797290802001953,0.16223764419555664,0.1999732255935669,0.2808367908000946,0.33311015367507935,0.31610172986984253,0.2808367908000946,0.5158037543296814,0.0744476467370987
division,0.1334267407655716,0.17186380922794342,0.8454943895339966,0.12991446256637573,0.20626451075077057,0.26203617453575134,0.18891534209251404,0.23579144477844238,0.26203617453575134,0.2063700407743454,0.08900629729032516
",",0.22659391164779663,0.40610817074775696,0.27065619826316833,0.324553906917572,0.34193792939186096,0.4933079481124878,0.2979438006877899,0.4946078956127167,0.4933079481124878,0.3017033040523529,0.31091248989105225
the,0.33890387415885925,0.4335206151008606,0.3125615119934082,0.3146495521068573,0.38423117995262146,1.0,0.17319679260253906,0.733189046382904,1.0,0.263973206281662,0.22068053483963013
social,0.2205141931772232,0.2721116840839386,0.19021384418010712,0.17850980162620544,0.1794849932193756,0.21797899901866913,0.41608738899230957,0.2605111300945282,0.21797899901866913,0.24834460020065308,0.1615191102027893
sciences,0.21700580418109894,0.2503322958946228,0.21992668509483337,0.20430709421634674,0.08996643871068954,0.2625935673713684,0.5373302698135376,0.31529930233955383,0.2625935673713684,0.4868379533290863,0.15002119541168213
collegiate,0.09466216713190079,0.17385882139205933,0.30797290802001953,0.16223764419555664,0.1999732255935669,0.2808367908000946,0.33311015367507935,0.31610172986984253,0.2808367908000946,0.5158037543296814,0.0744476467370987
division,0.1334267407655716,0.17186380922794342,0.8454943895339966,0.12991446256637573,0.20626451075077057,0.26203617453575134,0.18891534209251404,0.23579144477844238,0.26203617453575134,0.2063700407743454,0.08900629729032516
",",0.22659391164779663,0.40610817074775696,0.27065619826316833,0.324553906917572,0.34193792939186096,0.4933079481124878,0.2979438006877899,0.4946078956127167,0.4933079481124878,0.3017033040523529,0.31091248989105225
the,0.33890387415885925,0.4335206151008606,0.3125615119934082,0.3146495521068573,0.38423117995262146,1.0,0.17319679260253906,0.733189046382904,1.0,0.263973206281662,0.22068053483963013
humanities,0.20957309007644653,0.33546382188796997,0.18978795409202576,0.17118875682353973,0.0787719339132309,0.2683351933956146,0.49501731991767883,0.30446016788482666,0.2683351933956146,0.4582809805870056,0.20595435798168182
collegiate,0.09466216713190079,0.17385882139205933,0.30797290802001953,0.16223764419555664,0.1999732255935669,0.2808367908000946,0.33311015367507935,0.31610172986984253,0.2808367908000946,0.5158037543296814,0.0744476467370987
division,0.1334267407655716,0.17186380922794342,0.8454943895339966,0.12991446256637573,0.20626451075077057,0.26203617453575134,0.18891534209251404,0.23579144477844238,0.26203617453575134,0.2063700407743454,0.08900629729032516
",",0.22659391164779663,0.40610817074775696,0.27065619826316833,0.324553906917572,0.34193792939186096,0.4933079481124878,0.2979438006877899,0.4946078956127167,0.4933079481124878,0.3017033040523529,0.31091248989105225
and,0.33647966384887695,0.5296266674995422,0.27955541014671326,0.4160483181476593,0.4032393991947174,0.5171257257461548,0.23994089663028717,0.5116966962814331,0.5171257257461548,0.2665814459323883,0.20544172823429108
the,0.33890387415885925,0.4335206151008606,0.3125615119934082,0.3146495521068573,0.38423117995262146,1.0,0.17319679260253906,0.733189046382904,1.0,0.263973206281662,0.22068053483963013
new,0.20832711458206177,0.2992318272590637,0.19648577272891998,0.27695566415786743,0.27085041999816895,0.3845241069793701,0.16555675864219666,0.343457967042923,0.3845241069793701,0.23094747960567474,0.14782847464084625
collegiate,0.09466216713190079,0.17385882139205933,0.30797290802001953,0.16223764419555664,0.1999732255935669,0.2808367908000946,0.33311015367507935,0.31610172986984253,0.2808367908000946,0.5158037543296814,0.0744476467370987
division,0.1334267407655716,0.17186380922794342,0.8454943895339966,0.12991446256637573,0.20626451075077057,0.26203617453575134,0.18891534209251404,0.23579144477844238,0.26203617453575134,0.2063700407743454,0.08900629729032516
.,0.3287222981452942,0.3974229395389557,0.3021276295185089,0.3547073304653168,0.351434588432312,0.5934505462646484,0.20251746475696564,0.5352458953857422,0.5934505462646484,0.290679007768631,0.4130953550338745
