,what,was,the,uk,governments,benefits,agenchy,checking,in,2012,?
checking,0.3549598753452301,0.10953684151172638,0.27957913279533386,0.1856377273797989,0.20556755363941193,0.3283296525478363,0.10041684657335281,0.9999998807907104,0.22784686088562012,0.10646741837263107,0.3428910970687866
claimants,0.19781339168548584,0.21609260141849518,0.3218134343624115,0.11886212974786758,0.38991236686706543,0.272479772567749,0.2428874522447586,0.10463600605726242,0.2388022094964981,0.36295756697654724,0.21451130509376526
',0.3245812654495239,0.33675912022590637,0.474788099527359,0.14200493693351746,0.14075599610805511,0.10446322709321976,0.27127012610435486,0.164688378572464,0.4158826768398285,0.417517751455307,0.330942302942276
``,0.008517155423760414,-0.012679691426455975,0.029072100296616554,-0.03477985039353371,0.12201906740665436,0.04943598434329033,-0.061918508261442184,0.09835905581712723,0.04765888676047325,0.1563650369644165,0.0685480609536171
sky,0.16493305563926697,0.181777685880661,0.26521286368370056,0.18511655926704407,0.10826049000024796,0.08827982097864151,0.10382778942584991,0.1301208734512329,0.20324937999248505,0.23523804545402527,0.11270341277122498
tv,0.20700684189796448,0.1889979988336563,0.20034731924533844,0.2463533878326416,0.16294360160827637,0.11198359727859497,0.2997697591781616,0.22210949659347534,0.17989183962345123,0.13696710765361786,0.20290863513946533
bills,0.19447143375873566,0.11746428161859512,0.2371491938829422,0.1850535124540329,0.28428179025650024,0.2587328851222992,0.1257898211479187,0.23614203929901123,0.14907318353652954,0.08573068678379059,0.12315891683101654
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.18409153819084167,0.30281347036361694,0.29057374596595764,0.16986355185508728,0.2554117441177368,0.45010748505592346,0.32762008905410767,0.29463258385658264
establish,0.24999600648880005,0.1769464761018753,0.31343501806259155,0.07759694010019302,0.31899213790893555,0.2792588472366333,0.14497655630111694,0.21787956357002258,0.25682297348976135,0.19576522707939148,0.21678102016448975
if,0.5277165174484253,0.16164100170135498,0.33724796772003174,0.16387227177619934,0.22212015092372894,0.30884963274002075,0.12756381928920746,0.5032505393028259,0.2589588761329651,0.24687719345092773,0.4441644251346588
a,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.19665123522281647,0.22102735936641693,0.22249166667461395,0.25216004252433777,0.270152747631073,0.539380669593811,0.3774794936180115,0.23916715383529663
woman,0.2136753350496292,0.2959340214729309,0.2831476032733917,0.09770485013723373,0.14968106150627136,0.11550857871770859,0.18833306431770325,0.15151013433933258,0.2614135444164276,0.1743374764919281,0.22504617273807526
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.2261405885219574,0.26927295327186584,0.14132487773895264,0.2802489697933197,0.22784686088562012,1.0,0.3800647258758545,0.20430970191955566
receipt,0.19416387379169464,0.2071325182914734,0.23493324220180511,0.1998155266046524,0.20520199835300446,0.3115188479423523,0.1396169513463974,0.32104384899139404,0.22748839855194092,0.1731247901916504,0.19150064885616302
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.21513383090496063,0.30223309993743896,0.1838720440864563,0.2822203040122986,0.22720222175121307,0.5696388483047485,0.4422316551208496,0.1826142966747284
benefits,0.26291319727897644,0.09684896469116211,0.20434671640396118,0.22192159295082092,0.36272332072257996,1.0,0.09905804693698883,0.3283296525478363,0.14132487773895264,0.15422824025154114,0.25678688287734985
as,0.31749409437179565,0.3677520453929901,0.48381632566452026,0.1740327775478363,0.22658605873584747,0.268344521522522,0.26810818910598755,0.23208290338516235,0.3887844979763031,0.3424225151538849,0.27043893933296204
a,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.19665123522281647,0.22102735936641693,0.22249166667461395,0.25216004252433777,0.270152747631073,0.539380669593811,0.3774794936180115,0.23916715383529663
single,0.24458327889442444,0.22785933315753937,0.29338565468788147,0.2804202437400818,0.15597845613956451,0.1822926551103592,0.08426132053136826,0.20021796226501465,0.23017926514148712,0.18207073211669922,0.2151121199131012
mother,0.20282095670700073,0.28349727392196655,0.22516992688179016,0.1226089745759964,0.14150825142860413,0.13821196556091309,0.2603210210800171,0.0917423740029335,0.23971804976463318,0.2707141041755676,0.15180644392967224
is,0.28837618231773376,0.5810302495956421,0.5823672413825989,0.17650434374809265,0.203748419880867,0.18887722492218018,0.2645116150379181,0.20780561864376068,0.5394441485404968,0.4531058669090271,0.22961433231830597
wrongly,0.4399906098842621,0.31084439158439636,0.27969351410865784,0.04941997304558754,0.28575432300567627,0.2707540988922119,0.12165678292512894,0.2655710279941559,0.21427421271800995,0.1919373869895935,0.2810456454753876
claiming,0.34834736585617065,0.2680627703666687,0.3210364878177643,0.10159151256084442,0.27433231472969055,0.2968418598175049,0.16408874094486237,0.30656522512435913,0.17155934870243073,0.20909340679645538,0.2698664963245392
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.18409153819084167,0.30281347036361694,0.29057374596595764,0.16986355185508728,0.2554117441177368,0.45010748505592346,0.32762008905410767,0.29463258385658264
be,0.3929833769798279,0.42228707671165466,0.4248143136501312,0.17617523670196533,0.2636183798313141,0.3397628366947174,0.15158876776695251,0.37756815552711487,0.3481820821762085,0.2715093493461609,0.3324260413646698
living,0.22245320677757263,0.16790105402469635,0.3127744197845459,0.12689854204654694,0.20293013751506805,0.18307359516620636,0.1820402294397354,0.10314437001943588,0.3253810405731201,0.32591044902801514,0.18362653255462646
alone,0.3431425094604492,0.17050841450691223,0.2769272029399872,0.2219739854335785,0.15962466597557068,0.2808772325515747,0.1162676215171814,0.2646355926990509,0.24454614520072937,0.20822139084339142,0.25589054822921753
'',0.08143015950918198,0.04456103965640068,0.041273195296525955,0.015838660299777985,0.007547017186880112,-0.0028061349876224995,0.025217266753315926,0.058177001774311066,0.07432962208986282,0.05186492204666138,0.018684765323996544
–,0.13008765876293182,0.30754852294921875,0.2607575058937073,0.19869780540466309,0.16307386755943298,0.021518532186746597,0.20898373425006866,0.028332654386758804,0.23687128722667694,0.19913528859615326,0.2714554965496063
as,0.31749409437179565,0.3677520453929901,0.48381632566452026,0.1740327775478363,0.22658605873584747,0.268344521522522,0.26810818910598755,0.23208290338516235,0.3887844979763031,0.3424225151538849,0.27043893933296204
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.2632971405982971,0.259052038192749,0.19544656574726105,0.310855895280838,0.24131183326244354,0.5201468467712402,0.42079734802246094,0.31091248989105225
it,0.45803478360176086,0.4577186405658722,0.6251175999641418,0.21589650213718414,0.26958173513412476,0.17832115292549133,0.23371072113513947,0.23761563003063202,0.5130809545516968,0.3947283923625946,0.25732165575027466
claimed,0.2667301297187805,0.32895320653915405,0.2761930227279663,0.1236247718334198,0.30096834897994995,0.17859607934951782,0.2095552533864975,0.12128375470638275,0.21382014453411102,0.26294299960136414,0.2083493024110794
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.2632971405982971,0.259052038192749,0.19544656574726105,0.310855895280838,0.24131183326244354,0.5201468467712402,0.42079734802246094,0.31091248989105225
subscription,0.21589209139347076,0.16619597375392914,0.26760369539260864,0.1866791993379593,0.22058412432670593,0.272956520318985,0.1358092576265335,0.3269394338130951,0.2119540274143219,0.20810635387897491,0.22697269916534424
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.18409153819084167,0.30281347036361694,0.29057374596595764,0.16986355185508728,0.2554117441177368,0.45010748505592346,0.32762008905410767,0.29463258385658264
sports,0.13245077431201935,0.19941140711307526,0.20313861966133118,0.12590445578098297,0.17883211374282837,0.12271900475025177,0.2019202709197998,0.11451126635074615,0.27591386437416077,0.14160703122615814,0.04557104781270027
channels,0.1923084557056427,0.11888814717531204,0.27277594804763794,0.20060858130455017,0.20898716151714325,0.25891661643981934,0.1472034603357315,0.23521417379379272,0.19040870666503906,0.1987176239490509,0.19657258689403534
would,0.45766422152519226,0.41663143038749695,0.4133751392364502,0.1444694846868515,0.3086525499820709,0.3576875925064087,0.08859524130821228,0.3653485178947449,0.30461156368255615,0.2782992422580719,0.37178951501846313
betray,0.34203219413757324,0.18675383925437927,0.24469062685966492,0.1303439438343048,0.2788761854171753,0.23311631381511688,0.10437420010566711,0.21750392019748688,0.18791109323501587,0.17630790174007416,0.2644168734550476
a,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.19665123522281647,0.22102735936641693,0.22249166667461395,0.25216004252433777,0.270152747631073,0.539380669593811,0.3774794936180115,0.23916715383529663
man,0.21916821599006653,0.3030987083911896,0.23171134293079376,0.14799755811691284,0.09144939482212067,0.15602047741413116,0.11712659895420074,0.18842622637748718,0.19554144144058228,0.166902095079422,0.2528940737247467
's,0.02692362666130066,0.008974763564765453,-0.01540423184633255,-0.0013451746199280024,0.03380228206515312,0.015248570591211319,0.04252311959862709,-0.050658244639635086,-0.037580832839012146,-0.022972648963332176,-0.023395681753754616
presence,0.24428647756576538,0.17283804714679718,0.34114351868629456,0.11574319005012512,0.1223328560590744,0.2937237322330475,0.18562178313732147,0.18502379953861237,0.24880747497081757,0.28368130326271057,0.08592845499515533
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.2261405885219574,0.26927295327186584,0.14132487773895264,0.2802489697933197,0.22784686088562012,1.0,0.3800647258758545,0.20430970191955566
the,0.42745697498321533,0.48711544275283813,1.0,0.2143084555864334,0.2835306227207184,0.20434671640396118,0.272574245929718,0.27957913279533386,0.6662389636039734,0.46885523200035095,0.22068053483963013
household,0.16065490245819092,0.20707203447818756,0.2428457885980606,0.2215804159641266,0.1919272541999817,0.2354978770017624,0.283500999212265,0.17539848387241364,0.19101502001285553,0.23681798577308655,0.12460741400718689
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.24075214564800262,0.24066300690174103,0.21302923560142517,0.304092675447464,0.25793763995170593,0.5591574311256409,0.37805238366127014,0.4130953550338745
