,how,many,scalar,equations,were,formed,into,a,set,by,james,maxwell,?
fully,0.31435075402259827,0.25093981623649597,0.2129276692867279,0.25129392743110657,0.22204972803592682,0.18485607206821442,0.22869767248630524,0.25668543577194214,0.23405128717422485,0.24546781182289124,0.08282738924026489,0.1170526072382927,0.2089291661977768
explained,0.4018135070800781,0.31671440601348877,0.3477212190628052,0.42835599184036255,0.24850578606128693,0.19668973982334137,0.19493259489536285,0.24080877006053925,0.20846743881702423,0.28881314396858215,0.19664409756660461,0.24150939285755157,0.31240519881248474
until,0.1887991726398468,0.2392696738243103,0.09331489354372025,0.13546423614025116,0.3025567829608917,0.2711726725101471,0.2651178538799286,0.2314814180135727,0.1517898291349411,0.26738616824150085,0.15249384939670563,0.23123972117900848,0.20304496586322784
1864,0.09748955070972443,0.05403613671660423,-0.03209198638796806,0.014963892288506031,0.033764082938432693,0.10230080038309097,0.1441931128501892,0.08115020394325256,0.04231816157698631,0.03090706095099449,0.055279769003391266,0.06919492781162262,0.1412568986415863
when,0.4767928421497345,0.36563900113105774,0.19855554401874542,0.2736402750015259,0.29649975895881653,0.3096277713775635,0.389646977186203,0.44397395849227905,0.26233336329460144,0.4376842677593231,0.2130039930343628,0.1902886927127838,0.22841128706932068
james,0.12216517329216003,0.15292519330978394,0.10832078009843826,0.15754948556423187,0.20760557055473328,0.10532508045434952,0.11485675722360611,0.19130736589431763,0.17443042993545532,0.18369881808757782,1.0,0.3471944034099579,0.12139993160963058
clerk,0.21268166601657867,0.19335688650608063,0.24522890150547028,0.3415491580963135,0.18499532341957092,0.11142781376838684,0.1341540515422821,0.18187201023101807,0.12911924719810486,0.17952634394168854,0.3310704231262207,0.4679594933986664,0.13886231184005737
maxwell,0.21092742681503296,0.09321074187755585,0.2827782928943634,0.4569254517555237,0.10513898730278015,0.11454258859157562,0.12663288414478302,0.20065519213676453,0.10298485308885574,0.1799612194299698,0.3471944034099579,1.0000001192092896,0.14406277239322662
unified,0.19290608167648315,0.16877298057079315,0.23424291610717773,0.24693965911865234,0.18299271166324615,0.3164616525173187,0.19626350700855255,0.19128857553005219,0.19006527960300446,0.1737135946750641,0.11318862438201904,0.18538740277290344,0.21746130287647247
a,0.29312583804130554,0.2872205972671509,0.2754318416118622,0.17679406702518463,0.17203083634376526,0.21948496997356415,0.3461161255836487,1.0,0.2540091574192047,0.32094135880470276,0.19130736589431763,0.20065519213676453,0.23916715383529663
number,0.2725796401500702,0.41408368945121765,0.3599856495857239,0.3011067509651184,0.2910310626029968,0.1575198620557785,0.18290801346302032,0.2992287278175354,0.28557929396629333,0.2551532983779907,0.09302887320518494,0.08275790512561798,0.19256845116615295
of,0.2480744868516922,0.37253960967063904,0.2585209012031555,0.186348557472229,0.34038281440734863,0.2871689796447754,0.32255905866622925,0.5052502155303955,0.20671486854553223,0.3646814823150635,0.18323110044002533,0.1715129315853119,0.1826142966747284
earlier,0.190433070063591,0.28851112723350525,0.15431588888168335,0.1706584393978119,0.31243637204170227,0.2082676738500595,0.14497961103916168,0.19610044360160828,0.21251258254051208,0.22084733843803406,0.14613696932792664,0.129653662443161,0.13306351006031036
theories,0.34812280535697937,0.3199993073940277,0.3051428198814392,0.4572960436344147,0.23568083345890045,0.1715526133775711,0.19439169764518738,0.19848357141017914,0.11538881808519363,0.16986516118049622,0.17617438733577728,0.27138346433639526,0.21320602297782898
into,0.2303972691297531,0.2618265151977539,0.14103513956069946,0.13186931610107422,0.2657007873058319,0.2905314266681671,1.0,0.3461161255836487,0.1811854988336563,0.30473223328590393,0.11485675722360611,0.12663288414478302,0.15662476420402527
a,0.29312583804130554,0.2872205972671509,0.2754318416118622,0.17679406702518463,0.17203083634376526,0.21948496997356415,0.3461161255836487,1.0,0.2540091574192047,0.32094135880470276,0.19130736589431763,0.20065519213676453,0.23916715383529663
set,0.2561637759208679,0.23547255992889404,0.2678326964378357,0.2013266682624817,0.24437576532363892,0.26645591855049133,0.1811854988336563,0.2540091574192047,1.0000001192092896,0.21600963175296783,0.17443042993545532,0.10298485308885574,0.1698019951581955
of,0.2480744868516922,0.37253960967063904,0.2585209012031555,0.186348557472229,0.34038281440734863,0.2871689796447754,0.32255905866622925,0.5052502155303955,0.20671486854553223,0.3646814823150635,0.18323110044002533,0.1715129315853119,0.1826142966747284
20,-0.010775676928460598,0.10720284283161163,-0.022491533309221268,-0.10703365504741669,0.01462146732956171,0.015239943750202656,0.07792755216360092,-0.014937898144125938,-0.05064362287521362,-0.023094383999705315,-0.07524402439594269,-0.16078561544418335,0.11360422521829605
scalar,0.3003329336643219,0.2154029756784439,1.0000001192092896,0.5676447153091431,0.11372855305671692,0.08436252176761627,0.14103513956069946,0.2754318416118622,0.2678326964378357,0.18750306963920593,0.10832078009843826,0.2827782928943634,0.2135646492242813
equations,0.3422422707080841,0.2668621242046356,0.5676447153091431,1.0,0.18330945074558258,0.15651066601276398,0.13186931610107422,0.17679406702518463,0.2013266682624817,0.2063426524400711,0.15754948556423187,0.4569254517555237,0.2186179906129837
",",0.22659391164779663,0.40610817074775696,0.22868604958057404,0.22271932661533356,0.36755475401878357,0.2636634409427643,0.2826121151447296,0.427140474319458,0.24912182986736298,0.3680937886238098,0.25490787625312805,0.2861239016056061,0.31091248989105225
which,0.4852597713470459,0.5168171525001526,0.3170299232006073,0.2633192837238312,0.2807837128639221,0.3024848401546478,0.4405161738395691,0.56894451379776,0.3371303975582123,0.40543368458747864,0.18419533967971802,0.14416827261447906,0.25814583897590637
were,0.2082374095916748,0.4804460406303406,0.11372855305671692,0.18330945074558258,1.0000001192092896,0.31665706634521484,0.2657007873058319,0.17203083634376526,0.24437576532363892,0.4406847059726715,0.20760557055473328,0.10513898730278015,0.17890112102031708
later,0.2534695267677307,0.3450429439544678,0.14993762969970703,0.18498444557189941,0.46195727586746216,0.2931990921497345,0.36569949984550476,0.34254932403564453,0.21558620035648346,0.3747883439064026,0.3012051582336426,0.2087831348180771,0.1417175978422165
reformulated,0.24265532195568085,0.2819399833679199,0.2863449454307556,0.40544453263282776,0.23336736857891083,0.1472640186548233,0.23475436866283417,0.2109958827495575,0.20621097087860107,0.2687613070011139,0.19013150036334991,0.23299282789230347,0.15781787037849426
into,0.2303972691297531,0.2618265151977539,0.14103513956069946,0.13186931610107422,0.2657007873058319,0.2905314266681671,1.0,0.3461161255836487,0.1811854988336563,0.30473223328590393,0.11485675722360611,0.12663288414478302,0.15662476420402527
4,-0.09503452479839325,-0.054631516337394714,0.1367710530757904,-0.0045067500323057175,0.08416327089071274,0.09855566173791885,0.0536930151283741,0.08102071285247803,0.0625973716378212,0.14685025811195374,0.1831231564283371,0.11380244791507721,0.010515431873500347
vector,0.28761154413223267,0.16420577466487885,0.5599367618560791,0.4681781828403473,0.08065322786569595,0.03543798252940178,0.15434879064559937,0.23196560144424438,0.16550792753696442,0.17359676957130432,0.14522656798362732,0.2694542109966278,0.26140129566192627
equations,0.3422422707080841,0.2668621242046356,0.5676447153091431,1.0,0.18330945074558258,0.15651066601276398,0.13186931610107422,0.17679406702518463,0.2013266682624817,0.2063426524400711,0.15754948556423187,0.4569254517555237,0.2186179906129837
by,0.34370526671409607,0.3409687578678131,0.18750306963920593,0.2063426524400711,0.4406847059726715,0.2924628257751465,0.30473223328590393,0.32094135880470276,0.21600963175296783,1.0000001192092896,0.18369881808757782,0.1799612194299698,0.17966607213020325
oliver,0.256617933511734,0.16582316160202026,0.13579809665679932,0.10522003471851349,0.14475469291210175,0.13417571783065796,0.11728034168481827,0.17395614087581635,0.1269056797027588,0.18978120386600494,0.31124404072761536,0.2779584527015686,0.20260699093341827
heaviside,0.26505738496780396,0.2071867138147354,0.36033427715301514,0.36000725626945496,0.21036075055599213,0.1644197702407837,0.18219788372516632,0.34569936990737915,0.19847829639911652,0.2902498245239258,0.26483353972435,0.38363176584243774,0.1551138013601303
and,0.33647966384887695,0.5296266674995422,0.19899652898311615,0.1906200498342514,0.42175528407096863,0.27619341015815735,0.36597734689712524,0.3739250600337982,0.27649927139282227,0.4289871156215668,0.21273121237754822,0.21700043976306915,0.20544172823429108
josiah,0.23092399537563324,0.1997775286436081,0.15644967555999756,0.2639400362968445,0.20639768242835999,0.12680594623088837,0.05496445670723915,0.152485653758049,0.1277434080839157,0.19989557564258575,0.4467473030090332,0.3113543391227722,0.11097413301467896
willard,0.20020942389965057,0.1402176171541214,0.1390567421913147,0.2619399130344391,0.12419643998146057,0.11749345809221268,0.056371573358774185,0.21607816219329834,0.10388379544019699,0.19018179178237915,0.3862781524658203,0.3177902400493622,0.1463320255279541
gibbs,0.19327175617218018,0.12496317923069,0.23880819976329803,0.3090016543865204,0.12459346652030945,0.10771714895963669,0.10696873068809509,0.12754173576831818,0.15537068247795105,0.19533418118953705,0.25047457218170166,0.362354576587677,0.11323598772287369
.,0.3287222981452942,0.3974229395389557,0.18948566913604736,0.23421989381313324,0.3378238379955292,0.2737641930580139,0.26250120997428894,0.50484299659729,0.2928885817527771,0.3936232924461365,0.2421826720237732,0.18446774780750275,0.4130953550338745
