,which,country,used,to,rule,california,?
the,0.6521818041801453,0.30432501435279846,0.3718377649784088,0.535392165184021,0.29894936084747314,0.2750805914402008,0.22068053483963013
time,0.325231671333313,0.2291550189256668,0.2869652807712555,0.3679993152618408,0.2758761942386627,0.19950252771377563,0.27391523122787476
when,0.572554349899292,0.21558639407157898,0.3272556662559509,0.5423505902290344,0.28752797842025757,0.18115097284317017,0.22841128706932068
mexico,0.19253996014595032,0.24363018572330475,0.11888065189123154,0.20776979625225067,0.07004552334547043,0.42734092473983765,0.14739345014095306
ruled,0.150826096534729,0.28752776980400085,0.1688244342803955,0.15009452402591705,0.5672529339790344,0.13069455325603485,0.19970785081386566
california,0.17128102481365204,0.1743260771036148,0.13606397807598114,0.20697450637817383,0.11413976550102234,1.0,0.1409905105829239
",",0.3658004403114319,0.27878350019454956,0.3120402991771698,0.44245919585227966,0.24230371415615082,0.2704589068889618,0.31091248989105225
and,0.506277859210968,0.30884742736816406,0.3150506615638733,0.48971283435821533,0.22522340714931488,0.2441616654396057,0.20544172823429108
political,0.15920867025852203,0.35069605708122253,0.18879330158233643,0.2065112292766571,0.2540055811405182,0.15544651448726654,0.17130474746227264
disputes,0.2664680480957031,0.22635848820209503,0.15487554669380188,0.286932110786438,0.3257809579372406,0.07031994313001633,0.2840479910373688
raged,0.24992430210113525,0.15994738042354584,0.31051433086395264,0.30784347653388977,0.20567293465137482,0.11405196785926819,0.15316446125507355
between,0.395174115896225,0.17594438791275024,0.20879125595092773,0.3639189600944519,0.16093558073043823,0.11674337834119797,0.12887074053287506
the,0.6521818041801453,0.30432501435279846,0.3718377649784088,0.535392165184021,0.29894936084747314,0.2750805914402008,0.22068053483963013
californios,0.21469223499298096,0.1825302541255951,0.1568027287721634,0.20502883195877075,0.11629543453454971,0.9074768424034119,0.15866388380527496
of,0.5011631846427917,0.28866857290267944,0.3075267970561981,0.41548454761505127,0.25175079703330994,0.24929828941822052,0.1826142966747284
monterey,0.24368920922279358,0.11620943993330002,0.15967175364494324,0.2504720091819763,-0.004311844706535339,0.5084390640258789,0.1302855759859085
in,0.4840516746044159,0.3040012717247009,0.3090210556983948,0.45010748505592346,0.2128441035747528,0.2772824168205261,0.20430970191955566
the,0.6521818041801453,0.30432501435279846,0.3718377649784088,0.535392165184021,0.29894936084747314,0.2750805914402008,0.22068053483963013
upper,0.2984105050563812,0.04127093032002449,0.16362324357032776,0.21445727348327637,0.10078438371419907,0.12675106525421143,0.051342256367206573
part,0.4460882246494293,0.2499297857284546,0.2790772020816803,0.2875264883041382,0.17678876221179962,0.14441202580928802,0.08557961881160736
and,0.506277859210968,0.30884742736816406,0.3150506615638733,0.48971283435821533,0.22522340714931488,0.2441616654396057,0.20544172823429108
los,0.15805238485336304,0.16471697390079498,0.09731575101613998,0.19904789328575134,0.12402024865150452,0.641045331954956,0.15495611727237701
angeles,0.15751682221889496,0.13660557568073273,0.11363112926483154,0.20994949340820312,0.10156716406345367,0.6717669367790222,0.16139166057109833
in,0.4840516746044159,0.3040012717247009,0.3090210556983948,0.45010748505592346,0.2128441035747528,0.2772824168205261,0.20430970191955566
the,0.6521818041801453,0.30432501435279846,0.3718377649784088,0.535392165184021,0.29894936084747314,0.2750805914402008,0.22068053483963013
lower,0.35006284713745117,0.06703678518533707,0.1612802892923355,0.233318492770195,0.1752755492925644,0.12154536694288254,0.08471795171499252
part,0.4460882246494293,0.2499297857284546,0.2790772020816803,0.2875264883041382,0.17678876221179962,0.14441202580928802,0.08557961881160736
of,0.5011631846427917,0.28866857290267944,0.3075267970561981,0.41548454761505127,0.25175079703330994,0.24929828941822052,0.1826142966747284
alta,0.17119471728801727,0.22975459694862366,0.1073300763964653,0.2205086648464203,0.054147396236658096,0.33647599816322327,0.15983480215072632
california,0.17128102481365204,0.1743260771036148,0.13606397807598114,0.20697450637817383,0.11413976550102234,1.0,0.1409905105829239
.,0.45942068099975586,0.26130348443984985,0.33111312985420227,0.4645031690597534,0.2436654418706894,0.2870451807975769,0.4130953550338745
