,what,is,the,ability,to,recognize,and,adapt,to,new,specific,pathogens,called,?
defense,0.193815678358078,0.17166511714458466,0.2604767382144928,0.2593608498573303,0.22797247767448425,0.2739410102367401,0.20962949097156525,0.16072824597358704,0.22797247767448425,0.11747133731842041,0.24523696303367615,0.2758696973323822,0.18206292390823364,0.21935760974884033
mechanisms,0.23776228725910187,0.17110702395439148,0.2385137975215912,0.3824291229248047,0.2500166893005371,0.21902143955230713,0.18555718660354614,0.3357463479042053,0.2500166893005371,0.1305885761976242,0.3339993357658386,0.4996572732925415,0.2035752683877945,0.20209980010986328
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.2049795389175415,0.44245919585227966,0.28637704253196716,0.6633074283599854,0.17452415823936462,0.44245919585227966,0.36073189973831177,0.24305859208106995,0.20320750772953033,0.26549121737480164,0.31091248989105225
including,0.18328791856765747,0.25093933939933777,0.3738902807235718,0.19678479433059692,0.24006329476833344,0.2416723370552063,0.5144438743591309,0.19081152975559235,0.24006329476833344,0.21702982485294342,0.19084350764751434,0.19691164791584015,0.3095756471157074,0.1633303165435791
the,0.42745697498321533,0.5823672413825989,1.0,0.24997951090335846,0.535392165184021,0.32986918091773987,0.5171257257461548,0.21179930865764618,0.535392165184021,0.3845241069793701,0.3501757085323334,0.23115308582782745,0.489897221326828,0.22068053483963013
ability,0.26366251707077026,0.18390236794948578,0.24997951090335846,0.9999998807907104,0.401883065700531,0.37371373176574707,0.2697578966617584,0.4070322811603546,0.401883065700531,0.21855659782886505,0.30063343048095703,0.3927858769893646,0.1479862630367279,0.1955445408821106
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.401883065700531,1.0,0.34952905774116516,0.48971283435821533,0.2819032669067383,1.0,0.33159172534942627,0.3962339460849762,0.26178881525993347,0.2987143397331238,0.29463258385658264
adapt,0.23758600652217865,0.17285914719104767,0.21179930865764618,0.4070322811603546,0.2819032669067383,0.3180767595767975,0.2502574622631073,1.0000001192092896,0.2819032669067383,0.22198717296123505,0.26668062806129456,0.30654704570770264,0.0967322513461113,0.1730954349040985
over,0.28007611632347107,0.2159561663866043,0.39856547117233276,0.2294335663318634,0.38635820150375366,0.21877728402614594,0.4021143913269043,0.16924600303173065,0.38635820150375366,0.24427951872348785,0.2495177984237671,0.2002548724412918,0.2167932093143463,0.25742942094802856
time,0.36319252848625183,0.25187405943870544,0.43061500787734985,0.23357108235359192,0.3679993152618408,0.2138899266719818,0.3025408685207367,0.21855419874191284,0.3679993152618408,0.2320125252008438,0.27570295333862305,0.17295126616954803,0.26010140776634216,0.27391523122787476
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.401883065700531,1.0,0.34952905774116516,0.48971283435821533,0.2819032669067383,1.0,0.33159172534942627,0.3962339460849762,0.26178881525993347,0.2987143397331238,0.29463258385658264
recognize,0.32970860600471497,0.23268704116344452,0.32986918091773987,0.37371373176574707,0.34952905774116516,1.0,0.27655500173568726,0.3180767595767975,0.34952905774116516,0.19830460846424103,0.26758673787117004,0.2623847723007202,0.2304478883743286,0.24790367484092712
specific,0.37695175409317017,0.27748769521713257,0.3501757085323334,0.30063343048095703,0.3962339460849762,0.26758673787117004,0.25608575344085693,0.26668062806129456,0.3962339460849762,0.2748206555843353,1.0000001192092896,0.3651876449584961,0.21085023880004883,0.30923372507095337
pathogens,0.24503889679908752,0.19907276332378387,0.23115308582782745,0.3927858769893646,0.26178881525993347,0.2623847723007202,0.21800068020820618,0.30654704570770264,0.26178881525993347,0.13515934348106384,0.3651876449584961,1.0,0.20207016170024872,0.21364152431488037
more,0.3484537899494171,0.2946030795574188,0.39758381247520447,0.324737012386322,0.47084665298461914,0.21779100596904755,0.39880692958831787,0.32083064317703247,0.47084665298461914,0.3023035526275635,0.35314255952835083,0.2787163555622101,0.26791808009147644,0.27894994616508484
efficiently,0.2902039587497711,0.23061436414718628,0.23589400947093964,0.47436079382896423,0.39917054772377014,0.22132861614227295,0.3161213994026184,0.40660059452056885,0.39917054772377014,0.2170732468366623,0.3974169194698334,0.4056559205055237,0.16041357815265656,0.22194626927375793
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.22488819062709808,0.4645031690597534,0.25127753615379333,0.588965117931366,0.21871718764305115,0.4645031690597534,0.35031336545944214,0.2631765305995941,0.2375609129667282,0.300344854593277,0.4130953550338745
