,this,person,proposed,explanations,for,the,origins,of,earthquakes,and,the,formation,of,mountains,",",what,was,his,name,?
destroyed,0.2623656392097473,0.07482632249593735,0.13730648159980774,0.13637471199035645,0.13619165122509003,0.3403017520904541,0.16885948181152344,0.27498680353164673,0.36771029233932495,0.2592630386352539,0.3403017520904541,0.16908177733421326,0.27498680353164673,0.1987454891204834,0.26472628116607666,0.19114850461483002,0.3184264302253723,0.21838152408599854,0.14388994872570038,0.10318030416965485
by,0.38438332080841064,0.25616011023521423,0.23662759363651276,0.2130739986896515,0.3248702883720398,0.4408751428127289,0.15475714206695557,0.3646814823150635,0.204694926738739,0.4289871156215668,0.4408751428127289,0.14373603463172913,0.3646814823150635,0.1825466752052307,0.3680937886238098,0.2455483376979828,0.4752357602119446,0.3107621967792511,0.25480157136917114,0.17966607213020325
the,0.6274310946464539,0.3487054407596588,0.23840250074863434,0.2534363865852356,0.4739971458911896,1.0,0.2890577018260956,0.733189046382904,0.2725606858730316,0.5171257257461548,1.0,0.33687281608581543,0.733189046382904,0.27269288897514343,0.4933079481124878,0.42745697498321533,0.48711544275283813,0.4394008219242096,0.3171212375164032,0.22068053483963013
muslim,0.24247924983501434,0.24028903245925903,0.13578109443187714,0.18743842840194702,0.21262682974338531,0.28099653124809265,0.23364192247390747,0.267849862575531,0.21814513206481934,0.255716472864151,0.28099653124809265,0.1324276477098465,0.267849862575531,0.17471155524253845,0.21974200010299683,0.2631456255912781,0.230477973818779,0.22091786563396454,0.06530079245567322,0.17456822097301483
conquests,0.24255794286727905,0.14994274079799652,0.07440229505300522,0.23333203792572021,0.14738570153713226,0.347616046667099,0.31200307607650757,0.2998427450656891,0.2547261416912079,0.27872374653816223,0.347616046667099,0.1985820233821869,0.2998427450656891,0.22064508497714996,0.20157155394554138,0.23276212811470032,0.22138141095638275,0.2919858694076538,0.18285705149173737,0.14706142246723175
",",0.4316047728061676,0.2255365252494812,0.23817701637744904,0.26111045479774475,0.4464869201183319,0.4933079481124878,0.257002055644989,0.4946078956127167,0.26924440264701843,0.6633074283599854,0.4933079481124878,0.24612528085708618,0.4946078956127167,0.2542361319065094,1.0000001192092896,0.3087472915649414,0.45456063747406006,0.3378419280052185,0.28145334124565125,0.31091248989105225
the,0.6274310946464539,0.3487054407596588,0.23840250074863434,0.2534363865852356,0.4739971458911896,1.0,0.2890577018260956,0.733189046382904,0.2725606858730316,0.5171257257461548,1.0,0.33687281608581543,0.733189046382904,0.27269288897514343,0.4933079481124878,0.42745697498321533,0.48711544275283813,0.4394008219242096,0.3171212375164032,0.22068053483963013
persian,0.1903882473707199,0.18945840001106262,0.11148248612880707,0.1518074870109558,0.12476649135351181,0.24001385271549225,0.152824267745018,0.20058591663837433,0.17086835205554962,0.23589478433132172,0.24001385271549225,0.12731032073497772,0.20058591663837433,0.19640634953975677,0.2007957547903061,0.1845901608467102,0.14728625118732452,0.2005259245634079,0.1692919135093689,0.11708208173513412
scholar,0.20141544938087463,0.22526270151138306,0.1559678167104721,0.2698473632335663,0.1437072455883026,0.16383583843708038,0.2595815658569336,0.16234588623046875,0.12041447311639786,0.2512432336807251,0.16383583843708038,0.14394669234752655,0.16234588623046875,0.10884662717580795,0.27968740463256836,0.18881338834762573,0.28704655170440674,0.26804637908935547,0.15811392664909363,0.1606755405664444
ibn,0.1602974832057953,0.20365256071090698,0.13970847427845,0.22745952010154724,0.09644954651594162,0.1280137002468109,0.14223861694335938,0.1508571058511734,0.12720300257205963,0.15176565945148468,0.1280137002468109,0.06115620583295822,0.1508571058511734,0.1692618876695633,0.1412280797958374,0.23843371868133545,0.15649090707302094,0.31174275279045105,0.1344003826379776,0.18055106699466705
sina,0.20180273056030273,0.07141668349504471,0.01551898568868637,0.13999320566654205,0.13757984340190887,0.1873491257429123,0.13502132892608643,0.16214750707149506,0.20967814326286316,0.2198752462863922,0.1873491257429123,0.11570233851671219,0.16214750707149506,0.1714978665113449,0.29608047008514404,0.20620550215244293,0.18253526091575623,0.13850463926792145,0.05924374610185623,0.1444747895002365
(,0.3388223350048065,0.20162400603294373,0.20966757833957672,0.20465442538261414,0.3357032239437103,0.33289089798927307,0.16746209561824799,0.35032153129577637,0.18849346041679382,0.4862271547317505,0.33289089798927307,0.22467678785324097,0.35032153129577637,0.14249426126480103,0.6363511681556702,0.2411840260028839,0.2980341613292694,0.16098198294639587,0.2706909477710724,0.40561532974243164
avicenna,0.3102591633796692,0.22561220824718475,0.17234140634536743,0.3262344300746918,0.14857074618339539,0.19111387431621552,0.20434877276420593,0.16280868649482727,0.1758962720632553,0.22053851187229156,0.19111387431621552,0.0649990439414978,0.16280868649482727,0.12827283143997192,0.29374560713768005,0.24022138118743896,0.2309856414794922,0.23576869070529938,0.10275070369243622,0.17532113194465637
",",0.4316047728061676,0.2255365252494812,0.23817701637744904,0.26111045479774475,0.4464869201183319,0.4933079481124878,0.257002055644989,0.4946078956127167,0.26924440264701843,0.6633074283599854,0.4933079481124878,0.24612528085708618,0.4946078956127167,0.2542361319065094,1.0000001192092896,0.3087472915649414,0.45456063747406006,0.3378419280052185,0.28145334124565125,0.31091248989105225
981–1037,0.03599986061453819,-0.0037487628869712353,0.042832549661397934,-0.02069914899766445,0.02758605219423771,0.10854990035295486,0.05945620685815811,0.08864328265190125,0.010523377917706966,0.10396844148635864,0.10854990035295486,-0.07812946289777756,0.08864328265190125,0.11872339993715286,0.05458337068557739,0.03719796612858772,0.129546657204628,0.3423127830028534,0.0853649377822876,-0.026935994625091553
),0.3621573746204376,0.2120949774980545,0.19034072756767273,0.20623543858528137,0.3639558255672455,0.3456730246543884,0.18292774260044098,0.3680361211299896,0.19956202805042267,0.4961937665939331,0.3456730246543884,0.2201547771692276,0.3680361211299896,0.16033703088760376,0.63033527135849,0.26259949803352356,0.3267642855644226,0.18606403470039368,0.2638341188430786,0.42300865054130554
proposed,0.34555110335350037,0.10210680216550827,1.0,0.33405813574790955,0.24884271621704102,0.23840250074863434,0.18722949922084808,0.26188141107559204,0.13673743605613708,0.20594197511672974,0.23840250074863434,0.18839196860790253,0.26188141107559204,0.10382094979286194,0.23817701637744904,0.22754324972629547,0.2461901754140854,0.13881047070026398,0.23476271331310272,0.24553193151950836
detailed,0.34931373596191406,0.13788031041622162,0.27790215611457825,0.4969450533390045,0.28535693883895874,0.287728875875473,0.22834056615829468,0.34139877557754517,0.20895418524742126,0.24049179255962372,0.287728875875473,0.28575241565704346,0.34139877557754517,0.1512928456068039,0.27008405327796936,0.34171777963638306,0.14771351218223572,0.23125961422920227,0.1436634063720703,0.22426927089691162
explanations,0.4081730544567108,0.2294377237558365,0.33405813574790955,1.0000001192092896,0.3295828402042389,0.2534363865852356,0.29190436005592346,0.20192904770374298,0.274985671043396,0.2937956750392914,0.2534363865852356,0.24292761087417603,0.20192904770374298,0.1142924427986145,0.26111045479774475,0.36866486072540283,0.12263640016317368,0.2125672996044159,0.1705784648656845,0.3281082212924957
for,0.5082864165306091,0.3028412163257599,0.24884271621704102,0.3295828402042389,0.9999999403953552,0.4739971458911896,0.20094417035579681,0.4185989499092102,0.21408310532569885,0.5064792633056641,0.4739971458911896,0.20318037271499634,0.4185989499092102,0.17713519930839539,0.4464869201183319,0.3017193675041199,0.3863949179649353,0.39312878251075745,0.25737348198890686,0.264628142118454
the,0.6274310946464539,0.3487054407596588,0.23840250074863434,0.2534363865852356,0.4739971458911896,1.0,0.2890577018260956,0.733189046382904,0.2725606858730316,0.5171257257461548,1.0,0.33687281608581543,0.733189046382904,0.27269288897514343,0.4933079481124878,0.42745697498321533,0.48711544275283813,0.4394008219242096,0.3171212375164032,0.22068053483963013
formation,0.3199435770511627,0.13628903031349182,0.18839196860790253,0.24292761087417603,0.20318037271499634,0.33687281608581543,0.24005074799060822,0.2957320809364319,0.2100113183259964,0.22940734028816223,0.33687281608581543,1.0000001192092896,0.2957320809364319,0.26788872480392456,0.24612528085708618,0.16291823983192444,0.19543607532978058,0.1571335643529892,0.13772888481616974,0.09831923991441727
of,0.45148900151252747,0.27674683928489685,0.26188141107559204,0.20192904770374298,0.4185989499092102,0.733189046382904,0.2670811712741852,1.0,0.2537720203399658,0.5116966962814331,0.733189046382904,0.2957320809364319,1.0,0.22132478654384613,0.4946078956127167,0.33290785551071167,0.4069072902202606,0.38364991545677185,0.24075818061828613,0.1826142966747284
mountains,0.19465114176273346,0.05909038335084915,0.10382094979286194,0.1142924427986145,0.17713519930839539,0.27269288897514343,0.12199398875236511,0.22132478654384613,0.28759628534317017,0.2570574879646301,0.27269288897514343,0.26788872480392456,0.22132478654384613,1.0000001192092896,0.2542361319065094,0.1498076319694519,0.15521857142448425,0.1686132550239563,0.19280420243740082,0.08633821457624435
",",0.4316047728061676,0.2255365252494812,0.23817701637744904,0.26111045479774475,0.4464869201183319,0.4933079481124878,0.257002055644989,0.4946078956127167,0.26924440264701843,0.6633074283599854,0.4933079481124878,0.24612528085708618,0.4946078956127167,0.2542361319065094,1.0000001192092896,0.3087472915649414,0.45456063747406006,0.3378419280052185,0.28145334124565125,0.31091248989105225
the,0.6274310946464539,0.3487054407596588,0.23840250074863434,0.2534363865852356,0.4739971458911896,1.0,0.2890577018260956,0.733189046382904,0.2725606858730316,0.5171257257461548,1.0,0.33687281608581543,0.733189046382904,0.27269288897514343,0.4933079481124878,0.42745697498321533,0.48711544275283813,0.4394008219242096,0.3171212375164032,0.22068053483963013
origin,0.23185192048549652,0.11029773950576782,0.235325425863266,0.24260330200195312,0.20526328682899475,0.24161343276500702,0.6893133521080017,0.23941168189048767,0.1737419068813324,0.18243800103664398,0.24161343276500702,0.2526245713233948,0.23941168189048767,0.15214622020721436,0.2943580448627472,0.20149369537830353,0.20749133825302124,0.1305711418390274,0.3408733308315277,0.12716172635555267
of,0.45148900151252747,0.27674683928489685,0.26188141107559204,0.20192904770374298,0.4185989499092102,0.733189046382904,0.2670811712741852,1.0,0.2537720203399658,0.5116966962814331,0.733189046382904,0.2957320809364319,1.0,0.22132478654384613,0.4946078956127167,0.33290785551071167,0.4069072902202606,0.38364991545677185,0.24075818061828613,0.1826142966747284
earthquakes,0.24493995308876038,0.13647335767745972,0.13673743605613708,0.274985671043396,0.21408310532569885,0.2725606858730316,0.1344919055700302,0.2537720203399658,1.0000001192092896,0.21013358235359192,0.2725606858730316,0.2100113183259964,0.2537720203399658,0.28759628534317017,0.26924440264701843,0.233647421002388,0.21525852382183075,0.10916051268577576,0.08266878128051758,0.18716849386692047
",",0.4316047728061676,0.2255365252494812,0.23817701637744904,0.26111045479774475,0.4464869201183319,0.4933079481124878,0.257002055644989,0.4946078956127167,0.26924440264701843,0.6633074283599854,0.4933079481124878,0.24612528085708618,0.4946078956127167,0.2542361319065094,1.0000001192092896,0.3087472915649414,0.45456063747406006,0.3378419280052185,0.28145334124565125,0.31091248989105225
and,0.42353692650794983,0.27333492040634155,0.20594197511672974,0.2937956750392914,0.5064792633056641,0.5171257257461548,0.21966230869293213,0.5116966962814331,0.21013358235359192,1.0,0.5171257257461548,0.22940734028816223,0.5116966962814331,0.2570574879646301,0.6633074283599854,0.31309178471565247,0.3740963041782379,0.4234102666378021,0.21235932409763336,0.20544172823429108
other,0.43044695258140564,0.30036643147468567,0.18131552636623383,0.36428508162498474,0.3273986279964447,0.44152235984802246,0.21342699229717255,0.38583824038505554,0.19912274181842804,0.5504306554794312,0.44152235984802246,0.16777540743350983,0.38583824038505554,0.1606949418783188,0.4446498453617096,0.341873437166214,0.14651623368263245,0.23453344404697418,0.20388714969158173,0.24682199954986572
topics,0.3110901713371277,0.24199074506759644,0.2503836452960968,0.43315428495407104,0.23249804973602295,0.20440256595611572,0.24704846739768982,0.24137021601200104,0.2441798746585846,0.24940887093544006,0.20440256595611572,0.22780872881412506,0.24137021601200104,0.21243494749069214,0.2733469307422638,0.3289838433265686,0.13603952527046204,0.19188641011714935,0.10360289365053177,0.3125881850719452
central,0.2078123539686203,0.1488889753818512,0.13753345608711243,0.08202481269836426,0.20646226406097412,0.3417201042175293,0.0837848037481308,0.3415789008140564,0.19052764773368835,0.2465941160917282,0.3417201042175293,0.31993117928504944,0.3415789008140564,0.28395044803619385,0.2587154507637024,0.17723965644836426,0.21519865095615387,0.12756633758544922,0.1127941831946373,0.14787602424621582
to,0.5759071707725525,0.33486208319664,0.28162798285484314,0.3019252419471741,0.4451248347759247,0.535392165184021,0.1450413018465042,0.41548454761505127,0.18644896149635315,0.48971283435821533,0.535392165184021,0.21429739892482758,0.41548454761505127,0.2097938507795334,0.44245919585227966,0.455847829580307,0.3636345863342285,0.3715193271636963,0.27806994318962097,0.29463258385658264
modern,0.28370019793510437,0.12768928706645966,0.1971595585346222,0.16651971638202667,0.22431503236293793,0.3283970355987549,0.37155547738075256,0.3482828736305237,0.19784268736839294,0.3277876079082489,0.3283970355987549,0.1444079875946045,0.3482828736305237,0.1594008058309555,0.2557750344276428,0.2655639946460724,0.23571695387363434,0.21339957416057587,0.17239713668823242,0.12475407868623734
geology,0.24655671417713165,0.11424831300973892,0.22254498302936554,0.2762058675289154,0.1963677704334259,0.214850515127182,0.26152417063713074,0.2915674149990082,0.33008185029029846,0.21209557354450226,0.214850515127182,0.4145139753818512,0.2915674149990082,0.2602987587451935,0.21413999795913696,0.27770960330963135,0.11747080832719803,0.16538992524147034,0.14689163863658905,0.1570872962474823
",",0.4316047728061676,0.2255365252494812,0.23817701637744904,0.26111045479774475,0.4464869201183319,0.4933079481124878,0.257002055644989,0.4946078956127167,0.26924440264701843,0.6633074283599854,0.4933079481124878,0.24612528085708618,0.4946078956127167,0.2542361319065094,1.0000001192092896,0.3087472915649414,0.45456063747406006,0.3378419280052185,0.28145334124565125,0.31091248989105225
which,0.6719430088996887,0.35705965757369995,0.24526996910572052,0.3462814390659332,0.44095608592033386,0.6521818041801453,0.2681773006916046,0.5011631846427917,0.2787139117717743,0.506277859210968,0.6521818041801453,0.37379011511802673,0.5011631846427917,0.21144159138202667,0.3658004403114319,0.5261979103088379,0.2830964922904968,0.32283493876457214,0.2972666025161743,0.25814583897590637
provided,0.3166451156139374,0.1992790848016739,0.2810062766075134,0.40504005551338196,0.38938868045806885,0.304488867521286,0.22361847758293152,0.272808313369751,0.1961241364479065,0.35591721534729004,0.304488867521286,0.19700975716114044,0.272808313369751,0.13593414425849915,0.27036961913108826,0.2206064909696579,0.2404836267232895,0.2315002828836441,0.14322355389595032,0.16893617808818817
an,0.41881775856018066,0.27271315455436707,0.15246838331222534,0.19970525801181793,0.3236706852912903,0.4207492768764496,0.157449409365654,0.32280945777893066,0.14350983500480652,0.2838519215583801,0.4207492768764496,0.182439386844635,0.32280945777893066,0.08350004255771637,0.3581022024154663,0.2821882665157318,0.3694365322589874,0.24025635421276093,0.22033736109733582,0.19793890416622162
essential,0.33056777715682983,0.20221352577209473,0.19027073681354523,0.31788474321365356,0.2567243278026581,0.25420910120010376,0.27988961338996887,0.3107908368110657,0.07946192473173141,0.29929104447364807,0.25420910120010376,0.18460389971733093,0.3107908368110657,0.11253073066473007,0.238135427236557,0.26907849311828613,0.14217691123485565,0.20420663058757782,0.0641574040055275,0.17944687604904175
foundation,0.1850438416004181,0.15845699608325958,0.21094278991222382,0.1966123729944229,0.2412533462047577,0.23942872881889343,0.18898430466651917,0.26611822843551636,0.12923824787139893,0.19384855031967163,0.23942872881889343,0.24692374467849731,0.26611822843551636,0.09205866605043411,0.21837306022644043,0.19225969910621643,0.18908900022506714,0.21840602159500122,0.13297028839588165,0.1791457086801529
for,0.5082864165306091,0.3028412163257599,0.24884271621704102,0.3295828402042389,0.9999999403953552,0.4739971458911896,0.20094417035579681,0.4185989499092102,0.21408310532569885,0.5064792633056641,0.4739971458911896,0.20318037271499634,0.4185989499092102,0.17713519930839539,0.4464869201183319,0.3017193675041199,0.3863949179649353,0.39312878251075745,0.25737348198890686,0.264628142118454
the,0.6274310946464539,0.3487054407596588,0.23840250074863434,0.2534363865852356,0.4739971458911896,1.0,0.2890577018260956,0.733189046382904,0.2725606858730316,0.5171257257461548,1.0,0.33687281608581543,0.733189046382904,0.27269288897514343,0.4933079481124878,0.42745697498321533,0.48711544275283813,0.4394008219242096,0.3171212375164032,0.22068053483963013
later,0.3066357672214508,0.14771807193756104,0.25085341930389404,0.21281689405441284,0.3573088049888611,0.4060266613960266,0.25176897644996643,0.3458743393421173,0.13676778972148895,0.4216292202472687,0.4060266613960266,0.22206108272075653,0.3458743393421173,0.13451029360294342,0.35016918182373047,0.2517229914665222,0.5684447288513184,0.4538118839263916,0.2509414553642273,0.1417175978422165
development,0.29246020317077637,0.1883968710899353,0.29339858889579773,0.2684730589389801,0.28623178601264954,0.3362044394016266,0.28220054507255554,0.28700894117355347,0.21845123171806335,0.26069340109825134,0.3362044394016266,0.26316043734550476,0.28700894117355347,0.10395505279302597,0.23776917159557343,0.19014155864715576,0.2344081997871399,0.1527053862810135,0.1231662780046463,0.1211358830332756
of,0.45148900151252747,0.27674683928489685,0.26188141107559204,0.20192904770374298,0.4185989499092102,0.733189046382904,0.2670811712741852,1.0,0.2537720203399658,0.5116966962814331,0.733189046382904,0.2957320809364319,1.0,0.22132478654384613,0.4946078956127167,0.33290785551071167,0.4069072902202606,0.38364991545677185,0.24075818061828613,0.1826142966747284
the,0.6274310946464539,0.3487054407596588,0.23840250074863434,0.2534363865852356,0.4739971458911896,1.0,0.2890577018260956,0.733189046382904,0.2725606858730316,0.5171257257461548,1.0,0.33687281608581543,0.733189046382904,0.27269288897514343,0.4933079481124878,0.42745697498321533,0.48711544275283813,0.4394008219242096,0.3171212375164032,0.22068053483963013
science,0.24253025650978088,0.2069791704416275,0.1881207525730133,0.2944127321243286,0.23603716492652893,0.24037593603134155,0.2480815201997757,0.2616958022117615,0.24933965504169464,0.2865735590457916,0.24037593603134155,0.18707528710365295,0.2616958022117615,0.08307061344385147,0.2623405158519745,0.2612018585205078,0.22005605697631836,0.18606998026371002,0.15842750668525696,0.17974960803985596
.,0.500583827495575,0.29091694951057434,0.22405166923999786,0.2711559236049652,0.4726039469242096,0.5934505462646484,0.1620374470949173,0.5352458953857422,0.266614705324173,0.588965117931366,0.5934505462646484,0.23124639689922333,0.5352458953857422,0.1869059056043625,0.6812511086463928,0.3567904531955719,0.40146201848983765,0.3119256794452667,0.24737101793289185,0.4130953550338745
