,in,1990,",",what,was,the,longest,running,primetime,entertainment,program,in,abc,'s,history,?
's,-0.037580832839012146,0.06237616762518883,-0.0016132977325469255,0.02692362666130066,0.008974763564765453,-0.01540423184633255,0.0136581901460886,-0.07519974559545517,0.05581599101424217,0.07850625365972519,0.0445902980864048,-0.037580832839012146,0.06670809537172318,0.9999999403953552,-0.0466335192322731,-0.023395681753754616
history,0.29215577244758606,0.011367189697921276,0.2728564441204071,0.28630873560905457,0.25589004158973694,0.33215048909187317,0.30498120188713074,0.15590925514698029,0.23901215195655823,0.11617587506771088,0.19003461301326752,0.29215577244758606,0.23723183572292328,-0.0466335192322731,1.0000001192092896,0.2501974403858185
),0.3326910734176636,-0.038524504750967026,0.63033527135849,0.26259949803352356,0.3267642855644226,0.3456730246543884,0.18429194390773773,0.19923414289951324,0.26197493076324463,0.21273833513259888,0.12293422222137451,0.3326910734176636,0.18381085991859436,0.021107977256178856,0.21197804808616638,0.42300865054130554
",",0.5201468467712402,0.0030314233154058456,1.0000001192092896,0.3087472915649414,0.45456063747406006,0.4933079481124878,0.21878951787948608,0.24165967106819153,0.27819275856018066,0.21458542346954346,0.17760658264160156,0.5201468467712402,0.2097204476594925,-0.0016132977325469255,0.2728564441204071,0.31091248989105225
step,0.14272142946720123,-0.07682019472122192,0.22013631463050842,0.28945717215538025,0.16876640915870667,0.20505109429359436,0.054352790117263794,0.2584573030471802,0.1665479689836502,0.09899108856916428,0.24960526823997498,0.14272142946720123,0.16454027593135834,-0.02321682497859001,0.11488045006990433,0.23299238085746765
by,0.370934396982193,-0.049373358488082886,0.3680937886238098,0.2455483376979828,0.4752357602119446,0.4408751428127289,0.16288036108016968,0.14859868586063385,0.20185710489749908,0.24541202187538147,0.19954828917980194,0.370934396982193,0.17600902915000916,-0.010884488001465797,0.17996156215667725,0.17966607213020325
step,0.14272142946720123,-0.07682019472122192,0.22013631463050842,0.28945717215538025,0.16876640915870667,0.20505109429359436,0.054352790117263794,0.2584573030471802,0.1665479689836502,0.09899108856916428,0.24960526823997498,0.14272142946720123,0.16454027593135834,-0.02321682497859001,0.11488045006990433,0.23299238085746765
",",0.5201468467712402,0.0030314233154058456,1.0000001192092896,0.3087472915649414,0.45456063747406006,0.4933079481124878,0.21878951787948608,0.24165967106819153,0.27819275856018066,0.21458542346954346,0.17760658264160156,0.5201468467712402,0.2097204476594925,-0.0016132977325469255,0.2728564441204071,0.31091248989105225
hangin,0.24349220097064972,-0.0442892462015152,0.2640066146850586,0.1455271989107132,0.25370854139328003,0.20012325048446655,0.19526658952236176,0.2891818583011627,0.1971750110387802,0.17504197359085083,0.06360944360494614,0.24349220097064972,0.22892072796821594,-0.07268061488866806,0.10859569162130356,0.19769015908241272
',0.4158826768398285,0.042783576995134354,0.5178600549697876,0.3245812654495239,0.33675912022590637,0.474788099527359,0.18113163113594055,0.18608780205249786,0.24509087204933167,0.19721122086048126,0.17602020502090454,0.4158826768398285,0.17123238742351532,0.07651367038488388,0.2244044840335846,0.330942302942276
with,0.4080928862094879,-0.06947378814220428,0.4120737314224243,0.2464839518070221,0.27411898970603943,0.4223487675189972,0.20359644293785095,0.21426565945148468,0.207266703248024,0.22968845069408417,0.14732027053833008,0.4080928862094879,0.17432008683681488,-0.04624466598033905,0.1947222352027893,0.2433311939239502
mr.,0.12829169631004333,-0.07837990671396255,0.20127366483211517,0.2130533903837204,0.2046833038330078,0.1821073591709137,0.05623278021812439,0.14325538277626038,0.21894215047359467,0.1823849081993103,0.23963871598243713,0.12829169631004333,0.16600556671619415,0.014947101473808289,0.093171626329422,0.19814200699329376
cooper,0.17588333785533905,0.003523749765008688,0.27402251958847046,0.16735093295574188,0.2573820650577545,0.24018122255802155,0.1510181725025177,0.1311836987733841,0.228321373462677,0.1548430174589157,0.1219039112329483,0.17588333785533905,0.2227688729763031,0.19122372567653656,0.08976183086633682,0.16371795535087585
",",0.5201468467712402,0.0030314233154058456,1.0000001192092896,0.3087472915649414,0.45456063747406006,0.4933079481124878,0.21878951787948608,0.24165967106819153,0.27819275856018066,0.21458542346954346,0.17760658264160156,0.5201468467712402,0.2097204476594925,-0.0016132977325469255,0.2728564441204071,0.31091248989105225
boy,0.1783042699098587,0.05957280099391937,0.1868639439344406,0.2377057820558548,0.2472873330116272,0.21782036125659943,0.07106076180934906,0.05680897831916809,0.22326712310314178,0.31405603885650635,0.16001184284687042,0.1783042699098587,0.20114336907863617,0.08285173773765564,0.17888593673706055,0.1530727595090866
meets,0.17903493344783783,0.007160992827266455,0.28106436133384705,0.20915564894676208,0.19100186228752136,0.28454074263572693,0.2077302634716034,0.1950843632221222,0.17465902864933014,0.09173659235239029,0.11662162840366364,0.17903493344783783,0.12653623521327972,-0.08653715252876282,0.08552681654691696,0.16143257915973663
world,0.3038199245929718,-0.018166271969676018,0.26091980934143066,0.21669597923755646,0.3097524344921112,0.33604270219802856,0.34882330894470215,0.2034134566783905,0.31527087092399597,0.29280176758766174,0.22900733351707458,0.3038199245929718,0.16711202263832092,0.11877062171697617,0.2758046090602875,0.17579582333564758
and,0.4954058527946472,-0.038070183247327805,0.6633074283599854,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.2112683802843094,0.29286429286003113,0.2579994797706604,0.2582898437976837,0.24895258247852325,0.4954058527946472,0.16453155875205994,0.06895173341035843,0.23541007936000824,0.20544172823429108
perfect,0.20199064910411835,-0.03765888884663582,0.2037888914346695,0.27693238854408264,0.13582894206047058,0.24054312705993652,0.14349181950092316,0.16918158531188965,0.24764204025268555,0.16874627768993378,0.18361474573612213,0.20199064910411835,0.12415076047182083,0.0976426973938942,0.1860276609659195,0.19476529955863953
strangers,0.20128367841243744,0.025488654151558876,0.23476018011569977,0.2715083062648773,0.16916795074939728,0.2193896472454071,0.06511574238538742,0.15694768726825714,0.20816555619239807,0.1959463506937027,0.08959047496318817,0.20128367841243744,0.2190251648426056,0.05294955521821976,0.17849098145961761,0.20539045333862305
spinoff,0.2422005534172058,-0.06576966494321823,0.33401575684547424,0.16721636056900024,0.31281495094299316,0.27353307604789734,0.1542365998029709,0.2457374483346939,0.3712086081504822,0.3107757568359375,0.2387155443429947,0.2422005534172058,0.34668293595314026,0.009391658939421177,0.16842052340507507,0.1432255059480667
family,0.2165997177362442,0.0760536789894104,0.22142739593982697,0.16391263902187347,0.21917963027954102,0.2394849956035614,0.15288984775543213,0.12449897080659866,0.14577098190784454,0.13690322637557983,0.1371433436870575,0.2165997177362442,0.1806795746088028,-0.053779419511556625,0.14205101132392883,0.15222905576229095
matters,0.22737738490104675,0.04735741391777992,0.3183421194553375,0.4115754961967468,0.23513266444206238,0.32925453782081604,0.15373851358890533,0.17948856949806213,0.17169025540351868,0.23666244745254517,0.169573575258255,0.22737738490104675,0.2394009679555893,0.09175316989421844,0.23824073374271393,0.3182642459869385
",",0.5201468467712402,0.0030314233154058456,1.0000001192092896,0.3087472915649414,0.45456063747406006,0.4933079481124878,0.21878951787948608,0.24165967106819153,0.27819275856018066,0.21458542346954346,0.17760658264160156,0.5201468467712402,0.2097204476594925,-0.0016132977325469255,0.2728564441204071,0.31091248989105225
as,0.3887844979763031,-0.1149316057562828,0.48816442489624023,0.31749409437179565,0.3677520453929901,0.48381632566452026,0.17531833052635193,0.23864935338497162,0.2712637186050415,0.1692008078098297,0.19883424043655396,0.3887844979763031,0.2286096066236496,-0.05775856226682663,0.2152104675769806,0.27043893933296204
well,0.36612698435783386,-0.021464664489030838,0.4331948161125183,0.4154493808746338,0.3130364418029785,0.42630070447921753,0.17456217110157013,0.24534359574317932,0.2257746309041977,0.2641104757785797,0.1962999701499939,0.36612698435783386,0.11003991216421127,-0.0049502006731927395,0.24527132511138916,0.24815571308135986
as,0.3887844979763031,-0.1149316057562828,0.48816442489624023,0.31749409437179565,0.3677520453929901,0.48381632566452026,0.17531833052635193,0.23864935338497162,0.2712637186050415,0.1692008078098297,0.19883424043655396,0.3887844979763031,0.2286096066236496,-0.05775856226682663,0.2152104675769806,0.27043893933296204
series,0.2914260923862457,-0.10758193582296371,0.24060699343681335,0.17328087985515594,0.2261398285627365,0.31376904249191284,0.2067839801311493,0.24837374687194824,0.48531898856163025,0.26880231499671936,0.27202239632606506,0.2914260923862457,0.38518208265304565,0.0006390819908119738,0.1914491206407547,0.1709602326154709
such,0.2704046070575714,-0.14082346856594086,0.39626169204711914,0.23989605903625488,0.12487147748470306,0.3575236201286316,0.10636921972036362,0.21313343942165375,0.22593142092227936,0.20531785488128662,0.18915121257305145,0.2704046070575714,0.12735801935195923,0.05073437839746475,0.166465163230896,0.17851735651493073
as,0.3887844979763031,-0.1149316057562828,0.48816442489624023,0.31749409437179565,0.3677520453929901,0.48381632566452026,0.17531833052635193,0.23864935338497162,0.2712637186050415,0.1692008078098297,0.19883424043655396,0.3887844979763031,0.2286096066236496,-0.05775856226682663,0.2152104675769806,0.27043893933296204
doogie,0.18126480281352997,-0.08548766374588013,0.2626679539680481,0.23182028532028198,0.21203212440013885,0.19254866242408752,0.10439465939998627,0.19844713807106018,0.3039839267730713,0.2300463765859604,0.21301060914993286,0.18126480281352997,0.2836003005504608,0.10092039406299591,0.14129474759101868,0.2597062289714813
howser,0.19246721267700195,-0.06834754347801208,0.28523972630500793,0.2726745903491974,0.2455800622701645,0.213891863822937,0.1650892049074173,0.2884772717952728,0.4027650058269501,0.23555003106594086,0.34609267115592957,0.19246721267700195,0.34802505373954773,-0.03885599225759506,0.17093874514102936,0.2864007353782654
",",0.5201468467712402,0.0030314233154058456,1.0000001192092896,0.3087472915649414,0.45456063747406006,0.4933079481124878,0.21878951787948608,0.24165967106819153,0.27819275856018066,0.21458542346954346,0.17760658264160156,0.5201468467712402,0.2097204476594925,-0.0016132977325469255,0.2728564441204071,0.31091248989105225
m.d.,0.14306892454624176,0.25359266996383667,0.1909942626953125,-0.03714564070105553,0.22895196080207825,0.13927017152309418,0.09195269644260406,-0.11027199774980545,-0.013628771528601646,-0.024212222546339035,-0.02732858620584011,0.14306892454624176,-0.049634505063295364,-0.04784933105111122,0.1573953926563263,-0.00979895330965519
",",0.5201468467712402,0.0030314233154058456,1.0000001192092896,0.3087472915649414,0.45456063747406006,0.4933079481124878,0.21878951787948608,0.24165967106819153,0.27819275856018066,0.21458542346954346,0.17760658264160156,0.5201468467712402,0.2097204476594925,-0.0016132977325469255,0.2728564441204071,0.31091248989105225
life,0.27054134011268616,-0.04552433267235756,0.24050940573215485,0.24693015217781067,0.22970539331436157,0.23528170585632324,0.23195046186447144,0.191427081823349,0.2416491061449051,0.13598385453224182,0.19210660457611084,0.27054134011268616,0.20232120156288147,0.03983813151717186,0.30956363677978516,0.21677987277507782
goes,0.2568049132823944,-0.0992148369550705,0.28955721855163574,0.3063499331474304,0.21595042943954468,0.3992326557636261,0.18589156866073608,0.2744142413139343,0.1506870836019516,0.09004674851894379,0.06268912553787231,0.2568049132823944,0.14199182391166687,-0.0262580718845129,0.19484476745128632,0.16808578372001648
on,0.46853652596473694,-0.0531277060508728,0.49057599902153015,0.34226128458976746,0.3909217119216919,0.5107308030128479,0.24148814380168915,0.2928021550178528,0.3496440649032593,0.19212140142917633,0.23327119648456573,0.46853652596473694,0.2862928807735443,0.0026888418942689896,0.2302350103855133,0.2714994251728058
",",0.5201468467712402,0.0030314233154058456,1.0000001192092896,0.3087472915649414,0.45456063747406006,0.4933079481124878,0.21878951787948608,0.24165967106819153,0.27819275856018066,0.21458542346954346,0.17760658264160156,0.5201468467712402,0.2097204476594925,-0.0016132977325469255,0.2728564441204071,0.31091248989105225
cult,0.16489064693450928,0.07021164894104004,0.1874801516532898,0.15426625311374664,0.22388841211795807,0.20670944452285767,0.06193142756819725,0.12158405780792236,0.17799563705921173,0.15283921360969543,0.15367956459522247,0.16489064693450928,0.19583462178707123,0.024661092087626457,0.2064235955476761,0.06093019247055054
favorite,0.2148180902004242,0.0486610047519207,0.2551460564136505,0.22849051654338837,0.20125846564769745,0.25158482789993286,0.19251884520053864,0.23778948187828064,0.3171970546245575,0.18123416602611542,0.16062316298484802,0.2148180902004242,0.15110626816749573,0.04934745281934738,0.19121362268924713,0.18072718381881714
twin,0.26684677600860596,0.010152537375688553,0.23140083253383636,0.07402893155813217,0.17078043520450592,0.15579135715961456,0.13678205013275146,0.0414445623755455,0.232408806681633,0.22030670940876007,0.07419870793819427,0.26684677600860596,0.15086209774017334,0.08096487075090408,0.10837561637163162,0.12249694019556046
peaks,0.24067933857440948,-0.17314566671848297,0.2491447627544403,0.14241227507591248,0.11921248584985733,0.28557711839675903,0.21407388150691986,0.11533673852682114,0.25198814272880554,0.19807755947113037,0.14993909001350403,0.24067933857440948,0.1449408233165741,-0.034842245280742645,0.08014056086540222,0.07843611389398575
and,0.4954058527946472,-0.038070183247327805,0.6633074283599854,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.2112683802843094,0.29286429286003113,0.2579994797706604,0.2582898437976837,0.24895258247852325,0.4954058527946472,0.16453155875205994,0.06895173341035843,0.23541007936000824,0.20544172823429108
the,0.6662389636039734,-0.0810435339808464,0.4933079481124878,0.42745697498321533,0.48711544275283813,1.0,0.36807993054389954,0.28883472084999084,0.304171085357666,0.19077853858470917,0.22986935079097748,0.6662389636039734,0.2068762183189392,-0.01540423184633255,0.33215048909187317,0.22068053483963013
commish,0.22204485535621643,0.08736791461706161,0.21678167581558228,0.2252810299396515,0.2964054048061371,0.2495887577533722,0.08204814791679382,0.11008259654045105,0.11153646558523178,0.1515023112297058,0.13448724150657654,0.22204485535621643,0.1381109654903412,0.09695436805486679,0.24099162220954895,0.19166739284992218
.,0.5591574311256409,0.011693721637129784,0.6812511086463928,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.2187548726797104,0.27780240774154663,0.2680608332157135,0.1869470328092575,0.18964338302612305,0.5591574311256409,0.2567209303379059,-0.003708066651597619,0.30310705304145813,0.4130953550338745
