,what,denomination,is,the,diocesan,school,for,girls,in,auckland,affiliated,with,?
",",0.3087472915649414,0.24402782320976257,0.4691906273365021,0.4933079481124878,0.1847718060016632,0.27141863107681274,0.4464869201183319,0.21734729409217834,0.5201468467712402,0.2888340950012207,0.20832805335521698,0.4120737314224243,0.31091248989105225
and,0.31309178471565247,0.18625058233737946,0.3859752118587494,0.5171257257461548,0.19912897050380707,0.2752758264541626,0.5064792633056641,0.2710435688495636,0.4954058527946472,0.2758531868457794,0.2078104466199875,0.5477725267410278,0.20544172823429108
christ,0.2615339457988739,0.41742101311683655,0.19270560145378113,0.25124865770339966,0.3845553398132324,0.1823318749666214,0.1445605307817459,0.1623370349407196,0.16419753432273865,0.16585926711559296,0.17988243699073792,0.1424454152584076,0.13772203028202057
's,0.02692362666130066,-0.003237196709960699,0.02396530658006668,-0.01540423184633255,-0.03679068759083748,-0.017113132402300835,-0.07241261005401611,0.010591674596071243,-0.037580832839012146,-0.005620404612272978,0.0344148613512516,-0.04624466598033905,-0.023395681753754616
college,0.20568516850471497,0.20581375062465668,0.15433147549629211,0.19751401245594025,0.35609427094459534,0.569277286529541,0.22815082967281342,0.26745307445526123,0.2160365730524063,0.30510830879211426,0.34097394347190857,0.0926685705780983,0.11076676845550537
and,0.31309178471565247,0.18625058233737946,0.3859752118587494,0.5171257257461548,0.19912897050380707,0.2752758264541626,0.5064792633056641,0.2710435688495636,0.4954058527946472,0.2758531868457794,0.2078104466199875,0.5477725267410278,0.20544172823429108
st,0.13546641170978546,0.17481815814971924,0.14744308590888977,0.27966225147247314,0.3272162973880768,0.22408007085323334,0.16110675036907196,0.21918468177318573,0.259651780128479,0.2580583393573761,0.17442713677883148,0.14455410838127136,0.13298600912094116
margaret,0.17963582277297974,0.10343001037836075,0.1415003091096878,0.2006026655435562,0.1938820481300354,0.16316930949687958,0.17164137959480286,0.2034430354833603,0.23577453196048737,0.23916713893413544,0.16717694699764252,0.13793715834617615,0.13320839405059814
's,0.02692362666130066,-0.003237196709960699,0.02396530658006668,-0.01540423184633255,-0.03679068759083748,-0.017113132402300835,-0.07241261005401611,0.010591674596071243,-0.037580832839012146,-0.005620404612272978,0.0344148613512516,-0.04624466598033905,-0.023395681753754616
college,0.20568516850471497,0.20581375062465668,0.15433147549629211,0.19751401245594025,0.35609427094459534,0.569277286529541,0.22815082967281342,0.26745307445526123,0.2160365730524063,0.30510830879211426,0.34097394347190857,0.0926685705780983,0.11076676845550537
in,0.30808621644973755,0.19585151970386505,0.5394441485404968,0.6662389636039734,0.2527855932712555,0.26157811284065247,0.4322226941585541,0.24800755083560944,1.0,0.2797597646713257,0.23517076671123505,0.4080928862094879,0.20430970191955566
christchurch,0.1480281949043274,0.3223385810852051,0.1651236116886139,0.23714801669120789,0.35738739371299744,0.31516891717910767,0.1980912983417511,0.2554630935192108,0.2651437222957611,0.5298171043395996,0.2050107717514038,0.21052518486976624,0.11010126024484634
;,0.10986888408660889,0.006417443044483662,0.05324986204504967,0.09152708947658539,0.03841142728924751,-0.024825742468237877,0.0293948445469141,0.07578010112047195,0.092739537358284,-0.006461169105023146,0.06190958991646767,0.12944702804088593,0.10349778085947037
or,0.33867141604423523,0.26133421063423157,0.41870999336242676,0.4174870550632477,0.19622065126895905,0.12007436156272888,0.4111599624156952,0.20004941523075104,0.3586423695087433,0.16670675575733185,0.1996302753686905,0.38158315420150757,0.32389625906944275
presbyterian,0.22814640402793884,0.5216206312179565,0.1595926135778427,0.18977245688438416,0.47116389870643616,0.3369552791118622,0.16517587006092072,0.24653495848178864,0.2315383106470108,0.3377322852611542,0.3510024845600128,0.17183464765548706,0.14897421002388
",",0.3087472915649414,0.24402782320976257,0.4691906273365021,0.4933079481124878,0.1847718060016632,0.27141863107681274,0.4464869201183319,0.21734729409217834,0.5201468467712402,0.2888340950012207,0.20832805335521698,0.4120737314224243,0.31091248989105225
such,0.23989605903625488,0.17657369375228882,0.23545363545417786,0.3575236201286316,0.17941021919250488,0.13059592247009277,0.36098620295524597,0.15259677171707153,0.2704046070575714,0.14330333471298218,0.19101016223430634,0.3346101939678192,0.17851735651493073
as,0.31749409437179565,0.23284825682640076,0.43216490745544434,0.48381632566452026,0.21382510662078857,0.2065676748752594,0.44774648547172546,0.14790716767311096,0.3887844979763031,0.24909837543964386,0.2126314491033554,0.40387406945228577,0.27043893933296204
saint,0.1704905927181244,0.2469482570886612,0.2384635955095291,0.24700650572776794,0.35355696082115173,0.13820780813694,0.1123143881559372,0.13780415058135986,0.18961206078529358,0.20419922471046448,0.191067174077034,0.17817233502864838,0.15690264105796814
kentigern,0.22167561948299408,0.23293842375278473,0.25623276829719543,0.34264805912971497,0.3184967041015625,0.20994099974632263,0.26057127118110657,0.18649353086948395,0.3417396545410156,0.34416645765304565,0.17728249728679657,0.21264609694480896,0.2756081223487854
college,0.20568516850471497,0.20581375062465668,0.15433147549629211,0.19751401245594025,0.35609427094459534,0.569277286529541,0.22815082967281342,0.26745307445526123,0.2160365730524063,0.30510830879211426,0.34097394347190857,0.0926685705780983,0.11076676845550537
and,0.31309178471565247,0.18625058233737946,0.3859752118587494,0.5171257257461548,0.19912897050380707,0.2752758264541626,0.5064792633056641,0.2710435688495636,0.4954058527946472,0.2758531868457794,0.2078104466199875,0.5477725267410278,0.20544172823429108
st,0.13546641170978546,0.17481815814971924,0.14744308590888977,0.27966225147247314,0.3272162973880768,0.22408007085323334,0.16110675036907196,0.21918468177318573,0.259651780128479,0.2580583393573761,0.17442713677883148,0.14455410838127136,0.13298600912094116
cuthbert,0.18748319149017334,0.22053112089633942,0.22389480471611023,0.2518726885318756,0.41753631830215454,0.2232433408498764,0.15651445090770721,0.22687770426273346,0.2412085086107254,0.3406318426132202,0.19502229988574982,0.14455987513065338,0.14355692267417908
's,0.02692362666130066,-0.003237196709960699,0.02396530658006668,-0.01540423184633255,-0.03679068759083748,-0.017113132402300835,-0.07241261005401611,0.010591674596071243,-0.037580832839012146,-0.005620404612272978,0.0344148613512516,-0.04624466598033905,-0.023395681753754616
college,0.20568516850471497,0.20581375062465668,0.15433147549629211,0.19751401245594025,0.35609427094459534,0.569277286529541,0.22815082967281342,0.26745307445526123,0.2160365730524063,0.30510830879211426,0.34097394347190857,0.0926685705780983,0.11076676845550537
in,0.30808621644973755,0.19585151970386505,0.5394441485404968,0.6662389636039734,0.2527855932712555,0.26157811284065247,0.4322226941585541,0.24800755083560944,1.0,0.2797597646713257,0.23517076671123505,0.4080928862094879,0.20430970191955566
auckland,0.11985393613576889,0.15840809047222137,0.23582008481025696,0.25897881388664246,0.2385944128036499,0.3170945346355438,0.2145899534225464,0.2636944055557251,0.2797597646713257,1.0,0.19171951711177826,0.2621740996837616,0.11742713302373886
",",0.3087472915649414,0.24402782320976257,0.4691906273365021,0.4933079481124878,0.1847718060016632,0.27141863107681274,0.4464869201183319,0.21734729409217834,0.5201468467712402,0.2888340950012207,0.20832805335521698,0.4120737314224243,0.31091248989105225
scots,0.1671418398618698,0.19116972386837006,0.14895319938659668,0.22918754816055298,0.16121435165405273,0.2107309103012085,0.16756917536258698,0.15812109410762787,0.15963716804981232,0.16464979946613312,0.16027025878429413,0.22502672672271729,0.1396099328994751
college,0.20568516850471497,0.20581375062465668,0.15433147549629211,0.19751401245594025,0.35609427094459534,0.569277286529541,0.22815082967281342,0.26745307445526123,0.2160365730524063,0.30510830879211426,0.34097394347190857,0.0926685705780983,0.11076676845550537
and,0.31309178471565247,0.18625058233737946,0.3859752118587494,0.5171257257461548,0.19912897050380707,0.2752758264541626,0.5064792633056641,0.2710435688495636,0.4954058527946472,0.2758531868457794,0.2078104466199875,0.5477725267410278,0.20544172823429108
queen,0.18133950233459473,0.1629079133272171,0.19885572791099548,0.24681736528873444,0.20626908540725708,0.106291763484478,0.15831752121448517,0.2185627669095993,0.23028744757175446,0.21650467813014984,0.13033290207386017,0.17705358564853668,0.17460165917873383
margaret,0.17963582277297974,0.10343001037836075,0.1415003091096878,0.2006026655435562,0.1938820481300354,0.16316930949687958,0.17164137959480286,0.2034430354833603,0.23577453196048737,0.23916713893413544,0.16717694699764252,0.13793715834617615,0.13320839405059814
college,0.20568516850471497,0.20581375062465668,0.15433147549629211,0.19751401245594025,0.35609427094459534,0.569277286529541,0.22815082967281342,0.26745307445526123,0.2160365730524063,0.30510830879211426,0.34097394347190857,0.0926685705780983,0.11076676845550537
in,0.30808621644973755,0.19585151970386505,0.5394441485404968,0.6662389636039734,0.2527855932712555,0.26157811284065247,0.4322226941585541,0.24800755083560944,1.0,0.2797597646713257,0.23517076671123505,0.4080928862094879,0.20430970191955566
wellington,0.09130020439624786,0.06278139352798462,0.15296177566051483,0.2624299228191376,0.2240685522556305,0.23685601353645325,0.19811199605464935,0.19182971119880676,0.25662562251091003,0.5104174613952637,0.15413229167461395,0.1975419968366623,0.11347156763076782
",",0.3087472915649414,0.24402782320976257,0.4691906273365021,0.4933079481124878,0.1847718060016632,0.27141863107681274,0.4464869201183319,0.21734729409217834,0.5201468467712402,0.2888340950012207,0.20832805335521698,0.4120737314224243,0.31091248989105225
and,0.31309178471565247,0.18625058233737946,0.3859752118587494,0.5171257257461548,0.19912897050380707,0.2752758264541626,0.5064792633056641,0.2710435688495636,0.4954058527946472,0.2758531868457794,0.2078104466199875,0.5477725267410278,0.20544172823429108
st,0.13546641170978546,0.17481815814971924,0.14744308590888977,0.27966225147247314,0.3272162973880768,0.22408007085323334,0.16110675036907196,0.21918468177318573,0.259651780128479,0.2580583393573761,0.17442713677883148,0.14455410838127136,0.13298600912094116
andrew,0.16871996223926544,0.12230445444583893,0.19632114470005035,0.22624769806861877,0.13226346671581268,0.1744087040424347,0.21294653415679932,0.07431557029485703,0.17072397470474243,0.21462497115135193,0.06493707001209259,0.1444074809551239,0.13208141922950745
's,0.02692362666130066,-0.003237196709960699,0.02396530658006668,-0.01540423184633255,-0.03679068759083748,-0.017113132402300835,-0.07241261005401611,0.010591674596071243,-0.037580832839012146,-0.005620404612272978,0.0344148613512516,-0.04624466598033905,-0.023395681753754616
college,0.20568516850471497,0.20581375062465668,0.15433147549629211,0.19751401245594025,0.35609427094459534,0.569277286529541,0.22815082967281342,0.26745307445526123,0.2160365730524063,0.30510830879211426,0.34097394347190857,0.0926685705780983,0.11076676845550537
and,0.31309178471565247,0.18625058233737946,0.3859752118587494,0.5171257257461548,0.19912897050380707,0.2752758264541626,0.5064792633056641,0.2710435688495636,0.4954058527946472,0.2758531868457794,0.2078104466199875,0.5477725267410278,0.20544172823429108
rangi,0.09499131143093109,0.20601122081279755,0.21405421197414398,0.2112877368927002,0.22517132759094238,0.17384420335292816,0.17179366946220398,0.13959941267967224,0.19032993912696838,0.3342309594154358,0.20423559844493866,0.1605767011642456,0.1064184308052063
ruru,0.18241611123085022,0.2640993595123291,0.2721746861934662,0.24487295746803284,0.2631526291370392,0.21177276968955994,0.21013261377811432,0.20530788600444794,0.28450191020965576,0.3353073298931122,0.21822233498096466,0.15834493935108185,0.16893717646598816
girls,0.1537969559431076,0.1880858987569809,0.16754484176635742,0.20540733635425568,0.24827848374843597,0.44039908051490784,0.18722182512283325,1.0,0.24800755083560944,0.2636944055557251,0.16851739585399628,0.1271122545003891,0.1302518993616104
',0.3245812654495239,0.20490339398384094,0.5508411526679993,0.474788099527359,0.12488846480846405,0.21672244369983673,0.31184524297714233,0.15147662162780762,0.4158826768398285,0.1869676411151886,0.2409256249666214,0.2546919286251068,0.330942302942276
school,0.18774057924747467,0.1840249001979828,0.19488026201725006,0.22953221201896667,0.2525169551372528,1.0,0.18618352711200714,0.44039908051490784,0.26157811284065247,0.3170945346355438,0.24219857156276703,0.13135014474391937,0.15091250836849213
in,0.30808621644973755,0.19585151970386505,0.5394441485404968,0.6662389636039734,0.2527855932712555,0.26157811284065247,0.4322226941585541,0.24800755083560944,1.0,0.2797597646713257,0.23517076671123505,0.4080928862094879,0.20430970191955566
christchurch,0.1480281949043274,0.3223385810852051,0.1651236116886139,0.23714801669120789,0.35738739371299744,0.31516891717910767,0.1980912983417511,0.2554630935192108,0.2651437222957611,0.5298171043395996,0.2050107717514038,0.21052518486976624,0.11010126024484634
.,0.3567904531955719,0.2725091278553009,0.4569662809371948,0.5934505462646484,0.19950854778289795,0.24214158952236176,0.4726039469242096,0.2235458344221115,0.5591574311256409,0.31177425384521484,0.1928265541791916,0.4446153938770294,0.4130953550338745
