,how,does,the,level,of,tuition,in,german,private,schools,compare,to,private,schools,in,other,western,european,countries,?
offer,0.21602605283260345,0.24917331337928772,0.21118608117103577,0.2217627465724945,0.19393298029899597,0.47355857491493225,0.1875079721212387,0.12793342769145966,0.30405572056770325,0.26003435254096985,0.3294112980365753,0.34615713357925415,0.30405572056770325,0.26003435254096985,0.1875079721212387,0.3453495502471924,0.10062059760093689,0.12366797029972076,0.2231925129890442,0.1774262934923172
scholarships,0.21918967366218567,0.18758994340896606,0.22145920991897583,0.2015240490436554,0.24182681739330292,0.539117157459259,0.1841617077589035,0.18102940917015076,0.3393261134624481,0.4940621852874756,0.23568134009838104,0.2962719202041626,0.3393261134624481,0.4940621852874756,0.1841617077589035,0.20526023209095,0.15377967059612274,0.18935944139957428,0.3262912631034851,0.11105381697416306
",",0.22659391164779663,0.28617382049560547,0.4933079481124878,0.23317520320415497,0.4946078956127167,0.2515327036380768,0.5201468467712402,0.2478695809841156,0.1899166703224182,0.2760516405105591,0.22873489558696747,0.44245919585227966,0.1899166703224182,0.2760516405105591,0.5201468467712402,0.4446498453617096,0.27542921900749207,0.19684812426567078,0.2966555655002594,0.31091248989105225
compared,0.2966770529747009,0.27649858593940735,0.28685078024864197,0.1846339851617813,0.3360389769077301,0.27784305810928345,0.2479310929775238,0.12740647792816162,0.1458236128091812,0.17145651578903198,0.7293710112571716,0.2345995306968689,0.1458236128091812,0.17145651578903198,0.2479310929775238,0.32621124386787415,0.1303226202726364,0.20925767719745636,0.26460129022598267,0.21399109065532684
to,0.44169697165489197,0.4391997456550598,0.535392165184021,0.2976585030555725,0.41548454761505127,0.28630971908569336,0.45010748505592346,0.15143753588199615,0.18892748653888702,0.2362271547317505,0.31307893991470337,1.0,0.18892748653888702,0.2362271547317505,0.45010748505592346,0.4193183183670044,0.18838192522525787,0.21011990308761597,0.3111797273159027,0.29463258385658264
most,0.311336874961853,0.30044323205947876,0.47635307908058167,0.16153503954410553,0.4178851246833801,0.2268403321504593,0.41416558623313904,0.20125962793827057,0.20440927147865295,0.19526082277297974,0.2631112039089203,0.321603000164032,0.20440927147865295,0.19526082277297974,0.41416558623313904,0.4585079252719879,0.25641313195228577,0.21084468066692352,0.33387476205825806,0.2107497900724411
other,0.3591516315937042,0.2947014272212982,0.44152235984802246,0.24489054083824158,0.38583824038505554,0.27773067355155945,0.39989137649536133,0.15382464230060577,0.2100534588098526,0.24327325820922852,0.33926478028297424,0.4193183183670044,0.2100534588098526,0.24327325820922852,0.39989137649536133,0.9999999403953552,0.25917482376098633,0.27191635966300964,0.42453643679618835,0.24682199954986572
western,0.08635379374027252,0.12355383485555649,0.37920868396759033,0.1886824071407318,0.32974064350128174,0.14761734008789062,0.35160520672798157,0.16740542650222778,0.1288135051727295,0.19855496287345886,0.06818574666976929,0.18838192522525787,0.1288135051727295,0.19855496287345886,0.35160520672798157,0.25917482376098633,1.0000001192092896,0.29314106702804565,0.27677956223487854,0.17439141869544983
european,0.123964823782444,0.11488570272922516,0.3423081040382385,0.16333957016468048,0.2507138252258301,0.19703331589698792,0.23319172859191895,0.28448235988616943,0.10204774141311646,0.13889843225479126,0.18677058815956116,0.21011990308761597,0.10204774141311646,0.13889843225479126,0.23319172859191895,0.27191635966300964,0.29314106702804565,0.9999998807907104,0.44465985894203186,0.14560863375663757
countries,0.22695748507976532,0.2621564269065857,0.33290645480155945,0.18990091979503632,0.2800094783306122,0.31804943084716797,0.3027990758419037,0.2556065618991852,0.241952583193779,0.3294385075569153,0.21550650894641876,0.3111797273159027,0.241952583193779,0.3294385075569153,0.3027990758419037,0.42453643679618835,0.27677956223487854,0.44465985894203186,0.9999999403953552,0.15128466486930847
.,0.3287222981452942,0.3022993505001068,0.5934505462646484,0.26056769490242004,0.5352458953857422,0.2443438172340393,0.5591574311256409,0.2407633364200592,0.2534593939781189,0.2752705216407776,0.24470208585262299,0.4645031690597534,0.2534593939781189,0.2752705216407776,0.5591574311256409,0.41511186957359314,0.2816847264766693,0.2095622420310974,0.27938392758369446,0.4130953550338745
