,what,do,students,do,after,primary,school,?
formal,0.26485171914100647,0.23977015912532806,0.2641006410121918,0.23977015912532806,0.2280147671699524,0.23298956453800201,0.17438237369060516,0.1989586055278778
education,0.19940856099128723,0.18523280322551727,0.5498206615447998,0.18523280322551727,0.14603817462921143,0.3644731044769287,0.5861870050430298,0.18067774176597595
starts,0.24892903864383698,0.1819385588169098,0.14959286153316498,0.1819385588169098,0.35560402274131775,0.07451522350311279,0.1459921896457672,0.17788195610046387
at,0.2838611304759979,0.1511090099811554,0.26965975761413574,0.1511090099811554,0.3622083067893982,0.1728028953075409,0.3177914023399353,0.21978627145290375
age,0.1895245760679245,0.14775970578193665,0.18669402599334717,0.14775970578193665,0.2536883056163788,0.2042756974697113,0.25097304582595825,0.16859300434589386
six,0.1779850870370865,0.16893811523914337,0.18150481581687927,0.16893811523914337,0.29967090487480164,0.18115518987178802,0.14749354124069214,0.15298804640769958
years,0.1981470286846161,0.180253803730011,0.24958103895187378,0.180253803730011,0.38036108016967773,0.14403797686100006,0.24115975201129913,0.1914375126361847
and,0.31309178471565247,0.276123583316803,0.28111961483955383,0.276123583316803,0.3765919506549835,0.2539214491844177,0.2752758264541626,0.20544172823429108
lasts,0.21729539334774017,0.24472281336784363,0.1898956149816513,0.24472281336784363,0.3086308240890503,0.1714218407869339,0.09582597762346268,0.17807826399803162
12,0.1696145385503769,0.17439275979995728,-0.017710495740175247,0.17439275979995728,0.20255082845687866,0.03466396406292915,-0.014528789557516575,0.10021790862083435
years,0.1981470286846161,0.180253803730011,0.24958103895187378,0.180253803730011,0.38036108016967773,0.14403797686100006,0.24115975201129913,0.1914375126361847
comprising,0.13995948433876038,0.15022344887256622,0.1850568801164627,0.15022344887256622,0.1742812693119049,0.22626224160194397,0.12092282623052597,0.043617378920316696
eight,0.15383057296276093,0.14984779059886932,0.1848324090242386,0.14984779059886932,0.2851320207118988,0.17638567090034485,0.14789603650569916,0.11634626984596252
years,0.1981470286846161,0.180253803730011,0.24958103895187378,0.180253803730011,0.38036108016967773,0.14403797686100006,0.24115975201129913,0.1914375126361847
in,0.30808621644973755,0.23402775824069977,0.2676171064376831,0.23402775824069977,0.44050168991088867,0.21150650084018707,0.26157811284065247,0.20430970191955566
primary,0.2113915979862213,0.21139554679393768,0.26349249482154846,0.21139554679393768,0.15101052820682526,1.0,0.4102175533771515,0.16286636888980865
school,0.18774057924747467,0.13649480044841766,0.6345757842063904,0.13649480044841766,0.2316942811012268,0.4102175533771515,1.0,0.15091250836849213
and,0.31309178471565247,0.276123583316803,0.28111961483955383,0.276123583316803,0.3765919506549835,0.2539214491844177,0.2752758264541626,0.20544172823429108
four,0.18057085573673248,0.1615660935640335,0.22322136163711548,0.1615660935640335,0.2891320586204529,0.19101567566394806,0.15729965269565582,0.14532537758350372
years,0.1981470286846161,0.180253803730011,0.24958103895187378,0.180253803730011,0.38036108016967773,0.14403797686100006,0.24115975201129913,0.1914375126361847
in,0.30808621644973755,0.23402775824069977,0.2676171064376831,0.23402775824069977,0.44050168991088867,0.21150650084018707,0.26157811284065247,0.20430970191955566
high,0.20466077327728271,0.15005089342594147,0.308525413274765,0.15005089342594147,0.14164119958877563,0.2813328802585602,0.5397339463233948,0.11137914657592773
school,0.18774057924747467,0.13649480044841766,0.6345757842063904,0.13649480044841766,0.2316942811012268,0.4102175533771515,1.0,0.15091250836849213
or,0.33867141604423523,0.39439281821250916,0.21765491366386414,0.39439281821250916,0.2693394720554352,0.24037444591522217,0.12007436156272888,0.32389625906944275
secondary,0.20388361811637878,0.2064705789089203,0.3444019854068756,0.2064705789089203,0.15747426450252533,0.6853594779968262,0.5113044381141663,0.18118004500865936
school,0.18774057924747467,0.13649480044841766,0.6345757842063904,0.13649480044841766,0.2316942811012268,0.4102175533771515,1.0,0.15091250836849213
.,0.3567904531955719,0.3613996207714081,0.2607303857803345,0.3613996207714081,0.35870397090911865,0.22422198951244354,0.24214158952236176,0.4130953550338745
