,the,umc,established,and,is,affiliated,with,approximately,how,many,colleges,and,universities,in,the,u.s.,?
university,0.263973206281662,0.20406587421894073,0.1973452866077423,0.2665814459323883,0.20346471667289734,0.3334124982357025,0.13264121115207672,0.2018422782421112,0.12992997467517853,0.19385361671447754,0.6181914210319519,0.2665814459323883,0.6843494176864624,0.3201795518398285,0.263973206281662,0.046071525663137436,0.11887256056070328
",",0.4933079481124878,0.1953766793012619,0.22739723324775696,0.6633074283599854,0.4691906273365021,0.20832805335521698,0.4120737314224243,0.3057648837566376,0.22659391164779663,0.40610817074775696,0.2773089110851288,0.6633074283599854,0.2774002254009247,0.5201468467712402,0.4933079481124878,0.030410487204790115,0.31091248989105225
drew,0.18736809492111206,0.1170385479927063,0.11678486317396164,0.2239927500486374,0.20079194009304047,0.11344143003225327,0.24208232760429382,0.18013864755630493,0.18006004393100739,0.20106366276741028,0.16004283726215363,0.2239927500486374,0.15153048932552338,0.18420524895191193,0.18736809492111206,0.09529455751180649,0.10364298522472382
university,0.263973206281662,0.20406587421894073,0.1973452866077423,0.2665814459323883,0.20346471667289734,0.3334124982357025,0.13264121115207672,0.2018422782421112,0.12992997467517853,0.19385361671447754,0.6181914210319519,0.2665814459323883,0.6843494176864624,0.3201795518398285,0.263973206281662,0.046071525663137436,0.11887256056070328
",",0.4933079481124878,0.1953766793012619,0.22739723324775696,0.6633074283599854,0.4691906273365021,0.20832805335521698,0.4120737314224243,0.3057648837566376,0.22659391164779663,0.40610817074775696,0.2773089110851288,0.6633074283599854,0.2774002254009247,0.5201468467712402,0.4933079481124878,0.030410487204790115,0.31091248989105225
university,0.263973206281662,0.20406587421894073,0.1973452866077423,0.2665814459323883,0.20346471667289734,0.3334124982357025,0.13264121115207672,0.2018422782421112,0.12992997467517853,0.19385361671447754,0.6181914210319519,0.2665814459323883,0.6843494176864624,0.3201795518398285,0.263973206281662,0.046071525663137436,0.11887256056070328
of,0.733189046382904,0.18128293752670288,0.2735237777233124,0.5116966962814331,0.4854315221309662,0.23497317731380463,0.41827285289764404,0.34526896476745605,0.2480744868516922,0.37253960967063904,0.31927260756492615,0.5116966962814331,0.29948264360427856,0.5696388483047485,0.733189046382904,0.011562774889171124,0.1826142966747284
denver,0.2052404284477234,0.14490309357643127,0.11083155125379562,0.20625516772270203,0.14918014407157898,0.2576129734516144,0.20079316198825836,0.12618689239025116,0.15631112456321716,0.18606427311897278,0.22025229036808014,0.20625516772270203,0.21408863365650177,0.2221570909023285,0.2052404284477234,0.06879749894142151,0.1520889848470688
",",0.4933079481124878,0.1953766793012619,0.22739723324775696,0.6633074283599854,0.4691906273365021,0.20832805335521698,0.4120737314224243,0.3057648837566376,0.22659391164779663,0.40610817074775696,0.2773089110851288,0.6633074283599854,0.2774002254009247,0.5201468467712402,0.4933079481124878,0.030410487204790115,0.31091248989105225
university,0.263973206281662,0.20406587421894073,0.1973452866077423,0.2665814459323883,0.20346471667289734,0.3334124982357025,0.13264121115207672,0.2018422782421112,0.12992997467517853,0.19385361671447754,0.6181914210319519,0.2665814459323883,0.6843494176864624,0.3201795518398285,0.263973206281662,0.046071525663137436,0.11887256056070328
of,0.733189046382904,0.18128293752670288,0.2735237777233124,0.5116966962814331,0.4854315221309662,0.23497317731380463,0.41827285289764404,0.34526896476745605,0.2480744868516922,0.37253960967063904,0.31927260756492615,0.5116966962814331,0.29948264360427856,0.5696388483047485,0.733189046382904,0.011562774889171124,0.1826142966747284
evansville,0.2685423493385315,0.14660762250423431,0.1356525868177414,0.2683972418308258,0.18297168612480164,0.26400595903396606,0.1809384822845459,0.1920628547668457,0.12519380450248718,0.17579196393489838,0.2820567190647125,0.2683972418308258,0.249423086643219,0.3006035089492798,0.2685423493385315,0.07662816345691681,0.1608452945947647
",",0.4933079481124878,0.1953766793012619,0.22739723324775696,0.6633074283599854,0.4691906273365021,0.20832805335521698,0.4120737314224243,0.3057648837566376,0.22659391164779663,0.40610817074775696,0.2773089110851288,0.6633074283599854,0.2774002254009247,0.5201468467712402,0.4933079481124878,0.030410487204790115,0.31091248989105225
and,0.5171257257461548,0.21982228755950928,0.2369968742132187,1.0,0.3859752118587494,0.2078104466199875,0.5477725267410278,0.3228789269924164,0.33647966384887695,0.5296266674995422,0.309615820646286,1.0,0.3038506805896759,0.4954058527946472,0.5171257257461548,0.011246231384575367,0.20544172823429108
southern,0.3282862603664398,0.16727468371391296,0.2252308577299118,0.24232792854309082,0.2419366091489792,0.21016457676887512,0.18574869632720947,0.22972555458545685,0.11308442056179047,0.18025599420070648,0.22863779962062836,0.24232792854309082,0.22330547869205475,0.3190481662750244,0.3282862603664398,-0.07055215537548065,0.11225555837154388
methodist,0.21922016143798828,0.2650960683822632,0.24725636839866638,0.2376793771982193,0.14683330059051514,0.3056069612503052,0.17456914484500885,0.17998993396759033,0.13229183852672577,0.21092453598976135,0.418438196182251,0.2376793771982193,0.32015886902809143,0.24702993035316467,0.21922016143798828,0.022758852690458298,0.1436992734670639
university,0.263973206281662,0.20406587421894073,0.1973452866077423,0.2665814459323883,0.20346471667289734,0.3334124982357025,0.13264121115207672,0.2018422782421112,0.12992997467517853,0.19385361671447754,0.6181914210319519,0.2665814459323883,0.6843494176864624,0.3201795518398285,0.263973206281662,0.046071525663137436,0.11887256056070328
.,0.5934505462646484,0.23154163360595703,0.23771190643310547,0.588965117931366,0.4569662809371948,0.1928265541791916,0.4446153938770294,0.27396154403686523,0.3287222981452942,0.3974229395389557,0.2763740122318268,0.588965117931366,0.2545505464076996,0.5591574311256409,0.5934505462646484,0.09558769315481186,0.4130953550338745
