,which,of,genghis,khan,'s,ambassadors,did,the,shah,have,beheaded,?
ambassadors,0.10600444674491882,0.18431782722473145,0.21689410507678986,0.20073838531970978,-0.003877220442518592,1.0000001192092896,0.19997510313987732,0.23352757096290588,0.13544273376464844,0.20165316760540009,0.21456381678581238,0.17982764542102814
.,0.45942068099975586,0.5352458953857422,0.25373268127441406,0.19819748401641846,-0.003708066651597619,0.2159060537815094,0.35288307070732117,0.5934505462646484,0.210231751203537,0.41614407300949097,0.210914745926857,0.4130953550338745
,which,of,genghis,khan,'s,ambassadors,did,the,shah,have,beheaded,?
genghis,0.26472097635269165,0.2938849925994873,1.0,0.5896923542022705,0.031423866748809814,0.21689410507678986,0.18339850008487701,0.3448939025402069,0.547207772731781,0.19005528092384338,0.39525046944618225,0.18813461065292358
khan,0.19211235642433167,0.17124508321285248,0.5896923542022705,1.0,0.05307086929678917,0.20073838531970978,0.155345618724823,0.21067845821380615,0.6120432019233704,0.15938645601272583,0.15902242064476013,0.12862591445446014
then,0.4444481134414673,0.2937326431274414,0.22429892420768738,0.21561427414417267,0.010921895503997803,0.13885992765426636,0.303744375705719,0.4297412931919098,0.16216763854026794,0.3610527813434601,0.21534672379493713,0.2884598970413208
sent,0.21585705876350403,0.28923630714416504,0.23061181604862213,0.20124854147434235,0.06689035892486572,0.3633570969104767,0.3411059081554413,0.3010627329349518,0.1288515031337738,0.20981134474277496,0.36766910552978516,0.10903520882129669
again,0.3812651038169861,0.24152639508247375,0.2152538001537323,0.116440549492836,-0.038958314806222916,0.15301722288131714,0.35250324010849,0.4104243218898773,0.1489741951227188,0.31865283846855164,0.2053954303264618,0.2679590880870819
a,0.56894451379776,0.5052502155303955,0.194350928068161,0.1743650734424591,0.04866964742541313,0.13478079438209534,0.2552328109741211,0.5829201340675354,0.1737842708826065,0.338716596364975,0.2287488877773285,0.23916715383529663
second,0.336174339056015,0.353416383266449,0.190824955701828,0.1830817013978958,-0.060212843120098114,0.1276141256093979,0.20727969706058502,0.4620301127433777,0.19118572771549225,0.20638011395931244,0.16688485443592072,0.17239587008953094
group,0.32466647028923035,0.25542253255844116,0.1760876178741455,0.1465885490179062,-0.01093533169478178,0.14308004081249237,0.13719572126865387,0.30795547366142273,0.0670943409204483,0.3034582734107971,0.18161512911319733,0.13827809691429138
of,0.5011631846427917,1.0,0.2938849925994873,0.17124508321285248,-0.03817026689648628,0.18431782722473145,0.2513895630836487,0.733189046382904,0.21966372430324554,0.3802283704280853,0.2581937313079834,0.1826142966747284
three,0.40919098258018494,0.3844621181488037,0.18328385055065155,0.11997674405574799,0.03946888819336891,0.10095541924238205,0.2043166607618332,0.43452659249305725,0.11500518023967743,0.3712083399295807,0.23353217542171478,0.20928427577018738
ambassadors,0.10600444674491882,0.18431782722473145,0.21689410507678986,0.20073838531970978,-0.003877220442518592,1.0000001192092896,0.19997510313987732,0.23352757096290588,0.13544273376464844,0.20165316760540009,0.21456381678581238,0.17982764542102814
(,0.2589828372001648,0.35032153129577637,0.2257842868566513,0.1773909628391266,0.0012731997994706035,0.1504029780626297,0.18979617953300476,0.33289089798927307,0.15214639902114868,0.23072676360607147,0.1887793242931366,0.40561532974243164
two,0.4674137234687805,0.37726253271102905,0.21525606513023376,0.18127043545246124,0.038143858313560486,0.13434889912605286,0.2755576968193054,0.43858039379119873,0.1854880303144455,0.4498785734176636,0.21585629880428314,0.19645625352859497
mongols,0.23739531636238098,0.23517343401908875,0.6018205285072327,0.5210641026496887,-0.027451662346720695,0.19559015333652496,0.21908389031887054,0.310281366109848,0.40168359875679016,0.243153914809227,0.304791659116745,0.11517509818077087
and,0.506277859210968,0.5116966962814331,0.26551535725593567,0.22885166108608246,0.06895173341035843,0.19877469539642334,0.34479495882987976,0.5171257257461548,0.2144315540790558,0.4711785912513733,0.22953680157661438,0.20544172823429108
a,0.56894451379776,0.5052502155303955,0.194350928068161,0.1743650734424591,0.04866964742541313,0.13478079438209534,0.2552328109741211,0.5829201340675354,0.1737842708826065,0.338716596364975,0.2287488877773285,0.23916715383529663
muslim,0.20675697922706604,0.267849862575531,0.4327831268310547,0.4263378083705902,0.06176655367016792,0.24710126221179962,0.2098924219608307,0.28099653124809265,0.5199922323226929,0.21171724796295166,0.27674400806427,0.17456822097301483
),0.2758678197860718,0.3680361211299896,0.24887141585350037,0.2105041742324829,0.021107977256178856,0.1546032875776291,0.18584993481636047,0.3456730246543884,0.19814902544021606,0.22866283357143402,0.218582883477211,0.42300865054130554
to,0.5345056653022766,0.41548454761505127,0.2294713407754898,0.18221943080425262,0.03782717138528824,0.24943135678768158,0.4452643394470215,0.535392165184021,0.13290750980377197,0.4544740617275238,0.11436479538679123,0.29463258385658264
meet,0.24354198575019836,0.25706547498703003,0.18895699083805084,0.1375407874584198,-0.05353774130344391,0.2643612325191498,0.2612188756465912,0.312436044216156,0.07388142496347427,0.3389989733695984,0.08894938975572586,0.1658235788345337
the,0.6521818041801453,0.733189046382904,0.3448939025402069,0.21067845821380615,-0.01540423184633255,0.23352757096290588,0.34736719727516174,1.0,0.19914765655994415,0.40389683842658997,0.2324211299419403,0.22068053483963013
shah,0.1793200522661209,0.21966372430324554,0.547207772731781,0.6120432019233704,0.025959691032767296,0.13544273376464844,0.12947657704353333,0.19914765655994415,1.0,0.18077486753463745,0.29067564010620117,0.10370904207229614
himself,0.25621819496154785,0.17862990498542786,0.2502084970474243,0.2027694135904312,-0.025549961254000664,0.1299697756767273,0.31494221091270447,0.24642214179039001,0.22131653130054474,0.15683495998382568,0.24479782581329346,0.10407622903585434
instead,0.4252457022666931,0.31208282709121704,0.11739638447761536,0.13210242986679077,0.025141391903162003,0.23141270875930786,0.34208473563194275,0.3940567970275879,0.13261301815509796,0.3414740264415741,0.17568722367286682,0.2942638397216797
of,0.5011631846427917,1.0,0.2938849925994873,0.17124508321285248,-0.03817026689648628,0.18431782722473145,0.2513895630836487,0.733189046382904,0.21966372430324554,0.3802283704280853,0.2581937313079834,0.1826142966747284
the,0.6521818041801453,0.733189046382904,0.3448939025402069,0.21067845821380615,-0.01540423184633255,0.23352757096290588,0.34736719727516174,1.0,0.19914765655994415,0.40389683842658997,0.2324211299419403,0.22068053483963013
governor,0.06969950348138809,0.19877229630947113,0.23279069364070892,0.2043571174144745,-0.0029628698248416185,0.33641648292541504,0.1650441586971283,0.19955585896968842,0.20026245713233948,0.07588896155357361,0.26339468359947205,0.135940283536911
inalchuq,0.3418160080909729,0.2910105884075165,0.3578783869743347,0.23091517388820648,-0.014087159186601639,0.2693668007850647,0.28137776255607605,0.3083098828792572,0.25874727964401245,0.32164689898490906,0.3177580237388611,0.3137962818145752
.,0.45942068099975586,0.5352458953857422,0.25373268127441406,0.19819748401641846,-0.003708066651597619,0.2159060537815094,0.35288307070732117,0.5934505462646484,0.210231751203537,0.41614407300949097,0.210914745926857,0.4130953550338745
