,on,what,basis,do,the,radical,islamist,organizations,conduct,their,attacks,?
and,0.4077630043029785,0.31309178471565247,0.2805973291397095,0.276123583316803,0.5171257257461548,0.248888298869133,0.19843706488609314,0.2811741828918457,0.2281462550163269,0.45114588737487793,0.28638073801994324,0.20544172823429108
groups,0.14260469377040863,0.23137421905994415,0.24852700531482697,0.22382022440433502,0.27790749073028564,0.2266576886177063,0.25379782915115356,0.4296261966228485,0.19481560587882996,0.30789998173713684,0.22349976003170013,0.14349548518657684
such,0.3181164264678955,0.23989605903625488,0.30864065885543823,0.337398886680603,0.3575236201286316,0.2029726505279541,0.12899209558963776,0.342521607875824,0.18664154410362244,0.30566170811653137,0.20113161206245422,0.17851735651493073
as,0.36047765612602234,0.31749409437179565,0.3141365945339203,0.38329678773880005,0.48381632566452026,0.25565287470817566,0.17964394390583038,0.26520437002182007,0.18918800354003906,0.29218852519989014,0.20575103163719177,0.27043893933296204
the,0.5107308030128479,0.42745697498321533,0.2758672833442688,0.30239659547805786,1.0,0.20306628942489624,0.2459319531917572,0.2850687503814697,0.24627962708473206,0.516537070274353,0.2845265567302704,0.22068053483963013
taliban,0.180561363697052,0.214632049202919,0.15632188320159912,0.16197983920574188,0.26727861166000366,0.23947452008724213,0.6071791648864746,0.36045125126838684,0.19980628788471222,0.27294743061065674,0.32364270091056824,0.13205693662166595
",",0.49057599902153015,0.3087472915649414,0.23746788501739502,0.3283645510673523,0.4933079481124878,0.2340504378080368,0.18959079682826996,0.21690145134925842,0.19693340361118317,0.3045167922973633,0.25300389528274536,0.31091248989105225
entirely,0.32423076033592224,0.38249561190605164,0.33349210023880005,0.24468739330768585,0.33318132162094116,0.17004334926605225,0.15858134627342224,0.2546282112598419,0.18921925127506256,0.3063802123069763,0.19112306833267212,0.19651781022548676
reject,0.1621386706829071,0.2971072494983673,0.3705044090747833,0.32089537382125854,0.24960725009441376,0.26156002283096313,0.2787664830684662,0.22121356427669525,0.17407451570034027,0.278172105550766,0.17839130759239197,0.21545763313770294
democracy,0.1325356364250183,0.22238294780254364,0.2384655624628067,0.14181070029735565,0.22284646332263947,0.4457528293132782,0.36561185121536255,0.34379610419273376,0.14190319180488586,0.16195048391819,0.20708100497722626,0.20770417153835297
",",0.49057599902153015,0.3087472915649414,0.23746788501739502,0.3283645510673523,0.4933079481124878,0.2340504378080368,0.18959079682826996,0.21690145134925842,0.19693340361118317,0.3045167922973633,0.25300389528274536,0.31091248989105225
often,0.24822035431861877,0.3849453330039978,0.2996147871017456,0.30438441038131714,0.38004449009895325,0.2674556076526642,0.19870391488075256,0.2806962728500366,0.23161126673221588,0.4525530934333801,0.236777663230896,0.23748154938220978
declaring,0.2331947684288025,0.31397342681884766,0.2966456711292267,0.20566624402999878,0.28212109208106995,0.16358807682991028,0.21881885826587677,0.2922697067260742,0.3280786871910095,0.24669772386550903,0.21977829933166504,0.22835050523281097
as,0.36047765612602234,0.31749409437179565,0.3141365945339203,0.38329678773880005,0.48381632566452026,0.25565287470817566,0.17964394390583038,0.26520437002182007,0.18918800354003906,0.29218852519989014,0.20575103163719177,0.27043893933296204
kuffar,0.21736861765384674,0.30028748512268066,0.15101265907287598,0.15159930288791656,0.3623572885990143,0.23681826889514923,0.45666372776031494,0.18507999181747437,0.17930635809898376,0.23359829187393188,0.19901326298713684,0.2347215712070465
those,0.3098534643650055,0.44466671347618103,0.3473886549472809,0.43052518367767334,0.42861196398735046,0.2542358338832855,0.20067396759986877,0.3474939465522766,0.24858006834983826,0.4748094081878662,0.20920391380786896,0.3328189253807068
muslims,0.12874530255794525,0.26523277163505554,0.17362841963768005,0.2774776518344879,0.2657718360424042,0.26271507143974304,0.5776523947715759,0.2799628973007202,0.20100516080856323,0.23667196929454803,0.24778147041797638,0.18742211163043976
who,0.2340552806854248,0.40942975878715515,0.24115082621574402,0.2662210166454315,0.3733934462070465,0.2508828043937683,0.2584798336029053,0.30136746168136597,0.18785615265369415,0.3767721951007843,0.20934036374092102,0.26220351457595825
support,0.26417678594589233,0.2797985076904297,0.2861873209476471,0.3117796778678894,0.22984638810157776,0.29798004031181335,0.23209555447101593,0.26451390981674194,0.23809745907783508,0.20667444169521332,0.20298601686954498,0.22626608610153198
it,0.4529881477355957,0.45803478360176086,0.26882249116897583,0.337066113948822,0.6251175999641418,0.1730409860610962,0.1596301794052124,0.18700218200683594,0.19537721574306488,0.3067983090877533,0.24581478536128998,0.25732165575027466
(,0.28656116127967834,0.2411840260028839,0.16453315317630768,0.24216170608997345,0.33289089798927307,0.1716337352991104,0.12686777114868164,0.16571606695652008,0.14044137299060822,0.15721023082733154,0.14983944594860077,0.40561532974243164
see,0.2895292341709137,0.44941186904907227,0.2556953430175781,0.4088582396507263,0.3770301640033722,0.16642895340919495,0.16802425682544708,0.2186015397310257,0.19115372002124786,0.2501167058944702,0.2160317748785019,0.42005208134651184
takfirism,0.252529114484787,0.36042720079421997,0.27211037278175354,0.29446911811828613,0.3292444050312042,0.4230932593345642,0.5079749822616577,0.37275588512420654,0.1963120847940445,0.25697407126426697,0.27632904052734375,0.27176037430763245
),0.29937487840652466,0.26259949803352356,0.18813949823379517,0.24460165202617645,0.3456730246543884,0.18791987001895905,0.16155245900154114,0.17612864077091217,0.13844919204711914,0.1549641638994217,0.1678670048713684,0.42300865054130554
",",0.49057599902153015,0.3087472915649414,0.23746788501739502,0.3283645510673523,0.4933079481124878,0.2340504378080368,0.18959079682826996,0.21690145134925842,0.19693340361118317,0.3045167922973633,0.25300389528274536,0.31091248989105225
as,0.36047765612602234,0.31749409437179565,0.3141365945339203,0.38329678773880005,0.48381632566452026,0.25565287470817566,0.17964394390583038,0.26520437002182007,0.18918800354003906,0.29218852519989014,0.20575103163719177,0.27043893933296204
well,0.2982843816280365,0.4154493808746338,0.25440332293510437,0.367764413356781,0.42630070447921753,0.2536453902721405,0.1552698314189911,0.2774546146392822,0.187139630317688,0.356689989566803,0.19156378507614136,0.24815571308135986
as,0.36047765612602234,0.31749409437179565,0.3141365945339203,0.38329678773880005,0.48381632566452026,0.25565287470817566,0.17964394390583038,0.26520437002182007,0.18918800354003906,0.29218852519989014,0.20575103163719177,0.27043893933296204
calling,0.1952987164258957,0.28107601404190063,0.13705888390541077,0.21688628196716309,0.23722994327545166,0.14242932200431824,0.18633835017681122,0.22317081689834595,0.1898033767938614,0.235340416431427,0.19568994641304016,0.23612231016159058
for,0.36199691891670227,0.3017193675041199,0.34436357021331787,0.29510271549224854,0.4739971458911896,0.15379466116428375,0.11837603896856308,0.3069128394126892,0.2898896038532257,0.3406745493412018,0.21289865672588348,0.264628142118454
violent/offensive,0.26800626516342163,0.2907470166683197,0.13582010567188263,0.2638213634490967,0.33480751514434814,0.3098049461841583,0.37285754084587097,0.2683526873588562,0.303085595369339,0.27574479579925537,0.37559470534324646,0.29264137148857117
jihad,0.17795133590698242,0.24871385097503662,0.2289516031742096,0.1612415760755539,0.22348956763744354,0.33837658166885376,0.6852618455886841,0.337014377117157,0.19205228984355927,0.19877080619335175,0.3577392101287842,0.21031080186367035
or,0.2897229492664337,0.33867141604423523,0.3142005503177643,0.39439281821250916,0.4174870550632477,0.1519842892885208,0.21816089749336243,0.31885844469070435,0.17750343680381775,0.42146000266075134,0.19375577569007874,0.32389625906944275
urging,0.18418866395950317,0.13587170839309692,0.19314314424991608,0.1521725356578827,0.2558472454547882,0.252831369638443,0.11876887083053589,0.2720271944999695,0.1726377010345459,0.20798708498477936,0.2194659560918808,0.11504565179347992
and,0.4077630043029785,0.31309178471565247,0.2805973291397095,0.276123583316803,0.5171257257461548,0.248888298869133,0.19843706488609314,0.2811741828918457,0.2281462550163269,0.45114588737487793,0.28638073801994324,0.20544172823429108
conducting,0.268589586019516,0.18511110544204712,0.24487364292144775,0.20919527113437653,0.2657943367958069,0.15722230076789856,0.1771724373102188,0.1935940533876419,0.776431143283844,0.26855796575546265,0.10857882350683212,0.06755834817886353
attacks,0.2935330867767334,0.19946885108947754,0.19032657146453857,0.16204015910625458,0.2845265567302704,0.21122071146965027,0.3652808368206024,0.2583213746547699,0.14199963212013245,0.17313595116138458,0.9999999403953552,0.14532065391540527
on,0.9999999403953552,0.34226128458976746,0.3159703016281128,0.3025321364402771,0.5107308030128479,0.19962751865386963,0.15223444998264313,0.21576854586601257,0.22611549496650696,0.3598666191101074,0.2935330867767334,0.2714994251728058
a,0.3848365545272827,0.3320399522781372,0.3051576614379883,0.26237669587135315,0.5829201340675354,0.2166643589735031,0.2404065877199173,0.21523034572601318,0.2023347169160843,0.29698723554611206,0.24573074281215668,0.23916715383529663
religious,0.16059501469135284,0.26794421672821045,0.2106117308139801,0.21927370131015778,0.22950971126556396,0.35685431957244873,0.4408053159713745,0.33753183484077454,0.2827661335468292,0.2620738446712494,0.175922229886055,0.15727058053016663
basis,0.3159703016281128,0.27055948972702026,1.0000001192092896,0.2216377854347229,0.2758672833442688,0.27920424938201904,0.15520475804805756,0.2731229066848755,0.27450382709503174,0.29404744505882263,0.19032657146453857,0.14255106449127197
.,0.49257001280784607,0.3567904531955719,0.2657107412815094,0.3613996207714081,0.5934505462646484,0.20326311886310577,0.20264555513858795,0.2218165397644043,0.16721296310424805,0.34427863359451294,0.295037180185318,0.4130953550338745
